colour	x	xend	y	yend	showSelected1	showSelected2	row_in_group	na_group
#0D3A6B	7.13030245004099	7.39540192449588	7.31068350669655	8.27490457504329	17	miss	152	33
#0D3A6B	0.581934828575609	0.641087839115502	3.70922013918504	4.7074690667297	17	miss	153	33
#0D3A6B	0.392713427562269	0.488653022777287	0.77804834466105	1.77343550253982	18	miss	155	34
#4283C9	1.40211698568555	0.424442724630811	6.07279303777796	6.28291928380895	18	hit	156	34
#0D3A6B	3.17594269164313	3.33300248846005	6.2046153559147	7.19220445074303	18	miss	157	34
#0D3A6B	8.36261728586856	8.60233019297716	0.329291988752188	1.30013580840886	18	miss	158	34
#0D3A6B	1.00796559505266	0.295174991189418	7.49515960631056	8.1965365057336	18	miss	159	34
#0D3A6B	8.46255440785458	8.86450770721863	4.70778371438009	5.62344388340043	18	miss	160	34
#0D3A6B	1.9861338813901	2.30679158911854	0.647354324810498	1.59454946546227	18	miss	162	35
#0D3A6B	3.05608720042425	2.49502853035314	7.83126924760672	8.65904528539595	18	miss	163	35
#4283C9	2.68762514968761	1.6885888991376	8.73752674103342	8.7814194521252	18	hit	164	35
#4283C9	2.20615702480383	3.0626655716046	1.17146584540232	1.68759868611024	18	hit	166	36
#0D3A6B	6.3248628107333	5.74220655397834	7.22308494146615	8.03580364216418	18	miss	167	36
#0D3A6B	7.21646863748806	6.38792541562093	5.78098371411864	6.34090882473435	18	miss	168	36
#0D3A6B	7.13030245004099	7.39540192449588	7.31068350669655	8.27490457504329	18	miss	169	36
#0D3A6B	0.581934828575609	0.641087839115502	3.70922013918504	4.7074690667297	18	miss	170	36
#0D3A6B	6.36629322305855	6.66997490222964	5.60701441507601	6.55978796515799	18	miss	171	36
#0D3A6B	0.392713427562269	0.488653022777287	0.77804834466105	1.77343550253982	19	miss	173	37
#4283C9	1.40211698568555	0.424442724630811	6.07279303777796	6.28291928380895	19	hit	174	37
#0D3A6B	3.17594269164313	3.33300248846005	6.2046153559147	7.19220445074303	19	miss	175	37
#0D3A6B	8.36261728586856	8.60233019297716	0.329291988752188	1.30013580840886	19	miss	176	37
#0D3A6B	1.00796559505266	0.295174991189418	7.49515960631056	8.1965365057336	19	miss	177	37
#0D3A6B	8.46255440785458	8.86450770721863	4.70778371438009	5.62344388340043	19	miss	178	37
#0D3A6B	1.9861338813901	2.30679158911854	0.647354324810498	1.59454946546227	19	miss	180	38
#0D3A6B	3.05608720042425	2.49502853035314	7.83126924760672	8.65904528539595	19	miss	181	38
#4283C9	2.68762514968761	1.6885888991376	8.73752674103342	8.7814194521252	19	hit	182	38
#4283C9	2.20615702480383	3.0626655716046	1.17146584540232	1.68759868611024	19	hit	184	39
#0D3A6B	6.3248628107333	5.74220655397834	7.22308494146615	8.03580364216418	19	miss	185	39
#0D3A6B	7.21646863748806	6.38792541562093	5.78098371411864	6.34090882473435	19	miss	186	39
#0D3A6B	7.13030245004099	7.39540192449588	7.31068350669655	8.27490457504329	19	miss	187	39
#0D3A6B	0.581934828575609	0.641087839115502	3.70922013918504	4.7074690667297	19	miss	188	39
#0D3A6B	6.36629322305855	6.66997490222964	5.60701441507601	6.55978796515799	19	miss	189	39
#0D3A6B	2.98406999988338	3.42362909147659	6.51592939199745	7.41414306646347	19	miss	190	39
#0D3A6B	0.392713427562269	0.488653022777287	0.77804834466105	1.77343550253982	20	miss	192	40
#4283C9	1.40211698568555	0.424442724630811	6.07279303777796	6.28291928380895	20	hit	193	40
#0D3A6B	3.17594269164313	3.33300248846005	6.2046153559147	7.19220445074303	20	miss	194	40
#0D3A6B	8.36261728586856	8.60233019297716	0.329291988752188	1.30013580840886	20	miss	195	40
#0D3A6B	1.00796559505266	0.295174991189418	7.49515960631056	8.1965365057336	20	miss	196	40
#0D3A6B	8.46255440785458	8.86450770721863	4.70778371438009	5.62344388340043	20	miss	197	40
#0D3A6B	1.9861338813901	2.30679158911854	0.647354324810498	1.59454946546227	20	miss	199	41
#0D3A6B	3.05608720042425	2.49502853035314	7.83126924760672	8.65904528539595	20	miss	200	41
#4283C9	2.68762514968761	1.6885888991376	8.73752674103342	8.7814194521252	20	hit	201	41
#4283C9	2.20615702480383	3.0626655716046	1.17146584540232	1.68759868611024	20	hit	203	42
#0D3A6B	6.3248628107333	5.74220655397834	7.22308494146615	8.03580364216418	20	miss	204	42
#0D3A6B	7.21646863748806	6.38792541562093	5.78098371411864	6.34090882473435	20	miss	205	42
#0D3A6B	7.13030245004099	7.39540192449588	7.31068350669655	8.27490457504329	20	miss	206	42
#0D3A6B	0.581934828575609	0.641087839115502	3.70922013918504	4.7074690667297	20	miss	207	42
#0D3A6B	6.36629322305855	6.66997490222964	5.60701441507601	6.55978796515799	20	miss	208	42
#0D3A6B	2.98406999988338	3.42362909147659	6.51592939199745	7.41414306646347	20	miss	209	42
#0D3A6B	3.5140980205941	3.53333920394303	2.08858478182601	3.08839965312136	20	miss	210	42
#0D3A6B	0.392713427562269	0.488653022777287	0.77804834466105	1.77343550253982	21	miss	212	43
#4283C9	1.40211698568555	0.424442724630811	6.07279303777796	6.28291928380895	21	hit	213	43
#0D3A6B	3.17594269164313	3.33300248846005	6.2046153559147	7.19220445074303	21	miss	214	43
#0D3A6B	8.36261728586856	8.60233019297716	0.329291988752188	1.30013580840886	21	miss	215	43
#0D3A6B	1.00796559505266	0.295174991189418	7.49515960631056	8.1965365057336	21	miss	216	43
#0D3A6B	8.46255440785458	8.86450770721863	4.70778371438009	5.62344388340043	21	miss	217	43
#0D3A6B	1.9861338813901	2.30679158911854	0.647354324810498	1.59454946546227	21	miss	219	44
#0D3A6B	3.05608720042425	2.49502853035314	7.83126924760672	8.65904528539595	21	miss	220	44
#4283C9	2.68762514968761	1.6885888991376	8.73752674103342	8.7814194521252	21	hit	221	44
#4283C9	2.20615702480383	3.0626655716046	1.17146584540232	1.68759868611024	21	hit	223	45
#0D3A6B	6.3248628107333	5.74220655397834	7.22308494146615	8.03580364216418	21	miss	224	45
#0D3A6B	7.21646863748806	6.38792541562093	5.78098371411864	6.34090882473435	21	miss	225	45
#0D3A6B	7.13030245004099	7.39540192449588	7.31068350669655	8.27490457504329	21	miss	226	45
#0D3A6B	0.581934828575609	0.641087839115502	3.70922013918504	4.7074690667297	21	miss	227	45
#0D3A6B	6.36629322305855	6.66997490222964	5.60701441507601	6.55978796515799	21	miss	228	45
#0D3A6B	2.98406999988338	3.42362909147659	6.51592939199745	7.41414306646347	21	miss	229	45
#0D3A6B	3.5140980205941	3.53333920394303	2.08858478182601	3.08839965312136	21	miss	230	45
#0D3A6B	0.392713427562269	0.488653022777287	0.77804834466105	1.77343550253982	22	miss	233	47
#4283C9	1.40211698568555	0.424442724630811	6.07279303777796	6.28291928380895	22	hit	234	47
#0D3A6B	3.17594269164313	3.33300248846005	6.2046153559147	7.19220445074303	22	miss	235	47
#0D3A6B	8.36261728586856	8.60233019297716	0.329291988752188	1.30013580840886	22	miss	236	47
#0D3A6B	1.00796559505266	0.295174991189418	7.49515960631056	8.1965365057336	22	miss	237	47
#0D3A6B	8.46255440785458	8.86450770721863	4.70778371438009	5.62344388340043	22	miss	238	47
#0D3A6B	1.9861338813901	2.30679158911854	0.647354324810498	1.59454946546227	22	miss	240	48
#0D3A6B	3.05608720042425	2.49502853035314	7.83126924760672	8.65904528539595	22	miss	241	48
#4283C9	2.68762514968761	1.6885888991376	8.73752674103342	8.7814194521252	22	hit	242	48
#4283C9	2.20615702480383	3.0626655716046	1.17146584540232	1.68759868611024	22	hit	244	49
#0D3A6B	6.3248628107333	5.74220655397834	7.22308494146615	8.03580364216418	22	miss	245	49
#0D3A6B	7.21646863748806	6.38792541562093	5.78098371411864	6.34090882473435	22	miss	246	49
#0D3A6B	7.13030245004099	7.39540192449588	7.31068350669655	8.27490457504329	22	miss	247	49
#0D3A6B	0.581934828575609	0.641087839115502	3.70922013918504	4.7074690667297	22	miss	248	49
#0D3A6B	6.36629322305855	6.66997490222964	5.60701441507601	6.55978796515799	22	miss	249	49
#0D3A6B	2.98406999988338	3.42362909147659	6.51592939199745	7.41414306646347	22	miss	250	49
#0D3A6B	3.5140980205941	3.53333920394303	2.08858478182601	3.08839965312136	22	miss	251	49
#0D3A6B	6.79694061136796	6.87302972686486	6.58569337836052	7.58279439957296	22	miss	253	50
#0D3A6B	0.392713427562269	0.488653022777287	0.77804834466105	1.77343550253982	23	miss	255	51
#4283C9	1.40211698568555	0.424442724630811	6.07279303777796	6.28291928380895	23	hit	256	51
#0D3A6B	3.17594269164313	3.33300248846005	6.2046153559147	7.19220445074303	23	miss	257	51
#0D3A6B	8.36261728586856	8.60233019297716	0.329291988752188	1.30013580840886	23	miss	258	51
#0D3A6B	1.00796559505266	0.295174991189418	7.49515960631056	8.1965365057336	23	miss	259	51
#0D3A6B	8.46255440785458	8.86450770721863	4.70778371438009	5.62344388340043	23	miss	260	51
#0D3A6B	1.9861338813901	2.30679158911854	0.647354324810498	1.59454946546227	23	miss	262	52
#0D3A6B	3.05608720042425	2.49502853035314	7.83126924760672	8.65904528539595	23	miss	263	52
#4283C9	2.68762514968761	1.6885888991376	8.73752674103342	8.7814194521252	23	hit	264	52
#4283C9	2.20615702480383	3.0626655716046	1.17146584540232	1.68759868611024	23	hit	266	53
#0D3A6B	6.3248628107333	5.74220655397834	7.22308494146615	8.03580364216418	23	miss	267	53
#0D3A6B	7.21646863748806	6.38792541562093	5.78098371411864	6.34090882473435	23	miss	268	53
#0D3A6B	7.13030245004099	7.39540192449588	7.31068350669655	8.27490457504329	23	miss	269	53
#0D3A6B	0.581934828575609	0.641087839115502	3.70922013918504	4.7074690667297	23	miss	270	53
#0D3A6B	6.36629322305855	6.66997490222964	5.60701441507601	6.55978796515799	23	miss	271	53
#0D3A6B	2.98406999988338	3.42362909147659	6.51592939199745	7.41414306646347	23	miss	272	53
#0D3A6B	3.5140980205941	3.53333920394303	2.08858478182601	3.08839965312136	23	miss	273	53
#0D3A6B	6.79694061136796	6.87302972686486	6.58569337836052	7.58279439957296	23	miss	275	54
#0D3A6B	6.92455992085635	6.19567550270112	0.768557038281865	1.45319380691945	23	miss	276	54
#0D3A6B	0.392713427562269	0.488653022777287	0.77804834466105	1.77343550253982	24	miss	278	55
#4283C9	1.40211698568555	0.424442724630811	6.07279303777796	6.28291928380895	24	hit	279	55
#0D3A6B	3.17594269164313	3.33300248846005	6.2046153559147	7.19220445074303	24	miss	280	55
#0D3A6B	8.36261728586856	8.60233019297716	0.329291988752188	1.30013580840886	24	miss	281	55
#0D3A6B	1.00796559505266	0.295174991189418	7.49515960631056	8.1965365057336	24	miss	282	55
#0D3A6B	8.46255440785458	8.86450770721863	4.70778371438009	5.62344388340043	24	miss	283	55
#0D3A6B	1.9861338813901	2.30679158911854	0.647354324810498	1.59454946546227	24	miss	285	56
#0D3A6B	3.05608720042425	2.49502853035314	7.83126924760672	8.65904528539595	24	miss	286	56
#4283C9	2.68762514968761	1.6885888991376	8.73752674103342	8.7814194521252	24	hit	287	56
#4283C9	2.20615702480383	3.0626655716046	1.17146584540232	1.68759868611024	24	hit	289	57
#0D3A6B	6.3248628107333	5.74220655397834	7.22308494146615	8.03580364216418	24	miss	290	57
#0D3A6B	7.21646863748806	6.38792541562093	5.78098371411864	6.34090882473435	24	miss	291	57
#0D3A6B	7.13030245004099	7.39540192449588	7.31068350669655	8.27490457504329	24	miss	292	57
#0D3A6B	0.581934828575609	0.641087839115502	3.70922013918504	4.7074690667297	24	miss	293	57
#0D3A6B	6.36629322305855	6.66997490222964	5.60701441507601	6.55978796515799	24	miss	294	57
#0D3A6B	2.98406999988338	3.42362909147659	6.51592939199745	7.41414306646347	24	miss	295	57
#0D3A6B	3.5140980205941	3.53333920394303	2.08858478182601	3.08839965312136	24	miss	296	57
#0D3A6B	6.79694061136796	6.87302972686486	6.58569337836052	7.58279439957296	24	miss	298	58
#0D3A6B	6.92455992085635	6.19567550270112	0.768557038281865	1.45319380691945	24	miss	299	58
#0D3A6B	0.392713427562269	0.488653022777287	0.77804834466105	1.77343550253982	25	miss	302	60
#4283C9	1.40211698568555	0.424442724630811	6.07279303777796	6.28291928380895	25	hit	303	60
#0D3A6B	3.17594269164313	3.33300248846005	6.2046153559147	7.19220445074303	25	miss	304	60
#0D3A6B	8.36261728586856	8.60233019297716	0.329291988752188	1.30013580840886	25	miss	305	60
#0D3A6B	1.00796559505266	0.295174991189418	7.49515960631056	8.1965365057336	25	miss	306	60
#0D3A6B	8.46255440785458	8.86450770721863	4.70778371438009	5.62344388340043	25	miss	307	60
#0D3A6B	1.9861338813901	2.30679158911854	0.647354324810498	1.59454946546227	25	miss	309	61
#0D3A6B	3.05608720042425	2.49502853035314	7.83126924760672	8.65904528539595	25	miss	310	61
#4283C9	2.68762514968761	1.6885888991376	8.73752674103342	8.7814194521252	25	hit	311	61
#4283C9	2.20615702480383	3.0626655716046	1.17146584540232	1.68759868611024	25	hit	313	62
#0D3A6B	6.3248628107333	5.74220655397834	7.22308494146615	8.03580364216418	25	miss	314	62
#0D3A6B	7.21646863748806	6.38792541562093	5.78098371411864	6.34090882473435	25	miss	315	62
#0D3A6B	7.13030245004099	7.39540192449588	7.31068350669655	8.27490457504329	25	miss	316	62
#0D3A6B	0.581934828575609	0.641087839115502	3.70922013918504	4.7074690667297	25	miss	317	62
#0D3A6B	6.36629322305855	6.66997490222964	5.60701441507601	6.55978796515799	25	miss	318	62
#0D3A6B	2.98406999988338	3.42362909147659	6.51592939199745	7.41414306646347	25	miss	319	62
#0D3A6B	3.5140980205941	3.53333920394303	2.08858478182601	3.08839965312136	25	miss	320	62
#0D3A6B	6.79694061136796	6.87302972686486	6.58569337836052	7.58279439957296	25	miss	322	63
#0D3A6B	6.92455992085635	6.19567550270112	0.768557038281865	1.45319380691945	25	miss	323	63
#4283C9	2.02313214458642	3.0227272500086	1.17264230390687	1.20109621780317	25	hit	325	64
#0D3A6B	0.392713427562269	0.488653022777287	0.77804834466105	1.77343550253982	26	miss	327	65
#4283C9	1.40211698568555	0.424442724630811	6.07279303777796	6.28291928380895	26	hit	328	65
#0D3A6B	3.17594269164313	3.33300248846005	6.2046153559147	7.19220445074303	26	miss	329	65
#0D3A6B	8.36261728586856	8.60233019297716	0.329291988752188	1.30013580840886	26	miss	330	65
#0D3A6B	1.00796559505266	0.295174991189418	7.49515960631056	8.1965365057336	26	miss	331	65
#0D3A6B	8.46255440785458	8.86450770721863	4.70778371438009	5.62344388340043	26	miss	332	65
#0D3A6B	1.9861338813901	2.30679158911854	0.647354324810498	1.59454946546227	26	miss	334	66
#0D3A6B	3.05608720042425	2.49502853035314	7.83126924760672	8.65904528539595	26	miss	335	66
#4283C9	2.68762514968761	1.6885888991376	8.73752674103342	8.7814194521252	26	hit	336	66
#4283C9	2.20615702480383	3.0626655716046	1.17146584540232	1.68759868611024	26	hit	338	67
#0D3A6B	6.3248628107333	5.74220655397834	7.22308494146615	8.03580364216418	26	miss	339	67
#0D3A6B	7.21646863748806	6.38792541562093	5.78098371411864	6.34090882473435	26	miss	340	67
#0D3A6B	7.13030245004099	7.39540192449588	7.31068350669655	8.27490457504329	26	miss	341	67
#0D3A6B	0.581934828575609	0.641087839115502	3.70922013918504	4.7074690667297	26	miss	342	67
#0D3A6B	6.36629322305855	6.66997490222964	5.60701441507601	6.55978796515799	26	miss	343	67
#0D3A6B	2.98406999988338	3.42362909147659	6.51592939199745	7.41414306646347	26	miss	344	67
#0D3A6B	3.5140980205941	3.53333920394303	2.08858478182601	3.08839965312136	26	miss	345	67
#0D3A6B	6.79694061136796	6.87302972686486	6.58569337836052	7.58279439957296	26	miss	347	68
#0D3A6B	6.92455992085635	6.19567550270112	0.768557038281865	1.45319380691945	26	miss	348	68
#4283C9	2.02313214458642	3.0227272500086	1.17264230390687	1.20109621780317	26	hit	350	69
#0D3A6B	5.80880137204253	6.18228926745183	1.11768908376689	2.04532413699781	26	miss	351	69
#0D3A6B	0.392713427562269	0.488653022777287	0.77804834466105	1.77343550253982	27	miss	353	70
#4283C9	1.40211698568555	0.424442724630811	6.07279303777796	6.28291928380895	27	hit	354	70
#0D3A6B	3.17594269164313	3.33300248846005	6.2046153559147	7.19220445074303	27	miss	355	70
