colour	x	y	showSelected1	showSelected2	fill
#0D3A6B	42	0.134843942046558	50	miss	#0D3A6B
#0D3A6B	43	0.114084601643267	50	miss	#0D3A6B
#0D3A6B	44	0.0949860084722399	50	miss	#0D3A6B
#0D3A6B	45	0.07735653785283	50	miss	#0D3A6B
#4283C9	46	0.101841913713122	50	hit	#4283C9
#4283C9	47	0.126327289573413	50	hit	#4283C9
#4283C9	48	0.150812665433705	50	hit	#4283C9
#0D3A6B	49	0.131768484209033	50	miss	#0D3A6B
#4283C9	50	0.155346994296722	50	hit	#4283C9
#0D3A6B	51	0.136821022084967	50	miss	#0D3A6B
#0D3A6B	2	0.363380227632419	51	miss	#0D3A6B
#4283C9	3	0.273239544735163	51	hit	#4283C9
#4283C9	4	0.909859317102744	51	hit	#4283C9
#0D3A6B	5	0.273239544735163	51	miss	#0D3A6B
#4283C9	6	0.591549430918953	51	hit	#4283C9
#0D3A6B	7	0.273239544735163	51	miss	#0D3A6B
#0D3A6B	8	0.114084601643267	51	miss	#0D3A6B
#4283C9	9	0.273239544735163	51	hit	#4283C9
#4283C9	10	0.432394487827058	51	hit	#4283C9
#4283C9	11	0.591549430918953	51	hit	#4283C9
#0D3A6B	12	0.400563499208679	51	miss	#0D3A6B
#0D3A6B	13	0.273239544735163	51	miss	#0D3A6B
#0D3A6B	14	0.182293862968365	51	miss	#0D3A6B
#0D3A6B	15	0.114084601643267	51	miss	#0D3A6B
#4283C9	16	0.193662073189215	51	hit	#4283C9
#4283C9	17	0.273239544735163	51	hit	#4283C9
#4283C9	18	0.35281701628111	51	hit	#4283C9
#0D3A6B	19	0.273239544735163	51	miss	#0D3A6B
#0D3A6B	20	0.209577567498405	51	miss	#0D3A6B
#4283C9	21	0.273239544735163	51	hit	#4283C9
#0D3A6B	22	0.215365019974474	51	miss	#0D3A6B
#4283C9	23	0.273239544735163	51	hit	#4283C9
#4283C9	24	0.331114069495852	51	hit	#4283C9
#4283C9	25	0.388988594256541	51	hit	#4283C9
#0D3A6B	26	0.326291192432461	51	miss	#0D3A6B
#0D3A6B	27	0.273239544735163	51	miss	#0D3A6B
#0D3A6B	28	0.227766703851764	51	miss	#0D3A6B
#0D3A6B	29	0.188356908419485	51	miss	#0D3A6B
#0D3A6B	30	0.153873337416241	51	miss	#0D3A6B
#4283C9	31	0.193662073189215	51	hit	#4283C9
#4283C9	32	0.233450808962189	51	hit	#4283C9
#0D3A6B	33	0.198343100927212	51	miss	#0D3A6B
#0D3A6B	34	0.167136249340566	51	miss	#0D3A6B
#0D3A6B	35	0.139214329499882	51	miss	#0D3A6B
#4283C9	36	0.172720633308702	51	hit	#4283C9
#4283C9	37	0.206226937117523	51	hit	#4283C9
#0D3A6B	38	0.177746578880026	51	miss	#0D3A6B
#0D3A6B	39	0.151978635712766	51	miss	#0D3A6B
#4283C9	40	0.182293862968365	51	hit	#4283C9
#0D3A6B	41	0.157490495213784	51	miss	#0D3A6B
#0D3A6B	42	0.134843942046558	51	miss	#0D3A6B
#0D3A6B	43	0.114084601643267	51	miss	#0D3A6B
#0D3A6B	44	0.0949860084722399	51	miss	#0D3A6B
#0D3A6B	45	0.07735653785283	51	miss	#0D3A6B
#4283C9	46	0.101841913713122	51	hit	#4283C9
#4283C9	47	0.126327289573413	51	hit	#4283C9
#4283C9	48	0.150812665433705	51	hit	#4283C9
#0D3A6B	49	0.131768484209033	51	miss	#0D3A6B
#4283C9	50	0.155346994296722	51	hit	#4283C9
#0D3A6B	51	0.136821022084967	51	miss	#0D3A6B
#0D3A6B	52	0.119572703129195	51	miss	#0D3A6B
#0D3A6B	2	0.363380227632419	52	miss	#0D3A6B
#4283C9	3	0.273239544735163	52	hit	#4283C9
#4283C9	4	0.909859317102744	52	hit	#4283C9
#0D3A6B	5	0.273239544735163	52	miss	#0D3A6B
#4283C9	6	0.591549430918953	52	hit	#4283C9
#0D3A6B	7	0.273239544735163	52	miss	#0D3A6B
#0D3A6B	8	0.114084601643267	52	miss	#0D3A6B
#4283C9	9	0.273239544735163	52	hit	#4283C9
#4283C9	10	0.432394487827058	52	hit	#4283C9
#4283C9	11	0.591549430918953	52	hit	#4283C9
#0D3A6B	12	0.400563499208679	52	miss	#0D3A6B
#0D3A6B	13	0.273239544735163	52	miss	#0D3A6B
#0D3A6B	14	0.182293862968365	52	miss	#0D3A6B
#0D3A6B	15	0.114084601643267	52	miss	#0D3A6B
#4283C9	16	0.193662073189215	52	hit	#4283C9
#4283C9	17	0.273239544735163	52	hit	#4283C9
#4283C9	18	0.35281701628111	52	hit	#4283C9
#0D3A6B	19	0.273239544735163	52	miss	#0D3A6B
#0D3A6B	20	0.209577567498405	52	miss	#0D3A6B
#4283C9	21	0.273239544735163	52	hit	#4283C9
#0D3A6B	22	0.215365019974474	52	miss	#0D3A6B
#4283C9	23	0.273239544735163	52	hit	#4283C9
#4283C9	24	0.331114069495852	52	hit	#4283C9
#4283C9	25	0.388988594256541	52	hit	#4283C9
#0D3A6B	26	0.326291192432461	52	miss	#0D3A6B
#0D3A6B	27	0.273239544735163	52	miss	#0D3A6B
#0D3A6B	28	0.227766703851764	52	miss	#0D3A6B
#0D3A6B	29	0.188356908419485	52	miss	#0D3A6B
#0D3A6B	30	0.153873337416241	52	miss	#0D3A6B
#4283C9	31	0.193662073189215	52	hit	#4283C9
#4283C9	32	0.233450808962189	52	hit	#4283C9
#0D3A6B	33	0.198343100927212	52	miss	#0D3A6B
#0D3A6B	34	0.167136249340566	52	miss	#0D3A6B
#0D3A6B	35	0.139214329499882	52	miss	#0D3A6B
#4283C9	36	0.172720633308702	52	hit	#4283C9
#4283C9	37	0.206226937117523	52	hit	#4283C9
#0D3A6B	38	0.177746578880026	52	miss	#0D3A6B
#0D3A6B	39	0.151978635712766	52	miss	#0D3A6B
#4283C9	40	0.182293862968365	52	hit	#4283C9
#0D3A6B	41	0.157490495213784	52	miss	#0D3A6B
#0D3A6B	42	0.134843942046558	52	miss	#0D3A6B
#0D3A6B	43	0.114084601643267	52	miss	#0D3A6B
#0D3A6B	44	0.0949860084722399	52	miss	#0D3A6B
#0D3A6B	45	0.07735653785283	52	miss	#0D3A6B
#4283C9	46	0.101841913713122	52	hit	#4283C9
#4283C9	47	0.126327289573413	52	hit	#4283C9
#4283C9	48	0.150812665433705	52	hit	#4283C9
#0D3A6B	49	0.131768484209033	52	miss	#0D3A6B
#4283C9	50	0.155346994296722	52	hit	#4283C9
#0D3A6B	51	0.136821022084967	52	miss	#0D3A6B
#0D3A6B	52	0.119572703129195	52	miss	#0D3A6B
#0D3A6B	53	0.103474272103808	52	miss	#0D3A6B
#0D3A6B	2	0.363380227632419	53	miss	#0D3A6B
#4283C9	3	0.273239544735163	53	hit	#4283C9
#4283C9	4	0.909859317102744	53	hit	#4283C9
#0D3A6B	5	0.273239544735163	53	miss	#0D3A6B
#4283C9	6	0.591549430918953	53	hit	#4283C9
#0D3A6B	7	0.273239544735163	53	miss	#0D3A6B
#0D3A6B	8	0.114084601643267	53	miss	#0D3A6B
#4283C9	9	0.273239544735163	53	hit	#4283C9
#4283C9	10	0.432394487827058	53	hit	#4283C9
#4283C9	11	0.591549430918953	53	hit	#4283C9
#0D3A6B	12	0.400563499208679	53	miss	#0D3A6B
#0D3A6B	13	0.273239544735163	53	miss	#0D3A6B
#0D3A6B	14	0.182293862968365	53	miss	#0D3A6B
#0D3A6B	15	0.114084601643267	53	miss	#0D3A6B
#4283C9	16	0.193662073189215	53	hit	#4283C9
#4283C9	17	0.273239544735163	53	hit	#4283C9
#4283C9	18	0.35281701628111	53	hit	#4283C9
#0D3A6B	19	0.273239544735163	53	miss	#0D3A6B
#0D3A6B	20	0.209577567498405	53	miss	#0D3A6B
#4283C9	21	0.273239544735163	53	hit	#4283C9
#0D3A6B	22	0.215365019974474	53	miss	#0D3A6B
#4283C9	23	0.273239544735163	53	hit	#4283C9
#4283C9	24	0.331114069495852	53	hit	#4283C9
#4283C9	25	0.388988594256541	53	hit	#4283C9
#0D3A6B	26	0.326291192432461	53	miss	#0D3A6B
#0D3A6B	27	0.273239544735163	53	miss	#0D3A6B
#0D3A6B	28	0.227766703851764	53	miss	#0D3A6B
#0D3A6B	29	0.188356908419485	53	miss	#0D3A6B
#0D3A6B	30	0.153873337416241	53	miss	#0D3A6B
#4283C9	31	0.193662073189215	53	hit	#4283C9
#4283C9	32	0.233450808962189	53	hit	#4283C9
#0D3A6B	33	0.198343100927212	53	miss	#0D3A6B
#0D3A6B	34	0.167136249340566	53	miss	#0D3A6B
#0D3A6B	35	0.139214329499882	53	miss	#0D3A6B
#4283C9	36	0.172720633308702	53	hit	#4283C9
#4283C9	37	0.206226937117523	53	hit	#4283C9
#0D3A6B	38	0.177746578880026	53	miss	#0D3A6B
#0D3A6B	39	0.151978635712766	53	miss	#0D3A6B
#4283C9	40	0.182293862968365	53	hit	#4283C9
#0D3A6B	41	0.157490495213784	53	miss	#0D3A6B
#0D3A6B	42	0.134843942046558	53	miss	#0D3A6B
#0D3A6B	43	0.114084601643267	53	miss	#0D3A6B
#0D3A6B	44	0.0949860084722399	53	miss	#0D3A6B
#0D3A6B	45	0.07735653785283	53	miss	#0D3A6B
#4283C9	46	0.101841913713122	53	hit	#4283C9
#4283C9	47	0.126327289573413	53	hit	#4283C9
#4283C9	48	0.150812665433705	53	hit	#4283C9
#0D3A6B	49	0.131768484209033	53	miss	#0D3A6B
#4283C9	50	0.155346994296722	53	hit	#4283C9
#0D3A6B	51	0.136821022084967	53	miss	#0D3A6B
#0D3A6B	52	0.119572703129195	53	miss	#0D3A6B
#0D3A6B	53	0.103474272103808	53	miss	#0D3A6B
#4283C9	54	0.124694931182727	53	hit	#4283C9
#0D3A6B	2	0.363380227632419	54	miss	#0D3A6B
#4283C9	3	0.273239544735163	54	hit	#4283C9
#4283C9	4	0.909859317102744	54	hit	#4283C9
#0D3A6B	5	0.273239544735163	54	miss	#0D3A6B
#4283C9	6	0.591549430918953	54	hit	#4283C9
#0D3A6B	7	0.273239544735163	54	miss	#0D3A6B
#0D3A6B	8	0.114084601643267	54	miss	#0D3A6B
#4283C9	9	0.273239544735163	54	hit	#4283C9
#4283C9	10	0.432394487827058	54	hit	#4283C9
#4283C9	11	0.591549430918953	54	hit	#4283C9
#0D3A6B	12	0.400563499208679	54	miss	#0D3A6B
#0D3A6B	13	0.273239544735163	54	miss	#0D3A6B
#0D3A6B	14	0.182293862968365	54	miss	#0D3A6B
#0D3A6B	15	0.114084601643267	54	miss	#0D3A6B
#4283C9	16	0.193662073189215	54	hit	#4283C9
#4283C9	17	0.273239544735163	54	hit	#4283C9
#4283C9	18	0.35281701628111	54	hit	#4283C9
#0D3A6B	19	0.273239544735163	54	miss	#0D3A6B
#0D3A6B	20	0.209577567498405	54	miss	#0D3A6B
#4283C9	21	0.273239544735163	54	hit	#4283C9
#0D3A6B	22	0.215365019974474	54	miss	#0D3A6B
#4283C9	23	0.273239544735163	54	hit	#4283C9
#4283C9	24	0.331114069495852	54	hit	#4283C9
#4283C9	25	0.388988594256541	54	hit	#4283C9
#0D3A6B	26	0.326291192432461	54	miss	#0D3A6B
#0D3A6B	27	0.273239544735163	54	miss	#0D3A6B
#0D3A6B	28	0.227766703851764	54	miss	#0D3A6B
#0D3A6B	29	0.188356908419485	54	miss	#0D3A6B
#0D3A6B	30	0.153873337416241	54	miss	#0D3A6B
#4283C9	31	0.193662073189215	54	hit	#4283C9
#4283C9	32	0.233450808962189	54	hit	#4283C9
#0D3A6B	33	0.198343100927212	54	miss	#0D3A6B
#0D3A6B	34	0.167136249340566	54	miss	#0D3A6B
#0D3A6B	35	0.139214329499882	54	miss	#0D3A6B
#4283C9	36	0.172720633308702	54	hit	#4283C9
#4283C9	37	0.206226937117523	54	hit	#4283C9
#0D3A6B	38	0.177746578880026	54	miss	#0D3A6B
#0D3A6B	39	0.151978635712766	54	miss	#0D3A6B
#4283C9	40	0.182293862968365	54	hit	#4283C9
#0D3A6B	41	0.157490495213784	54	miss	#0D3A6B
#0D3A6B	42	0.134843942046558	54	miss	#0D3A6B
#0D3A6B	43	0.114084601643267	54	miss	#0D3A6B
#0D3A6B	44	0.0949860084722399	54	miss	#0D3A6B
#0D3A6B	45	0.07735653785283	54	miss	#0D3A6B
#4283C9	46	0.101841913713122	54	hit	#4283C9
#4283C9	47	0.126327289573413	54	hit	#4283C9
#4283C9	48	0.150812665433705	54	hit	#4283C9
#0D3A6B	49	0.131768484209033	54	miss	#0D3A6B
#4283C9	50	0.155346994296722	54	hit	#4283C9
#0D3A6B	51	0.136821022084967	54	miss	#0D3A6B
#0D3A6B	52	0.119572703129195	54	miss	#0D3A6B
#0D3A6B	53	0.103474272103808	54	miss	#0D3A6B
#4283C9	54	0.124694931182727	54	hit	#4283C9
#0D3A6B	55	0.108950571220948	54	miss	#0D3A6B
#0D3A6B	2	0.363380227632419	55	miss	#0D3A6B
#4283C9	3	0.273239544735163	55	hit	#4283C9
#4283C9	4	0.909859317102744	55	hit	#4283C9
#0D3A6B	5	0.273239544735163	55	miss	#0D3A6B
#4283C9	6	0.591549430918953	55	hit	#4283C9
#0D3A6B	7	0.273239544735163	55	miss	#0D3A6B
#0D3A6B	8	0.114084601643267	55	miss	#0D3A6B
#4283C9	9	0.273239544735163	55	hit	#4283C9
#4283C9	10	0.432394487827058	55	hit	#4283C9
#4283C9	11	0.591549430918953	55	hit	#4283C9
#0D3A6B	12	0.400563499208679	55	miss	#0D3A6B
#0D3A6B	13	0.273239544735163	55	miss	#0D3A6B
#0D3A6B	14	0.182293862968365	55	miss	#0D3A6B
#0D3A6B	15	0.114084601643267	55	miss	#0D3A6B
#4283C9	16	0.193662073189215	55	hit	#4283C9
#4283C9	17	0.273239544735163	55	hit	#4283C9
#4283C9	18	0.35281701628111	55	hit	#4283C9
#0D3A6B	19	0.273239544735163	55	miss	#0D3A6B
#0D3A6B	20	0.209577567498405	55	miss	#0D3A6B
#4283C9	21	0.273239544735163	55	hit	#4283C9
#0D3A6B	22	0.215365019974474	55	miss	#0D3A6B
#4283C9	23	0.273239544735163	55	hit	#4283C9
#4283C9	24	0.331114069495852	55	hit	#4283C9
#4283C9	25	0.388988594256541	55	hit	#4283C9
#0D3A6B	26	0.326291192432461	55	miss	#0D3A6B
#0D3A6B	27	0.273239544735163	55	miss	#0D3A6B
#0D3A6B	28	0.227766703851764	55	miss	#0D3A6B
#0D3A6B	29	0.188356908419485	55	miss	#0D3A6B
#0D3A6B	30	0.153873337416241	55	miss	#0D3A6B
#4283C9	31	0.193662073189215	55	hit	#4283C9
#4283C9	32	0.233450808962189	55	hit	#4283C9
#0D3A6B	33	0.198343100927212	55	miss	#0D3A6B
#0D3A6B	34	0.167136249340566	55	miss	#0D3A6B
#0D3A6B	35	0.139214329499882	55	miss	#0D3A6B
#4283C9	36	0.172720633308702	55	hit	#4283C9
#4283C9	37	0.206226937117523	55	hit	#4283C9
#0D3A6B	38	0.177746578880026	55	miss	#0D3A6B
#0D3A6B	39	0.151978635712766	55	miss	#0D3A6B
#4283C9	40	0.182293862968365	55	hit	#4283C9
#0D3A6B	41	0.157490495213784	55	miss	#0D3A6B
#0D3A6B	42	0.134843942046558	55	miss	#0D3A6B
#0D3A6B	43	0.114084601643267	55	miss	#0D3A6B
#0D3A6B	44	0.0949860084722399	55	miss	#0D3A6B
#0D3A6B	45	0.07735653785283	55	miss	#0D3A6B
#4283C9	46	0.101841913713122	55	hit	#4283C9
#4283C9	47	0.126327289573413	55	hit	#4283C9
#4283C9	48	0.150812665433705	55	hit	#4283C9
#0D3A6B	49	0.131768484209033	55	miss	#0D3A6B
#4283C9	50	0.155346994296722	55	hit	#4283C9
#0D3A6B	51	0.136821022084967	55	miss	#0D3A6B
#0D3A6B	52	0.119572703129195	55	miss	#0D3A6B
#0D3A6B	53	0.103474272103808	55	miss	#0D3A6B
#4283C9	54	0.124694931182727	55	hit	#4283C9
#0D3A6B	55	0.108950571220948	55	miss	#0D3A6B
#0D3A6B	56	0.0941902337567805	55	miss	#0D3A6B
#0D3A6B	2	0.363380227632419	56	miss	#0D3A6B
#4283C9	3	0.273239544735163	56	hit	#4283C9
#4283C9	4	0.909859317102744	56	hit	#4283C9
#0D3A6B	5	0.273239544735163	56	miss	#0D3A6B
#4283C9	6	0.591549430918953	56	hit	#4283C9
#0D3A6B	7	0.273239544735163	56	miss	#0D3A6B
#0D3A6B	8	0.114084601643267	56	miss	#0D3A6B
#4283C9	9	0.273239544735163	56	hit	#4283C9
#4283C9	10	0.432394487827058	56	hit	#4283C9
#4283C9	11	0.591549430918953	56	hit	#4283C9
#0D3A6B	12	0.400563499208679	56	miss	#0D3A6B
#0D3A6B	13	0.273239544735163	56	miss	#0D3A6B
#0D3A6B	14	0.182293862968365	56	miss	#0D3A6B
#0D3A6B	15	0.114084601643267	56	miss	#0D3A6B
#4283C9	16	0.193662073189215	56	hit	#4283C9
#4283C9	17	0.273239544735163	56	hit	#4283C9
#4283C9	18	0.35281701628111	56	hit	#4283C9
#0D3A6B	19	0.273239544735163	56	miss	#0D3A6B
#0D3A6B	20	0.209577567498405	56	miss	#0D3A6B
#4283C9	21	0.273239544735163	56	hit	#4283C9
#0D3A6B	22	0.215365019974474	56	miss	#0D3A6B
#4283C9	23	0.273239544735163	56	hit	#4283C9
#4283C9	24	0.331114069495852	56	hit	#4283C9
#4283C9	25	0.388988594256541	56	hit	#4283C9
#0D3A6B	26	0.326291192432461	56	miss	#0D3A6B
#0D3A6B	27	0.273239544735163	56	miss	#0D3A6B
#0D3A6B	28	0.227766703851764	56	miss	#0D3A6B
#0D3A6B	29	0.188356908419485	56	miss	#0D3A6B
#0D3A6B	30	0.153873337416241	56	miss	#0D3A6B
#4283C9	31	0.193662073189215	56	hit	#4283C9
#4283C9	32	0.233450808962189	56	hit	#4283C9
#0D3A6B	33	0.198343100927212	56	miss	#0D3A6B
#0D3A6B	34	0.167136249340566	56	miss	#0D3A6B
#0D3A6B	35	0.139214329499882	56	miss	#0D3A6B
#4283C9	36	0.172720633308702	56	hit	#4283C9
#4283C9	37	0.206226937117523	56	hit	#4283C9
#0D3A6B	38	0.177746578880026	56	miss	#0D3A6B
#0D3A6B	39	0.151978635712766	56	miss	#0D3A6B
#4283C9	40	0.182293862968365	56	hit	#4283C9
#0D3A6B	41	0.157490495213784	56	miss	#0D3A6B
#0D3A6B	42	0.134843942046558	56	miss	#0D3A6B
#0D3A6B	43	0.114084601643267	56	miss	#0D3A6B
#0D3A6B	44	0.0949860084722399	56	miss	#0D3A6B
#0D3A6B	45	0.07735653785283	56	miss	#0D3A6B
#4283C9	46	0.101841913713122	56	hit	#4283C9
#4283C9	47	0.126327289573413	56	hit	#4283C9
#4283C9	48	0.150812665433705	56	hit	#4283C9
#0D3A6B	49	0.131768484209033	56	miss	#0D3A6B
#4283C9	50	0.155346994296722	56	hit	#4283C9
#0D3A6B	51	0.136821022084967	56	miss	#0D3A6B
#0D3A6B	52	0.119572703129195	56	miss	#0D3A6B
#0D3A6B	53	0.103474272103808	56	miss	#0D3A6B
#4283C9	54	0.124694931182727	56	hit	#4283C9
#0D3A6B	55	0.108950571220948	56	miss	#0D3A6B
#0D3A6B	56	0.0941902337567805	56	miss	#0D3A6B
#4283C9	57	0.114084601643267	56	hit	#4283C9
#0D3A6B	2	0.363380227632419	57	miss	#0D3A6B
#4283C9	3	0.273239544735163	57	hit	#4283C9
#4283C9	4	0.909859317102744	57	hit	#4283C9
#0D3A6B	5	0.273239544735163	57	miss	#0D3A6B
#4283C9	6	0.591549430918953	57	hit	#4283C9
#0D3A6B	7	0.273239544735163	57	miss	#0D3A6B
#0D3A6B	8	0.114084601643267	57	miss	#0D3A6B
#4283C9	9	0.273239544735163	57	hit	#4283C9
#4283C9	10	0.432394487827058	57	hit	#4283C9
#4283C9	11	0.591549430918953	57	hit	#4283C9
#0D3A6B	12	0.400563499208679	57	miss	#0D3A6B
#0D3A6B	13	0.273239544735163	57	miss	#0D3A6B
#0D3A6B	14	0.182293862968365	57	miss	#0D3A6B
#0D3A6B	15	0.114084601643267	57	miss	#0D3A6B
#4283C9	16	0.193662073189215	57	hit	#4283C9
#4283C9	17	0.273239544735163	57	hit	#4283C9
#4283C9	18	0.35281701628111	57	hit	#4283C9
#0D3A6B	19	0.273239544735163	57	miss	#0D3A6B
#0D3A6B	20	0.209577567498405	57	miss	#0D3A6B
#4283C9	21	0.273239544735163	57	hit	#4283C9
#0D3A6B	22	0.215365019974474	57	miss	#0D3A6B
#4283C9	23	0.273239544735163	57	hit	#4283C9
#4283C9	24	0.331114069495852	57	hit	#4283C9
#4283C9	25	0.388988594256541	57	hit	#4283C9
#0D3A6B	26	0.326291192432461	57	miss	#0D3A6B
#0D3A6B	27	0.273239544735163	57	miss	#0D3A6B
#0D3A6B	28	0.227766703851764	57	miss	#0D3A6B
#0D3A6B	29	0.188356908419485	57	miss	#0D3A6B
#0D3A6B	30	0.153873337416241	57	miss	#0D3A6B
#4283C9	31	0.193662073189215	57	hit	#4283C9
#4283C9	32	0.233450808962189	57	hit	#4283C9
#0D3A6B	33	0.198343100927212	57	miss	#0D3A6B
#0D3A6B	34	0.167136249340566	57	miss	#0D3A6B
#0D3A6B	35	0.139214329499882	57	miss	#0D3A6B
#4283C9	36	0.172720633308702	57	hit	#4283C9
#4283C9	37	0.206226937117523	57	hit	#4283C9
#0D3A6B	38	0.177746578880026	57	miss	#0D3A6B
#0D3A6B	39	0.151978635712766	57	miss	#0D3A6B
#4283C9	40	0.182293862968365	57	hit	#4283C9
#0D3A6B	41	0.157490495213784	57	miss	#0D3A6B
#0D3A6B	42	0.134843942046558	57	miss	#0D3A6B
#0D3A6B	43	0.114084601643267	57	miss	#0D3A6B
#0D3A6B	44	0.0949860084722399	57	miss	#0D3A6B
#0D3A6B	45	0.07735653785283	57	miss	#0D3A6B
#4283C9	46	0.101841913713122	57	hit	#4283C9
#4283C9	47	0.126327289573413	57	hit	#4283C9
#4283C9	48	0.150812665433705	57	hit	#4283C9
#0D3A6B	49	0.131768484209033	57	miss	#0D3A6B
#4283C9	50	0.155346994296722	57	hit	#4283C9
#0D3A6B	51	0.136821022084967	57	miss	#0D3A6B
#0D3A6B	52	0.119572703129195	57	miss	#0D3A6B
#0D3A6B	53	0.103474272103808	57	miss	#0D3A6B
#4283C9	54	0.124694931182727	57	hit	#4283C9
#0D3A6B	55	0.108950571220948	57	miss	#0D3A6B
#0D3A6B	56	0.0941902337567805	57	miss	#0D3A6B
#4283C9	57	0.114084601643267	57	hit	#4283C9
#0D3A6B	58	0.0996159704530951	57	miss	#0D3A6B
#0D3A6B	2	0.363380227632419	58	miss	#0D3A6B
#4283C9	3	0.273239544735163	58	hit	#4283C9
#4283C9	4	0.909859317102744	58	hit	#4283C9
#0D3A6B	5	0.273239544735163	58	miss	#0D3A6B
#4283C9	6	0.591549430918953	58	hit	#4283C9
#0D3A6B	7	0.273239544735163	58	miss	#0D3A6B
#0D3A6B	8	0.114084601643267	58	miss	#0D3A6B
#4283C9	9	0.273239544735163	58	hit	#4283C9
#4283C9	10	0.432394487827058	58	hit	#4283C9
#4283C9	11	0.591549430918953	58	hit	#4283C9
#0D3A6B	12	0.400563499208679	58	miss	#0D3A6B
#0D3A6B	13	0.273239544735163	58	miss	#0D3A6B
#0D3A6B	14	0.182293862968365	58	miss	#0D3A6B
#0D3A6B	15	0.114084601643267	58	miss	#0D3A6B
#4283C9	16	0.193662073189215	58	hit	#4283C9
#4283C9	17	0.273239544735163	58	hit	#4283C9
#4283C9	18	0.35281701628111	58	hit	#4283C9
#0D3A6B	19	0.273239544735163	58	miss	#0D3A6B
#0D3A6B	20	0.209577567498405	58	miss	#0D3A6B
#4283C9	21	0.273239544735163	58	hit	#4283C9
#0D3A6B	22	0.215365019974474	58	miss	#0D3A6B
#4283C9	23	0.273239544735163	58	hit	#4283C9
#4283C9	24	0.331114069495852	58	hit	#4283C9
#4283C9	25	0.388988594256541	58	hit	#4283C9
#0D3A6B	26	0.326291192432461	58	miss	#0D3A6B
#0D3A6B	27	0.273239544735163	58	miss	#0D3A6B
#0D3A6B	28	0.227766703851764	58	miss	#0D3A6B
#0D3A6B	29	0.188356908419485	58	miss	#0D3A6B
#0D3A6B	30	0.153873337416241	58	miss	#0D3A6B
#4283C9	31	0.193662073189215	58	hit	#4283C9
#4283C9	32	0.233450808962189	58	hit	#4283C9
#0D3A6B	33	0.198343100927212	58	miss	#0D3A6B
#0D3A6B	34	0.167136249340566	58	miss	#0D3A6B
#0D3A6B	35	0.139214329499882	58	miss	#0D3A6B
#4283C9	36	0.172720633308702	58	hit	#4283C9
#4283C9	37	0.206226937117523	58	hit	#4283C9
#0D3A6B	38	0.177746578880026	58	miss	#0D3A6B
#0D3A6B	39	0.151978635712766	58	miss	#0D3A6B
#4283C9	40	0.182293862968365	58	hit	#4283C9
#0D3A6B	41	0.157490495213784	58	miss	#0D3A6B
#0D3A6B	42	0.134843942046558	58	miss	#0D3A6B
#0D3A6B	43	0.114084601643267	58	miss	#0D3A6B
#0D3A6B	44	0.0949860084722399	58	miss	#0D3A6B
#0D3A6B	45	0.07735653785283	58	miss	#0D3A6B
#4283C9	46	0.101841913713122	58	hit	#4283C9
#4283C9	47	0.126327289573413	58	hit	#4283C9
#4283C9	48	0.150812665433705	58	hit	#4283C9
#0D3A6B	49	0.131768484209033	58	miss	#0D3A6B
#4283C9	50	0.155346994296722	58	hit	#4283C9
#0D3A6B	51	0.136821022084967	58	miss	#0D3A6B
#0D3A6B	52	0.119572703129195	58	miss	#0D3A6B
#0D3A6B	53	0.103474272103808	58	miss	#0D3A6B
#4283C9	54	0.124694931182727	58	hit	#4283C9
#0D3A6B	55	0.108950571220948	58	miss	#0D3A6B
#0D3A6B	56	0.0941902337567805	58	miss	#0D3A6B
#4283C9	57	0.114084601643267	58	hit	#4283C9
#0D3A6B	58	0.0996159704530951	58	miss	#0D3A6B
#0D3A6B	59	0.0859984352152858	58	miss	#0D3A6B
#0D3A6B	2	0.363380227632419	59	miss	#0D3A6B
#4283C9	3	0.273239544735163	59	hit	#4283C9
#4283C9	4	0.909859317102744	59	hit	#4283C9
#0D3A6B	5	0.273239544735163	59	miss	#0D3A6B
#4283C9	6	0.591549430918953	59	hit	#4283C9
#0D3A6B	7	0.273239544735163	59	miss	#0D3A6B
#0D3A6B	8	0.114084601643267	59	miss	#0D3A6B
#4283C9	9	0.273239544735163	59	hit	#4283C9
#4283C9	10	0.432394487827058	59	hit	#4283C9
#4283C9	11	0.591549430918953	59	hit	#4283C9
#0D3A6B	12	0.400563499208679	59	miss	#0D3A6B
#0D3A6B	13	0.273239544735163	59	miss	#0D3A6B
#0D3A6B	14	0.182293862968365	59	miss	#0D3A6B
#0D3A6B	15	0.114084601643267	59	miss	#0D3A6B
#4283C9	16	0.193662073189215	59	hit	#4283C9
#4283C9	17	0.273239544735163	59	hit	#4283C9
#4283C9	18	0.35281701628111	59	hit	#4283C9
#0D3A6B	19	0.273239544735163	59	miss	#0D3A6B
#0D3A6B	20	0.209577567498405	59	miss	#0D3A6B
#4283C9	21	0.273239544735163	59	hit	#4283C9
#0D3A6B	22	0.215365019974474	59	miss	#0D3A6B
#4283C9	23	0.273239544735163	59	hit	#4283C9
#4283C9	24	0.331114069495852	59	hit	#4283C9
#4283C9	25	0.388988594256541	59	hit	#4283C9
#0D3A6B	26	0.326291192432461	59	miss	#0D3A6B
#0D3A6B	27	0.273239544735163	59	miss	#0D3A6B
#0D3A6B	28	0.227766703851764	59	miss	#0D3A6B
#0D3A6B	29	0.188356908419485	59	miss	#0D3A6B
#0D3A6B	30	0.153873337416241	59	miss	#0D3A6B
#4283C9	31	0.193662073189215	59	hit	#4283C9
