x	y
2	0.363380227632419
2	0.363380227632419
2	0.363380227632419
2	0.363380227632419
2	0.363380227632419
2	0.363380227632419
2	0.363380227632419
2	0.363380227632419
2	0.363380227632419
2	0.363380227632419
2	0.363380227632419
2	0.363380227632419
2	0.363380227632419
2	0.363380227632419
2	0.363380227632419
2	0.363380227632419
2	0.363380227632419
2	0.363380227632419
2	0.363380227632419
2	0.363380227632419
2	0.363380227632419
2	0.363380227632419
2	0.363380227632419
2	0.363380227632419
2	0.363380227632419
2	0.363380227632419
2	0.363380227632419
2	0.363380227632419
2	0.363380227632419
2	0.363380227632419
2	0.363380227632419
2	0.363380227632419
2	0.363380227632419
2	0.363380227632419
2	0.363380227632419
2	0.363380227632419
2	0.363380227632419
2	0.363380227632419
2	0.363380227632419
2	0.363380227632419
2	0.363380227632419
2	0.363380227632419
2	0.363380227632419
2	0.363380227632419
2	0.363380227632419
2	0.363380227632419
2	0.363380227632419
2	0.363380227632419
2	0.363380227632419
2	0.363380227632419
2	0.363380227632419
2	0.363380227632419
2	0.363380227632419
2	0.363380227632419
2	0.363380227632419
2	0.363380227632419
2	0.363380227632419
2	0.363380227632419
2	0.363380227632419
2	0.363380227632419
2	0.363380227632419
2	0.363380227632419
2	0.363380227632419
2	0.363380227632419
2	0.363380227632419
2	0.363380227632419
2	0.363380227632419
2	0.363380227632419
2	0.363380227632419
2	0.363380227632419
2	0.363380227632419
2	0.363380227632419
2	0.363380227632419
2	0.363380227632419
2	0.363380227632419
2	0.363380227632419
2	0.363380227632419
2	0.363380227632419
2	0.363380227632419
2	0.363380227632419
2	0.363380227632419
2	0.363380227632419
2	0.363380227632419
2	0.363380227632419
2	0.363380227632419
2	0.363380227632419
2	0.363380227632419
2	0.363380227632419
2	0.363380227632419
2	0.363380227632419
2	0.363380227632419
2	0.363380227632419
2	0.363380227632419
2	0.363380227632419
2	0.363380227632419
2	0.363380227632419
2	0.363380227632419
2	0.363380227632419
2	0.363380227632419
2	0.363380227632419
2	0.363380227632419
2	0.363380227632419
2	0.363380227632419
2	0.363380227632419
2	0.363380227632419
3	0.273239544735163
3	0.273239544735163
3	0.273239544735163
3	0.273239544735163
3	0.273239544735163
3	0.273239544735163
3	0.273239544735163
3	0.273239544735163
3	0.273239544735163
3	0.273239544735163
3	0.273239544735163
3	0.273239544735163
3	0.273239544735163
3	0.273239544735163
3	0.273239544735163
3	0.273239544735163
3	0.273239544735163
3	0.273239544735163
3	0.273239544735163
3	0.273239544735163
3	0.273239544735163
3	0.273239544735163
3	0.273239544735163
3	0.273239544735163
3	0.273239544735163
3	0.273239544735163
3	0.273239544735163
3	0.273239544735163
3	0.273239544735163
3	0.273239544735163
3	0.273239544735163
3	0.273239544735163
3	0.273239544735163
3	0.273239544735163
3	0.273239544735163
3	0.273239544735163
3	0.273239544735163
3	0.273239544735163
3	0.273239544735163
3	0.273239544735163
3	0.273239544735163
3	0.273239544735163
3	0.273239544735163
3	0.273239544735163
3	0.273239544735163
3	0.273239544735163
3	0.273239544735163
3	0.273239544735163
3	0.273239544735163
3	0.273239544735163
3	0.273239544735163
3	0.273239544735163
3	0.273239544735163
3	0.273239544735163
3	0.273239544735163
3	0.273239544735163
3	0.273239544735163
3	0.273239544735163
3	0.273239544735163
3	0.273239544735163
3	0.273239544735163
3	0.273239544735163
3	0.273239544735163
3	0.273239544735163
3	0.273239544735163
3	0.273239544735163
3	0.273239544735163
3	0.273239544735163
3	0.273239544735163
3	0.273239544735163
3	0.273239544735163
3	0.273239544735163
3	0.273239544735163
3	0.273239544735163
3	0.273239544735163
3	0.273239544735163
3	0.273239544735163
3	0.273239544735163
3	0.273239544735163
3	0.273239544735163
3	0.273239544735163
3	0.273239544735163
3	0.273239544735163
3	0.273239544735163
3	0.273239544735163
3	0.273239544735163
3	0.273239544735163
3	0.273239544735163
3	0.273239544735163
3	0.273239544735163
3	0.273239544735163
3	0.273239544735163
3	0.273239544735163
3	0.273239544735163
3	0.273239544735163
3	0.273239544735163
3	0.273239544735163
3	0.273239544735163
3	0.273239544735163
3	0.273239544735163
