group	colour	x	y	tooltip	showSelected1
4	#00C094	1960	51.6086829268293	United Arab Emirates	Middle East & North Africa
4	#00C094	1961	52.6601463414634	United Arab Emirates	Middle East & North Africa
4	#00C094	1962	53.7608292682927	United Arab Emirates	Middle East & North Africa
4	#00C094	1963	54.9011951219512	United Arab Emirates	Middle East & North Africa
4	#00C094	1964	56.066243902439	United Arab Emirates	Middle East & North Africa
4	#00C094	1965	57.2364146341463	United Arab Emirates	Middle East & North Africa
4	#00C094	1966	58.3916585365854	United Arab Emirates	Middle East & North Africa
4	#00C094	1967	59.5129268292683	United Arab Emirates	Middle East & North Africa
4	#00C094	1968	60.5826829268293	United Arab Emirates	Middle East & North Africa
4	#00C094	1969	61.5878780487805	United Arab Emirates	Middle East & North Africa
4	#00C094	1970	62.5194878048781	United Arab Emirates	Middle East & North Africa
4	#00C094	1971	63.373	United Arab Emirates	Middle East & North Africa
4	#00C094	1972	64.1599512195122	United Arab Emirates	Middle East & North Africa
4	#00C094	1973	64.8883170731707	United Arab Emirates	Middle East & North Africa
4	#00C094	1974	65.5626341463415	United Arab Emirates	Middle East & North Africa
4	#00C094	1975	66.1853902439024	United Arab Emirates	Middle East & North Africa
4	#00C094	1960	51.7798048780488	Bahrain	Middle East & North Africa
4	#00C094	1961	53.2025853658537	Bahrain	Middle East & North Africa
4	#00C094	1962	54.6219756097561	Bahrain	Middle East & North Africa
4	#00C094	1963	56.0134390243903	Bahrain	Middle East & North Africa
4	#00C094	1964	57.3574146341464	Bahrain	Middle East & North Africa
4	#00C094	1965	58.6348048780488	Bahrain	Middle East & North Africa
4	#00C094	1966	59.833512195122	Bahrain	Middle East & North Africa
4	#00C094	1967	60.9560243902439	Bahrain	Middle East & North Africa
4	#00C094	1968	62.0038536585366	Bahrain	Middle East & North Africa
4	#00C094	1969	62.9744634146342	Bahrain	Middle East & North Africa
4	#00C094	1970	63.8683902439025	Bahrain	Middle East & North Africa
4	#00C094	1971	64.6892195121951	Bahrain	Middle East & North Africa
4	#00C094	1972	65.4454878048781	Bahrain	Middle East & North Africa
4	#00C094	1973	66.1482682926829	Bahrain	Middle East & North Africa
4	#00C094	1974	66.8015609756098	Bahrain	Middle East & North Africa
4	#00C094	1975	67.4118780487805	Bahrain	Middle East & North Africa
4	#00C094	1960	38.536	Djibouti	Middle East & North Africa
4	#00C094	1961	39.0096829268293	Djibouti	Middle East & North Africa
4	#00C094	1962	39.4818292682927	Djibouti	Middle East & North Africa
4	#00C094	1963	39.9549024390244	Djibouti	Middle East & North Africa
4	#00C094	1964	40.4289268292683	Djibouti	Middle East & North Africa
4	#00C094	1965	40.9033658536585	Djibouti	Middle East & North Africa
4	#00C094	1966	41.3787804878049	Djibouti	Middle East & North Africa
4	#00C094	1967	41.8531707317073	Djibouti	Middle East & North Africa
4	#00C094	1968	42.3250975609756	Djibouti	Middle East & North Africa
4	#00C094	1969	42.7925609756098	Djibouti	Middle East & North Africa
4	#00C094	1970	43.2540731707317	Djibouti	Middle East & North Africa
4	#00C094	1971	43.7041463414634	Djibouti	Middle East & North Africa
4	#00C094	1972	44.1437804878049	Djibouti	Middle East & North Africa
4	#00C094	1973	44.5749756097561	Djibouti	Middle East & North Africa
4	#00C094	1974	45.0016829268293	Djibouti	Middle East & North Africa
4	#00C094	1975	45.4339268292683	Djibouti	Middle East & North Africa
4	#00C094	1960	46.9853902439025	Algeria	Middle East & North Africa
4	#00C094	1961	47.5183658536585	Algeria	Middle East & North Africa
4	#00C094	1962	48.0688536585366	Algeria	Middle East & North Africa
4	#00C094	1963	48.6398292682927	Algeria	Middle East & North Africa
4	#00C094	1964	49.2308048780488	Algeria	Middle East & North Africa
4	#00C094	1965	49.8382926829268	Algeria	Middle East & North Africa
4	#00C094	1966	50.4543414634146	Algeria	Middle East & North Africa
4	#00C094	1967	51.0729268292683	Algeria	Middle East & North Africa
4	#00C094	1968	51.6895853658537	Algeria	Middle East & North Africa
4	#00C094	1969	52.3027804878049	Algeria	Middle East & North Africa
4	#00C094	1970	52.9180243902439	Algeria	Middle East & North Africa
4	#00C094	1971	53.5412926829268	Algeria	Middle East & North Africa
4	#00C094	1972	54.1790731707317	Algeria	Middle East & North Africa
4	#00C094	1973	54.8353170731707	Algeria	Middle East & North Africa
4	#00C094	1974	55.509512195122	Algeria	Middle East & North Africa
4	#00C094	1975	56.1955609756098	Algeria	Middle East & North Africa
4	#00C094	1960	45.9335609756098	Egypt, Arab Rep.	Middle East & North Africa
4	#00C094	1961	46.3473658536585	Egypt, Arab Rep.	Middle East & North Africa
4	#00C094	1962	46.7697073170732	Egypt, Arab Rep.	Middle East & North Africa
4	#00C094	1963	47.2011219512195	Egypt, Arab Rep.	Middle East & North Africa
4	#00C094	1964	47.6440731707317	Egypt, Arab Rep.	Middle East & North Africa
4	#00C094	1965	48.0955609756098	Egypt, Arab Rep.	Middle East & North Africa
4	#00C094	1966	48.5550975609756	Egypt, Arab Rep.	Middle East & North Africa
4	#00C094	1967	49.0196341463415	Egypt, Arab Rep.	Middle East & North Africa
4	#00C094	1968	49.4891463414634	Egypt, Arab Rep.	Middle East & North Africa
4	#00C094	1969	49.9655853658537	Egypt, Arab Rep.	Middle East & North Africa
4	#00C094	1970	50.4523902439025	Egypt, Arab Rep.	Middle East & North Africa
4	#00C094	1971	50.954512195122	Egypt, Arab Rep.	Middle East & North Africa
4	#00C094	1972	51.4764146341463	Egypt, Arab Rep.	Middle East & North Africa
4	#00C094	1973	52.0190975609756	Egypt, Arab Rep.	Middle East & North Africa
4	#00C094	1974	52.5810975609756	Egypt, Arab Rep.	Middle East & North Africa
4	#00C094	1975	53.1604634146342	Egypt, Arab Rep.	Middle East & North Africa
4	#00C094	1961	72.0065853658537	Israel	Middle East & North Africa
4	#00C094	1962	72.1121951219512	Israel	Middle East & North Africa
4	#00C094	1966	72.2856097560976	Israel	Middle East & North Africa
4	#00C094	1967	71.509756097561	Israel	Middle East & North Africa
4	#00C094	1968	71.0565853658537	Israel	Middle East & North Africa
4	#00C094	1969	70.9704878048781	Israel	Middle East & North Africa
4	#00C094	1970	71.2134146341463	Israel	Middle East & North Africa
4	#00C094	1971	71.7190243902439	Israel	Middle East & North Africa
4	#00C094	1972	71.0780487804878	Israel	Middle East & North Africa
4	#00C094	1973	71.6934146341464	Israel	Middle East & North Africa
4	#00C094	1974	71.6617073170732	Israel	Middle East & North Africa
4	#00C094	1975	72.0451219512195	Israel	Middle East & North Africa
4	#00C094	1960	48.8539268292683	Iraq	Middle East & North Africa
4	#00C094	1961	49.9329268292683	Iraq	Middle East & North Africa
4	#00C094	1962	50.976756097561	Iraq	Middle East & North Africa
4	#00C094	1963	51.9839024390244	Iraq	Middle East & North Africa
4	#00C094	1964	52.9499024390244	Iraq	Middle East & North Africa
4	#00C094	1965	53.8707804878049	Iraq	Middle East & North Africa
4	#00C094	1966	54.7395853658537	Iraq	Middle East & North Africa
4	#00C094	1967	55.5559268292683	Iraq	Middle East & North Africa
4	#00C094	1968	56.3164390243902	Iraq	Middle East & North Africa
4	#00C094	1969	57.0212195121951	Iraq	Middle East & North Africa
4	#00C094	1970	57.6951219512195	Iraq	Middle East & North Africa
4	#00C094	1971	58.3721951219512	Iraq	Middle East & North Africa
4	#00C094	1972	59.0554390243902	Iraq	Middle East & North Africa
4	#00C094	1973	59.7204634146342	Iraq	Middle East & North Africa
4	#00C094	1974	60.3228780487805	Iraq	Middle East & North Africa
4	#00C094	1975	60.7249512195122	Iraq	Middle East & North Africa
4	#00C094	1960	44.5774390243903	Iran, Islamic Rep.	Middle East & North Africa
4	#00C094	1961	45.3408048780488	Iran, Islamic Rep.	Middle East & North Africa
4	#00C094	1962	46.0850731707317	Iran, Islamic Rep.	Middle East & North Africa
4	#00C094	1963	46.8112682926829	Iran, Islamic Rep.	Middle East & North Africa
4	#00C094	1964	47.5189756097561	Iran, Islamic Rep.	Middle East & North Africa
4	#00C094	1965	48.2023414634146	Iran, Islamic Rep.	Middle East & North Africa
4	#00C094	1966	48.8555609756098	Iran, Islamic Rep.	Middle East & North Africa
4	#00C094	1967	49.4762195121951	Iran, Islamic Rep.	Middle East & North Africa
4	#00C094	1968	50.0688292682927	Iran, Islamic Rep.	Middle East & North Africa
4	#00C094	1969	50.6419024390244	Iran, Islamic Rep.	Middle East & North Africa
4	#00C094	1970	51.2456829268293	Iran, Islamic Rep.	Middle East & North Africa
4	#00C094	1971	51.9446585365854	Iran, Islamic Rep.	Middle East & North Africa
4	#00C094	1972	52.7490487804878	Iran, Islamic Rep.	Middle East & North Africa
4	#00C094	1973	53.6267073170732	Iran, Islamic Rep.	Middle East & North Africa
4	#00C094	1974	54.5114146341463	Iran, Islamic Rep.	Middle East & North Africa
4	#00C094	1975	55.2263658536585	Iran, Islamic Rep.	Middle East & North Africa
4	#00C094	1960	53.8540487804878	Jordan	Middle East & North Africa
4	#00C094	1961	54.5577804878049	Jordan	Middle East & North Africa
4	#00C094	1962	55.2555609756098	Jordan	Middle East & North Africa
4	#00C094	1963	55.9529024390244	Jordan	Middle East & North Africa
4	#00C094	1964	56.6522682926829	Jordan	Middle East & North Africa
4	#00C094	1965	57.3571707317073	Jordan	Middle East & North Africa
4	#00C094	1966	58.0680975609756	Jordan	Middle East & North Africa
4	#00C094	1967	58.7840731707317	Jordan	Middle East & North Africa
4	#00C094	1968	59.5006097560976	Jordan	Middle East & North Africa
4	#00C094	1969	60.2162195121951	Jordan	Middle East & North Africa
4	#00C094	1970	60.9279024390244	Jordan	Middle East & North Africa
4	#00C094	1971	61.6336585365854	Jordan	Middle East & North Africa
4	#00C094	1972	62.33	Jordan	Middle East & North Africa
4	#00C094	1973	63.0123902439024	Jordan	Middle East & North Africa
4	#00C094	1974	63.6753902439024	Jordan	Middle East & North Africa
4	#00C094	1975	64.3139512195122	Jordan	Middle East & North Africa
4	#00C094	1960	61.4006829268293	Kuwait	Middle East & North Africa
4	#00C094	1961	62.0518292682927	Kuwait	Middle East & North Africa
4	#00C094	1962	62.6799756097561	Kuwait	Middle East & North Africa
4	#00C094	1963	63.2836097560976	Kuwait	Middle East & North Africa
4	#00C094	1964	63.863243902439	Kuwait	Middle East & North Africa
4	#00C094	1965	64.4188780487805	Kuwait	Middle East & North Africa
4	#00C094	1966	64.949	Kuwait	Middle East & North Africa
4	#00C094	1967	65.4546341463415	Kuwait	Middle East & North Africa
4	#00C094	1968	65.9358048780488	Kuwait	Middle East & North Africa
4	#00C094	1969	66.3945365853659	Kuwait	Middle East & North Africa
4	#00C094	1970	66.8323658536585	Kuwait	Middle East & North Africa
4	#00C094	1971	67.2523170731707	Kuwait	Middle East & North Africa
4	#00C094	1972	67.6563902439025	Kuwait	Middle East & North Africa
4	#00C094	1973	68.0461219512195	Kuwait	Middle East & North Africa
4	#00C094	1974	68.423512195122	Kuwait	Middle East & North Africa
4	#00C094	1975	68.7905609756098	Kuwait	Middle East & North Africa
4	#00C094	1960	60.9993414634146	Lebanon	Middle East & North Africa
4	#00C094	1961	61.4943658536585	Lebanon	Middle East & North Africa
4	#00C094	1962	61.9509512195122	Lebanon	Middle East & North Africa
4	#00C094	1963	62.3720487804878	Lebanon	Middle East & North Africa
4	#00C094	1964	62.7621707317073	Lebanon	Middle East & North Africa
4	#00C094	1965	63.1288048780488	Lebanon	Middle East & North Africa
4	#00C094	1966	63.4799268292683	Lebanon	Middle East & North Africa
4	#00C094	1967	63.8185365853659	Lebanon	Middle East & North Africa
4	#00C094	1968	64.1480975609756	Lebanon	Middle East & North Africa
4	#00C094	1969	64.4680975609756	Lebanon	Middle East & North Africa
4	#00C094	1970	64.7725365853659	Lebanon	Middle East & North Africa
4	#00C094	1971	65.0518536585366	Lebanon	Middle East & North Africa
4	#00C094	1972	65.2990731707317	Lebanon	Middle East & North Africa
4	#00C094	1973	65.5111951219512	Lebanon	Middle East & North Africa
4	#00C094	1974	65.690756097561	Lebanon	Middle East & North Africa
4	#00C094	1975	65.8452926829268	Lebanon	Middle East & North Africa
4	#00C094	1960	46.6787317073171	Libya	Middle East & North Africa
4	#00C094	1961	47.1752195121951	Libya	Middle East & North Africa
4	#00C094	1962	47.6686829268293	Libya	Middle East & North Africa
4	#00C094	1963	48.1600975609756	Libya	Middle East & North Africa
4	#00C094	1964	48.6494634146341	Libya	Middle East & North Africa
4	#00C094	1965	49.1322682926829	Libya	Middle East & North Africa
4	#00C094	1966	49.6000243902439	Libya	Middle East & North Africa
4	#00C094	1967	50.055756097561	Libya	Middle East & North Africa
4	#00C094	1968	50.5074634146342	Libya	Middle East & North Africa
4	#00C094	1969	50.9696829268293	Libya	Middle East & North Africa
4	#00C094	1970	51.4664390243903	Libya	Middle East & North Africa
4	#00C094	1971	52.024756097561	Libya	Middle East & North Africa
4	#00C094	1972	52.6626097560976	Libya	Middle East & North Africa
4	#00C094	1973	53.3880243902439	Libya	Middle East & North Africa
4	#00C094	1974	54.2004878048781	Libya	Middle East & North Africa
4	#00C094	1975	55.093	Libya	Middle East & North Africa
4	#00C094	1960	46.6150731707317	Morocco	Middle East & North Africa
4	#00C094	1961	47.1090975609756	Morocco	Middle East & North Africa
4	#00C094	1962	47.5995853658537	Morocco	Middle East & North Africa
4	#00C094	1963	48.087512195122	Morocco	Middle East & North Africa
4	#00C094	1964	48.5739024390244	Morocco	Middle East & North Africa
4	#00C094	1965	49.0587317073171	Morocco	Middle East & North Africa
4	#00C094	1966	49.5425365853659	Morocco	Middle East & North Africa
4	#00C094	1967	50.0278048780488	Morocco	Middle East & North Africa
4	#00C094	1968	50.5155853658537	Morocco	Middle East & North Africa
4	#00C094	1969	51.0078536585366	Morocco	Middle East & North Africa
4	#00C094	1970	51.5046341463415	Morocco	Middle East & North Africa
4	#00C094	1971	52.0029268292683	Morocco	Middle East & North Africa
4	#00C094	1972	52.5041951219512	Morocco	Middle East & North Africa
4	#00C094	1973	53.0134634146342	Morocco	Middle East & North Africa
4	#00C094	1974	53.538243902439	Morocco	Middle East & North Africa
4	#00C094	1975	54.0935609756098	Morocco	Middle East & North Africa
4	#00C094	1960	67.6017804878049	Malta	Middle East & North Africa
4	#00C094	1961	67.9027073170732	Malta	Middle East & North Africa
4	#00C094	1962	68.2047804878049	Malta	Middle East & North Africa
4	#00C094	1963	68.5049024390244	Malta	Middle East & North Africa
4	#00C094	1964	68.7999756097561	Malta	Middle East & North Africa
4	#00C094	1965	69.0864634146342	Malta	Middle East & North Africa
4	#00C094	1966	69.3663658536586	Malta	Middle East & North Africa
4	#00C094	1967	69.6402195121951	Malta	Middle East & North Africa
4	#00C094	1968	69.9115853658537	Malta	Middle East & North Africa
4	#00C094	1969	70.1789512195122	Malta	Middle East & North Africa
4	#00C094	1970	70.4433170731707	Malta	Middle East & North Africa
4	#00C094	1971	70.7047073170732	Malta	Middle East & North Africa
4	#00C094	1972	70.9626097560976	Malta	Middle East & North Africa
4	#00C094	1973	71.218512195122	Malta	Middle East & North Africa
4	#00C094	1974	71.4709268292683	Malta	Middle East & North Africa
4	#00C094	1975	71.7208536585366	Malta	Middle East & North Africa
4	#00C094	1960	42.2736097560976	Oman	Middle East & North Africa
4	#00C094	1961	42.9303414634146	Oman	Middle East & North Africa
4	#00C094	1962	43.6146097560976	Oman	Middle East & North Africa
4	#00C094	1963	44.3289024390244	Oman	Middle East & North Africa
4	#00C094	1964	45.076756097561	Oman	Middle East & North Africa
4	#00C094	1965	45.8641707317073	Oman	Middle East & North Africa
4	#00C094	1966	46.6986585365854	Oman	Middle East & North Africa
4	#00C094	1967	47.580243902439	Oman	Middle East & North Africa
4	#00C094	1968	48.5074146341464	Oman	Middle East & North Africa
4	#00C094	1969	49.4746829268293	Oman	Middle East & North Africa
4	#00C094	1970	50.473512195122	Oman	Middle East & North Africa
4	#00C094	1971	51.4934146341463	Oman	Middle East & North Africa
4	#00C094	1972	52.5243414634146	Oman	Middle East & North Africa
4	#00C094	1973	53.5567804878049	Oman	Middle East & North Africa
4	#00C094	1974	54.585243902439	Oman	Middle East & North Africa
4	#00C094	1975	55.6087073170732	Oman	Middle East & North Africa
4	#00C094	1960	59.7569024390244	Qatar	Middle East & North Africa
4	#00C094	1961	60.4215365853659	Qatar	Middle East & North Africa
4	#00C094	1962	61.0786585365854	Qatar	Middle East & North Africa
4	#00C094	1963	61.7257804878049	Qatar	Middle East & North Africa
4	#00C094	1964	62.3633902439024	Qatar	Middle East & North Africa
4	#00C094	1965	62.9949756097561	Qatar	Middle East & North Africa
4	#00C094	1966	63.6235609756098	Qatar	Middle East & North Africa
4	#00C094	1967	64.2536341463415	Qatar	Middle East & North Africa
4	#00C094	1968	64.8857317073171	Qatar	Middle East & North Africa
4	#00C094	1969	65.5183414634146	Qatar	Middle East & North Africa
4	#00C094	1970	66.1484390243902	Qatar	Middle East & North Africa
4	#00C094	1971	66.7710487804878	Qatar	Middle East & North Africa
4	#00C094	1972	67.3811219512195	Qatar	Middle East & North Africa
4	#00C094	1973	67.9721707317073	Qatar	Middle East & North Africa
4	#00C094	1974	68.5381707317073	Qatar	Middle East & North Africa
4	#00C094	1975	69.0741463414634	Qatar	Middle East & North Africa
4	#00C094	1960	44.8748780487805	Saudi Arabia	Middle East & North Africa
4	#00C094	1961	45.4835365853659	Saudi Arabia	Middle East & North Africa
4	#00C094	1962	46.1121707317073	Saudi Arabia	Middle East & North Africa
4	#00C094	1963	46.766756097561	Saudi Arabia	Middle East & North Africa
4	#00C094	1964	47.4528292682927	Saudi Arabia	Middle East & North Africa
4	#00C094	1965	48.1773658536585	Saudi Arabia	Middle East & North Africa
4	#00C094	1966	48.9463658536585	Saudi Arabia	Middle East & North Africa
4	#00C094	1967	49.7578536585366	Saudi Arabia	Middle East & North Africa
4	#00C094	1968	50.6109024390244	Saudi Arabia	Middle East & North Africa
4	#00C094	1969	51.5030487804878	Saudi Arabia	Middle East & North Africa
4	#00C094	1970	52.4329268292683	Saudi Arabia	Middle East & North Africa
4	#00C094	1971	53.4006829268293	Saudi Arabia	Middle East & North Africa
4	#00C094	1972	54.3988292682927	Saudi Arabia	Middle East & North Africa
4	#00C094	1973	55.4173902439024	Saudi Arabia	Middle East & North Africa
4	#00C094	1974	56.4452682926829	Saudi Arabia	Middle East & North Africa
4	#00C094	1975	57.4718292682927	Saudi Arabia	Middle East & North Africa
4	#00C094	1960	52.7317317073171	Syrian Arab Republic	Middle East & North Africa
4	#00C094	1961	53.4194878048781	Syrian Arab Republic	Middle East & North Africa
4	#00C094	1962	54.1151951219512	Syrian Arab Republic	Middle East & North Africa
4	#00C094	1963	54.8193414634146	Syrian Arab Republic	Middle East & North Africa
4	#00C094	1964	55.5324390243903	Syrian Arab Republic	Middle East & North Africa
4	#00C094	1965	56.2569756097561	Syrian Arab Republic	Middle East & North Africa
4	#00C094	1966	56.9949756097561	Syrian Arab Republic	Middle East & North Africa
4	#00C094	1967	57.7449756097561	Syrian Arab Republic	Middle East & North Africa
4	#00C094	1968	58.502512195122	Syrian Arab Republic	Middle East & North Africa
4	#00C094	1969	59.2610487804878	Syrian Arab Republic	Middle East & North Africa
4	#00C094	1970	60.0121219512195	Syrian Arab Republic	Middle East & North Africa
4	#00C094	1971	60.7451463414634	Syrian Arab Republic	Middle East & North Africa
4	#00C094	1972	61.4536585365854	Syrian Arab Republic	Middle East & North Africa
4	#00C094	1973	62.1331219512195	Syrian Arab Republic	Middle East & North Africa
4	#00C094	1974	62.7805609756098	Syrian Arab Republic	Middle East & North Africa
4	#00C094	1975	63.396487804878	Syrian Arab Republic	Middle East & North Africa
4	#00C094	1960	48.3358048780488	Tunisia	Middle East & North Africa
4	#00C094	1961	48.8238048780488	Tunisia	Middle East & North Africa
4	#00C094	1962	49.3058048780488	Tunisia	Middle East & North Africa
4	#00C094	1963	49.7838048780488	Tunisia	Middle East & North Africa
4	#00C094	1964	50.2658048780488	Tunisia	Middle East & North Africa
4	#00C094	1965	50.7588536585366	Tunisia	Middle East & North Africa
4	#00C094	1966	51.273	Tunisia	Middle East & North Africa
4	#00C094	1967	51.8182682926829	Tunisia	Middle East & North Africa
4	#00C094	1968	52.4015853658537	Tunisia	Middle East & North Africa
4	#00C094	1969	53.0273658536585	Tunisia	Middle East & North Africa
4	#00C094	1970	53.7004146341463	Tunisia	Middle East & North Africa
4	#00C094	1971	54.4230243902439	Tunisia	Middle East & North Africa
4	#00C094	1972	55.1885609756098	Tunisia	Middle East & North Africa
4	#00C094	1973	55.988	Tunisia	Middle East & North Africa
4	#00C094	1974	56.8168536585366	Tunisia	Middle East & North Africa
4	#00C094	1975	57.6712195121951	Tunisia	Middle East & North Africa
4	#00C094	1960	37.7865609756098	Yemen, Rep.	Middle East & North Africa
4	#00C094	1961	38.0583658536585	Yemen, Rep.	Middle East & North Africa
4	#00C094	1962	38.3271707317073	Yemen, Rep.	Middle East & North Africa
4	#00C094	1963	38.5944634146341	Yemen, Rep.	Middle East & North Africa
4	#00C094	1964	38.860756097561	Yemen, Rep.	Middle East & North Africa
4	#00C094	1965	39.1160487804878	Yemen, Rep.	Middle East & North Africa
4	#00C094	1966	39.3488292682927	Yemen, Rep.	Middle East & North Africa
4	#00C094	1967	39.5601219512195	Yemen, Rep.	Middle East & North Africa
4	#00C094	1968	39.7649024390244	Yemen, Rep.	Middle East & North Africa
4	#00C094	1969	39.9831951219512	Yemen, Rep.	Middle East & North Africa
4	#00C094	1970	40.2549756097561	Yemen, Rep.	Middle East & North Africa
4	#00C094	1971	40.6207317073171	Yemen, Rep.	Middle East & North Africa
4	#00C094	1972	41.1089756097561	Yemen, Rep.	Middle East & North Africa
4	#00C094	1973	41.7361951219512	Yemen, Rep.	Middle East & North Africa
4	#00C094	1974	42.5039024390244	Yemen, Rep.	Middle East & North Africa
4	#00C094	1975	43.4045853658537	Yemen, Rep.	Middle East & North Africa
6	#A58AFF	1960	31.1320975609756	Afghanistan	South Asia
6	#A58AFF	1961	31.4752926829268	Afghanistan	South Asia
6	#A58AFF	1962	31.8320243902439	Afghanistan	South Asia
6	#A58AFF	1963	32.2042682926829	Afghanistan	South Asia
6	#A58AFF	1964	32.5910487804878	Afghanistan	South Asia
6	#A58AFF	1965	32.9898780487805	Afghanistan	South Asia
6	#A58AFF	1966	33.3967317073171	Afghanistan	South Asia
6	#A58AFF	1967	33.8091463414634	Afghanistan	South Asia
6	#A58AFF	1968	34.2230731707317	Afghanistan	South Asia
6	#A58AFF	1969	34.637512195122	Afghanistan	South Asia
6	#A58AFF	1970	35.0559756097561	Afghanistan	South Asia
6	#A58AFF	1971	35.4814146341463	Afghanistan	South Asia
6	#A58AFF	1972	35.9168780487805	Afghanistan	South Asia
6	#A58AFF	1973	36.3613170731707	Afghanistan	South Asia
6	#A58AFF	1974	36.8107317073171	Afghanistan	South Asia
6	#A58AFF	1975	37.2571219512195	Afghanistan	South Asia
6	#A58AFF	1960	47.7585365853659	Bangladesh	South Asia
6	#A58AFF	1961	48.2351219512195	Bangladesh	South Asia
6	#A58AFF	1962	48.8019024390244	Bangladesh	South Asia
6	#A58AFF	1963	49.4155365853659	Bangladesh	South Asia
6	#A58AFF	1964	49.9818536585366	Bangladesh	South Asia
6	#A58AFF	1965	50.2293902439024	Bangladesh	South Asia
6	#A58AFF	1966	49.832243902439	Bangladesh	South Asia
6	#A58AFF	1967	48.6670487804878	Bangladesh	South Asia
6	#A58AFF	1968	46.7816097560976	Bangladesh	South Asia
6	#A58AFF	1969	44.3662926829268	Bangladesh	South Asia
6	#A58AFF	1970	41.8859512195122	Bangladesh	South Asia
6	#A58AFF	1971	39.9328780487805	Bangladesh	South Asia
6	#A58AFF	1972	38.9699024390244	Bangladesh	South Asia
6	#A58AFF	1973	39.2523658536585	Bangladesh	South Asia
6	#A58AFF	1974	40.787756097561	Bangladesh	South Asia
6	#A58AFF	1975	43.3347804878049	Bangladesh	South Asia
6	#A58AFF	1960	37.0762682926829	Bhutan	South Asia
6	#A58AFF	1961	37.314487804878	Bhutan	South Asia
6	#A58AFF	1962	37.5782195121951	Bhutan	South Asia
6	#A58AFF	1963	37.8669512195122	Bhutan	South Asia
6	#A58AFF	1964	38.1816829268293	Bhutan	South Asia
6	#A58AFF	1965	38.5209268292683	Bhutan	South Asia
6	#A58AFF	1966	38.8856585365854	Bhutan	South Asia
6	#A58AFF	1967	39.2753658536585	Bhutan	South Asia
6	#A58AFF	1968	39.6885609756098	Bhutan	South Asia
6	#A58AFF	1969	40.1257317073171	Bhutan	South Asia
6	#A58AFF	1970	40.5863658536585	Bhutan	South Asia
6	#A58AFF	1971	41.072	Bhutan	South Asia
6	#A58AFF	1972	41.5821219512195	Bhutan	South Asia
6	#A58AFF	1973	42.115756097561	Bhutan	South Asia
6	#A58AFF	1974	42.6708780487805	Bhutan	South Asia
6	#A58AFF	1975	43.2459756097561	Bhutan	South Asia
6	#A58AFF	1960	42.4455853658537	India	South Asia
6	#A58AFF	1961	43.0957073170732	India	South Asia
6	#A58AFF	1962	43.757756097561	India	South Asia
6	#A58AFF	1963	44.428756097561	India	South Asia
6	#A58AFF	1964	45.1082195121951	India	South Asia
6	#A58AFF	1965	45.7901707317073	India	South Asia
6	#A58AFF	1966	46.4716341463415	India	South Asia
6	#A58AFF	1967	47.1486097560976	India	South Asia
6	#A58AFF	1968	47.8195365853659	India	South Asia
6	#A58AFF	1969	48.4839268292683	India	South Asia
6	#A58AFF	1970	49.1476341463415	India	South Asia
6	#A58AFF	1971	49.8200975609756	India	South Asia
6	#A58AFF	1972	50.5047317073171	India	South Asia
6	#A58AFF	1973	51.1985609756098	India	South Asia
6	#A58AFF	1974	51.8961463414634	India	South Asia
6	#A58AFF	1975	52.5806097560976	India	South Asia
6	#A58AFF	1960	57.8603414634146	Sri Lanka	South Asia
6	#A58AFF	1961	58.2009756097561	Sri Lanka	South Asia
6	#A58AFF	1962	58.5498292682927	Sri Lanka	South Asia
6	#A58AFF	1963	58.9289268292683	Sri Lanka	South Asia
6	#A58AFF	1964	59.350243902439	Sri Lanka	South Asia
6	#A58AFF	1965	59.8230975609756	Sri Lanka	South Asia
6	#A58AFF	1966	60.3497804878049	Sri Lanka	South Asia
6	#A58AFF	1967	60.9135365853659	Sri Lanka	South Asia
6	#A58AFF	1968	61.5010975609756	Sri Lanka	South Asia
6	#A58AFF	1969	62.1028536585366	Sri Lanka	South Asia
6	#A58AFF	1970	62.7087804878049	Sri Lanka	South Asia
6	#A58AFF	1971	63.3099512195122	Sri Lanka	South Asia
6	#A58AFF	1972	63.898487804878	Sri Lanka	South Asia
6	#A58AFF	1973	64.4704146341464	Sri Lanka	South Asia
6	#A58AFF	1974	65.0226829268293	Sri Lanka	South Asia
6	#A58AFF	1975	65.5611463414634	Sri Lanka	South Asia
6	#A58AFF	1960	37.4779512195122	Maldives	South Asia
6	#A58AFF	1961	37.9720731707317	Maldives	South Asia
6	#A58AFF	1962	38.5128780487805	Maldives	South Asia
6	#A58AFF	1963	39.109243902439	Maldives	South Asia
6	#A58AFF	1964	39.7611463414634	Maldives	South Asia
6	#A58AFF	1965	40.462	Maldives	South Asia
6	#A58AFF	1966	41.1993414634146	Maldives	South Asia
6	#A58AFF	1967	41.9546585365854	Maldives	South Asia
6	#A58AFF	1968	42.712512195122	Maldives	South Asia
6	#A58AFF	1969	43.4659024390244	Maldives	South Asia
6	#A58AFF	1970	44.2064146341463	Maldives	South Asia
6	#A58AFF	1971	44.9276097560976	Maldives	South Asia
6	#A58AFF	1972	45.6390243902439	Maldives	South Asia
6	#A58AFF	1973	46.3516585365854	Maldives	South Asia
6	#A58AFF	1974	47.0744390243903	Maldives	South Asia
6	#A58AFF	1975	47.8337804878049	Maldives	South Asia
6	#A58AFF	1960	38.4940487804878	Nepal	South Asia
6	#A58AFF	1961	38.8414634146341	Nepal	South Asia
