group	size	y	x
1	1.81366507184273	63.565	2019
2	1.22411323949891	79.282	2019
3	1.86521174115178	76.474	2019
4	1.75305630663688	62.448	2019
5	1.03813240259927	78.691	2019
6	1.88564173998537	77.284	2019
7	1.22201926020288	75.439	2019
8	1.42337885250699	73.102	2019
9	1.08325919188049	71.205	2019
10	1.16135854444469	80.019	2019
11	2.70347631122694	72.806	2019
12	1.06893028989945	77.257	2019
13	1.4116461336607	74.216	2019
14	1.08161493798575	73.931	2019
15	1.46403351928799	60.454	2019
16	1.11530328003125	71.391	2019
17	1.45423608176857	67.841	2019
18	1.24240934284545	77.241	2019
19	1.20896463517956	65.464	2019
20	2.92692082803573	75.338	2019
21	1.08671389057121	74.748	2019
22	1.60595681532966	60.039	2019
23	1.45611434477985	62.351	2019
24	1.09978009513502	76.004	2019
25	1.53292502565942	70.692	2019
26	1.67222039655063	61.584	2019
27	1.30195029966543	55.025	2019
28	1.53159290400282	53.259	2019
29	1.57763129571255	80.326	2019
30	5.99293020339591	77.968	2019
31	1.93796256665871	76.752	2019
32	1.11707837031836	64.068	2019
33	1.31226678105417	62.747	2019
34	2.25545795553492	60.276	2019
35	1.29830519664944	79.427	2019
36	1.67696638100346	59.319	2019
37	1.4452576916742	77.611	2019
38	1.13663571377824	63.085	2019
39	1.0330355729491	73.559	2019
40	1.43661290294096	73.577	2019
41	1.55129524879034	77.297	2019
42	2.36075310203359	71.358	2019
43	1.33158697169299	72.559	2019
44	1.16452433087359	61.644	2019
45	1.24735340697533	67.3	2019
46	1.14263871933518	60.549	2019
47	2.41446563699035	65.838	2019
48	1.12626330715228	67.893	2019
49	1.19789319284778	66.603	2019
50	1.20934948429403	63.755	2019
51	1.2568122794749	73.47	2019
52	1.743315996136	64.74	2019
53	1.04461739608958	74.863	2019
54	1.54750714094794	73.129	2019
55	1.47499539250325	59.72	2019
56	1.18543725888039	60.882	2019
57	1.1176585035123	69.124	2019
58	1.442170481722	64.255	2019
59	1.41766846763109	72.881	2019
60	5.92442020365748	70.91	2019
61	3.17403544057974	70.518	2019
62	2.23189585149196	76.103	2019
63	1.85356391639189	71.576	2019
64	1.22174947113807	71.767	2019
65	1.43291893316134	76.044	2019
66	1.57328616401856	71.567	2019
67	1.94507657654402	62.943	2019
68	1.04491456701693	67.15	2019
69	1.27875564610387	79.685	2019
70	1.33273308667385	71.23	2019
71	1.35536992184324	68.138	2019
72	1.31813998802178	79.236	2019
73	1.19713493437857	54.173	2019
74	1.29537429411289	61.104	2019
75	1.33913815641867	72.463	2019
76	1.69467753630446	65.882	2019
77	1.57501272062962	64.119	2019
78	1.75828174661835	75.76	2019
79	1.09319083578333	80.116	2019
80	1.60037257457135	59.664	2019
81	1.0249645206631	64.746	2019
82	1.27694932681123	65.687	2019
83	1.15022195792993	75.118	2019
84	2.48086366604847	74.202	2019
85	1.04232966312821	71.077	2019
86	1.23314726162596	70.935	2019
87	1.23772489102542	71.822	2019
88	1.10436342082651	77.04	2019
89	1.79772391123731	74.27	2019
90	1.72858473902309	61.166	2019
91	1.96425720480232	66.61	2019
92	1.20672680391877	63.075	2019
93	1.00719060197506	63.484	2019
94	1.71088575600079	69.558	2019
95	1.3415808056521	74.054	2019
96	1.6409926162055	62.897	2019
97	2.88795458107252	52.91	2019
98	1.19211144692329	77.293	2019
99	1.28379436348006	78.002	2019
100	2.97859432727032	66.756	2019
101	1.012374693677	64.804	2019
102	1.29312451183182	75.241	2019
103	1.27211743883383	77.81	2019
104	1.40883640587895	65.474	2019
105	1.33812693571708	73.621	2019
106	1.75852265100119	76.156	2019
107	2.3910943153066	71.865	2019
108	1.2214908515708	80.99	2019
109	1.47421017193976	66.437	2019
110	1.02599092476246	71.572	2019
111	1.05449866303699	73.445	2019
112	1.04097102631613	72.835	2019
113	1.05961827084196	72.157	2019
114	1.06001302607491	68.523	2019
115	1.79246413770742	77.304	2019
116	1.52950956424133	68.526	2019
117	1.36000216433073	76.704	2019
118	1.04085295981507	74.169	2019
119	1.37539829933188	60.255	2019
120	1.32045992331809	83.758	2019
121	1.10804462918939	70.382	2019
123	2.00909769212178	66.175	2019
124	1.42780570121181	55.912	2019
125	1.61597249947675	76.008	2019
126	1.87053225496046	65.876	2019
127	1.10180402654041	72.242	2019
128	1.59348229665108	71.822	2019
129	1.40440633810154	70.867	2019
130	2.02449192679417	66.989	2019
131	2.1180682249146	78.975	2019
132	1.14929463469389	68.268	2019
133	1.37995395893495	60.901	2019
134	1.04097680304569	70.871	2019
135	1.16275239900998	74.228	2019
136	1.4594555156831	75.993	2019
137	2.20976099449127	77.832	2019
138	1.32835111615974	69.002	2019
139	1.00557626571054	64.278	2019
140	1.86767755864627	62.991	2019
141	1.88033585649398	74.536	2019
142	1.40167996892926	79.726	2019
143	1.24484529731442	77.508	2019
144	1.76027834318284	71.344	2019
145	1.07194526597215	69.877	2019
146	1.71260012520751	72.161	2019
147	2.29579713592716	74.093	2019
148	1.7436037199653	65.092	2019
149	1.56754164820783	62.793	2019
150	1.51870128501844	61.292	2019
