yintercept	key	showSelected2
2222.094339	Afghanistan	Afghanistan
11691.6318	Albania	Albania
11289.71929	Algeria	Algeria
7651.196992	Angola	Angola
17791.96348	Antigua and Barbuda	Antigua and Barbuda
23086.01735	Argentina	Argentina
11608.18646	Armenia	Armenia
14466.53294	Azerbaijan	Azerbaijan
32521.56195	Bahamas	Bahamas
46483.23369	Bahrain	Bahrain
4391.712909	Bangladesh	Bangladesh
14792.04858	Barbados	Barbados
18535.92459	Belarus	Belarus
8704.042901	Belize	Belize
2870.759776	Benin	Benin
8686.721414	Bhutan	Bhutan
7172.4188	Bolivia (Plurinational State of)	Bolivia (Plurinational State of)
11864.1027	Bosnia and Herzegovina	Bosnia and Herzegovina
14333.86058	Botswana	Botswana
15401.04098	Brazil	Brazil
63276.13056	Brunei Darussalam	Brunei Darussalam
1768.627863	Burkina Faso	Burkina Faso
828.9053955	Burundi	Burundi
6404.701347	Cabo Verde	Cabo Verde
3192.491068	Cambodia	Cambodia
3502.030877	Cameroon	Cameroon
779.2321578	Central African Republic	Central African Republic
1773.821635	Chad	Chad
23148.29938	Chile	Chile
11866.35342	China	China
13531.03522	Colombia	Colombia
3194.549309	Comoros	Comoros
5275.769808	Congo	Congo
906.9124994	Congo (Democratic Republic of the)	Congo (Democratic Republic of the)
17749.45381	Costa Rica	Costa Rica
4155.854098	Côte d'Ivoire	Côte d'Ivoire
7859.156394	Cuba	Cuba
3813.295486	Djibouti	Djibouti
13214.62843	Dominica	Dominica
13660.57907	Dominican Republic	Dominican Republic
11882.95575	Ecuador	Ecuador
10067.84669	Egypt	Egypt
7738.035586	El Salvador	El Salvador
17939.97231	Equatorial Guinea	Equatorial Guinea
2034.826231	Eritrea	Eritrea
7642.682718	Eswatini (Kingdom of)	Eswatini (Kingdom of)
1624.755382	Ethiopia	Ethiopia
10850.94789	Fiji	Fiji
14042.83491	Gabon	Gabon
1842.014137	Gambia	Gambia
12111.97028	Georgia	Georgia
4380.781895	Ghana	Ghana
11857.46391	Grenada	Grenada
7734.784922	Guatemala	Guatemala
1960.618874	Guinea	Guinea
1750.568353	Guinea-Bissau	Guinea-Bissau
11242.74405	Guyana	Guyana
3163.846359	Haiti	Haiti
4693.282337	Honduras	Honduras
5011.618094	India	India
9432.087593	Indonesia	Indonesia
14620.21042	Iran (Islamic Republic of)	Iran (Islamic Republic of)
9123.515435	Iraq	Iraq
9542.928229	Jamaica	Jamaica
10525.04491	Jordan	Jordan
21752.92385	Kazakhstan	Kazakhstan
3608.409049	Kenya	Kenya
3377.866765	Kiribati	Kiribati
62999.7144	Kuwait	Kuwait
4540.283615	Kyrgyzstan	Kyrgyzstan
5874.394518	Lao People's Democratic Republic	Lao People's Democratic Republic
16648.64456	Lebanon	Lebanon
2878.349892	Lesotho	Lesotho
1469.699655	Liberia	Liberia
19611.72473	Libya	Libya
1460.250114	Madagascar	Madagascar
1406.793918	Malawi	Malawi
22568.72905	Malaysia	Malaysia
16410.16419	Maldives	Maldives
1948.201167	Mali	Mali
4884.450016	Marshall Islands	Marshall Islands
4830.59729	Mauritania	Mauritania
19939.28659	Mauritius	Mauritius
18671.64772	Mexico	Mexico
3739.282317	Micronesia (Federated States of)	Micronesia (Federated States of)
11053.90484	Moldova (Republic of)	Moldova (Republic of)
10320.11966	Mongolia	Mongolia
17886.09542	Montenegro	Montenegro
7315.503418	Morocco	Morocco
1216.700511	Mozambique	Mozambique
3508.911008	Myanmar	Myanmar
10508.82142	Namibia	Namibia
8254.957447	Nauru	Nauru
3197.193444	Nepal	Nepal
5202.107144	Nicaragua	Nicaragua
1169.998765	Niger	Niger
5223.10365	Nigeria	Nigeria
14359.50716	North Macedonia	North Macedonia
33148.75979	Oman	Oman
4333.812503	Pakistan	Pakistan
17469.42316	Palau	Palau
6611.061292	Palestine, State of	Palestine, State of
26014.83885	Panama	Panama
3606.46094	Papua New Guinea	Papua New Guinea
12129.66413	Paraguay	Paraguay
11240.62105	Peru	Peru
7726.848631	Philippines	Philippines
101443.0384	Qatar	Qatar
1697.05078	Rwanda	Rwanda
27104.51568	Saint Kitts and Nevis	Saint Kitts and Nevis
13457.0693	Saint Lucia	Saint Lucia
11880.80367	Saint Vincent and the Grenadines	Saint Vincent and the Grenadines
5443.033448	Samoa	Samoa
3748.060518	Sao Tome and Principe	Sao Tome and Principe
48399.96609	Saudi Arabia	Saudi Arabia
2856.49341	Senegal	Senegal
14643.74382	Serbia	Serbia
23704.55617	Seychelles	Seychelles
1915.15085	Sierra Leone	Sierra Leone
85866.02029	Singapore	Singapore
2528.033302	Solomon Islands	Solomon Islands
13654.43033	South Africa	South Africa
669.5579426	South Sudan	South Sudan
11429.94269	Sri Lanka	Sri Lanka
4698.743164	Sudan	Sudan
17099.18824	Suriname	Suriname
4209.080181	Syrian Arab Republic	Syrian Arab Republic
3405.499606	Tajikistan	Tajikistan
2222.77417	Tanzania (United Republic of)	Tanzania (United Republic of)
14711.23796	Thailand	Thailand
7009.334388	Timor-Leste	Timor-Leste
1838.093976	Togo	Togo
5588.843212	Tonga	Tonga
28411.35964	Trinidad and Tobago	Trinidad and Tobago
10401.04833	Tunisia	Tunisia
24492.91067	Türkiye	Türkiye
13050.1436	Turkmenistan	Turkmenistan
4422.749766	Tuvalu	Tuvalu
2020.236503	Uganda	Uganda
12237.29199	Ukraine	Ukraine
64464.60289	United Arab Emirates	United Arab Emirates
21382.89388	Uruguay	Uruguay
6272.908545	Uzbekistan	Uzbekistan
2963.380601	Vanuatu	Vanuatu
18928.6	Venezuela (Bolivarian Republic of)	Venezuela (Bolivarian Republic of)
7361.555222	Viet Nam	Viet Nam
2582.869899	Yemen	Yemen
3192.959658	Zambia	Zambia
2076.032583	Zimbabwe	Zimbabwe
