yintercept	key	showSelected2
2112.986381	Afghanistan	Afghanistan
13481.9718	Albania	Albania
11353.52181	Algeria	Algeria
5918.032996	Angola	Angola
21761.67633	Antigua and Barbuda	Antigua and Barbuda
21205.4712	Argentina	Argentina
14521.83832	Armenia	Armenia
13897.39335	Azerbaijan	Azerbaijan
32291.86455	Bahamas	Bahamas
46857.13387	Bahrain	Bahrain
5689.300542	Bangladesh	Bangladesh
15151.97401	Barbados	Barbados
18714.05989	Belarus	Belarus
8417.43203	Belize	Belize
3124.691348	Benin	Benin
10730.47215	Bhutan	Bhutan
8353.240651	Bolivia (Plurinational State of)	Bolivia (Plurinational State of)
14828.72897	Bosnia and Herzegovina	Bosnia and Herzegovina
14328.00939	Botswana	Botswana
14290.61164	Brazil	Brazil
63269.65924	Brunei Darussalam	Brunei Darussalam
1993.479007	Burkina Faso	Burkina Faso
732.0425962	Burundi	Burundi
7646.222457	Cabo Verde	Cabo Verde
4187.775988	Cambodia	Cambodia
3675.295147	Cameroon	Cameroon
930.6433366	Central African Republic	Central African Republic
1538.014243	Chad	Chad
23892.70513	Chile	Chile
15933.62146	China	China
14293.69558	Colombia	Colombia
3306.297177	Comoros	Comoros
3230.177098	Congo	Congo
998.122451	Congo (Democratic Republic of the)	Congo (Democratic Republic of the)
19584.57771	Costa Rica	Costa Rica
4990.608151	Côte d'Ivoire	Côte d'Ivoire
8568.631766	Cuba	Cuba
4622.513134	Djibouti	Djibouti
13154.17454	Dominica	Dominica
17341.01196	Dominican Republic	Dominican Republic
11053.23762	Ecuador	Ecuador
11376.21416	Egypt	Egypt
8575.426578	El Salvador	El Salvador
11833.25181	Equatorial Guinea	Equatorial Guinea
1740.14217	Eritrea	Eritrea
7668.51484	Eswatini (Kingdom of)	Eswatini (Kingdom of)
2168.379787	Ethiopia	Ethiopia
12117.82642	Fiji	Fiji
12653.01115	Gabon	Gabon
2049.419807	Gambia	Gambia
14314.32324	Georgia	Georgia
5121.491225	Ghana	Ghana
13640.36663	Grenada	Grenada
8514.176034	Guatemala	Guatemala
2436.389436	Guinea	Guinea
1930.554865	Guinea-Bissau	Guinea-Bissau
13328.10241	Guyana	Guyana
3122.553358	Haiti	Haiti
5188.036351	Honduras	Honduras
6554.320413	India	India
11497.97066	Indonesia	Indonesia
14203.02399	Iran (Islamic Republic of)	Iran (Islamic Republic of)
10236.62335	Iraq	Iraq
9957.949582	Jamaica	Jamaica
9556.638624	Jordan	Jordan
22786.55302	Kazakhstan	Kazakhstan
4527.724842	Kenya	Kenya
4124.780937	Kiribati	Kiribati
54606.28912	Kuwait	Kuwait
4756.633268	Kyrgyzstan	Kyrgyzstan
7386.419301	Lao People's Democratic Republic	Lao People's Democratic Republic
16724.40905	Lebanon	Lebanon
2824.238412	Lesotho	Lesotho
1325.606239	Liberia	Liberia
22994.23912	Libya	Libya
1530.056557	Madagascar	Madagascar
1482.104454	Malawi	Malawi
26950.91546	Malaysia	Malaysia
18679.92536	Maldives	Maldives
2131.324826	Mali	Mali
6861.458554	Marshall Islands	Marshall Islands
5432.671932	Mauritania	Mauritania
24213.21981	Mauritius	Mauritius
19471.08158	Mexico	Mexico
4022.603414	Micronesia (Federated States of)	Micronesia (Federated States of)
13450.20058	Moldova (Republic of)	Moldova (Republic of)
11073.97333	Mongolia	Mongolia
21767.12591	Montenegro	Montenegro
8093.258789	Morocco	Morocco
1265.071119	Mozambique	Mozambique
4668.94162	Myanmar	Myanmar
9758.482157	Namibia	Namibia
12943.70846	Nauru	Nauru
3963.226102	Nepal	Nepal
