yintercept	key	showSelected2
1577.870182	Afghanistan	Afghanistan
8814.489301	Albania	Albania
10198.97388	Algeria	Algeria
5666.71833	Angola	Angola
20034.44635	Argentina	Argentina
8681.502959	Armenia	Armenia
8249.356333	Azerbaijan	Azerbaijan
36878.42545	Bahamas	Bahamas
45300.72249	Bahrain	Bahrain
2970.873132	Bangladesh	Bangladesh
16011.56998	Barbados	Barbados
13174.19784	Belarus	Belarus
9040.535984	Belize	Belize
2538.585697	Benin	Benin
5614.773971	Bolivia (Plurinational State of)	Bolivia (Plurinational State of)
9417.138189	Bosnia and Herzegovina	Bosnia and Herzegovina
12687.61584	Botswana	Botswana
12561.6787	Brazil	Brazil
71591.28477	Brunei Darussalam	Brunei Darussalam
1518.496295	Burkina Faso	Burkina Faso
803.9782094	Burundi	Burundi
5682.845562	Cabo Verde	Cabo Verde
2224.942847	Cambodia	Cambodia
3223.57242	Cameroon	Cameroon
1026.699848	Central African Republic	Central African Republic
1225.349354	Chad	Chad
17211.43564	Chile	Chile
5969.087855	China	China
10423.06308	Colombia	Colombia
2916.571595	Comoros	Comoros
3947.843277	Congo	Congo
749.8035581	Congo (Democratic Republic of the)	Congo (Democratic Republic of the)
14454.02198	Costa Rica	Costa Rica
2486.21921	Côte d'Ivoire	Côte d'Ivoire
6209.164128	Cuba	Cuba
2180.614439	Djibouti	Djibouti
11280.91377	Dominica	Dominica
10473.72723	Dominican Republic	Dominican Republic
9419.404194	Ecuador	Ecuador
8898.632739	Egypt	Egypt
7016.274852	El Salvador	El Salvador
21137.02246	Equatorial Guinea	Equatorial Guinea
1545.359311	Eritrea	Eritrea
6691.213422	Eswatini (Kingdom of)	Eswatini (Kingdom of)
915.6800015	Ethiopia	Ethiopia
9714.812723	Fiji	Fiji
12073.4812	Gabon	Gabon
1941.113035	Gambia	Gambia
8243.603651	Georgia	Georgia
3158.876773	Ghana	Ghana
12154.07449	Grenada	Grenada
6819.804883	Guatemala	Guatemala
1756.771201	Guinea	Guinea
1616.613914	Guinea-Bissau	Guinea-Bissau
7508.170442	Guyana	Guyana
2913.192735	Haiti	Haiti
4441.443742	Honduras	Honduras
3406.81064	India	India
6609.486423	Indonesia	Indonesia
13787.76879	Iran (Islamic Republic of)	Iran (Islamic Republic of)
7003.770245	Iraq	Iraq
9843.111936	Jamaica	Jamaica
11084.74263	Jordan	Jordan
16317.19092	Kazakhstan	Kazakhstan
3504.41026	Kenya	Kenya
2589.620362	Kiribati	Kiribati
87907.40121	Kuwait	Kuwait
3533.266593	Kyrgyzstan	Kyrgyzstan
3254.61344	Lao People's Democratic Republic	Lao People's Democratic Republic
14436.27302	Lebanon	Lebanon
2703.858516	Lesotho	Lesotho
1146.288116	Liberia	Liberia
32863.8322	Libya	Libya
1524.076225	Madagascar	Madagascar
1086.734921	Malawi	Malawi
17986.87031	Malaysia	Malaysia
16391.40757	Maldives	Maldives
1854.398432	Mali	Mali
5182.303963	Mauritania	Mauritania
14674.57191	Mauritius	Mauritius
18146.75435	Mexico	Mexico
3916.596748	Micronesia (Federated States of)	Micronesia (Federated States of)
8302.752908	Moldova (Republic of)	Moldova (Republic of)
6311.692741	Mongolia	Mongolia
15440.48002	Montenegro	Montenegro
6054.887695	Morocco	Morocco
828.8803	Mozambique	Mozambique
1945.627088	Myanmar	Myanmar
8315.340937	Namibia	Namibia
2276.6077	Nauru	Nauru
2301.730086	Nepal	Nepal
