yintercept	key	showSelected2
2142.689163	Afghanistan	Afghanistan
12016.28065	Albania	Albania
11475.06575	Algeria	Algeria
7585.829435	Angola	Angola
18428.04484	Antigua and Barbuda	Antigua and Barbuda
23506.88132	Argentina	Argentina
11966.45645	Armenia	Armenia
14398.44846	Azerbaijan	Azerbaijan
32642.82302	Bahamas	Bahamas
45765.10722	Bahrain	Bahrain
4615.475367	Bangladesh	Bangladesh
15077.82008	Barbados	Barbados
17569.76024	Belarus	Belarus
9002.695623	Belize	Belize
2826.695826	Benin	Benin
9176.675949	Bhutan	Bhutan
7564.838353	Bolivia (Plurinational State of)	Bolivia (Plurinational State of)
12524.05824	Bosnia and Herzegovina	Bosnia and Herzegovina
13229.50958	Botswana	Botswana
14730.37505	Brazil	Brazil
65381.40594	Brunei Darussalam	Brunei Darussalam
1779.574616	Burkina Faso	Burkina Faso
781.6238052	Burundi	Burundi
6468.557217	Cabo Verde	Cabo Verde
3370.685796	Cambodia	Cambodia
3566.030651	Cameroon	Cameroon
810.9579876	Central African Republic	Central African Republic
1800.047359	Chad	Chad
23886.42804	Chile	Chile
12552.18456	China	China
14032.54315	Colombia	Colombia
3167.055797	Comoros	Comoros
4871.462082	Congo	Congo
953.8092882	Congo (Democratic Republic of the)	Congo (Democratic Republic of the)
18160.93969	Costa Rica	Costa Rica
4325.225334	Côte d'Ivoire	Côte d'Ivoire
8204.135286	Cuba	Cuba
4028.333563	Djibouti	Djibouti
12480.87866	Dominica	Dominica
14522.41993	Dominican Republic	Dominican Republic
11697.38828	Ecuador	Ecuador
10348.88739	Egypt	Egypt
7882.909097	El Salvador	El Salvador
18499.93953	Equatorial Guinea	Equatorial Guinea
1607.19877	Eritrea	Eritrea
7780.983869	Eswatini (Kingdom of)	Eswatini (Kingdom of)
1743.65054	Ethiopia	Ethiopia
11166.09207	Fiji	Fiji
13603.21748	Gabon	Gabon
1859.853316	Gambia	Gambia
12334.6582	Georgia	Georgia
4473.410114	Ghana	Ghana
12176.96054	Grenada	Grenada
7932.539066	Guatemala	Guatemala
2018.605594	Guinea	Guinea
1794.241241	Guinea-Bissau	Guinea-Bissau
11167.45448	Guyana	Guyana
3160.945212	Haiti	Haiti
4830.831048	Honduras	Honduras
5349.57709	India	India
9788.555711	Indonesia	Indonesia
14020.65926	Iran (Islamic Republic of)	Iran (Islamic Republic of)
9309.567144	Iraq	Iraq
9501.729291	Jamaica	Jamaica
9838.658701	Jordan	Jordan
23136.8885	Kazakhstan	Kazakhstan
3755.285552	Kenya	Kenya
4075.20882	Kiribati	Kiribati
60058.00621	Kuwait	Kuwait
4632.765992	Kyrgyzstan	Kyrgyzstan
6210.046541	Lao People's Democratic Republic	Lao People's Democratic Republic
16418.39303	Lebanon	Lebanon
2959.839091	Lesotho	Lesotho
1439.820222	Liberia	Liberia
19444.29036	Libya	Libya
1450.16889	Madagascar	Madagascar
1406.827724	Malawi	Malawi
23494.47158	Malaysia	Malaysia
16414.93039	Maldives	Maldives
2013.092995	Mali	Mali
5510.881667	Marshall Islands	Marshall Islands
5010.955073	Mauritania	Mauritania
20682.69268	Mauritius	Mauritius
19044.73057	Mexico	Mexico
3896.453746	Micronesia (Federated States of)	Micronesia (Federated States of)
10807.27897	Moldova (Republic of)	Moldova (Republic of)
10356.12894	Mongolia	Mongolia
18645.98263	Montenegro	Montenegro
7568.45166	Morocco	Morocco
1249.574201	Mozambique	Mozambique
3585.873718	Myanmar	Myanmar
10810.32087	Namibia	Namibia
11447.65684	Nauru	Nauru
3304.135201	Nepal	Nepal
5360.281421	Nicaragua	Nicaragua
1180.183785	Niger	Niger
5273.015343	Nigeria	Nigeria
14686.77221	North Macedonia	North Macedonia
34167.92764	Oman	Oman
4476.538823	Pakistan	Pakistan
19142.9701	Palau	Palau
6807.370011	Palestine, State of	Palestine, State of
27033.221	Panama	Panama
3743.719204	Papua New Guinea	Papua New Guinea
12316.53351	Paraguay	Paraguay
11613.83997	Peru	Peru
8070.972365	Philippines	Philippines
99811.29432	Qatar	Qatar
1810.583718	Rwanda	Rwanda
27281.73974	Saint Kitts and Nevis	Saint Kitts and Nevis
13070.20846	Saint Lucia	Saint Lucia
12360.91255	Saint Vincent and the Grenadines	Saint Vincent and the Grenadines
5699.753688	Samoa	Samoa
3750.310598	Sao Tome and Principe	Sao Tome and Principe
49700.97006	Saudi Arabia	Saudi Arabia
2936.043782	Senegal	Senegal
14856.20197	Serbia	Serbia
23976.59286	Seychelles	Seychelles
1508.704403	Sierra Leone	Sierra Leone
84156.7815	Singapore	Singapore
2487.587551	Solomon Islands	Solomon Islands
13574.60131	South Africa	South Africa
684.1764524	South Sudan	South Sudan
11919.44133	Sri Lanka	Sri Lanka
4623.754883	Sudan	Sudan
17701.38311	Suriname	Suriname
4482.214278	Syrian Arab Republic	Syrian Arab Republic
3438.978667	Tajikistan	Tajikistan
2270.724365	Tanzania (United Republic of)	Tanzania (United Republic of)
15098.151	Thailand	Thailand
5649.422691	Timor-Leste	Timor-Leste
1928.141479	Togo	Togo
5699.218003	Tonga	Tonga
29366.24676	Trinidad and Tobago	Trinidad and Tobago
10472.85544	Tunisia	Tunisia
25415.68648	Türkiye	Türkiye
13657.41688	Turkmenistan	Turkmenistan
5427.232599	Tuvalu	Tuvalu
2068.871821	Uganda	Uganda
11671.55273	Ukraine	Ukraine
68400.74174	United Arab Emirates	United Arab Emirates
21803.51914	Uruguay	Uruguay
6489.981584	Uzbekistan	Uzbekistan
2911.965423	Vanuatu	Vanuatu
17511.156	Venezuela (Bolivarian Republic of)	Venezuela (Bolivarian Republic of)
7697.652174	Viet Nam	Viet Nam
1659.403107	Yemen	Yemen
3326.211349	Zambia	Zambia
2040.150247	Zimbabwe	Zimbabwe
