y	x	label	key	clickSelects	showSelected2
60.364	2009	Afghanistan	Afghanistan	Afghanistan	Afghanistan
77.781	2009	Albania	Albania	Albania	Albania
73.62	2009	Algeria	Algeria	Algeria	Algeria
55.752	2009	Angola	Angola	Angola	Angola
76.669	2009	Antigua and Barbuda	Antigua and Barbuda	Antigua and Barbuda	Antigua and Barbuda
75.936	2009	Argentina	Argentina	Argentina	Argentina
72.813	2009	Armenia	Armenia	Armenia	Armenia
69.356	2009	Azerbaijan	Azerbaijan	Azerbaijan	Azerbaijan
72.579	2009	Bahamas	Bahamas	Bahamas	Bahamas
78.461	2009	Bahrain	Bahrain	Bahrain	Bahrain
67.403	2009	Bangladesh	Bangladesh	Bangladesh	Bangladesh
75.678	2009	Barbados	Barbados	Barbados	Barbados
71.094	2009	Belarus	Belarus	Belarus	Belarus
71.819	2009	Belize	Belize	Belize	Belize
57.956	2009	Benin	Benin	Benin	Benin
65.88	2009	Bolivia (Plurinational State of)	Bolivia (Plurinational State of)	Bolivia (Plurinational State of)	Bolivia (Plurinational State of)
76.976	2009	Bosnia and Herzegovina	Bosnia and Herzegovina	Bosnia and Herzegovina	Bosnia and Herzegovina
58.279	2009	Botswana	Botswana	Botswana	Botswana
72.948	2009	Brazil	Brazil	Brazil	Brazil
74.846	2009	Brunei Darussalam	Brunei Darussalam	Brunei Darussalam	Brunei Darussalam
55.959	2009	Burkina Faso	Burkina Faso	Burkina Faso	Burkina Faso
56.388	2009	Burundi	Burundi	Burundi	Burundi
73.088	2009	Cabo Verde	Cabo Verde	Cabo Verde	Cabo Verde
67.444	2009	Cambodia	Cambodia	Cambodia	Cambodia
56.102	2009	Cameroon	Cameroon	Cameroon	Cameroon
48.648	2009	Central African Republic	Central African Republic	Central African Republic	Central African Republic
49.196	2009	Chad	Chad	Chad	Chad
78.741	2009	Chile	Chile	Chile	Chile
75.343	2009	China	China	China	China
74.742	2009	Colombia	Colombia	Colombia	Colombia
60.831	2009	Comoros	Comoros	Comoros	Comoros
61.088	2009	Congo	Congo	Congo	Congo
55.836	2009	Congo (Democratic Republic of the)	Congo (Democratic Republic of the)	Congo (Democratic Republic of the)	Congo (Democratic Republic of the)
78.672	2009	Costa Rica	Costa Rica	Costa Rica	Costa Rica
54.394	2009	Côte d'Ivoire	Côte d'Ivoire	Côte d'Ivoire	Côte d'Ivoire
77.548	2009	Cuba	Cuba	Cuba	Cuba
59.673	2009	Djibouti	Djibouti	Djibouti	Djibouti
72.17	2009	Dominica	Dominica	Dominica	Dominica
71.871	2009	Dominican Republic	Dominican Republic	Dominican Republic	Dominican Republic
75.184	2009	Ecuador	Ecuador	Ecuador	Ecuador
69.48	2009	Egypt	Egypt	Egypt	Egypt
71.576	2009	El Salvador	El Salvador	El Salvador	El Salvador
57.431	2009	Equatorial Guinea	Equatorial Guinea	Equatorial Guinea	Equatorial Guinea
63.328	2009	Eritrea	Eritrea	Eritrea	Eritrea
44.639	2009	Eswatini (Kingdom of)	Eswatini (Kingdom of)	Eswatini (Kingdom of)	Eswatini (Kingdom of)
58.804	2009	Ethiopia	Ethiopia	Ethiopia	Ethiopia
67.089	2009	Fiji	Fiji	Fiji	Fiji
63.303	2009	Gabon	Gabon	Gabon	Gabon
60.427	2009	Gambia	Gambia	Gambia	Gambia
71.95	2009	Georgia	Georgia	Georgia	Georgia
60.946	2009	Ghana	Ghana	Ghana	Ghana
75.036	2009	Grenada	Grenada	Grenada	Grenada
70.641	2009	Guatemala	Guatemala	Guatemala	Guatemala
56.348	2009	Guinea	Guinea	Guinea	Guinea
55.541	2009	Guinea-Bissau	Guinea-Bissau	Guinea-Bissau	Guinea-Bissau
66.563	2009	Guyana	Guyana	Guyana	Guyana
61.741	2009	Haiti	Haiti	Haiti	Haiti
70.911	2009	Honduras	Honduras	Honduras	Honduras
66.513	2009	India	India	India	India
68.494	2009	Indonesia	Indonesia	Indonesia	Indonesia
72.698	2009	Iran (Islamic Republic of)	Iran (Islamic Republic of)	Iran (Islamic Republic of)	Iran (Islamic Republic of)
66.446	2009	Iraq	Iraq	Iraq	Iraq
