yintercept	key	showSelected2
1986.803772	Afghanistan	Afghanistan
13069.1277	Albania	Albania
10634.88398	Algeria	Algeria
5487.669515	Angola	Angola
17222.93616	Antigua and Barbuda	Antigua and Barbuda
19183.11525	Argentina	Argentina
13181.64894	Armenia	Armenia
13683.77025	Azerbaijan	Azerbaijan
24649.01825	Bahamas	Bahamas
44780.53541	Bahrain	Bahrain
5822.800881	Bangladesh	Bangladesh
13607.0609	Barbados	Barbados
18404.59728	Belarus	Belarus
7500.307225	Belize	Belize
3153.238346	Benin	Benin
9896.599579	Bhutan	Bhutan
7592.079508	Bolivia (Plurinational State of)	Bolivia (Plurinational State of)
14505.45237	Bosnia and Herzegovina	Bosnia and Herzegovina
13261.31862	Botswana	Botswana
13814.60236	Brazil	Brazil
63422.3656	Brunei Darussalam	Brunei Darussalam
1978.05252	Burkina Faso	Burkina Faso
715.9823911	Burundi	Burundi
6095.131454	Cabo Verde	Cabo Verde
4101.153172	Cambodia	Cambodia
3581.920676	Cameroon	Cameroon
900.8032793	Central African Republic	Central African Republic
1469.992398	Chad	Chad
21509.35879	Chile	Chile
16167.83072	China	China
13219.78107	Colombia	Colombia
3237.28643	Comoros	Comoros
2947.117055	Congo	Congo
1016.936704	Congo (Democratic Republic of the)	Congo (Democratic Republic of the)
18631.60779	Costa Rica	Costa Rica
4938.491925	Côte d'Ivoire	Côte d'Ivoire
7641.311661	Cuba	Cuba
4606.076485	Djibouti	Djibouti
11279.75412	Dominica	Dominica
15993.16697	Dominican Republic	Dominican Republic
10079.83696	Ecuador	Ecuador
11637.16114	Egypt	Egypt
7876.916512	El Salvador	El Salvador
11457.17495	Equatorial Guinea	Equatorial Guinea
1795.295094	Eritrea	Eritrea
7438.342596	Eswatini (Kingdom of)	Eswatini (Kingdom of)
2240.351134	Ethiopia	Ethiopia
10249.00145	Fiji	Fiji
13023.09172	Gabon	Gabon
2013.668573	Gambia	Gambia
13298.32184	Georgia	Georgia
5304.641625	Ghana	Ghana
12403.05465	Grenada	Grenada
8240.391368	Guatemala	Guatemala
2364.84135	Guinea	Guinea
1835.123646	Guinea-Bissau	Guinea-Bissau
19160.30167	Guyana	Guyana
2975.463771	Haiti	Haiti
4682.741182	Honduras	Honduras
6089.656533	India	India
11205.54674	Indonesia	Indonesia
13925.43865	Iran (Islamic Republic of)	Iran (Islamic Republic of)
8749.302168	Iraq	Iraq
8908.337097	Jamaica	Jamaica
9182.779177	Jordan	Jordan
23303.72556	Kazakhstan	Kazakhstan
4419.657606	Kenya	Kenya
3585.215506	Kiribati	Kiribati
50504.71761	Kuwait	Kuwait
4566.176937	Kyrgyzstan	Kyrgyzstan
7503.995874	Lao People's Democratic Republic	Lao People's Democratic Republic
13310.52871	Lebanon	Lebanon
2741.093409	Lesotho	Lesotho
1260.211402	Liberia	Liberia
15903.29971	Libya	Libya
1393.178078	Madagascar	Madagascar
1454.661811	Malawi	Malawi
25314.33845	Malaysia	Malaysia
12331.54632	Maldives	Maldives
2030.440841	Mali	Mali
6870.234746	Marshall Islands	Marshall Islands
5237.615912	Mauritania	Mauritania
20596.60433	Mauritius	Mauritius
17721.21226	Mexico	Mexico
3925.961979	Micronesia (Federated States of)	Micronesia (Federated States of)
12262.79264	Moldova (Republic of)	Moldova (Republic of)
10575.03908	Mongolia	Mongolia
18548.47848	Montenegro	Montenegro
7473.866211	Morocco	Morocco
1212.078122	Mozambique	Mozambique
4813.516405	Myanmar	Myanmar
9013.510659	Namibia	Namibia
13877.80367	Nauru	Nauru
3805.213582	Nepal	Nepal
4878.610383	Nicaragua	Nicaragua
1268.704238	Niger	Niger
4684.512077	Nigeria	Nigeria
15174.49372	North Macedonia	North Macedonia
30926.19077	Oman	Oman
4912.291411	Pakistan	Pakistan
18208.81858	Palau	Palau
6270.338146	Palestine, State of	Palestine, State of
25727.89914	Panama	Panama
3700.943029	Papua New Guinea	Papua New Guinea
12869.9431	Paraguay	Paraguay
10894.36185	Peru	Peru
8355.100965	Philippines	Philippines
87384.9076	Qatar	Qatar
2019.536807	Rwanda	Rwanda
26342.47788	Saint Kitts and Nevis	Saint Kitts and Nevis
12019.96879	Saint Lucia	Saint Lucia
13231.62828	Saint Vincent and the Grenadines	Saint Vincent and the Grenadines
5847.074718	Samoa	Samoa
4100.934419	Sao Tome and Principe	Sao Tome and Principe
45563.29665	Saudi Arabia	Saudi Arabia
3303.052428	Senegal	Senegal
17696.1643	Serbia	Serbia
25127.25315	Seychelles	Seychelles
1553.556442	Sierra Leone	Sierra Leone
81430.60411	Singapore	Singapore
2527.856572	Solomon Islands	Solomon Islands
12598.35718	South Africa	South Africa
