y	x	label	key	clickSelects	showSelected2
5.856421507	2000	Afghanistan	Afghanistan	Afghanistan	Afghanistan
10.70049	2000	Albania	Albania	Albania	Albania
11.22196007	2000	Algeria	Algeria	Algeria	Algeria
4.82183675	2000	Angola	Angola	Angola	Angola
15.68756962	2000	Argentina	Argentina	Argentina	Argentina
10.72482014	2000	Armenia	Armenia	Armenia	Armenia
11.85723644	2000	Azerbaijan	Azerbaijan	Azerbaijan	Azerbaijan
11.46351024	2000	Bahamas	Bahamas	Bahamas	Bahamas
11.61752534	2000	Bahrain	Bahrain	Bahrain	Bahrain
7.566326777	2000	Bangladesh	Bangladesh	Bangladesh	Bangladesh
14.2673502	2000	Barbados	Barbados	Barbados	Barbados
13.07799778	2000	Belarus	Belarus	Belarus	Belarus
11.89139481	2000	Belize	Belize	Belize	Belize
6.516719818	2000	Benin	Benin	Benin	Benin
14.08783298	2000	Bolivia (Plurinational State of)	Bolivia (Plurinational State of)	Bolivia (Plurinational State of)	Bolivia (Plurinational State of)
11.2798642	2000	Bosnia and Herzegovina	Bosnia and Herzegovina	Bosnia and Herzegovina	Bosnia and Herzegovina
11.74394989	2000	Botswana	Botswana	Botswana	Botswana
13.3833476	2000	Brazil	Brazil	Brazil	Brazil
11.53234005	2000	Brunei Darussalam	Brunei Darussalam	Brunei Darussalam	Brunei Darussalam
3.367840052	2000	Burkina Faso	Burkina Faso	Burkina Faso	Burkina Faso
4.599766195	2000	Burundi	Burundi	Burundi	Burundi
10.89157009	2000	Cabo Verde	Cabo Verde	Cabo Verde	Cabo Verde
7.958469868	2000	Cambodia	Cambodia	Cambodia	Cambodia
7.393889904	2000	Cameroon	Cameroon	Cameroon	Cameroon
4.909631841	2000	Central African Republic	Central African Republic	Central African Republic	Central African Republic
4.895040035	2000	Chad	Chad	Chad	Chad
13.13626003	2000	Chile	Chile	Chile	Chile
9.904560328	2000	China	China	China	China
12.15445042	2000	Colombia	Colombia	Colombia	Colombia
8.182189941	2000	Comoros	Comoros	Comoros	Comoros
9.178855705	2000	Congo	Congo	Congo	Congo
6.937803507	2000	Congo (Democratic Republic of the)	Congo (Democratic Republic of the)	Congo (Democratic Republic of the)	Congo (Democratic Republic of the)
11.46004009	2000	Costa Rica	Costa Rica	Costa Rica	Costa Rica
6.487278112	2000	Côte d'Ivoire	Côte d'Ivoire	Côte d'Ivoire	Côte d'Ivoire
12.44509983	2000	Cuba	Cuba	Cuba	Cuba
3.053519964	2000	Djibouti	Djibouti	Djibouti	Djibouti
14.92225705	2000	Dominica	Dominica	Dominica	Dominica
11.12136293	2000	Dominican Republic	Dominican Republic	Dominican Republic	Dominican Republic
12.85505417	2000	Ecuador	Ecuador	Ecuador	Ecuador
10.77771521	2000	Egypt	Egypt	Egypt	Egypt
10.89731979	2000	El Salvador	El Salvador	El Salvador	El Salvador
6.095940113	2000	Equatorial Guinea	Equatorial Guinea	Equatorial Guinea	Equatorial Guinea
9.558130264	2000	Eswatini (Kingdom of)	Eswatini (Kingdom of)	Eswatini (Kingdom of)	Eswatini (Kingdom of)
4.218190193	2000	Ethiopia	Ethiopia	Ethiopia	Ethiopia
12.08948255	2000	Fiji	Fiji	Fiji	Fiji
11.50307465	2000	Gabon	Gabon	Gabon	Gabon
5.804072343	2000	Gambia	Gambia	Gambia	Gambia
12.59049034	2000	Georgia	Georgia	Georgia	Georgia
7.17249012	2000	Ghana	Ghana	Ghana	Ghana
8.417814391	2000	Guatemala	Guatemala	Guatemala	Guatemala
5.239470005	2000	Guinea	Guinea	Guinea	Guinea
10.20007604	2000	Guyana	Guyana	Guyana	Guyana
9.040239026	2000	Haiti	Haiti	Haiti	Haiti
9.166520627	2000	Honduras	Honduras	Honduras	Honduras
8.23567009	2000	India	India	India	India
10.76461029	2000	Indonesia	Indonesia	Indonesia	Indonesia
11.79728985	2000	Iran (Islamic Republic of)	Iran (Islamic Republic of)	Iran (Islamic Republic of)	Iran (Islamic Republic of)
8.340339661	2000	Iraq	Iraq	Iraq	Iraq
10.10260963	2000	Jamaica	Jamaica	Jamaica	Jamaica
12.20238972	2000	Jordan	Jordan	Jordan	Jordan
12.23789978	2000	Kazakhstan	Kazakhstan	Kazakhstan	Kazakhstan
8.391160011	2000	Kenya	Kenya	Kenya	Kenya
9.880260468	2000	Kiribati	Kiribati	Kiribati	Kiribati
12.26894999	2000	Kuwait	Kuwait	Kuwait	Kuwait
11.43684006	2000	Kyrgyzstan	Kyrgyzstan	Kyrgyzstan	Kyrgyzstan
7.925909996	2000	Lao People's Democratic Republic	Lao People's Democratic Republic	Lao People's Democratic Republic	Lao People's Democratic Republic
9.67057991	2000	Lesotho	Lesotho	Lesotho	Lesotho
10.43476963	2000	Liberia	Liberia	Liberia	Liberia
16.2226914	2000	Libya	Libya	Libya	Libya
7.8235267	2000	Madagascar	Madagascar	Madagascar	Madagascar
10.67986965	2000	Malawi	Malawi	Malawi	Malawi
12.39342976	2000	Malaysia	Malaysia	Malaysia	Malaysia
11.83312988	2000	Maldives	Maldives	Maldives	Maldives
4.327819824	2000	Mali	Mali	Mali	Mali
6.303480148	2000	Mauritania	Mauritania	Mauritania	Mauritania
12.24652958	2000	Mauritius	Mauritius	Mauritius	Mauritius
11.96185017	2000	Mexico	Mexico	Mexico	Mexico
12.79847803	2000	Micronesia (Federated States of)	Micronesia (Federated States of)	Micronesia (Federated States of)	Micronesia (Federated States of)
11.39846992	2000	Moldova (Republic of)	Moldova (Republic of)	Moldova (Republic of)	Moldova (Republic of)
9.16119957	2000	Mongolia	Mongolia	Mongolia	Mongolia
8.56276989	2000	Morocco	Morocco	Morocco	Morocco
6.018149853	2000	Mozambique	Mozambique	Mozambique	Mozambique
7.909849803	2000	Myanmar	Myanmar	Myanmar	Myanmar
12.02659512	2000	Namibia	Namibia	Namibia	Namibia
8.580169678	2000	Nepal	Nepal	Nepal	Nepal
10.0330786	2000	Nicaragua	Nicaragua	Nicaragua	Nicaragua
2.712899945	2000	Niger	Niger	Niger	Niger
11.62119961	2000	North Macedonia	North Macedonia	North Macedonia	North Macedonia
10.46758213	2000	Oman	Oman	Oman	Oman
4.662332131	2000	Pakistan	Pakistan	Pakistan	Pakistan
13.70697021	2000	Palau	Palau	Palau	Palau
12.33343983	2000	Panama	Panama	Panama	Panama
6.142994287	2000	Papua New Guinea	Papua New Guinea	Papua New Guinea	Papua New Guinea
12.14581013	2000	Paraguay	Paraguay	Paraguay	Paraguay
12.81503963	2000	Peru	Peru	Peru	Peru
11.53904009	2000	Philippines	Philippines	Philippines	Philippines
12.12788963	2000	Qatar	Qatar	Qatar	Qatar
6.472990036	2000	Rwanda	Rwanda	Rwanda	Rwanda
12.26150842	2000	Saint Lucia	Saint Lucia	Saint Lucia	Saint Lucia
12.07246017	2000	Saint Vincent and the Grenadines	Saint Vincent and the Grenadines	Saint Vincent and the Grenadines	Saint Vincent and the Grenadines
11.60974026	2000	Samoa	Samoa	Samoa	Samoa
9.04026874	2000	Sao Tome and Principe	Sao Tome and Principe	Sao Tome and Principe	Sao Tome and Principe
12.38890993	2000	Saudi Arabia	Saudi Arabia	Saudi Arabia	Saudi Arabia
5.490004158	2000	Senegal	Senegal	Senegal	Senegal
13.0365192	2000	Serbia	Serbia	Serbia	Serbia
13.0225296	2000	Seychelles	Seychelles	Seychelles	Seychelles
6.181112003	2000	Sierra Leone	Sierra Leone	Sierra Leone	Sierra Leone
15.53099825	2000	Singapore	Singapore	Singapore	Singapore
6.390880108	2000	Solomon Islands	Solomon Islands	Solomon Islands	Solomon Islands
13.28471343	2000	South Africa	South Africa	South Africa	South Africa
12.37730384	2000	Sri Lanka	Sri Lanka	Sri Lanka	Sri Lanka
5.268424466	2000	Sudan	Sudan	Sudan	Sudan
10.01195458	2000	Syrian Arab Republic	Syrian Arab Republic	Syrian Arab Republic	Syrian Arab Republic
9.621109962	2000	Tajikistan	Tajikistan	Tajikistan	Tajikistan
6.309351628	2000	Tanzania (United Republic of)	Tanzania (United Republic of)	Tanzania (United Republic of)	Tanzania (United Republic of)
12.08743985	2000	Thailand	Thailand	Thailand	Thailand
9.691092949	2000	Timor-Leste	Timor-Leste	Timor-Leste	Timor-Leste
9.483499527	2000	Togo	Togo	Togo	Togo
12.8110199	2000	Tonga	Tonga	Tonga	Tonga
11.3776311	2000	Trinidad and Tobago	Trinidad and Tobago	Trinidad and Tobago	Trinidad and Tobago
12.53472996	2000	Tunisia	Tunisia	Tunisia	Tunisia
11.13335514	2000	Türkiye	Türkiye	Türkiye	Türkiye
10.83392302	2000	Tuvalu	Tuvalu	Tuvalu	Tuvalu
8.409995609	2000	Uganda	Uganda	Uganda	Uganda
12.79876041	2000	Ukraine	Ukraine	Ukraine	Ukraine
11.03293319	2000	United Arab Emirates	United Arab Emirates	United Arab Emirates	United Arab Emirates
14.16732025	2000	Uruguay	Uruguay	Uruguay	Uruguay
10.75372982	2000	Uzbekistan	Uzbekistan	Uzbekistan	Uzbekistan
10.45304966	2000	Venezuela (Bolivarian Republic of)	Venezuela (Bolivarian Republic of)	Venezuela (Bolivarian Republic of)	Venezuela (Bolivarian Republic of)
10.86859187	2000	Viet Nam	Viet Nam	Viet Nam	Viet Nam
7.207654953	2000	Yemen	Yemen	Yemen	Yemen
8.561715662	2000	Zambia	Zambia	Zambia	Zambia
10.41816044	2000	Zimbabwe	Zimbabwe	Zimbabwe	Zimbabwe
