group	size	y	x
1	1.58740054041353	6.148417656	2001
2	1.23480037946194	10.91763973	2001
3	1.73951689965551	11.46065998	2001
4	1.54486282078262	5.248815119	2001
6	1.81054531819144	16.30578041	2001
7	1.23403454675168	10.50561047	2001
8	1.38085107785812	11.93522824	2001
9	1.07495551574187	11.48078004	2001
10	1.11243924795129	12.07181025	2001
11	2.51934686950987	7.768949445	2001
12	1.06702122178078	14.36353016	2001
13	1.42272518694296	13.37180176	2001
14	1.06472191963229	12.08189964	2001
15	1.3553696134852	7.11894989	2001
17	1.3913871683382	13.66771484	2001
18	1.27090341541867	11.44111532	2001
19	1.17530227070956	11.72593021	2001
20	2.76760410771294	13.42990894	2001
21	1.0762452615278	11.63160038	2001
22	1.46326436748385	3.451550007	2001
23	1.33645578892815	4.616899967	2001
24	1.08949098005618	10.8199501	2001
25	1.46493469620098	8.594880104	2001
26	1.52103924209152	8.67166996	2001
27	1.25932474067151	5.011468298	2001
28	1.38671653641096	5.185319901	2001
29	1.52155594269763	13.33110523	2001
30	5.72384971158884	10.16046047	2001
31	1.83565282986581	12.15618515	2001
32	1.09717270799931	8.464260101	2001
33	1.23852272382288	8.989732647	2001
34	1.93720755284989	7.014520168	2001
35	1.26627818295263	11.61226511	2001
36	1.54973034332307	6.615596072	2001
37	1.44174776691973	12.71877003	2001
38	1.11515351803429	3.432120085	2001
39	1.03215462339199	14.85053286	2001
40	1.38965766500225	11.33143273	2001
41	1.47440411120247	13.0342513	2001
42	2.13012887469039	10.86091995	2001
43	1.32377175716452	11.10416985	2001
44	1.11157938160683	6.397709479	2001
46	1.13452798300553	9.475719929	2001
47	2.0999756984401	4.730609894	2001
48	1.12078845056661	12.13525502	2001
49	1.15082247576767	11.54784966	2001
50	1.16055578868221	6.020150808	2001
51	1.26926587771104	12.86779022	2001
52	1.5949181813004	6.862949848	2001
54	1.45868939002074	8.667547294	2001
55	1.38460055520511	5.585219979	2001
57	1.11472021556253	10.28467396	2001
58	1.38610225046256	9.151017935	2001
59	1.34601602480896	9.284629313	2001
60	5.34941534885052	8.242340088	2001
61	2.9510168932731	10.81116009	2001
62	2.08113264870663	12.14344978	2001
63	1.66755271960361	8.612099648	2001
64	1.2141732579481	10.83096981	2001
65	1.30061139728799	12.25586462	2001
66	1.51746058901617	12.63942146	2001
67	1.74658809021283	8.470129967	2001
68	1.03776614342077	11.1278801	2001
69	1.18643761148219	12.39381027	2001
70	1.2952601553143	11.74946976	2001
71	1.31083100472874	7.976659775	2001
73	1.18680396859511	9.886770248	2001
74	1.22828969679443	10.36094625	2001
75	1.30387749320631	16.17807971	2001
76	1.541118488456	7.998869387	2001
77	1.44882909141567	11.06842041	2001
78	1.64234684114641	12.32275009	2001
79	1.06983294689256	11.9653101	2001
80	1.4504863418903	4.64327985	2001
82	1.21968609627068	6.334670067	2001
83	1.14601942461087	12.63938999	2001
84	2.32004432679138	11.99468994	2001
85	1.04244754620593	12.80668899	2001
86	1.27108356949241	11.32754993	2001
87	1.20782460451733	9.925230026	2001
89	1.71208833945706	8.933050156	2001
90	1.56506853888154	6.493030071	2001
91	1.89811803666083	7.938059807	2001
92	1.17996463688385	12.03896999	2001
94	1.66135716165514	8.190719604	2001
95	1.3014691170913	10.33373424	2001
96	1.45911416864589	2.798989946	2001
98	1.18931704398891	11.70983982	2001
99	1.20365106119526	10.83383808	2001
100	2.67074838283005	4.704741368	2001
101	1.01366189350183	13.92435177	2001
103	1.23131769210908	12.53549004	2001
104	1.31583301704363	6.335451427	2001
105	1.30201464420996	12.57310009	2001
106	1.68810670854148	13.30440998	2001
107	2.18149123687518	11.53691006	2001
108	1.10835558809899	11.82555962	2001
109	1.37951178240744	6.96875	2001
111	1.05152364476901	12.31108388	2001
112	1.04279566271053	12.18380022	2001
113	1.05560482996495	11.65107324	2001
114	1.04902389153871	9.136266266	2001
115	1.62215042731801	12.52675992	2001
116	1.41723162369624	5.76638813	2001
117	1.37237281737787	13.09475994	2001
118	1.03554952040754	12.2663002	2001
119	1.29154479651017	6.400290012	2001
120	1.26851132121428	15.59814587	2001
121	1.08695079041944	7.059065104	2001
123	1.90989923302762	13.30623065	2001
125	1.57581924119037	12.46701944	2001
126	1.68724424232344	5.476709843	2001
128	1.54141460454486	10.07033743	2001
129	1.33496945866584	9.737389565	2001
130	1.78788335036577	6.614345477	2001
131	2.05631967686877	12.69552994	2001
132	1.12448281691723	10.01497431	2001
133	1.30008942190491	9.763460159	2001
134	1.04060262886079	13.03806973	2001
135	1.15266981130705	11.48887842	2001
136	1.41842956346373	12.76819992	2001
137	2.06805682181068	11.7344799	2001
139	1.00277434281101	10.9782896	2001
140	1.6587972941847	8.96759669	2001
141	1.92124374577152	13.54780006	2001
142	1.24576691727574	11.13959362	2001
143	1.2402380058966	14.68060017	2001
144	1.66522136549388	10.98289998	2001
146	1.6603507359061	11.04607487	2001
147	2.18291269687745	11.20849789	2001
148	1.57920708211515	7.424089909	2001
149	1.42253343068483	8.664694577	2001
150	1.45680841567255	10.91864014	2001
