y	x	label	key	clickSelects	showSelected2
46.663	1991	Afghanistan	Afghanistan	Afghanistan	Afghanistan
73.378	1991	Albania	Albania	Albania	Albania
67.688	1991	Algeria	Algeria	Algeria	Algeria
72.319	1991	Argentina	Argentina	Argentina	Argentina
68.643	1991	Armenia	Armenia	Armenia	Armenia
69.616	1991	Bahamas	Bahamas	Bahamas	Bahamas
72.764	1991	Bahrain	Bahrain	Bahrain	Bahrain
54.154	1991	Bangladesh	Bangladesh	Bangladesh	Bangladesh
72.843	1991	Barbados	Barbados	Barbados	Barbados
70.248	1991	Belize	Belize	Belize	Belize
53.624	1991	Benin	Benin	Benin	Benin
57.097	1991	Bolivia (Plurinational State of)	Bolivia (Plurinational State of)	Bolivia (Plurinational State of)	Bolivia (Plurinational State of)
59.473	1991	Botswana	Botswana	Botswana	Botswana
66.31	1991	Brazil	Brazil	Brazil	Brazil
71.871	1991	Brunei Darussalam	Brunei Darussalam	Brunei Darussalam	Brunei Darussalam
44.227	1991	Burundi	Burundi	Burundi	Burundi
55.793	1991	Cambodia	Cambodia	Cambodia	Cambodia
54.658	1991	Cameroon	Cameroon	Cameroon	Cameroon
49.252	1991	Central African Republic	Central African Republic	Central African Republic	Central African Republic
73.574	1991	Chile	Chile	Chile	Chile
68.169	1991	China	China	China	China
68.813	1991	Colombia	Colombia	Colombia	Colombia
55.243	1991	Congo	Congo	Congo	Congo
48.948	1991	Congo (Democratic Republic of the)	Congo (Democratic Republic of the)	Congo (Democratic Republic of the)	Congo (Democratic Republic of the)
76.591	1991	Costa Rica	Costa Rica	Costa Rica	Costa Rica
52.323	1991	Côte d'Ivoire	Côte d'Ivoire	Côte d'Ivoire	Côte d'Ivoire
74.093	1991	Cuba	Cuba	Cuba	Cuba
67.625	1991	Dominican Republic	Dominican Republic	Dominican Republic	Dominican Republic
69.625	1991	Ecuador	Ecuador	Ecuador	Ecuador
64.755	1991	Egypt	Egypt	Egypt	Egypt
63.856	1991	El Salvador	El Salvador	El Salvador	El Salvador
62.685	1991	Eswatini (Kingdom of)	Eswatini (Kingdom of)	Eswatini (Kingdom of)	Eswatini (Kingdom of)
65.643	1991	Fiji	Fiji	Fiji	Fiji
60.397	1991	Gabon	Gabon	Gabon	Gabon
52.127	1991	Gambia	Gambia	Gambia	Gambia
56.012	1991	Ghana	Ghana	Ghana	Ghana
62.725	1991	Guatemala	Guatemala	Guatemala	Guatemala
47.546	1991	Guinea	Guinea	Guinea	Guinea
62.622	1991	Guyana	Guyana	Guyana	Guyana
53.391	1991	Haiti	Haiti	Haiti	Haiti
65.752	1991	Honduras	Honduras	Honduras	Honduras
59.055	1991	India	India	India	India
63.537	1991	Indonesia	Indonesia	Indonesia	Indonesia
66.459	1991	Iran (Islamic Republic of)	Iran (Islamic Republic of)	Iran (Islamic Republic of)	Iran (Islamic Republic of)
62.519	1991	Iraq	Iraq	Iraq	Iraq
72.186	1991	Jamaica	Jamaica	Jamaica	Jamaica
70.093	1991	Jordan	Jordan	Jordan	Jordan
64.488	1991	Kazakhstan	Kazakhstan	Kazakhstan	Kazakhstan
58.005	1991	Kenya	Kenya	Kenya	Kenya
74.216	1991	Kuwait	Kuwait	Kuwait	Kuwait
64.28	1991	Kyrgyzstan	Kyrgyzstan	Kyrgyzstan	Kyrgyzstan
54.46	1991	Lao People's Democratic Republic	Lao People's Democratic Republic	Lao People's Democratic Republic	Lao People's Democratic Republic
59.193	1991	Lesotho	Lesotho	Lesotho	Lesotho
69.82	1991	Libya	Libya	Libya	Libya
43.312	1991	Malawi	Malawi	Malawi	Malawi
71.442	1991	Malaysia	Malaysia	Malaysia	Malaysia
47.216	1991	Mali	Mali	Mali	Mali
59.936	1991	Mauritania	Mauritania	Mauritania	Mauritania
70.099	1991	Mauritius	Mauritius	Mauritius	Mauritius
70.298	1991	Mexico	Mexico	Mexico	Mexico
66.977	1991	Moldova (Republic of)	Moldova (Republic of)	Moldova (Republic of)	Moldova (Republic of)
59.237	1991	Mongolia	Mongolia	Mongolia	Mongolia
62.946	1991	Morocco	Morocco	Morocco	Morocco
44.66	1991	Mozambique	Mozambique	Mozambique	Mozambique
57.014	1991	Myanmar	Myanmar	Myanmar	Myanmar
62.098	1991	Namibia	Namibia	Namibia	Namibia
55.712	1991	Nepal	Nepal	Nepal	Nepal
63.931	1991	Nicaragua	Nicaragua	Nicaragua	Nicaragua
42.218	1991	Niger	Niger	Niger	Niger
60.259	1991	Pakistan	Pakistan	Pakistan	Pakistan
71.207	1991	Panama	Panama	Panama	Panama
59.908	1991	Papua New Guinea	Papua New Guinea	Papua New Guinea	Papua New Guinea
68.173	1991	Paraguay	Paraguay	Paraguay	Paraguay
65.434	1991	Peru	Peru	Peru	Peru
66.304	1991	Philippines	Philippines	Philippines	Philippines
73.966	1991	Qatar	Qatar	Qatar	Qatar
70.602	1991	Saint Lucia	Saint Lucia	Saint Lucia	Saint Lucia
61.429	1991	Sao Tome and Principe	Sao Tome and Principe	Sao Tome and Principe	Sao Tome and Principe
69.366	1991	Saudi Arabia	Saudi Arabia	Saudi Arabia	Saudi Arabia
57.139	1991	Senegal	Senegal	Senegal	Senegal
43.506	1991	Sierra Leone	Sierra Leone	Sierra Leone	Sierra Leone
75.329	1991	Singapore	Singapore	Singapore	Singapore
63.265	1991	South Africa	South Africa	South Africa	South Africa
71.751	1991	Sri Lanka	Sri Lanka	Sri Lanka	Sri Lanka
50.213	1991	Sudan	Sudan	Sudan	Sudan
70.036	1991	Syrian Arab Republic	Syrian Arab Republic	Syrian Arab Republic	Syrian Arab Republic
61.379	1991	Tajikistan	Tajikistan	Tajikistan	Tajikistan
51.306	1991	Tanzania (United Republic of)	Tanzania (United Republic of)	Tanzania (United Republic of)	Tanzania (United Republic of)
70.717	1991	Thailand	Thailand	Thailand	Thailand
54.268	1991	Togo	Togo	Togo	Togo
67.518	1991	Tonga	Tonga	Tonga	Tonga
68.859	1991	Trinidad and Tobago	Trinidad and Tobago	Trinidad and Tobago	Trinidad and Tobago
