yintercept	key	showSelected2
3.228456167	Afghanistan	Afghanistan
11.78129959	Albania	Albania
9.823940277	Algeria	Algeria
13.35243988	Argentina	Argentina
10.74901009	Armenia	Armenia
11.30924636	Bahamas	Bahamas
12.49958038	Bahrain	Bahrain
5.742722766	Bangladesh	Bangladesh
13.08701791	Barbados	Barbados
10.30649433	Belize	Belize
4.95554642	Benin	Benin
11.66413465	Bolivia (Plurinational State of)	Bolivia (Plurinational State of)
10.55210972	Botswana	Botswana
12.97149303	Brazil	Brazil
12.40764402	Brunei Darussalam	Brunei Darussalam
4.333489895	Burundi	Burundi
6.991089821	Cambodia	Cambodia
8.174260139	Cameroon	Cameroon
4.918749809	Central African Republic	Central African Republic
12.73688984	Chile	Chile
8.595879555	China	China
9.698809624	Colombia	Colombia
10.84885025	Congo	Congo
6.262680053	Congo (Democratic Republic of the)	Congo (Democratic Republic of the)
9.978110313	Costa Rica	Costa Rica
5.452453121	Côte d'Ivoire	Côte d'Ivoire
12.52694988	Cuba	Cuba
9.453856966	Dominican Republic	Dominican Republic
11.24228001	Ecuador	Ecuador
9.250329971	Egypt	Egypt
8.662059784	El Salvador	El Salvador
9.572581933	Eswatini (Kingdom of)	Eswatini (Kingdom of)
11.67753029	Fiji	Fiji
11.10699025	Gabon	Gabon
4.00602438	Gambia	Gambia
5.7762367	Ghana	Ghana
6.942571071	Guatemala	Guatemala
2.820280075	Guinea	Guinea
8.627023927	Guyana	Guyana
8.101668637	Haiti	Haiti
8.22233963	Honduras	Honduras
8.038411685	India	India
9.956439972	Indonesia	Indonesia
10.89911541	Iran (Islamic Republic of)	Iran (Islamic Republic of)
7.405083679	Iraq	Iraq
11.1233902	Jamaica	Jamaica
11.68529034	Jordan	Jordan
12.06552029	Kazakhstan	Kazakhstan
7.946765161	Kenya	Kenya
8.509994984	Kuwait	Kuwait
11.66786957	Kyrgyzstan	Kyrgyzstan
6.573736509	Lao People's Democratic Republic	Lao People's Democratic Republic
9.011739731	Lesotho	Lesotho
16.62977335	Libya	Libya
5.38188982	Malawi	Malawi
10.62166023	Malaysia	Malaysia
2.014780045	Mali	Mali
3.783710003	Mauritania	Mauritania
10.10330677	Mauritius	Mauritius
11.02836037	Mexico	Mexico
10.40025811	Moldova (Republic of)	Moldova (Republic of)
9.677269936	Mongolia	Mongolia
6.373549938	Morocco	Morocco
3.898401763	Mozambique	Mozambique
7.037065029	Myanmar	Myanmar
12.05757999	Namibia	Namibia
7.440219879	Nepal	Nepal
7.832270145	Nicaragua	Nicaragua
1.994314969	Niger	Niger
4.280649002	Pakistan	Pakistan
10.82633972	Panama	Panama
4.735701708	Papua New Guinea	Papua New Guinea
9.445473671	Paraguay	Paraguay
11.63395023	Peru	Peru
10.75755978	Philippines	Philippines
11.86357021	Qatar	Qatar
11.81594472	Saint Lucia	Saint Lucia
8.220432674	Sao Tome and Principe	Sao Tome and Principe
11.21455822	Saudi Arabia	Saudi Arabia
4.406959376	Senegal	Senegal
4.208509922	Sierra Leone	Sierra Leone
14.93952918	Singapore	Singapore
12.4724102	South Africa	South Africa
11.5777626	Sri Lanka	Sri Lanka
3.716464477	Sudan	Sudan
10.33014965	Syrian Arab Republic	Syrian Arab Republic
11.68820953	Tajikistan	Tajikistan
5.409420013	Tanzania (United Republic of)	Tanzania (United Republic of)
9.050733248	Thailand	Thailand
7.685070038	Togo	Togo
11.92300359	Tonga	Tonga
10.63512039	Trinidad and Tobago	Trinidad and Tobago
9.925450325	Tunisia	Tunisia
9.085129738	Türkiye	Türkiye
10.79214144	Tuvalu	Tuvalu
5.766660213	Uganda	Uganda
12.49063015	Ukraine	Ukraine
10.05986023	United Arab Emirates	United Arab Emirates
13.05552959	Uruguay	Uruguay
10.53991032	Venezuela (Bolivarian Republic of)	Venezuela (Bolivarian Republic of)
8.000851333	Viet Nam	Viet Nam
5.551342272	Yemen	Yemen
7.854483475	Zambia	Zambia
9.931150436	Zimbabwe	Zimbabwe
