y	x	label	key	clickSelects	showSelected2
1577.870182	2006	Afghanistan	Afghanistan	Afghanistan	Afghanistan
8814.489301	2006	Albania	Albania	Albania	Albania
10198.97388	2006	Algeria	Algeria	Algeria	Algeria
5666.71833	2006	Angola	Angola	Angola	Angola
20034.44635	2006	Argentina	Argentina	Argentina	Argentina
8681.502959	2006	Armenia	Armenia	Armenia	Armenia
8249.356333	2006	Azerbaijan	Azerbaijan	Azerbaijan	Azerbaijan
36878.42545	2006	Bahamas	Bahamas	Bahamas	Bahamas
45300.72249	2006	Bahrain	Bahrain	Bahrain	Bahrain
2970.873132	2006	Bangladesh	Bangladesh	Bangladesh	Bangladesh
16011.56998	2006	Barbados	Barbados	Barbados	Barbados
13174.19784	2006	Belarus	Belarus	Belarus	Belarus
9040.535984	2006	Belize	Belize	Belize	Belize
2538.585697	2006	Benin	Benin	Benin	Benin
5614.773971	2006	Bolivia (Plurinational State of)	Bolivia (Plurinational State of)	Bolivia (Plurinational State of)	Bolivia (Plurinational State of)
9417.138189	2006	Bosnia and Herzegovina	Bosnia and Herzegovina	Bosnia and Herzegovina	Bosnia and Herzegovina
12687.61584	2006	Botswana	Botswana	Botswana	Botswana
12561.6787	2006	Brazil	Brazil	Brazil	Brazil
71591.28477	2006	Brunei Darussalam	Brunei Darussalam	Brunei Darussalam	Brunei Darussalam
1518.496295	2006	Burkina Faso	Burkina Faso	Burkina Faso	Burkina Faso
803.9782094	2006	Burundi	Burundi	Burundi	Burundi
5682.845562	2006	Cabo Verde	Cabo Verde	Cabo Verde	Cabo Verde
2224.942847	2006	Cambodia	Cambodia	Cambodia	Cambodia
3223.57242	2006	Cameroon	Cameroon	Cameroon	Cameroon
1026.699848	2006	Central African Republic	Central African Republic	Central African Republic	Central African Republic
1225.349354	2006	Chad	Chad	Chad	Chad
17211.43564	2006	Chile	Chile	Chile	Chile
5969.087855	2006	China	China	China	China
10423.06308	2006	Colombia	Colombia	Colombia	Colombia
2916.571595	2006	Comoros	Comoros	Comoros	Comoros
3947.843277	2006	Congo	Congo	Congo	Congo
