y	x	label	key	clickSelects	showSelected2
55.298	2000	Afghanistan	Afghanistan	Afghanistan	Afghanistan
75.404	2000	Albania	Albania	Albania	Albania
70.478	2000	Algeria	Algeria	Algeria	Algeria
46.024	2000	Angola	Angola	Angola	Angola
73.926	2000	Argentina	Argentina	Argentina	Argentina
70.624	2000	Armenia	Armenia	Armenia	Armenia
64.891	2000	Azerbaijan	Azerbaijan	Azerbaijan	Azerbaijan
72.041	2000	Bahamas	Bahamas	Bahamas	Bahamas
75.496	2000	Bahrain	Bahrain	Bahrain	Bahrain
65.779	2000	Bangladesh	Bangladesh	Bangladesh	Bangladesh
74.089	2000	Barbados	Barbados	Barbados	Barbados
69.18	2000	Belarus	Belarus	Belarus	Belarus
68.564	2000	Belize	Belize	Belize	Belize
56.578	2000	Benin	Benin	Benin	Benin
62.346	2000	Bolivia (Plurinational State of)	Bolivia (Plurinational State of)	Bolivia (Plurinational State of)	Bolivia (Plurinational State of)
74.496	2000	Bosnia and Herzegovina	Bosnia and Herzegovina	Bosnia and Herzegovina	Bosnia and Herzegovina
51.011	2000	Botswana	Botswana	Botswana	Botswana
69.737	2000	Brazil	Brazil	Brazil	Brazil
74.08	2000	Brunei Darussalam	Brunei Darussalam	Brunei Darussalam	Brunei Darussalam
50.847	2000	Burkina Faso	Burkina Faso	Burkina Faso	Burkina Faso
47.514	2000	Burundi	Burundi	Burundi	Burundi
68.618	2000	Cabo Verde	Cabo Verde	Cabo Verde	Cabo Verde
58.625	2000	Cambodia	Cambodia	Cambodia	Cambodia
52.932	2000	Cameroon	Cameroon	Cameroon	Cameroon
45.406	2000	Central African Republic	Central African Republic	Central African Republic	Central African Republic
47.443	2000	Chad	Chad	Chad	Chad
76.87	2000	Chile	Chile	Chile	Chile
71.881	2000	China	China	China	China
71.32	2000	Colombia	Colombia	Colombia	Colombia
58.757	2000	Comoros	Comoros	Comoros	Comoros
53.682	2000	Congo	Congo	Congo	Congo
51.781	2000	Congo (Democratic Republic of the)	Congo (Democratic Republic of the)	Congo (Democratic Republic of the)	Congo (Democratic Republic of the)
77.586	2000	Costa Rica	Costa Rica	Costa Rica	Costa Rica
50.842	2000	Côte d'Ivoire	Côte d'Ivoire	Côte d'Ivoire	Côte d'Ivoire
76.183	2000	Cuba	Cuba	Cuba	Cuba
56.573	2000	Djibouti	Djibouti	Djibouti	Djibouti
72.693	2000	Dominica	Dominica	Dominica	Dominica
69.423	2000	Dominican Republic	Dominican Republic	Dominican Republic	Dominican Republic
72.839	2000	Ecuador	Ecuador	Ecuador	Ecuador
68.007	2000	Egypt	Egypt	Egypt	Egypt
69.865	2000	El Salvador	El Salvador	El Salvador	El Salvador
53.226	2000	Equatorial Guinea	Equatorial Guinea	Equatorial Guinea	Equatorial Guinea
47.256	2000	Eswatini (Kingdom of)	Eswatini (Kingdom of)	Eswatini (Kingdom of)	Eswatini (Kingdom of)
50.538	2000	Ethiopia	Ethiopia	Ethiopia	Ethiopia
66.31	2000	Fiji	Fiji	Fiji	Fiji
61.069	2000	Gabon	Gabon	Gabon	Gabon
56.942	2000	Gambia	Gambia	Gambia	Gambia
69.575	2000	Georgia	Georgia	Georgia	Georgia
58.195	2000	Ghana	Ghana	Ghana	Ghana
67.446	2000	Guatemala	Guatemala	Guatemala	Guatemala
52.479	2000	Guinea	Guinea	Guinea	Guinea
64.483	2000	Guyana	Guyana	Guyana	Guyana
58.365	2000	Haiti	Haiti	Haiti	Haiti
68.662	2000	Honduras	Honduras	Honduras	Honduras
62.669	2000	India	India	India	India
66.433	2000	Indonesia	Indonesia	Indonesia	Indonesia
69.691	2000	Iran (Islamic Republic of)	Iran (Islamic Republic of)	Iran (Islamic Republic of)	Iran (Islamic Republic of)
66.817	2000	Iraq	Iraq	Iraq	Iraq
70.944	2000	Jamaica	Jamaica	Jamaica	Jamaica
71.918	2000	Jordan	Jordan	Jordan	Jordan
64.178	2000	Kazakhstan	Kazakhstan	Kazakhstan	Kazakhstan
54.411	2000	Kenya	Kenya	Kenya	Kenya
64.409	2000	Kiribati	Kiribati	Kiribati	Kiribati
76.722	2000	Kuwait	Kuwait	Kuwait	Kuwait
65.398	2000	Kyrgyzstan	Kyrgyzstan	Kyrgyzstan	Kyrgyzstan
58.378	2000	Lao People's Democratic Republic	Lao People's Democratic Republic	Lao People's Democratic Republic	Lao People's Democratic Republic
48.427	2000	Lesotho	Lesotho	Lesotho	Lesotho
51.356	2000	Liberia	Liberia	Liberia	Liberia
70.68	2000	Libya	Libya	Libya	Libya
57.938	2000	Madagascar	Madagascar	Madagascar	Madagascar
44.518	2000	Malawi	Malawi	Malawi	Malawi
72.775	2000	Malaysia	Malaysia	Malaysia	Malaysia
70.876	2000	Maldives	Maldives	Maldives	Maldives
50.539	2000	Mali	Mali	Mali	Mali
61.028	2000	Mauritania	Mauritania	Mauritania	Mauritania
71.637	2000	Mauritius	Mauritius	Mauritius	Mauritius
73.569	2000	Mexico	Mexico	Mexico	Mexico
69.769	2000	Micronesia (Federated States of)	Micronesia (Federated States of)	Micronesia (Federated States of)	Micronesia (Federated States of)
66.417	2000	Moldova (Republic of)	Moldova (Republic of)	Moldova (Republic of)	Moldova (Republic of)
62.882	2000	Mongolia	Mongolia	Mongolia	Mongolia
66.787	2000	Morocco	Morocco	Morocco	Morocco
49.491	2000	Mozambique	Mozambique	Mozambique	Mozambique
60.155	2000	Myanmar	Myanmar	Myanmar	Myanmar
51.99	2000	Namibia	Namibia	Namibia	Namibia
62.614	2000	Nepal	Nepal	Nepal	Nepal
67.234	2000	Nicaragua	Nicaragua	Nicaragua	Nicaragua
49.322	2000	Niger	Niger	Niger	Niger
72.857	2000	North Macedonia	North Macedonia	North Macedonia	North Macedonia
73.466	2000	Oman	Oman	Oman	Oman
62.102	2000	Pakistan	Pakistan	Pakistan	Pakistan
65.891	2000	Palau	Palau	Palau	Palau
74.001	2000	Panama	Panama	Panama	Panama
61.72	2000	Papua New Guinea	Papua New Guinea	Papua New Guinea	Papua New Guinea
69.75	2000	Paraguay	Paraguay	Paraguay	Paraguay
70.424	2000	Peru	Peru	Peru	Peru
69.413	2000	Philippines	Philippines	Philippines	Philippines
74.828	2000	Qatar	Qatar	Qatar	Qatar
47.129	2000	Rwanda	Rwanda	Rwanda	Rwanda
70.768	2000	Saint Lucia	Saint Lucia	Saint Lucia	Saint Lucia
71.377	2000	Saint Vincent and the Grenadines	Saint Vincent and the Grenadines	Saint Vincent and the Grenadines	Saint Vincent and the Grenadines
70.746	2000	Samoa	Samoa	Samoa	Samoa
61.655	2000	Sao Tome and Principe	Sao Tome and Principe	Sao Tome and Principe	Sao Tome and Principe
72.467	2000	Saudi Arabia	Saudi Arabia	Saudi Arabia	Saudi Arabia
56.943	2000	Senegal	Senegal	Senegal	Senegal
71.439	2000	Serbia	Serbia	Serbia	Serbia
69.722	2000	Seychelles	Seychelles	Seychelles	Seychelles
45.05	2000	Sierra Leone	Sierra Leone	Sierra Leone	Sierra Leone
79.069	2000	Singapore	Singapore	Singapore	Singapore
67.225	2000	Solomon Islands	Solomon Islands	Solomon Islands	Solomon Islands
58.47	2000	South Africa	South Africa	South Africa	South Africa
70.355	2000	Sri Lanka	Sri Lanka	Sri Lanka	Sri Lanka
58.319	2000	Sudan	Sudan	Sudan	Sudan
70.764	2000	Syrian Arab Republic	Syrian Arab Republic	Syrian Arab Republic	Syrian Arab Republic
63.26	2000	Tajikistan	Tajikistan	Tajikistan	Tajikistan
52.362	2000	Tanzania (United Republic of)	Tanzania (United Republic of)	Tanzania (United Republic of)	Tanzania (United Republic of)
72.316	2000	Thailand	Thailand	Thailand	Thailand
58.568	2000	Timor-Leste	Timor-Leste	Timor-Leste	Timor-Leste
54.742	2000	Togo	Togo	Togo	Togo
68.978	2000	Tonga	Tonga	Tonga	Tonga
69.102	2000	Trinidad and Tobago	Trinidad and Tobago	Trinidad and Tobago	Trinidad and Tobago
73.69	2000	Tunisia	Tunisia	Tunisia	Tunisia
71.861	2000	Türkiye	Türkiye	Türkiye	Türkiye
63.499	2000	Tuvalu	Tuvalu	Tuvalu	Tuvalu
48.342	2000	Uganda	Uganda	Uganda	Uganda
67.856	2000	Ukraine	Ukraine	Ukraine	Ukraine
74.38	2000	United Arab Emirates	United Arab Emirates	United Arab Emirates	United Arab Emirates
75.025	2000	Uruguay	Uruguay	Uruguay	Uruguay
65.724	2000	Uzbekistan	Uzbekistan	Uzbekistan	Uzbekistan
72.478	2000	Venezuela (Bolivarian Republic of)	Venezuela (Bolivarian Republic of)	Venezuela (Bolivarian Republic of)	Venezuela (Bolivarian Republic of)
72.462	2000	Viet Nam	Viet Nam	Viet Nam	Viet Nam
62.588	2000	Yemen	Yemen	Yemen	Yemen
45.231	2000	Zambia	Zambia	Zambia	Zambia
44.686	2000	Zimbabwe	Zimbabwe	Zimbabwe	Zimbabwe
