yintercept	key	showSelected2
1122.32257	Afghanistan	Afghanistan
5595.604803	Albania	Albania
8327.85387	Algeria	Algeria
3735.262419	Angola	Angola
18440.33403	Argentina	Argentina
3780.554474	Armenia	Armenia
3754.972664	Azerbaijan	Azerbaijan
35181.8708	Bahamas	Bahamas
42802.19131	Bahrain	Bahrain
2263.311054	Bangladesh	Bangladesh
13513.28294	Barbados	Barbados
7576.539267	Belarus	Belarus
7619.149621	Belize	Belize
2360.272215	Benin	Benin
5148.785817	Bolivia (Plurinational State of)	Bolivia (Plurinational State of)
11018.7782	Botswana	Botswana
10861.1073	Brazil	Brazil
68595.08481	Brunei Darussalam	Brunei Darussalam
1283.448144	Burkina Faso	Burkina Faso
850.4489808	Burundi	Burundi
1346.119054	Cambodia	Cambodia
2799.801396	Cameroon	Cameroon
1203.23173	Central African Republic	Central African Republic
14505.38661	Chile	Chile
3171.528369	China	China
8887.309223	Colombia	Colombia
3200.889389	Congo	Congo
739.5545061	Congo (Democratic Republic of the)	Congo (Democratic Republic of the)
11895.06534	Costa Rica	Costa Rica
2847.48535	Côte d'Ivoire	Côte d'Ivoire
4137.826531	Cuba	Cuba
1797.061389	Djibouti	Djibouti
8560.607799	Dominican Republic	Dominican Republic
7761.917078	Ecuador	Ecuador
7595.306914	Egypt	Egypt
6291.962566	El Salvador	El Salvador
5713.621351	Eswatini (Kingdom of)	Eswatini (Kingdom of)
9124.075545	Fiji	Fiji
15224.66488	Gabon	Gabon
1923.100469	Gambia	Gambia
2667.123059	Ghana	Ghana
6354.988104	Guatemala	Guatemala
1652.150345	Guinea	Guinea
4057.640019	Guyana	Guyana
3021.694631	Haiti	Haiti
3777.661664	Honduras	Honduras
2503.444446	India	India
5059.942717	Indonesia	Indonesia
10615.17191	Iran (Islamic Republic of)	Iran (Islamic Republic of)
7654.717627	Iraq	Iraq
9124.672288	Jamaica	Jamaica
8592.309756	Jordan	Jordan
9349.748318	Kazakhstan	Kazakhstan
3338.90853	Kenya	Kenya
68924.13258	Kuwait	Kuwait
2782.348363	Kyrgyzstan	Kyrgyzstan
2625.378884	Lao People's Democratic Republic	Lao People's Democratic Republic
2781.430159	Lesotho	Lesotho
1187.014421	Liberia	Liberia
25415.30802	Libya	Libya
1514.43536	Madagascar	Madagascar
1098.370963	Malawi	Malawi
14100.85328	Malaysia	Malaysia
12519.03231	Maldives	Maldives
1615.144307	Mali	Mali
4524.648298	Mauritania	Mauritania
11344.12607	Mauritius	Mauritius
16998.5177	Mexico	Mexico
5020.586462	Moldova (Republic of)	Moldova (Republic of)
4464.577078	Mongolia	Mongolia
4626.713379	Morocco	Morocco
624.7418202	Mozambique	Mozambique
889.0781902	Myanmar	Myanmar
6540.349379	Namibia	Namibia
1915.053502	Nepal	Nepal
3674.588988	Nicaragua	Nicaragua
991.7716725	Niger	Niger
9687.88331	North Macedonia	North Macedonia
3227.96665	Pakistan	Pakistan
13755.2053	Panama	Panama
3374.725387	Papua New Guinea	Papua New Guinea
8479.1611	Paraguay	Paraguay
6209.678426	Peru	Peru
4972.013116	Philippines	Philippines
78861.74791	Qatar	Qatar
789.2675029	Rwanda	Rwanda
11905.5544	Saint Lucia	Saint Lucia
4087.430972	Samoa	Samoa
2298.303456	Sao Tome and Principe	Sao Tome and Principe
39771.54266	Saudi Arabia	Saudi Arabia
2550.588935	Senegal	Senegal
8367.898299	Serbia	Serbia
804.9557108	Sierra Leone	Sierra Leone
54424.06896	Singapore	Singapore
2443.413614	Solomon Islands	Solomon Islands
10073.19719	South Africa	South Africa
5741.119139	Sri Lanka	Sri Lanka
3742.456055	Sudan	Sudan
5931.483261	Syrian Arab Republic	Syrian Arab Republic
1290.919001	Tajikistan	Tajikistan
1331.025879	Tanzania (United Republic of)	Tanzania (United Republic of)
9177.64281	Thailand	Thailand
1702.564894	Togo	Togo
5291.193452	Tonga	Tonga
15062.2152	Trinidad and Tobago	Trinidad and Tobago
7199.617531	Tunisia	Tunisia
14901.99002	Türkiye	Türkiye
4000.975986	Tuvalu	Tuvalu
1239.083341	Uganda	Uganda
6842.411133	Ukraine	Ukraine
93200.29755	United Arab Emirates	United Arab Emirates
15088.18472	Uruguay	Uruguay
16027.475	Venezuela (Bolivarian Republic of)	Venezuela (Bolivarian Republic of)
3447.760276	Viet Nam	Viet Nam
2954.53351	Yemen	Yemen
1948.215386	Zambia	Zambia
1561.673459	Zimbabwe	Zimbabwe
