yintercept	key	showSelected2
1477.061709	Afghanistan	Afghanistan
4559.593062	Albania	Albania
7737.878323	Algeria	Algeria
17032.72048	Argentina	Argentina
2999.253304	Armenia	Armenia
2923.538298	Azerbaijan	Azerbaijan
35502.41846	Bahamas	Bahamas
42316.54989	Bahrain	Bahrain
2028.477204	Bangladesh	Bangladesh
12832.92603	Barbados	Barbados
5784.510234	Belarus	Belarus
7440.956292	Belize	Belize
2157.891314	Benin	Benin
4764.63554	Bolivia (Plurinational State of)	Bolivia (Plurinational State of)
9857.028923	Botswana	Botswana
10995.11598	Brazil	Brazil
72206.5452	Brunei Darussalam	Brunei Darussalam
932.6173662	Burundi	Burundi
1140.746943	Cambodia	Cambodia
2583.612086	Cameroon	Cameroon
1221.907209	Central African Republic	Central African Republic
12708.47824	Chile	Chile
2361.387409	China	China
9359.493056	Colombia	Colombia
3129.988983	Congo	Congo
877.4273298	Congo (Democratic Republic of the)	Congo (Democratic Republic of the)
11144.96184	Costa Rica	Costa Rica
2698.968844	Côte d'Ivoire	Côte d'Ivoire
3541.308523	Cuba	Cuba
1966.632339	Djibouti	Djibouti
7001.230525	Dominican Republic	Dominican Republic
8201.14736	Ecuador	Ecuador
6672.971727	Egypt	Egypt
6065.118403	El Salvador	El Salvador
5369.727576	Eswatini (Kingdom of)	Eswatini (Kingdom of)
8485.322965	Fiji	Fiji
16195.38787	Gabon	Gabon
1895.534335	Gambia	Gambia
2464.499391	Ghana	Ghana
5967.304	Guatemala	Guatemala
1497.405394	Guinea	Guinea
3373.274226	Guyana	Guyana
2900.999095	Haiti	Haiti
3744.727633	Honduras	Honduras
2081.525728	India	India
5703.679635	Indonesia	Indonesia
9957.626077	Iran (Islamic Republic of)	Iran (Islamic Republic of)
3023.975591	Iraq	Iraq
9641.175177	Jamaica	Jamaica
8296.402983	Jordan	Jordan
8763.226512	Kazakhstan	Kazakhstan
3297.633835	Kenya	Kenya
73630.7009	Kuwait	Kuwait
2453.120945	Kyrgyzstan	Kyrgyzstan
2259.491181	Lao People's Democratic Republic	Lao People's Democratic Republic
2186.02873	Lesotho	Lesotho
26021.79719	Libya	Libya
999.5306665	Malawi	Malawi
13862.95753	Malaysia	Malaysia
9809.157585	Maldives	Maldives
1386.833868	Mali	Mali
4405.201048	Mauritania	Mauritania
9741.958532	Mauritius	Mauritius
14534.79383	Mexico	Mexico
5569.29	Moldova (Republic of)	Moldova (Republic of)
4086.943169	Mongolia	Mongolia
4007.58252	Morocco	Morocco
450.0676175	Mozambique	Mozambique
710.5219103	Myanmar	Myanmar
6578.587336	Namibia	Namibia
1721.511896	Nepal	Nepal
3009.725649	Nicaragua	Nicaragua
986.2339502	Niger	Niger
8966.709822	North Macedonia	North Macedonia
3223.902127	Pakistan	Pakistan
12415.76977	Panama	Panama
3681.325126	Papua New Guinea	Papua New Guinea
8673.989901	Paraguay	Paraguay
5876.337978	Peru	Peru
4313.552086	Philippines	Philippines
61988.61217	Qatar	Qatar
768.9260202	Rwanda	Rwanda
10469.43177	Saint Lucia	Saint Lucia
3572.764424	Samoa	Samoa
2221.77101	Sao Tome and Principe	Sao Tome and Principe
43142.31937	Saudi Arabia	Saudi Arabia
2346.804589	Senegal	Senegal
7852.203883	Serbia	Serbia
1439.197156	Sierra Leone	Sierra Leone
50398.97515	Singapore	Singapore
9680.697666	South Africa	South Africa
4915.829317	Sri Lanka	Sri Lanka
2969.043945	Sudan	Sudan
5649.00802	Syrian Arab Republic	Syrian Arab Republic
1435.460897	Tajikistan	Tajikistan
1229.447266	Tanzania (United Republic of)	Tanzania (United Republic of)
9831.295053	Thailand	Thailand
1544.86079	Togo	Togo
5111.271349	Tonga	Tonga
10951.3054	Trinidad and Tobago	Trinidad and Tobago
5996.86581	Tunisia	Tunisia
13869.62032	Türkiye	Türkiye
3447.579277	Tuvalu	Tuvalu
1064.024067	Uganda	Uganda
7831.555664	Ukraine	Ukraine
99256.39533	United Arab Emirates	United Arab Emirates
12891.76112	Uruguay	Uruguay
17364.625	Venezuela (Bolivarian Republic of)	Venezuela (Bolivarian Republic of)
2829.904985	Viet Nam	Viet Nam
2492.917305	Yemen	Yemen
1847.272074	Zambia	Zambia
1531.688765	Zimbabwe	Zimbabwe
