group	size	y	x
1	1.83839254027608	1534.135377	2021
2	1.22336198319059	14399.78047	2021
3	1.88000592199576	10823.11813	2021
4	1.77768435718963	5332.94813	2021
5	1.03838514041218	17420.06637	2021
6	1.89088487602654	21093.47399	2021
7	1.22084629220844	13813.88142	2021
8	1.425037035443	14408.1067	2021
9	1.08361101730451	28178.29448	2021
10	1.15966968258859	46757.30276	2021
11	2.72312468873614	6220.542581	2021
12	1.06905989070936	13484.80353	2021
13	1.40960080389225	19104.25276	2021
14	1.08278127062953	8509.834544	2021
15	1.47719314535715	3304.543545	2021
16	1.11606316529651	10240.74671	2021
17	1.46003058513115	7842.712067	2021
18	1.23914092126165	15651.40053	2021
19	1.21265411118294	14101.88489	2021
20	2.93845719412439	14342.1	2021
21	1.0874512385669	60717.05667	2021
22	1.62235828571058	2059.353254	2021
23	1.4689340727366	716.4907921	2021
24	1.10073271777889	6499.392743	2021
25	1.53916047109709	4124.445747	2021
26	1.69044333046286	3473.286903	2021
27	1.30906177666589	900.4155606	2021
28	1.54868117693445	1404.785882	2021
29	1.58447635459984	23852.84341	2021
30	6	17499.16075	2021
31	1.95030407380228	14402.64416	2021
32	1.11935051958019	3243.685399	2021
33	1.31962176210492	3038.124886	2021
34	2.29659115543219	1023.863411	2021
35	1.30033851937685	19913.07739	2021
36	1.69398456889337	5156.435765	2021
37	1.44406840974698	7767.608571	2021
38	1.13864602583729	4798.002265	2021
39	1.0332958000124	11821.72973	2021
40	1.44132578940867	17784.08631	2021
41	1.55846787078576	10496.98153	2021
42	2.38402692522089	11826.91033	2021
43	1.33248334277006	8718.945387	2021
44	1.16880774165012	10785.21824	2021
45	1.25162245480614	1854.318504	2021
46	1.14402453438483	8139.39063	2021
47	2.45215661737133	2307.076754	2021
48	1.12668923747704	9727.721631	2021
49	1.20220496285009	9746.300931	2021
50	1.21476635666166	2022.240716	2021
51	1.25637392612094	14489.377	2021
52	1.75861707999357	5278.769982	2021
53	1.04498653131528	12933.4338	2021
54	1.55548914026304	8716.445741	2021
55	1.48692261696365	2258.271562	2021
56	1.18965648582591	1855.808396	2021
57	1.11809089800657	22793.3016	2021
58	1.44782697201524	2883.605279	2021
59	1.42432184143803	5089.140793	2021
60	5.96775875967638	6542.449788	2021
61	3.19078709817797	11531.41412	2021
62	2.24153080892743	14477.66149	2021
63	1.87356315827856	8684.231347	2021
64	1.22229915277651	9328.313974	2021
65	1.44192932139445	9179.676654	2021
66	1.5800088283122	22601.71819	2021
67	1.96394260772407	4665.799107	2021
68	1.0458099184095	3449.467912	2021
69	1.27268326931506	52672.16933	2021
70	1.33806774005376	4542.389407	2021
71	1.36058616847925	7646.722985	2021
72	1.3128809494091	12145.93186	2021
73	1.19959884409143	2721.557356	2021
74	1.30148806161439	1296.093176	2021
75	1.34340715991587	20227.77591	2021
76	1.71191049161201	1454.431899	2021
77	1.59039431199305	1456.158176	2021
78	1.76713039420398	25619.19829	2021
79	1.09477186877595	16857.60546	2021
80	1.61959553171685	2020.453152	2021
81	1.02400552449228	6676.669316	2021
82	1.28417116020408	5210.342944	2021
83	1.15037567892439	21199.46345	2021
84	2.49042195364046	18582.11081	2021
85	1.04269106378683	3766.358646	2021
86	1.23133597719619	13872.06309	2021
87	1.24194132678368	9747.023192	2021
88	1.10415005362909	21142.48906	2021
89	1.80616499683891	7947.897949	2021
90	1.74983041521779	1203.247321	2021
91	1.97112291707867	3923.009853	2021
92	1.21023815174886	8991.686884	2021
93	1.00763984875517	14776.9579	2021
94	1.72556313358984	3874.43281	2021
95	1.34633709201603	5342.753986	2021
96	1.66527773330367	1208.85424	2021
97	2.93426989633766	4716.009665	2021
98	1.19161587967207	15961.20117	2021
99	1.28124069606486	31995.18658	2021
100	3.01420147586988	5164.940484	2021
101	1.01245061600499	19739.0929	2021
102	1.29973765278413	6778.574396	2021
