yintercept	key	showSelected2
1468.355839	Afghanistan	Afghanistan
5016.104303	Albania	Albania
7902.659495	Algeria	Algeria
17709.57534	Argentina	Argentina
3202.572549	Armenia	Armenia
2934.137741	Azerbaijan	Azerbaijan
38757.3737	Bahamas	Bahamas
42547.12886	Bahrain	Bahrain
2073.218801	Bangladesh	Bangladesh
13300.64547	Barbados	Barbados
5976.669455	Belarus	Belarus
7264.537028	Belize	Belize
2195.039706	Benin	Benin
4891.651522	Bolivia (Plurinational State of)	Bolivia (Plurinational State of)
9833.966032	Botswana	Botswana
11078.18691	Brazil	Brazil
72562.62151	Brunei Darussalam	Brunei Darussalam
849.5595576	Burundi	Burundi
1171.362825	Cambodia	Cambodia
2618.518759	Cameroon	Cameroon
1098.157056	Central African Republic	Central African Republic
13461.31832	Chile	Chile
2571.202181	China	China
9341.902594	Colombia	Colombia
3159.914076	Congo	Congo
922.3916858	Congo (Democratic Republic of the)	Congo (Democratic Republic of the)
11087.58534	Costa Rica	Costa Rica
2738.937062	Côte d'Ivoire	Côte d'Ivoire
3816.200957	Cuba	Cuba
1816.954748	Djibouti	Djibouti
7340.967283	Dominican Republic	Dominican Republic
8166.640353	Ecuador	Ecuador
6863.449114	Egypt	Egypt
6049.94575	El Salvador	El Salvador
5622.868849	Eswatini (Kingdom of)	Eswatini (Kingdom of)
8915.734328	Fiji	Fiji
16320.5367	Gabon	Gabon
1920.135859	Gambia	Gambia
2520.793347	Ghana	Ghana
5974.438778	Guatemala	Guatemala
1528.806135	Guinea	Guinea
3901.162654	Guyana	Guyana
2970.323838	Haiti	Haiti
3714.130975	Honduras	Honduras
2198.363959	India	India
6067.146458	Indonesia	Indonesia
10456.98135	Iran (Islamic Republic of)	Iran (Islamic Republic of)
4386.107247	Iraq	Iraq
9573.767346	Jamaica	Jamaica
8209.607765	Jordan	Jordan
8916.285685	Kazakhstan	Kazakhstan
3396.215997	Kenya	Kenya
72486.5308	Kuwait	Kuwait
2603.298478	Kyrgyzstan	Kyrgyzstan
2358.571103	Lao People's Democratic Republic	Lao People's Democratic Republic
2268.667591	Lesotho	Lesotho
26093.69593	Libya	Libya
1052.094036	Malawi	Malawi
14854.03536	Malaysia	Malaysia
10756.89603	Maldives	Maldives
1453.054575	Mali	Mali
4756.648393	Mauritania	Mauritania
10081.35696	Mauritius	Mauritius
15302.01171	Mexico	Mexico
5462.932438	Moldova (Republic of)	Moldova (Republic of)
4127.745414	Mongolia	Mongolia
4472.651855	Morocco	Morocco
491.6361237	Mozambique	Mozambique
744.3328739	Myanmar	Myanmar
6476.253615	Namibia	Namibia
1762.032821	Nepal	Nepal
3203.272874	Nicaragua	Nicaragua
967.6557278	Niger	Niger
9007.265586	North Macedonia	North Macedonia
3272.778564	Pakistan	Pakistan
12628.99689	Panama	Panama
3739.979955	Papua New Guinea	Papua New Guinea
9128.401774	Paraguay	Paraguay
6004.283028	Peru	Peru
4486.757809	Philippines	Philippines
60714.5116	Qatar	Qatar
725.6764399	Rwanda	Rwanda
11090.10405	Saint Lucia	Saint Lucia
3956.530239	Samoa	Samoa
2257.606215	Sao Tome and Principe	Sao Tome and Principe
42449.99359	Saudi Arabia	Saudi Arabia
2365.931491	Senegal	Senegal
8308.540717	Serbia	Serbia
1105.923229	Sierra Leone	Sierra Leone
51809.93925	Singapore	Singapore
9922.534064	South Africa	South Africa
5056.504694	Sri Lanka	Sri Lanka
3178.595459	Sudan	Sudan
5908.22523	Syrian Arab Republic	Syrian Arab Republic
1137.415456	Tajikistan	Tajikistan
1275.772095	Tanzania (United Republic of)	Tanzania (United Republic of)
10190.13714	Thailand	Thailand
1635.241436	Togo	Togo
5129.571125	Tonga	Tonga
11689.18188	Trinidad and Tobago	Trinidad and Tobago
6303.363696	Tunisia	Tunisia
14627.3185	Türkiye	Türkiye
3247.677093	Tuvalu	Tuvalu
1132.975772	Uganda	Uganda
7106.45166	Ukraine	Ukraine
98908.50028	United Arab Emirates	United Arab Emirates
13558.58329	Uruguay	Uruguay
16965.327	Venezuela (Bolivarian Republic of)	Venezuela (Bolivarian Republic of)
3024.853031	Viet Nam	Viet Nam
2778.053943	Yemen	Yemen
1926.997628	Zambia	Zambia
1679.138625	Zimbabwe	Zimbabwe
