y	x	label	key	clickSelects	showSelected2
62.659	2015	Afghanistan	Afghanistan	Afghanistan	Afghanistan
78.644	2015	Albania	Albania	Albania	Albania
75.622	2015	Algeria	Algeria	Algeria	Algeria
60.655	2015	Angola	Angola	Angola	Angola
77.913	2015	Antigua and Barbuda	Antigua and Barbuda	Antigua and Barbuda	Antigua and Barbuda
76.76	2015	Argentina	Argentina	Argentina	Argentina
74.436	2015	Armenia	Armenia	Armenia	Armenia
71.451	2015	Azerbaijan	Azerbaijan	Azerbaijan	Azerbaijan
73.104	2015	Bahamas	Bahamas	Bahamas	Bahamas
79.405	2015	Bahrain	Bahrain	Bahrain	Bahrain
70.491	2015	Bangladesh	Bangladesh	Bangladesh	Bangladesh
76.65	2015	Barbados	Barbados	Barbados	Barbados
73.987	2015	Belarus	Belarus	Belarus	Belarus
73.187	2015	Belize	Belize	Belize	Belize
59.377	2015	Benin	Benin	Benin	Benin
70.343	2015	Bhutan	Bhutan	Bhutan	Bhutan
67.318	2015	Bolivia (Plurinational State of)	Bolivia (Plurinational State of)	Bolivia (Plurinational State of)	Bolivia (Plurinational State of)
76.182	2015	Bosnia and Herzegovina	Bosnia and Herzegovina	Bosnia and Herzegovina	Bosnia and Herzegovina
63.818	2015	Botswana	Botswana	Botswana	Botswana
74.332	2015	Brazil	Brazil	Brazil	Brazil
74.75	2015	Brunei Darussalam	Brunei Darussalam	Brunei Darussalam	Brunei Darussalam
58.845	2015	Burkina Faso	Burkina Faso	Burkina Faso	Burkina Faso
60.217	2015	Burundi	Burundi	Burundi	Burundi
74.62	2015	Cabo Verde	Cabo Verde	Cabo Verde	Cabo Verde
69.873	2015	Cambodia	Cambodia	Cambodia	Cambodia
59.658	2015	Cameroon	Cameroon	Cameroon	Cameroon
52.793	2015	Central African Republic	Central African Republic	Central African Republic	Central African Republic
51.589	2015	Chad	Chad	Chad	Chad
79.746	2015	Chile	Chile	Chile	Chile
76.977	2015	China	China	China	China
76.257	2015	Colombia	Colombia	Colombia	Colombia
62.896	2015	Comoros	Comoros	Comoros	Comoros
63.233	2015	Congo	Congo	Congo	Congo
58.49	2015	Congo (Democratic Republic of the)	Congo (Democratic Republic of the)	Congo (Democratic Republic of the)	Congo (Democratic Republic of the)
79.086	2015	Costa Rica	Costa Rica	Costa Rica	Costa Rica
57.762	2015	Côte d'Ivoire	Côte d'Ivoire	Côte d'Ivoire	Côte d'Ivoire
77.772	2015	Cuba	Cuba	Cuba	Cuba
61.957	2015	Djibouti	Djibouti	Djibouti	Djibouti
68.727	2015	Dominica	Dominica	Dominica	Dominica
72.953	2015	Dominican Republic	Dominican Republic	Dominican Republic	Dominican Republic
76.789	2015	Ecuador	Ecuador	Ecuador	Ecuador
70.483	2015	Egypt	Egypt	Egypt	Egypt
71.814	2015	El Salvador	El Salvador	El Salvador	El Salvador
60.103	2015	Equatorial Guinea	Equatorial Guinea	Equatorial Guinea	Equatorial Guinea
66.033	2015	Eritrea	Eritrea	Eritrea	Eritrea
55.019	2015	Eswatini (Kingdom of)	Eswatini (Kingdom of)	Eswatini (Kingdom of)	Eswatini (Kingdom of)
63.649	2015	Ethiopia	Ethiopia	Ethiopia	Ethiopia
66.844	2015	Fiji	Fiji	Fiji	Fiji
65.46	2015	Gabon	Gabon	Gabon	Gabon
62.494	2015	Gambia	Gambia	Gambia	Gambia
73.297	2015	Georgia	Georgia	Georgia	Georgia
63.175	2015	Ghana	Ghana	Ghana	Ghana
75.013	2015	Grenada	Grenada	Grenada	Grenada
72.103	2015	Guatemala	Guatemala	Guatemala	Guatemala
58.134	2015	Guinea	Guinea	Guinea	Guinea
59.128	2015	Guinea-Bissau	Guinea-Bissau	Guinea-Bissau	Guinea-Bissau
68.201	2015	Guyana	Guyana	Guyana	Guyana
63.237	2015	Haiti	Haiti	Haiti	Haiti
72.487	2015	Honduras	Honduras	Honduras	Honduras
69.636	2015	India	India	India	India
69.699	2015	Indonesia	Indonesia	Indonesia	Indonesia
75.124	2015	Iran (Islamic Republic of)	Iran (Islamic Republic of)	Iran (Islamic Republic of)	Iran (Islamic Republic of)
69.44	2015	Iraq	Iraq	Iraq	Iraq
72.394	2015	Jamaica	Jamaica	Jamaica	Jamaica
75.011	2015	Jordan	Jordan	Jordan	Jordan
70.727	2015	Kazakhstan	Kazakhstan	Kazakhstan	Kazakhstan
61.892	2015	Kenya	Kenya	Kenya	Kenya
66.059	2015	Kiribati	Kiribati	Kiribati	Kiribati
79.562	2015	Kuwait	Kuwait	Kuwait	Kuwait
69.996	2015	Kyrgyzstan	Kyrgyzstan	Kyrgyzstan	Kyrgyzstan
66.67	2015	Lao People's Democratic Republic	Lao People's Democratic Republic	Lao People's Democratic Republic	Lao People's Democratic Republic
79.229	2015	Lebanon	Lebanon	Lebanon	Lebanon
51.101	2015	Lesotho	Lesotho	Lesotho	Lesotho
59.148	2015	Liberia	Liberia	Liberia	Liberia
71.698	2015	Libya	Libya	Libya	Libya
64.339	2015	Madagascar	Madagascar	Madagascar	Madagascar
