yintercept	key	showSelected2
2123.676477	Afghanistan	Afghanistan
12802.17594	Albania	Albania
11633.27212	Algeria	Algeria
6772.546424	Angola	Angola
19701.74462	Antigua and Barbuda	Antigua and Barbuda
22994.82645	Argentina	Argentina
12949.74955	Armenia	Armenia
13587.53119	Azerbaijan	Azerbaijan
32753.61997	Bahamas	Bahamas
46185.09071	Bahrain	Bahrain
4997.565265	Bangladesh	Bangladesh
15471.38989	Barbados	Barbados
17666.59397	Belarus	Belarus
8387.754898	Belize	Belize
2901.44509	Benin	Benin
10032.63633	Bhutan	Bhutan
8001.017376	Bolivia (Plurinational State of)	Bolivia (Plurinational State of)
13469.7218	Bosnia and Herzegovina	Bosnia and Herzegovina
13397.86059	Botswana	Botswana
14207.19727	Brazil	Brazil
63747.36134	Brunei Darussalam	Brunei Darussalam
1903.88864	Burkina Faso	Burkina Faso
751.1939755	Burundi	Burundi
6912.81087	Cabo Verde	Cabo Verde
3768.480773	Cambodia	Cambodia
3623.474405	Cameroon	Cameroon
882.3773803	Central African Republic	Central African Republic
1559.084518	Chad	Chad
23592.6732	Chile	Chile
14224.86876	China	China
14089.49252	Colombia	Colombia
3255.316793	Comoros	Comoros
3501.636816	Congo	Congo
994.636615	Congo (Democratic Republic of the)	Congo (Democratic Republic of the)
19114.77105	Costa Rica	Costa Rica
4694.303658	Côte d'Ivoire	Côte d'Ivoire
8388.369	Cuba	Cuba
4247.571564	Djibouti	Djibouti
11551.68561	Dominica	Dominica
15740.87931	Dominican Republic	Dominican Republic
11406.45276	Ecuador	Ecuador
10792.75844	Egypt	Egypt
8139.187189	El Salvador	El Salvador
14444.6162	Equatorial Guinea	Equatorial Guinea
1527.10688	Eritrea	Eritrea
7663.394342	Eswatini (Kingdom of)	Eswatini (Kingdom of)
1976.163092	Ethiopia	Ethiopia
11808.64714	Fiji	Fiji
13562.90365	Gabon	Gabon
1890.802825	Gambia	Gambia
12924.2182	Georgia	Georgia
4686.813574	Ghana	Ghana
13263.27453	Grenada	Grenada
8147.871684	Guatemala	Guatemala
2371.891013	Guinea	Guinea
1876.130372	Guinea-Bissau	Guinea-Bissau
12164.14729	Guyana	Guyana
3212.446745	Haiti	Haiti
5114.505779	Honduras	Honduras
6045.97043	India	India
10595.2164	Indonesia	Indonesia
15181.86028	Iran (Islamic Republic of)	Iran (Islamic Republic of)
9900.07984	Iraq	Iraq
9700.661114	Jamaica	Jamaica
9581.241038	Jordan	Jordan
22157.8711	Kazakhstan	Kazakhstan
4230.839663	Kenya	Kenya
3758.989852	Kiribati	Kiribati
57787.43078	Kuwait	Kuwait
4803.232306	Kyrgyzstan	Kyrgyzstan
6830.667101	Lao People's Democratic Republic	Lao People's Democratic Republic
17737.81215	Lebanon	Lebanon
2920.962145	Lesotho	Lesotho
1396.432351	Liberia	Liberia
24675.15426	Libya	Libya
1499.246896	Madagascar	Madagascar
1420.654739	Malawi	Malawi
25204.5409	Malaysia	Malaysia
17474.64201	Maldives	Maldives
2083.633911	Mali	Mali
5802.934693	Marshall Islands	Marshall Islands
5184.308037	Mauritania	Mauritania
22380.7368	Mauritius	Mauritius
19512.28817	Mexico	Mexico
4001.592683	Micronesia (Federated States of)	Micronesia (Federated States of)
12133.42925	Moldova (Republic of)	Moldova (Republic of)
9829.690086	Mongolia	Mongolia
20086.53401	Montenegro	Montenegro
7799.584473	Morocco	Morocco
1250.070805	Mozambique	Mozambique
4195.512493	Myanmar	Myanmar
10147.9947	Namibia	Namibia
13078.16076	Nauru	Nauru
3530.738117	Nepal	Nepal
5609.992732	Nicaragua	Nicaragua
1198.881615	Niger	Niger
4963.405182	Nigeria	Nigeria
15084.6548	North Macedonia	North Macedonia
32877.80269	Oman	Oman
4819.412354	Pakistan	Pakistan
18722.22551	Palau	Palau
7246.81197	Palestine, State of	Palestine, State of
29766.99491	Panama	Panama
3888.804352	Papua New Guinea	Papua New Guinea
13143.46065	Paraguay	Paraguay
11870.28055	Peru	Peru
8884.509422	Philippines	Philippines
91937.56355	Qatar	Qatar
1874.026933	Rwanda	Rwanda
27979.47497	Saint Kitts and Nevis	Saint Kitts and Nevis
14341.36474	Saint Lucia	Saint Lucia
13521.3035	Saint Vincent and the Grenadines	Saint Vincent and the Grenadines
6056.211253	Samoa	Samoa
3923.370711	Sao Tome and Principe	Sao Tome and Principe
48263.33999	Saudi Arabia	Saudi Arabia
3168.07815	Senegal	Senegal
15536.1237	Serbia	Serbia
24898.72581	Seychelles	Seychelles
1568.076087	Sierra Leone	Sierra Leone
88700.77414	Singapore	Singapore
2572.233205	Solomon Islands	Solomon Islands
13563.67115	South Africa	South Africa
667.0849947	South Sudan	South Sudan
13212.33305	Sri Lanka	Sri Lanka
