yintercept	key	showSelected2
1534.135377	Afghanistan	Afghanistan
14399.78047	Albania	Albania
10823.11813	Algeria	Algeria
5332.94813	Angola	Angola
17420.06637	Antigua and Barbuda	Antigua and Barbuda
21093.47399	Argentina	Argentina
13813.88142	Armenia	Armenia
14408.1067	Azerbaijan	Azerbaijan
28178.29448	Bahamas	Bahamas
46757.30276	Bahrain	Bahrain
6220.542581	Bangladesh	Bangladesh
13484.80353	Barbados	Barbados
19104.25276	Belarus	Belarus
8509.834544	Belize	Belize
3304.543545	Benin	Benin
10240.74671	Bhutan	Bhutan
7842.712067	Bolivia (Plurinational State of)	Bolivia (Plurinational State of)
15651.40053	Bosnia and Herzegovina	Bosnia and Herzegovina
14101.88489	Botswana	Botswana
14342.1	Brazil	Brazil
60717.05667	Brunei Darussalam	Brunei Darussalam
2059.353254	Burkina Faso	Burkina Faso
716.4907921	Burundi	Burundi
6499.392743	Cabo Verde	Cabo Verde
4124.445747	Cambodia	Cambodia
3473.286903	Cameroon	Cameroon
900.4155606	Central African Republic	Central African Republic
1404.785882	Chad	Chad
23852.84341	Chile	Chile
17499.16075	China	China
14402.64416	Colombia	Colombia
3243.685399	Comoros	Comoros
3038.124886	Congo	Congo
1023.863411	Congo (Democratic Republic of the)	Congo (Democratic Republic of the)
19913.07739	Costa Rica	Costa Rica
5156.435765	Côte d'Ivoire	Côte d'Ivoire
7767.608571	Cuba	Cuba
4798.002265	Djibouti	Djibouti
11821.72973	Dominica	Dominica
17784.08631	Dominican Republic	Dominican Republic
10496.98153	Ecuador	Ecuador
11826.91033	Egypt	Egypt
8718.945387	El Salvador	El Salvador
10785.21824	Equatorial Guinea	Equatorial Guinea
1854.318504	Eritrea	Eritrea
8139.39063	Eswatini (Kingdom of)	Eswatini (Kingdom of)
2307.076754	Ethiopia	Ethiopia
9727.721631	Fiji	Fiji
9746.300931	Gabon	Gabon
2022.240716	Gambia	Gambia
14489.377	Georgia	Georgia
5278.769982	Ghana	Ghana
12933.4338	Grenada	Grenada
8716.445741	Guatemala	Guatemala
2258.271562	Guinea	Guinea
1855.808396	Guinea-Bissau	Guinea-Bissau
22793.3016	Guyana	Guyana
2883.605279	Haiti	Haiti
5089.140793	Honduras	Honduras
6542.449788	India	India
11531.41412	Indonesia	Indonesia
14477.66149	Iran (Islamic Republic of)	Iran (Islamic Republic of)
8684.231347	Iraq	Iraq
9328.313974	Jamaica	Jamaica
9179.676654	Jordan	Jordan
22601.71819	Kazakhstan	Kazakhstan
4665.799107	Kenya	Kenya
3449.467912	Kiribati	Kiribati
52672.16933	Kuwait	Kuwait
4542.389407	Kyrgyzstan	Kyrgyzstan
7646.722985	Lao People's Democratic Republic	Lao People's Democratic Republic
12145.93186	Lebanon	Lebanon
2721.557356	Lesotho	Lesotho
1296.093176	Liberia	Liberia
20227.77591	Libya	Libya
1454.431899	Madagascar	Madagascar
1456.158176	Malawi	Malawi
25619.19829	Malaysia	Malaysia
16857.60546	Maldives	Maldives
2020.453152	Mali	Mali
6676.669316	Marshall Islands	Marshall Islands
5210.342944	Mauritania	Mauritania
