yintercept	key	showSelected2
1508.275616	Afghanistan	Afghanistan
8197.982293	Albania	Albania
10106.23758	Algeria	Algeria
5385.175682	Angola	Angola
17191.18749	Argentina	Argentina
7579.667948	Armenia	Armenia
6251.171806	Azerbaijan	Azerbaijan
36554.31412	Bahamas	Bahamas
45664.45993	Bahrain	Bahrain
2784.390803	Bangladesh	Bangladesh
15448.4397	Barbados	Barbados
11950.98438	Belarus	Belarus
8908.249266	Belize	Belize
2522.060101	Benin	Benin
5432.848949	Bolivia (Plurinational State of)	Bolivia (Plurinational State of)
8935.395199	Bosnia and Herzegovina	Bosnia and Herzegovina
11696.33028	Botswana	Botswana
12169.84951	Brazil	Brazil
69714.5332	Brunei Darussalam	Brunei Darussalam
1463.960229	Burkina Faso	Burkina Faso
783.3718757	Burundi	Burundi
5255.407629	Cabo Verde	Cabo Verde
2040.3348	Cambodia	Cambodia
3150.784011	Cameroon	Cameroon
1043.743883	Central African Republic	Central African Republic
1378.763277	Chad	Chad
17046.35547	Chile	Chile
5299.359222	China	China
9905.979478	Colombia	Colombia
2897.334374	Comoros	Comoros
3387.866765	Congo	Congo
727.5172759	Congo (Democratic Republic of the)	Congo (Democratic Republic of the)
13543.77642	Costa Rica	Costa Rica
2505.537046	Côte d'Ivoire	Côte d'Ivoire
5530.208371	Cuba	Cuba
1973.299836	Djibouti	Djibouti
10328.09245	Dominica	Dominica
9671.668674	Dominican Republic	Dominican Republic
9144.90894	Ecuador	Ecuador
8425.170258	Egypt	Egypt
6674.018118	El Salvador	El Salvador
16681.15697	Equatorial Guinea	Equatorial Guinea
1584.907629	Eritrea	Eritrea
6698.02301	Eswatini (Kingdom of)	Eswatini (Kingdom of)
850.7820903	Ethiopia	Ethiopia
9774.009275	Fiji	Fiji
13508.50926	Gabon	Gabon
2018.049516	Gambia	Gambia
7423.628632	Georgia	Georgia
3083.588156	Ghana	Ghana
12752.43239	Grenada	Grenada
6637.011274	Guatemala	Guatemala
1820.935239	Guinea	Guinea
1602.89303	Guinea-Bissau	Guinea-Bissau
6606.539365	Guyana	Guyana
2893.704832	Haiti	Haiti
4273.268558	Honduras	Honduras
3203.00131	India	India
6306.644162	Indonesia	Indonesia
13300.54931	Iran (Islamic Republic of)	Iran (Islamic Republic of)
6704.469036	Iraq	Iraq
9599.872338	Jamaica	Jamaica
10935.93222	Jordan	Jordan
15396.17221	Kazakhstan	Kazakhstan
3398.430145	Kenya	Kenya
2672.507286	Kiribati	Kiribati
84910.56842	Kuwait	Kuwait
3394.227671	Kyrgyzstan	Kyrgyzstan
3446.874078	Lao People's Democratic Republic	Lao People's Democratic Republic
14222.71443	Lebanon	Lebanon
2695.302296	Lesotho	Lesotho
1122.36208	Liberia	Liberia
30849.58809	Libya	Libya
1492.356821	Madagascar	Madagascar
1067.461465	Malawi	Malawi
17166.00666	Malaysia	Malaysia
13382.37702	Maldives	Maldives
1841.853247	Mali	Mali
4660.940673	Mauritania	Mauritania
13913.91416	Mauritius	Mauritius
17507.35638	Mexico	Mexico
3897.196543	Micronesia (Federated States of)	Micronesia (Federated States of)
8016.722202	Moldova (Republic of)	Moldova (Republic of)
5818.412056	Mongolia	Mongolia
14135.22145	Montenegro	Montenegro
5699.209473	Morocco	Morocco
798.6799631	Mozambique	Mozambique
1742.60921	Myanmar	Myanmar
7806.446782	Namibia	Namibia
3801.733786	Nauru	Nauru
2236.377591	Nepal	Nepal
4224.756102	Nicaragua	Nicaragua
1004.83543	Niger	Niger
3589.479025	Nigeria	Nigeria
11047.00576	North Macedonia	North Macedonia
35381.62849	Oman	Oman
3757.416611	Pakistan	Pakistan
18133.2838	Palau	Palau
5185.337632	Palestine, State of	Palestine, State of
15424.21998	Panama	Panama
