yintercept	key	showSelected2
9.803686778	Afghanistan	Afghanistan
15.76570988	Albania	Albania
14.55951595	Algeria	Algeria
10.4918	Angola	Angola
15.58716011	Antigua and Barbuda	Antigua and Barbuda
17.23535919	Argentina	Argentina
12.67855024	Armenia	Armenia
12.82612008	Azerbaijan	Azerbaijan
11.67247361	Bahamas	Bahamas
14.04588032	Bahrain	Bahrain
9.687977433	Bangladesh	Bangladesh
15.77245143	Barbados	Barbados
15.77573967	Belarus	Belarus
12.94052029	Belize	Belize
11.59101009	Benin	Benin
12.54831028	Bhutan	Bhutan
14.38624711	Bolivia (Plurinational State of)	Bolivia (Plurinational State of)
13.37152958	Bosnia and Herzegovina	Bosnia and Herzegovina
11.63617596	Botswana	Botswana
13.95289993	Brazil	Brazil
14.74849987	Brunei Darussalam	Brunei Darussalam
7.300139904	Burkina Faso	Burkina Faso
10.88066006	Burundi	Burundi
12.40867043	Cabo Verde	Cabo Verde
11.25725975	Cambodia	Cambodia
11.32874012	Cameroon	Cameroon
6.190639973	Central African Republic	Central African Republic
7.583830039	Chad	Chad
15.41316986	Chile	Chile
13.28357029	China	China
14.18010044	Colombia	Colombia
11.2681488	Comoros	Comoros
10.48324966	Congo	Congo
8.892789841	Congo (Democratic Republic of the)	Congo (Democratic Republic of the)
14.13411999	Costa Rica	Costa Rica
8.027093633	Côte d'Ivoire	Côte d'Ivoire
14.61526966	Cuba	Cuba
5.748387411	Djibouti	Djibouti
14.08298254	Dominica	Dominica
13.64220047	Dominican Republic	Dominican Republic
15.00541973	Ecuador	Ecuador
11.57713032	Egypt	Egypt
12.29899979	El Salvador	El Salvador
9.717172499	Equatorial Guinea	Equatorial Guinea
7.407104969	Eritrea	Eritrea
12.69502497	Eswatini (Kingdom of)	Eswatini (Kingdom of)
8.268199921	Ethiopia	Ethiopia
13.06684919	Fiji	Fiji
12.05303242	Gabon	Gabon
7.73150372	Gambia	Gambia
14.59766984	Georgia	Georgia
10.93752003	Ghana	Ghana
16.54523945	Grenada	Grenada
10.85068989	Guatemala	Guatemala
8.652159691	Guinea	Guinea
9.731181715	Guinea-Bissau	Guinea-Bissau
12.13850021	Guyana	Guyana
10.46294229	Haiti	Haiti
9.91738987	Honduras	Honduras
11.31567955	India	India
13.29708958	Indonesia	Indonesia
15.37275028	Iran (Islamic Republic of)	Iran (Islamic Republic of)
11.17834286	Iraq	Iraq
13.13263988	Jamaica	Jamaica
11.91063976	Jordan	Jordan
14.78635025	Kazakhstan	Kazakhstan
10.75405178	Kenya	Kenya
11.40892644	Kiribati	Kiribati
13.74109573	Kuwait	Kuwait
12.44661045	Kyrgyzstan	Kyrgyzstan
10.52556038	Lao People's Democratic Republic	Lao People's Democratic Republic
11.87787575	Lebanon	Lebanon
11.77081966	Lesotho	Lesotho
9.94679896	Liberia	Liberia
14.8365865	Libya	Libya
10.08837032	Madagascar	Madagascar
10.86080125	Malawi	Malawi
12.86585999	Malaysia	Malaysia
12.10345423	Maldives	Maldives
7.254854918	Mali	Mali
13.76266283	Marshall Islands	Marshall Islands
8.192480087	Mauritania	Mauritania
14.74615955	Mauritius	Mauritius
13.73157978	Mexico	Mexico
12.897358	Micronesia (Federated States of)	Micronesia (Federated States of)
11.84010029	Moldova (Republic of)	Moldova (Republic of)
14.46146086	Mongolia	Mongolia
15.05303001	Montenegro	Montenegro
11.62874985	Morocco	Morocco
9.804129601	Mozambique	Mozambique
9.967174703	Myanmar	Myanmar
11.56138265	Namibia	Namibia
9.967819085	Nauru	Nauru
12.50422478	Nepal	Nepal
11.02322723	Nicaragua	Nicaragua
5.121349812	Niger	Niger
8.680361612	Nigeria	Nigeria
12.67121029	North Macedonia	North Macedonia
14.58850527	Oman	Oman
6.139200211	Pakistan	Pakistan
16.31554882	Palau	Palau
13.39980984	Palestine, State of	Palestine, State of
12.78280671	Panama	Panama
8.452479973	Papua New Guinea	Papua New Guinea
13.8313493	Paraguay	Paraguay
14.00094795	Peru	Peru
12.00397377	Philippines	Philippines
12.48701954	Qatar	Qatar
11.3453598	Rwanda	Rwanda
16.90348371	Saint Kitts and Nevis	Saint Kitts and Nevis
13.02902031	Saint Lucia	Saint Lucia
14.45375423	Saint Vincent and the Grenadines	Saint Vincent and the Grenadines
12.1057361	Samoa	Samoa
10.61478996	Sao Tome and Principe	Sao Tome and Principe
13.65498311	Saudi Arabia	Saudi Arabia
9.017259598	Senegal	Senegal
14.13745022	Serbia	Serbia
12.47377014	Seychelles	Seychelles
8.64309273	Sierra Leone	Sierra Leone
16.35620898	Singapore	Singapore
10.52020001	Solomon Islands	Solomon Islands
13.54292011	South Africa	South Africa
5.243902457	South Sudan	South Sudan
13.26900959	Sri Lanka	Sri Lanka
7.529759884	Sudan	Sudan
11.06445694	Suriname	Suriname
12.25677013	Syrian Arab Republic	Syrian Arab Republic
10.91277981	Tajikistan	Tajikistan
8.783306122	Tanzania (United Republic of)	Tanzania (United Republic of)
13.99042034	Thailand	Thailand
13.15184085	Timor-Leste	Timor-Leste
11.93809986	Togo	Togo
15.17966461	Tonga	Tonga
13.0546583	Trinidad and Tobago	Trinidad and Tobago
14.15775967	Tunisia	Tunisia
14.67325974	Türkiye	Türkiye
10.73549306	Turkmenistan	Turkmenistan
11.86174213	Tuvalu	Tuvalu
10.96181977	Uganda	Uganda
15.05902958	Ukraine	Ukraine
12.31285833	United Arab Emirates	United Arab Emirates
15.4978199	Uruguay	Uruguay
11.67866993	Uzbekistan	Uzbekistan
10.94528916	Vanuatu	Vanuatu
13.98872301	Venezuela (Bolivarian Republic of)	Venezuela (Bolivarian Republic of)
12.62082667	Viet Nam	Viet Nam
8.288971821	Yemen	Yemen
10.9975259	Zambia	Zambia
10.94235039	Zimbabwe	Zimbabwe
