yintercept	key	showSelected2
10.50126982	Afghanistan	Afghanistan
15.44941998	Albania	Albania
14.93086147	Algeria	Algeria
12.16763687	Angola	Angola
15.54969891	Antigua and Barbuda	Antigua and Barbuda
17.85773087	Argentina	Argentina
13.36215019	Armenia	Armenia
13.15490013	Azerbaijan	Azerbaijan
11.74281203	Bahamas	Bahamas
16.04701996	Bahrain	Bahrain
10.67350781	Bangladesh	Bangladesh
16.14712244	Barbados	Barbados
15.18873024	Belarus	Belarus
13.53081989	Belize	Belize
12.16425037	Benin	Benin
12.71909199	Bhutan	Bhutan
14.49550866	Bolivia (Plurinational State of)	Bolivia (Plurinational State of)
13.62438011	Bosnia and Herzegovina	Bosnia and Herzegovina
11.54262227	Botswana	Botswana
15.29432011	Brazil	Brazil
14.21236992	Brunei Darussalam	Brunei Darussalam
8.267219543	Burkina Faso	Burkina Faso
11.11637974	Burundi	Burundi
12.26861	Cabo Verde	Cabo Verde
11.46099331	Cambodia	Cambodia
12.13076019	Cameroon	Cameroon
6.715973923	Central African Republic	Central African Republic
7.568130703	Chad	Chad
16.49542999	Chile	Chile
14.21789447	China	China
14.76609039	Colombia	Colombia
12.05934623	Comoros	Comoros
11.40898591	Congo	Congo
9.328835131	Congo (Democratic Republic of the)	Congo (Democratic Republic of the)
14.81766033	Costa Rica	Costa Rica
9.07269001	Côte d'Ivoire	Côte d'Ivoire
13.86410999	Cuba	Cuba
6.7933943	Djibouti	Djibouti
13.81416764	Dominica	Dominica
14.51723003	Dominican Republic	Dominican Republic
14.99600347	Ecuador	Ecuador
12.03536034	Egypt	Egypt
11.79246998	El Salvador	El Salvador
10.92424996	Equatorial Guinea	Equatorial Guinea
7.247920964	Eritrea	Eritrea
13.71587316	Eswatini (Kingdom of)	Eswatini (Kingdom of)
9.065071336	Ethiopia	Ethiopia
13.32746279	Fiji	Fiji
12.24216467	Gabon	Gabon
8.33996132	Gambia	Gambia
15.56182957	Georgia	Georgia
11.09840012	Ghana	Ghana
16.72244072	Grenada	Grenada
10.92856002	Guatemala	Guatemala
9.462750484	Guinea	Guinea
10.12994957	Guinea-Bissau	Guinea-Bissau
12.56933947	Guyana	Guyana
10.97579303	Haiti	Haiti
9.721621449	Honduras	Honduras
12.22541046	India	India
13.60601997	Indonesia	Indonesia
14.55496025	Iran (Islamic Republic of)	Iran (Islamic Republic of)
11.69543429	Iraq	Iraq
12.77001058	Jamaica	Jamaica
12.26339332	Jordan	Jordan
14.10587025	Kazakhstan	Kazakhstan
11.02610713	Kenya	Kenya
11.63412276	Kiribati	Kiribati
14.86691962	Kuwait	Kuwait
12.67278957	Kyrgyzstan	Kyrgyzstan
11.09759998	Lao People's Democratic Republic	Lao People's Democratic Republic
12.10425226	Lebanon	Lebanon
11.26364994	Lesotho	Lesotho
10.17254162	Liberia	Liberia
14.40685175	Libya	Libya
10.13768959	Madagascar	Madagascar
11.17819825	Malawi	Malawi
13.46302986	Malaysia	Malaysia
12.14069188	Maldives	Maldives
7.073800087	Mali	Mali
14.80260383	Marshall Islands	Marshall Islands
8.175000191	Mauritania	Mauritania
14.82262993	Mauritius	Mauritius
14.6759901	Mexico	Mexico
12.9304556	Micronesia (Federated States of)	Micronesia (Federated States of)
14.07907009	Moldova (Republic of)	Moldova (Republic of)
14.48932298	Mongolia	Mongolia
14.89690018	Montenegro	Montenegro
12.92552567	Morocco	Morocco
10.35868502	Mozambique	Mozambique
10.99209855	Myanmar	Myanmar
11.66020537	Namibia	Namibia
11.18949064	Nauru	Nauru
12.70316029	Nepal	Nepal
11.77267424	Nicaragua	Nicaragua
6.135310173	Niger	Niger
9.518968855	Nigeria	Nigeria
13.0767951	North Macedonia	North Macedonia
14.1891098	Oman	Oman
7.082240105	Pakistan	Pakistan
16.98837579	Palau	Palau
13.19017982	Palestine, State of	Palestine, State of
13.01272964	Panama	Panama
9.749429589	Papua New Guinea	Papua New Guinea
13.80566436	Paraguay	Paraguay
14.78623962	Peru	Peru
12.58333969	Philippines	Philippines
12.45662975	Qatar	Qatar
11.0656004	Rwanda	Rwanda
18.40703011	Saint Kitts and Nevis	Saint Kitts and Nevis
14.2289896	Saint Lucia	Saint Lucia
15.31661697	Saint Vincent and the Grenadines	Saint Vincent and the Grenadines
12.27106805	Samoa	Samoa
12.4259358	Sao Tome and Principe	Sao Tome and Principe
14.41351397	Saudi Arabia	Saudi Arabia
9.196184874	Senegal	Senegal
14.65950966	Serbia	Serbia
13.35997963	Seychelles	Seychelles
8.828238468	Sierra Leone	Sierra Leone
16.63907051	Singapore	Singapore
10.40987878	Solomon Islands	Solomon Islands
14.24452019	South Africa	South Africa
5.634770141	South Sudan	South Sudan
13.32312012	Sri Lanka	Sri Lanka
8.043066338	Sudan	Sudan
11.01763153	Suriname	Suriname
7.810485134	Syrian Arab Republic	Syrian Arab Republic
10.90601594	Tajikistan	Tajikistan
7.666830063	Tanzania (United Republic of)	Tanzania (United Republic of)
16.39727974	Thailand	Thailand
13.19672203	Timor-Leste	Timor-Leste
12.44229984	Togo	Togo
15.73357773	Tonga	Tonga
13.56778294	Trinidad and Tobago	Trinidad and Tobago
14.40567017	Tunisia	Tunisia
18.27482986	Türkiye	Türkiye
11.90325298	Turkmenistan	Turkmenistan
11.39118958	Tuvalu	Tuvalu
11.22550462	Uganda	Uganda
13.63589954	Ukraine	Ukraine
12.73950005	United Arab Emirates	United Arab Emirates
16.1406002	Uruguay	Uruguay
11.8250103	Uzbekistan	Uzbekistan
11.41321012	Vanuatu	Vanuatu
13.8138124	Venezuela (Bolivarian Republic of)	Venezuela (Bolivarian Republic of)
12.8344252	Viet Nam	Viet Nam
7.973606229	Yemen	Yemen
11.00774254	Zambia	Zambia
10.89903801	Zimbabwe	Zimbabwe
