yintercept	key	showSelected2
2474.681985	Afghanistan	Afghanistan
3177.137422	Albania	Albania
8208.306614	Algeria	Algeria
15920.94513	Argentina	Argentina
2640.652135	Armenia	Armenia
30862.45104	Bahamas	Bahamas
42416.39005	Bahrain	Bahrain
1866.833172	Bangladesh	Bangladesh
12260.67319	Barbados	Barbados
7490.385265	Belize	Belize
2054.547255	Benin	Benin
4402.735354	Bolivia (Plurinational State of)	Bolivia (Plurinational State of)
9685.754105	Botswana	Botswana
9914.314828	Brazil	Brazil
72020.9326	Brunei Darussalam	Brunei Darussalam
1149.78945	Burundi	Burundi
1067.800294	Cambodia	Cambodia
2930.428651	Cameroon	Cameroon
1224.029174	Central African Republic	Central African Republic
10895.25699	Chile	Chile
1729.802757	China	China
8290.867446	Colombia	Colombia
4455.562336	Congo	Congo
1253.664528	Congo (Democratic Republic of the)	Congo (Democratic Republic of the)
10179.63677	Costa Rica	Costa Rica
2654.233463	Côte d'Ivoire	Côte d'Ivoire
4116.573864	Cuba	Cuba
6435.250532	Dominican Republic	Dominican Republic
7847.554358	Ecuador	Ecuador
6374.101778	Egypt	Egypt
5360.780075	El Salvador	El Salvador
5078.874892	Eswatini (Kingdom of)	Eswatini (Kingdom of)
7827.262346	Fiji	Fiji
15496.14728	Gabon	Gabon
2018.092951	Gambia	Gambia
2360.348952	Ghana	Ghana
5654.353468	Guatemala	Guatemala
1400.370763	Guinea	Guinea
2257.479401	Guyana	Guyana
3337.484514	Haiti	Haiti
3535.322234	Honduras	Honduras
1832.898784	India	India
4727.331292	Indonesia	Indonesia
10336.76699	Iran (Islamic Republic of)	Iran (Islamic Republic of)
2973.008714	Iraq	Iraq
9270.018404	Jamaica	Jamaica
7987.826065	Jordan	Jordan
11653.92983	Kazakhstan	Kazakhstan
3329.577545	Kenya	Kenya
54511.7619	Kuwait	Kuwait
3991.41314	Kyrgyzstan	Kyrgyzstan
1998.259549	Lao People's Democratic Republic	Lao People's Democratic Republic
2180.439172	Lesotho	Lesotho
28898.14989	Libya	Libya
869.4606571	Malawi	Malawi
11404.81276	Malaysia	Malaysia
1387.941777	Mali	Mali
4363.648173	Mauritania	Mauritania
8909.856498	Mauritius	Mauritius
15356.6141	Mexico	Mexico
8134.997648	Moldova (Republic of)	Moldova (Republic of)
3964.611052	Mongolia	Mongolia
4063.695801	Morocco	Morocco
415.6825682	Mozambique	Mozambique
604.735266	Myanmar	Myanmar
6825.340105	Namibia	Namibia
1589.199428	Nepal	Nepal
2912.180083	Nicaragua	Nicaragua
1036.395354	Niger	Niger
3177.853976	Pakistan	Pakistan
11785.22423	Panama	Panama
2868.873494	Papua New Guinea	Papua New Guinea
8293.900308	Paraguay	Paraguay
4972.636475	Peru	Peru
4073.206529	Philippines	Philippines
66118.0704	Qatar	Qatar
10716.15416	Saint Lucia	Saint Lucia
2259.475358	Sao Tome and Principe	Sao Tome and Principe
47251.24759	Saudi Arabia	Saudi Arabia
2391.680607	Senegal	Senegal
1470.476903	Sierra Leone	Sierra Leone
41403.02564	Singapore	Singapore
9442.636784	South Africa	South Africa
4298.35861	Sri Lanka	Sri Lanka
2662.749512	Sudan	Sudan
4873.146259	Syrian Arab Republic	Syrian Arab Republic
2752.381411	Tajikistan	Tajikistan
1263.125488	Tanzania (United Republic of)	Tanzania (United Republic of)
8093.436837	Thailand	Thailand
1546.364263	Togo	Togo
4566.105508	Tonga	Tonga
10598.42007	Trinidad and Tobago	Trinidad and Tobago
5868.244069	Tunisia	Tunisia
13309.27221	Türkiye	Türkiye
3232.120579	Tuvalu	Tuvalu
893.5719568	Uganda	Uganda
13428.01367	Ukraine	Ukraine
89126.91514	United Arab Emirates	United Arab Emirates
12063.69411	Uruguay	Uruguay
18236.231	Venezuela (Bolivarian Republic of)	Venezuela (Bolivarian Republic of)
2244.106015	Viet Nam	Viet Nam
2288.669529	Yemen	Yemen
1903.504771	Zambia	Zambia
1474.269816	Zimbabwe	Zimbabwe
