group	size	y	x
1	1.80191498173051	10.53785992	2018
2	1.22423562067226	15.10783005	2018
3	1.8572889598882	15.11653423	2018
4	1.74037640340016	12.1676	2018
5	1.03801935605743	15.53100208	2018
6	1.88235008635586	17.85782051	2018
7	1.22264837604759	13.82147026	2018
8	1.42171430554279	13.31929016	2018
9	1.0829796473253	11.80405766	2018
10	1.16098601333099	16.06510925	2018
11	2.69402080731764	11.39918995	2018
12	1.06886781666825	16.33778243	2018
13	1.412105927583	14.67171001	2018
14	1.08085640845964	13.30014038	2018
15	1.45737814040517	11.23341513	2018
16	1.11489484663378	12.88976002	2018
17	1.45093528548756	15.01584739	2018
18	1.24383067018142	13.57777977	2018
19	1.20692872824516	11.49584543	2018
20	2.91955348371975	15.50376034	2018
21	1.0863315084606	13.94052982	2018
22	1.59781619184568	8.947930336	2018
23	1.44872466167151	10.24604034	2018
24	1.09926664921924	11.8648901	2018
25	1.52991431638	11.52826715	2018
26	1.66295481564179	12.74054294	2018
27	1.29860622413009	6.995129001	2018
28	1.522902762102	7.870777277	2018
29	1.57247808083477	16.60621071	2018
30	5.98450489601231	14.70941905	2018
31	1.9294143117387	14.62864017	2018
32	1.11597453234915	12.53898975	2018
33	1.30860497779861	11.90207278	2018
34	2.23561313516253	9.453330315	2018
35	1.29701530208925	15.22842026	2018
36	1.66844938704891	9.697870255	2018
37	1.44548498748742	14.20104027	2018
38	1.13555380612423	7.38511426	2018
39	1.03287450168357	13.68169052	2018
40	1.4342704569449	14.56586647	2018
41	1.54605349945123	14.72504997	2018
42	2.34860065472348	12.43317032	2018
43	1.33148452191191	11.92147713	2018
44	1.16178733882131	11.52778869	2018
45	1.24545199968311	7.28329193	2018
46	1.14207306243515	14.3085934	2018
47	2.39580413022109	9.491860668	2018
48	1.12630020392571	13.5880764	2018
49	1.19563102072676	12.33784083	2018
50	1.20665347066233	8.658930503	2018
51	1.25686397292469	16.00856018	2018
52	1.7355904517724	10.95788002	2018
53	1.04444307123053	16.59221077	2018
54	1.54339008665539	10.83879972	2018
55	1.46900233074927	9.824533166	2018
56	1.18327354240177	10.32933349	2018
57	1.1166679233216	12.79569856	2018
58	1.43922608741815	11.11519337	2018
59	1.41417006463116	9.672588739	2018
60	5.89923933093932	11.40435982	2018
61	3.16386609980093	13.78658009	2018
62	2.22514079563907	14.3321298	2018
63	1.84351343121735	11.95398	2018
64	1.22167284235016	12.61393683	2018
65	1.42805561738358	12.44366874	2018
66	1.56997115236069	14.35060978	2018
67	1.93577201395547	11.20529457	2018
68	1.04452652913996	11.74672092	2018
69	1.27483109104294	15.2734718	2018
70	1.33008393684431	12.44713974	2018
71	1.352719321444	10.63360023	2018
72	1.32276143209868	12.12426167	2018
73	1.19589995043243	11.24027453	2018
74	1.29251426622901	10.31919765	2018
75	1.33676997456549	14.19198437	2018
76	1.68595835034014	9.880470276	2018
77	1.56734709030028	11.34035835	2018
78	1.75358793039562	13.14906979	2018
79	1.09179281249247	12.1593107	2018
80	1.59105553298455	7.089373522	2018
81	1.02540329924816	15.32257433	2018
82	1.27334465590373	8.510789871	2018
83	1.15016957346658	14.78962994	2018
84	2.47450720716818	14.92304993	2018
85	1.04223646891288	12.830836	2018
86	1.23436033657807	14.38838005	2018
87	1.23518756980434	14.50325404	2018
88	1.10445229660227	15.10923004	2018
89	1.79357124439065	13.44997978	2018
90	1.71814153489702	10.48351964	2018
91	1.96084918229789	11.50456047	2018
92	1.20498231748909	11.70998606	2018
93	1.00693301258489	11.85537792	2018
94	1.70685684734164	12.81940031	2018
95	1.3392194298582	12.17132638	2018
96	1.62903267019345	6.602473804	2018
97	2.86498395542174	9.938272476	2018
98	1.1920801862451	13.04564953	2018
99	1.28374457941337	14.0753603	2018
100	2.96274974086344	7.303080082	2018
101	1.01233780080329	17.16675251	2018
102	1.28999060681616	13.31881046	2018
103	1.2699413371164	13.11288674	2018
104	1.4042377392668	10.3979044	2018
105	1.3358716147992	13.78701911	2018
106	1.75131224918152	14.59804249	2018
107	2.37962827869649	12.84095001	2018
108	1.21988192071626	13.13239002	2018
109	1.46857115610995	10.78695965	2018
110	1.02600761527893	18.40703011	2018
111	1.05438667194751	13.74868965	2018
112	1.04104734182752	15.7778738	2018
113	1.05929322697168	12.35373403	2018
114	1.05953564856584	12.45772759	2018
115	1.78346104818597	14.79277941	2018
116	1.52241129847985	9.007395029	2018
117	1.36079908892083	14.78874969	2018
118	1.04057919592751	13.44591045	2018
119	1.3710400013661	8.921549732	2018
120	1.31903785528053	16.74200058	2018
121	1.1067595553862	10.35515276	2018
123	2.00258348911813	14.0805397	2018
124	1.42673188679058	5.634770141	2018
125	1.61499036662218	13.58215046	2018
126	1.85802543493212	8.269198002	2018
127	1.10123530815069	10.99421883	2018
128	1.58207578139731	7.549633865	2018
129	1.39985292807054	10.88349791	2018
130	2.00912712478671	8.330985069	2018
131	2.11665630478969	15.98929501	2018
132	1.14819890280343	13.21922963	2018
133	1.3753948081165	12.69833781	2018
134	1.04101956830295	16.01053429	2018
135	1.16192910663904	13.83185974	2018
136	1.45723164401711	14.51220985	2018
137	2.20487876890292	18.97455978	2018
138	1.32584917018184	12.05763098	2018
139	1.00543132010963	11.39215994	2018
140	1.85306950241921	11.35971618	2018
141	1.8826814438167	13.64286995	2018
142	1.40011674366579	15.48441458	2018
143	1.24479636598691	16.26915932	2018
144	1.75417289570027	12.12845993	2018
145	1.07107406824195	11.57257004	2018
146	1.72302943195946	13.68074459	2018
147	2.2899496196961	12.94322497	2018
148	1.73463489581656	7.908281002	2018
149	1.55906649968372	11.01285531	2018
150	1.51356463861093	10.96212987	2018
