yintercept	key	showSelected2
10.51956487	Afghanistan	Afghanistan
15.32594013	Albania	Albania
15.02369785	Algeria	Algeria
12.1676	Angola	Angola
15.54034768	Antigua and Barbuda	Antigua and Barbuda
17.84296989	Argentina	Argentina
13.59181023	Armenia	Armenia
13.23709515	Azerbaijan	Azerbaijan
11.76039663	Bahamas	Bahamas
16.06158066	Bahrain	Bahrain
10.9198904	Bangladesh	Bangladesh
16.24217267	Barbados	Barbados
15.00545025	Belarus	Belarus
13.24899006	Belize	Belize
11.69883275	Benin	Benin
12.804426	Bhutan	Bhutan
14.900595	Bolivia (Plurinational State of)	Bolivia (Plurinational State of)
13.62747002	Bosnia and Herzegovina	Bosnia and Herzegovina
11.51923385	Botswana	Botswana
15.40701962	Brazil	Brazil
14.06844997	Brunei Darussalam	Brunei Darussalam
8.615460396	Burkina Faso	Burkina Faso
10.48184967	Burundi	Burundi
12.11571026	Cabo Verde	Cabo Verde
11.5119267	Cambodia	Cambodia
12.43191341	Cameroon	Cameroon
6.85413043	Central African Republic	Central African Republic
7.717970663	Chad	Chad
16.53348923	Chile	Chile
14.46156865	China	China
14.73616982	Colombia	Colombia
12.29682963	Comoros	Comoros
11.65292155	Congo	Congo
9.390876421	Congo (Democratic Republic of the)	Congo (Democratic Republic of the)
15.06278992	Costa Rica	Costa Rica
9.474160194	Côte d'Ivoire	Côte d'Ivoire
14.06610012	Cuba	Cuba
7.083077941	Djibouti	Djibouti
13.7477695	Dominica	Dominica
14.66316986	Dominican Republic	Dominican Republic
14.86052672	Ecuador	Ecuador
12.16487026	Egypt	Egypt
11.75586188	El Salvador	El Salvador
11.22601933	Equatorial Guinea	Equatorial Guinea
7.265584922	Eritrea	Eritrea
14.0090989	Eswatini (Kingdom of)	Eswatini (Kingdom of)
9.276011755	Ethiopia	Ethiopia
13.50120519	Fiji	Fiji
12.28990964	Gabon	Gabon
8.499445911	Gambia	Gambia
15.8134203	Georgia	Georgia
10.9863596	Ghana	Ghana
16.38377953	Grenada	Grenada
10.88367987	Guatemala	Guatemala
9.641945134	Guinea	Guinea
10.22964153	Guinea-Bissau	Guinea-Bissau
12.68251901	Guyana	Guyana
11.10400571	Haiti	Haiti
9.641396204	Honduras	Honduras
12.07073975	India	India
13.72858047	Indonesia	Indonesia
14.43960953	Iran (Islamic Republic of)	Iran (Islamic Republic of)
11.82470714	Iraq	Iraq
12.6917338	Jamaica	Jamaica
12.35320218	Jordan	Jordan
14.21605015	Kazakhstan	Kazakhstan
11.11570085	Kenya	Kenya
11.69042184	Kiribati	Kiribati
15.06882469	Kuwait	Kuwait
