yintercept	key	showSelected2
9.473190308	Afghanistan	Afghanistan
15.00177956	Albania	Albania
14.46667957	Algeria	Algeria
10.07281971	Angola	Angola
15.30879974	Antigua and Barbuda	Antigua and Barbuda
17.26371956	Argentina	Argentina
12.55574036	Armenia	Armenia
12.74392507	Azerbaijan	Azerbaijan
11.65491546	Bahamas	Bahamas
13.63510036	Bahrain	Bahrain
9.441594839	Bangladesh	Bangladesh
15.68015003	Barbados	Barbados
15.69522953	Belarus	Belarus
12.49100971	Belize	Belize
11.07567978	Benin	Benin
12.20899963	Bhutan	Bhutan
14.21816728	Bolivia (Plurinational State of)	Bolivia (Plurinational State of)
13.18472958	Bosnia and Herzegovina	Bosnia and Herzegovina
11.65956439	Botswana	Botswana
13.90452539	Brazil	Brazil
14.1947403	Brunei Darussalam	Brunei Darussalam
7.003349781	Burkina Faso	Burkina Faso
10.69895983	Burundi	Burundi
12.47877026	Cabo Verde	Cabo Verde
11.20655577	Cambodia	Cambodia
10.74050999	Cameroon	Cameroon
6.209980011	Central African Republic	Central African Republic
7.39041996	Chad	Chad
15.31116009	Chile	Chile
13.15779018	China	China
14.50032043	Colombia	Colombia
11.01928787	Comoros	Comoros
10.27279854	Congo	Congo
9.02892971	Congo (Democratic Republic of the)	Congo (Democratic Republic of the)
13.96718979	Costa Rica	Costa Rica
7.898775673	Côte d'Ivoire	Côte d'Ivoire
15.49761963	Cuba	Cuba
5.513289928	Djibouti	Djibouti
14.15099967	Dominica	Dominica
13.43213068	Dominican Republic	Dominican Republic
14.8262226	Ecuador	Ecuador
11.21022987	Egypt	Egypt
12.24773979	El Salvador	El Salvador
9.415403133	Equatorial Guinea	Equatorial Guinea
7.282687426	Eritrea	Eritrea
12.51753998	Eswatini (Kingdom of)	Eswatini (Kingdom of)
8.198710442	Ethiopia	Ethiopia
12.97997799	Fiji	Fiji
12.00620769	Gabon	Gabon
7.603649736	Gambia	Gambia
14.35670996	Georgia	Georgia
10.68375969	Ghana	Ghana
16.46814283	Grenada	Grenada
11.06177044	Guatemala	Guatemala
8.650230408	Guinea	Guinea
9.631489752	Guinea-Bissau	Guinea-Bissau
12.06239986	Guyana	Guyana
10.3362817	Haiti	Haiti
10.08246517	Honduras	Honduras
11.07042027	India	India
12.96133041	Indonesia	Indonesia
13.95835018	Iran (Islamic Republic of)	Iran (Islamic Republic of)
11.04907	Iraq	Iraq
13.33304024	Jamaica	Jamaica
11.56589031	Jordan	Jordan
14.70116043	Kazakhstan	Kazakhstan
10.70761782	Kenya	Kenya
11.35262736	Kiribati	Kiribati
13.73763876	Kuwait	Kuwait
12.21994972	Kyrgyzstan	Kyrgyzstan
10.45347023	Lao People's Democratic Republic	Lao People's Democratic Republic
11.82155	Lebanon	Lebanon
11.64421145	Lesotho	Lesotho
9.941040357	Liberia	Liberia
14.94402019	Libya	Libya
9.915530205	Madagascar	Madagascar
10.78287029	Malawi	Malawi
12.64017963	Malaysia	Malaysia
12.09414482	Maldives	Maldives
7.442359924	Mali	Mali
13.50267758	Marshall Islands	Marshall Islands
7.815979958	Mauritania	Mauritania
14.31081963	Mauritius	Mauritius
13.46401978	Mexico	Mexico
12.88908891	Micronesia (Federated States of)	Micronesia (Federated States of)
11.84959984	Moldova (Republic of)	Moldova (Republic of)
14.45449532	Mongolia	Mongolia
15.01949978	Montenegro	Montenegro
11.28670979	Morocco	Morocco
9.928839684	Mozambique	Mozambique
9.710943742	Myanmar	Myanmar
11.53683446	Namibia	Namibia
9.68383998	Nauru	Nauru
12.36256981	Nepal	Nepal
10.84130118	Nicaragua	Nicaragua
4.890210152	Niger	Niger
8.470709801	Nigeria	Nigeria
12.5962553	North Macedonia	North Macedonia
14.97237015	Oman	Oman
6.036690235	Pakistan	Pakistan
16.09816727	Palau	Palau
13.44649029	Palestine, State of	Palestine, State of
12.7667799	Panama	Panama
8.260022833	Papua New Guinea	Papua New Guinea
13.63876238	Paraguay	Paraguay
13.80462503	Peru	Peru
11.77592583	Philippines	Philippines
12.32771015	Qatar	Qatar
11.20827961	Rwanda	Rwanda
16.3242054	Saint Kitts and Nevis	Saint Kitts and Nevis
13.54673004	Saint Lucia	Saint Lucia
14.23298616	Saint Vincent and the Grenadines	Saint Vincent and the Grenadines
12.06440312	Samoa	Samoa
