y	x	label	key	clickSelects	showSelected2
10.13418325	2013	Afghanistan	Afghanistan	Afghanistan	Afghanistan
15.99631023	2013	Albania	Albania	Albania	Albania
14.65235233	2013	Algeria	Algeria	Algeria	Algeria
10.9107	2013	Angola	Angola	Angola	Angola
15.57778636	2013	Antigua and Barbuda	Antigua and Barbuda	Antigua and Barbuda	Antigua and Barbuda
17.2339592	2013	Argentina	Argentina	Argentina	Argentina
12.80136013	2013	Armenia	Armenia	Armenia	Armenia
12.90831509	2013	Azerbaijan	Azerbaijan	Azerbaijan	Azerbaijan
11.69005822	2013	Bahamas	Bahamas	Bahamas	Bahamas
14.66265011	2013	Bahrain	Bahrain	Bahrain	Bahrain
9.934360027	2013	Bangladesh	Bangladesh	Bangladesh	Bangladesh
15.86529616	2013	Barbados	Barbados	Barbados	Barbados
15.57808018	2013	Belarus	Belarus	Belarus	Belarus
12.82242966	2013	Belize	Belize	Belize	Belize
12.10634041	2013	Benin	Benin	Benin	Benin
12.46308994	2013	Bhutan	Bhutan	Bhutan	Bhutan
14.57401404	2013	Bolivia (Plurinational State of)	Bolivia (Plurinational State of)	Bolivia (Plurinational State of)	Bolivia (Plurinational State of)
13.61658955	2013	Bosnia and Herzegovina	Bosnia and Herzegovina	Bosnia and Herzegovina	Bosnia and Herzegovina
11.61278754	2013	Botswana	Botswana	Botswana	Botswana
15.24518967	2013	Brazil	Brazil	Brazil	Brazil
14.74330044	2013	Brunei Darussalam	Brunei Darussalam	Brunei Darussalam	Brunei Darussalam
7.544000149	2013	Burkina Faso	Burkina Faso	Burkina Faso	Burkina Faso
10.99707985	2013	Burundi	Burundi	Burundi	Burundi
12.74475002	2013	Cabo Verde	Cabo Verde	Cabo Verde	Cabo Verde
11.30819314	2013	Cambodia	Cambodia	Cambodia	Cambodia
11.63219023	2013	Cameroon	Cameroon	Cameroon	Cameroon
6.317989663	2013	Central African Republic	Central African Republic	Central African Republic	Central African Republic
7.777240117	2013	Chad	Chad	Chad	Chad
16.10619926	2013	Chile	Chile	Chile	Chile
13.5112315	2013	China	China	China	China
14.7003603	2013	Colombia	Colombia	Colombia	Colombia
11.51700974	2013	Comoros	Comoros	Comoros	Comoros
10.70739212	2013	Congo	Congo	Congo	Congo
9.145159721	2013	Congo (Democratic Republic of the)	Congo (Democratic Republic of the)	Congo (Democratic Republic of the)	Congo (Democratic Republic of the)
14.33946991	2013	Costa Rica	Costa Rica	Costa Rica	Costa Rica
8.155411593	2013	Côte d'Ivoire	Côte d'Ivoire	Côte d'Ivoire	Côte d'Ivoire
13.98764038	2013	Cuba	Cuba	Cuba	Cuba
5.993509911	2013	Djibouti	Djibouti	Djibouti	Djibouti
14.01529235	2013	Dominica	Dominica	Dominica	Dominica
13.70403528	2013	Dominican Republic	Dominican Republic	Dominican Republic	Dominican Republic
14.87827969	2013	Ecuador	Ecuador	Ecuador	Ecuador
11.80953979	2013	Egypt	Egypt	Egypt	Egypt
12.43801975	2013	El Salvador	El Salvador	El Salvador	El Salvador
10.01894186	2013	Equatorial Guinea	Equatorial Guinea	Equatorial Guinea	Equatorial Guinea
7.531522512	2013	Eritrea	Eritrea	Eritrea	Eritrea
12.87250996	2013	Eswatini (Kingdom of)	Eswatini (Kingdom of)	Eswatini (Kingdom of)	Eswatini (Kingdom of)
8.460597474	2013	Ethiopia	Ethiopia	Ethiopia	Ethiopia
13.15372039	2013	Fiji	Fiji	Fiji	Fiji
12.10003977	2013	Gabon	Gabon	Gabon	Gabon
7.861507545	2013	Gambia	Gambia	Gambia	Gambia
14.83862972	2013	Georgia	Georgia	Georgia	Georgia
11.07386971	2013	Ghana	Ghana	Ghana	Ghana
