x	y	clickSelects
1	3.875	1
2	0.171875	2
3	3.947265625	3
4	1.665771484375	4
5	0.693939208984375	5
6	0.248088836669922	6
7	0.034909725189209	7
8	0.0692771077156067	8
9	0.01738291233778	9
10	0.00871352571994066	10
11	0.00434715405572206	11
12	0.00218006946670357	12
13	0.00108432123852253	13
14	0.000547679359669928	14
15	0.000268369625729292	15
