x	y
1	0.268271365940052
2	0.734536086754465
3	0.0287474763472584
4	0.0303453586436554
5	5.40187045688854e-06
6	0.00699118520260766
7	0.00165198005996977
8	0.000367112596072705
9	7.08626409796407e-05
10	9.28360764697558e-06
