x	y
1	12.25
2	18.0625
3	21.390625
4	19.69140625
5	18.8681640625
6	18.463134765625
7	18.2622680664063
8	18.1622467041016
9	18.2122230529785
10	18.2372369766235
11	18.2247278690338
12	18.2309818863869
13	18.2278547435999
14	18.2294182814658
15	18.2286365041509
