country,iso3,year,IQ,test_type,n_individuals,domain
Romania,ROU,2002,99.09451351254044,RPM,40.0,1.0
Romania,ROU,2002,88.78497391304349,RPM,1258.0,1.0
Romania,ROU,2002,77.42147091438108,RPM,1503.0,1.0
Russia,RUS,1997,95.19639999999998,RPM,432.0,1.0
Russia,RUS,2017,96.14416666666668,RPM,120.0,1.0
Russia,RUS,2017,97.12373983739838,RPM,738.0,1.0
Saint Vincent and the Grenadines,VCT,2002,63.4208640130815,RPM,174.0,1.0
Saudi Arabia,SAU,1977,77.87758625181209,RPM,1998.0,1.0
Saudi Arabia,SAU,1977,75.45215798031921,RPM,2661.0,1.0
Saudi Arabia,SAU,2000,81.16601207142855,RPM,150.0,1.0
Saudi Arabia,SAU,2010,75.9129134539503,RPM,2354.0,1.0
Saudi Arabia,SAU,2010,72.49562497038653,RPM,855.0,1.0
Saudi Arabia,SAU,2010,79.48183219222219,RPM,1553.0,1.0
Saudi Arabia,SAU,2012,73.21817679999998,RPM,604.0,1.0
Saudi Arabia,SAU,2016,93.4672918,RPM,1476.0,1.0
Serbia,SRB,1992,76.32,WIS,303.0,2.0
Serbia,SRB,2006,83.46261013152713,RPM,67.0,1.0
Serbia,SRB,2006,82.6087616306055,RPM,404.0,1.0
Serbia,SRB,2006,95.76135714759069,RPM,74.0,1.0
Serbia,SRB,2006,77.51095115952384,RPM,63.0,1.0
Serbia,SRB,2007,89.50988168543046,RPM,90.0,1.0
Serbia,SRB,2007,82.54431005980652,RPM,72.0,1.0
Serbia,SRB,2007,100.02265171586252,RPM,2334.0,1.0
Serbia,SRB,2008,61.25868520793941,RPM,105.0,1.0
Serbia,SRB,2009,99.964873895225,RPM,333.0,1.0
Serbia,SRB,2013,107.2277214875,RPM,122.0,1.0
Serbia,SRB,2013,91.18356076125832,RPM,910.0,1.0
Seychelles,SYC,1989,78.75999999999999,WIS,643.0,2.0
Sierra Leone,SLE,1966,60.0,RPM,89.0,1.0
Sierra Leone,SLE,1966,60.0,RPM,30.0,1.0
Singapore,SGP,1977,104.7778338,RPM,147.0,1.0
Singapore,SGP,1977,96.1750625,RPM,190.0,1.0
Singapore,SGP,1988,122.5917351771,RPM,459.0,1.0
Singapore,SGP,2001,97.43583311999996,RPM,521.0,1.0
Singapore,SGP,2001,88.98504908999998,RPM,276.0,1.0
Slovakia,SVK,1983,95.31822500000004,RPM,833.0,1.0
Slovenia,SVN,1988,95.43942257962485,RPM,267.0,1.0
Slovenia,SVN,1988,101.44002727272724,RPM,1432.0,1.0
Slovenia,SVN,1998,93.9185711711111,RPM,1265.0,1.0
Slovenia,SVN,1998,103.37481594285714,RPM,1363.0,1.0
Slovenia,SVN,1998,101.04243056250002,RPM,1495.0,1.0
Slovenia,SVN,1999,92.1,WIS,1080.0,2.0
Slovenia,SVN,2005,96.98957202926252,RPM,1668.0,1.0
Somalia,SOM,2015,67.67491892113637,RPM,2440.0,1.0
South Africa,ZAF,1990,70.73234159999998,RPM,350.0,1.0
South Africa,ZAF,1992,79.53619043999998,RPM,105.0,1.0
South Africa,ZAF,1992,63.42065434209429,RPM,815.0,1.0
South Africa,ZAF,1992,82.12546684539998,RPM,778.0,1.0
South Africa,ZAF,1992,89.6239364194,RPM,1063.0,1.0
South Africa,ZAF,1992,70.94282177499997,RPM,1093.0,1.0
South Africa,ZAF,1992,94.91092964979998,RPM,1056.0,1.0
South Africa,ZAF,2000,60.0,RPM,19.0,1.0
South Africa,ZAF,2000,64.6347912965781,RPM,185.0,1.0
South Africa,ZAF,2000,65.69926195000002,RPM,176.0,1.0
South Africa,ZAF,2000,60.0,RPM,806.0,1.0
South Africa,ZAF,2001,68.99999999999997,WIS,100.0,2.0
South Africa,ZAF,2001,63.49999999999997,WIS,152.0,2.0
South Africa,ZAF,2008,86.35022365143337,RPM,413.0,1.0
South Africa,ZAF,2008,90.31443654183992,RPM,356.0,1.0
South Africa,ZAF,2010,71.998533165418,RPM,181.0,1.0
South Africa,ZAF,2010,88.91804731434434,RPM,161.0,1.0
South Africa,ZAF,2010,70.05401393334765,RPM,159.0,1.0
South Sudan,SSD,2009,60.23938561711348,RPM,1186.0,1.0
South Sudan,SSD,2009,60.0,RPM,191.0,1.0
South Sudan,SSD,2016,60.0,RPM,2366.0,1.0
South Sudan,SSD,2016,60.0,RPM,606.0,1.0
South Sudan,SSD,2017,75.30527370574998,RPM,13.785,1.0
Spain,ESP,1994,91.32391666666668,RPM,1189.0,1.0
Spain,ESP,1999,94.42,WIS,1269.0,2.0
Spain,ESP,2010,89.49866813451493,RPM,157.0,1.0
Spain,ESP,2010,92.89880158163056,RPM,101.0,1.0
Spain,ESP,2012,90.78305520269656,RPM,258.0,1.0
Spain,ESP,2014,96.60966722279797,RPM,477.0,1.0
Sri Lanka,LKA,2000,95.2748888576,RPM,12.0,1.0
Sri Lanka,LKA,2000,92.6267037824,RPM,12.0,1.0
Sri Lanka,LKA,2017,86.03955303333336,RPM,302.0,1.0
Sudan,SDN,1999,80.85612672470884,RPM,4377.0,1.0
Sudan,SDN,1999,78.74037442233553,RPM,2500.0,1.0
Sudan,SDN,2001,79.99327428571428,RPM,4011.5833333333335,1.0
Sudan,SDN,2001,84.15544179165789,RPM,2865.416666666667,1.0
Sudan,SDN,2003,84.03049999999999,RPM,145.0,1.0
Sudan,SDN,2004,67.54217249375,RPM,1683.0,1.0
Sudan,SDN,2006,70.46044999999998,RPM,1683.0,1.0
Sudan,SDN,2007,72.28639599999998,RPM,537.0,1.0
Sudan,SDN,2008,74.82553588787073,RPM,3185.0,1.0
Sudan,SDN,2008,84.26581156903202,RPM,1001.0,1.0
Sudan,SDN,2010,75.53,WIS,1460.0,2.0
Sudan,SDN,2010,71.09790429714283,RPM,2027.0,1.0
Sudan,SDN,2010,73.02913298656594,RPM,3632.0,1.0
Sudan,SDN,2010,65.89589256674998,RPM,981.0,1.0
Sudan,SDN,2015,89.32631860234372,RPM,3411.0,1.0
Sudan,SDN,2015,75.41025784037915,RPM,698.0,1.0
Sudan,SDN,2015,81.89871651428567,RPM,3411.0,1.0
Sudan,SDN,2016,77.69071057005667,RPM,5189.0,1.0
Sweden,SWE,1998,96.44,WIS,1036.0,2.0
Switzerland,CHE,1970,96.0302888888889,RPM,1000.0,1.0
Switzerland,CHE,1989,101.26074444444446,RPM,209.0,1.0
Switzerland,CHE,2006,101.01,WIS,126.0,2.0
Switzerland,CHE,2016,100.53638124999998,RPM,138.0,1.0
Syria,SYR,2004,72.47304295416663,RPM,981.0,1.0
Syria,SYR,2004,73.45628671853684,RPM,612.0,1.0
Syria,SYR,2004,73.41273984989415,RPM,588.0,1.0
Syria,SYR,2004,73.26928805541664,RPM,2723.0,1.0
Syria,SYR,2013,71.92771571753332,RPM,554.0,1.0
Syria,SYR,2013,72.58764582254857,RPM,569.0,1.0
Taiwan,TWN,1985,108.96879285714284,RPM,118.0,1.0
Taiwan,TWN,1985,94.74345302197804,RPM,118.0,1.0
Taiwan,TWN,1989,104.70036714285712,RPM,2476.0,1.0
Taiwan,TWN,1991,112.2841,RPM,443.0,1.0
Taiwan,TWN,2005,107.102836691675,RPM,1506.0,1.0
Taiwan,TWN,2005,105.094234428125,RPM,1906.0,1.0
Taiwan,TWN,2005,115.69942077915,RPM,2878.0,1.0
Tajikistan,TJK,2016,87.71476303333336,RPM,674.0,1.0
Tanzania,TZA,1966,85.9787149875,RPM,1233.0,1.0
Tanzania,TZA,1966,73.10407872660745,RPM,1726.0,1.0
Tanzania,TZA,1980,71.86696056902034,RPM,179.0,1.0
Tanzania,TZA,1999,63.14500000000002,RPM,109.0,1.0
Tanzania,TZA,2016,62.55889291249998,RPM,823.0,1.0
Thailand,THA,1957,77.57154433333336,RPM,1285.0,1.0
Thailand,THA,1966,77.82421482000001,RPM,898.75,1.0
Thailand,THA,1966,77.05594171307439,RPM,539.25,1.0
Thailand,THA,1970,83.98,WIS,70.0,2.0
Thailand,THA,1978,60.0,RPM,1462.0,1.0
Thailand,THA,1980,81.94629893771553,RPM,150.0,1.0
Thailand,THA,1989,83.645,RPM,1358.0,1.0
Thailand,THA,1995,71.62,WIS,529.0,2.0
Thailand,THA,2000,89.01755757331493,RPM,400.0,1.0
Thailand,THA,2003,105.9768068543,RPM,900.0,1.0
Thailand,THA,2006,100.37295267200004,RPM,380.0,1.0
Thailand,THA,2006,97.52863486249998,RPM,3848.0,1.0
Thailand,THA,2006,104.84468251541998,RPM,826.5125538929749,1.0
Thailand,THA,2006,109.74318044021584,RPM,888.812393405344,1.0
Thailand,THA,2006,96.5105803253611,RPM,668.0,1.0
Thailand,THA,2007,84.48277090492545,RPM,560.0,1.0
Thailand,THA,2007,84.82,WIS,560.0,2.0
Turkey,TUR,1992,86.65687470588234,RPM,2396.0,1.0
Turkey,TUR,2006,96.16154999999998,RPM,121.0,1.0
Turkey,TUR,2009,87.10175680200845,RPM,271.0,1.0
Uganda,UGA,1972,81.05500629550082,RPM,2019.0,1.0
Uganda,UGA,2011,61.99649799690917,RPM,448.0,1.0
Uganda,UGA,2011,60.14456923886548,RPM,292.0,1.0
Ukraine,UKR,2008,88.60664639999996,RPM,132.0,1.0
United Arab Emirates,ARE,1997,79.47521010833333,RPM,5397.0,1.0
United Kingdom,GBR,1979,99.83953684210525,RPM,3176.0,1.0
United Kingdom,GBR,1982,96.11832307692308,RPM,598.0,1.0
United Kingdom,GBR,1990,99.62260709999998,RPM,239.0,1.0
United Kingdom,GBR,1992,99.39024545454544,RPM,603.0,1.0
United Kingdom,GBR,2007,101.72497954545456,RPM,846.0,1.0
United Kingdom,GBR,2013,92.38776996383334,RPM,332.0,1.0
United States,USA,1945,93.43,SBIS,106.0,2.0
United States,USA,1945,85.74249999999999,SBIS,106.0,2.0
United States,USA,1955,96.43,WIS,2393.0,2.0
United States,USA,1960,102.398,WIS,3014.0,2.0
United States,USA,1963,96.36,SBIS,8289.0,2.0
United States,USA,1966,89.24,WIS,8289.0,2.0
United States,USA,1968,109.36,SBIS,116.0,2.0
United States,USA,1970,97.18,WIS,46.0,2.0
United States,USA,1970,90.68,WIS,46.0,2.0
United States,USA,1973,103.74413383702104,SBIS,7412.0,2.0
United States,USA,1973,90.66611998064828,SBIS,8268.0,2.0
United States,USA,1973,91.95408295281582,WIS,5256.0,2.0
United States,USA,1973,80.79856492521135,WIS,4613.0,2.0
United States,USA,1974,104.74183028286193,WIS,601.0,2.0
United States,USA,1974,96.34,WIS,14.0,2.0
United States,USA,1974,100.05693181818182,WIS,528.0,2.0
United States,USA,1974,103.58814814814816,WIS,27.0,2.0
United States,USA,1974,103.06051282051284,SBIS,78.0,2.0
United States,USA,1974,82.2,WIS,50.0,2.0
United States,USA,1975,96.01,WIS,82.0,2.0
United States,USA,1975,82.08,WIS,61.0,2.0
United States,USA,1976,109.86,WIS,198.0,2.0
United States,USA,1976,109.26,WIS,14.0,2.0
United States,USA,1976,105.54,WIS,82.0,2.0
United States,USA,1976,109.94,SBIS,48.0,2.0
United States,USA,1978,74.86217054263564,WIS,129.0,2.0
United States,USA,1980,101.915,SBIS,1221.0,2.0
United States,USA,1981,83.565,WIS,146.0,2.0
United States,USA,1981,94.98,WIS,44.0,2.0
United States,USA,1981,80.52000000000001,WIS,48.0,2.0
United States,USA,1985,100.91097548252768,RPM,166.66666666666666,1.0
United States,USA,1985,93.63762263157892,RPM,833.3333333333333,1.0
United States,USA,1986,105.17,WIS,1230.0,2.0
United States,USA,1986,97.0272,RPM,346.0,1.0
United States,USA,1986,94.95001428571427,RPM,309.0,1.0
United States,USA,1986,87.75969999999998,RPM,311.0,1.0
United States,USA,1986,84.56068571428571,RPM,333.0,1.0
United States,USA,1987,90.44,SBIS,179.5,2.0
United States,USA,1987,70.5,SBIS,179.5,2.0
United States,USA,1988,88.58,WIS,50.0,2.0
United States,USA,1989,100.63,WIS,179.5,2.0
United States,USA,1989,82.54,WIS,179.5,2.0
United States,USA,1993,99.02,WIS,776.0,2.0
United States,USA,1993,97.64899999999996,RPM,603.0,1.0
United States,USA,1995,92.9138164251208,SBIS,1439.0,2.0
United States,USA,1995,90.16999999999996,KABC,100.0,1.0
United States,USA,1995,88.44499999999998,KABC,100.0,1.0
United States,USA,1996,75.38,WIS,531.0,2.0
United States,USA,1997,76.02,WIS,533.0,2.0
United States,USA,1999,95.56,WIS,722.0,2.0
United States,USA,2001,86.2,SBIS,40.964,2.0
United States,USA,2001,78.2,SBIS,113.036,2.0
United States,USA,2001,88.5,SBIS,40.964,2.0
United States,USA,2001,79.9,SBIS,113.036,2.0
United States,USA,2004,96.78,WIS,582.0,2.0
United States,USA,2013,101.15,WIS,804.0,2.0
United States,USA,2013,78.88,WIS,176.0,2.0
Uzbekistan,UZB,2013,89.00641551681042,RPM,51.0,1.0
Venezuela,VEN,2002,92.08,WIS,82.0,2.0
Venezuela,VEN,2003,79.31,WIS,40.0,2.0
Venezuela,VEN,2008,71.75,WIS,79.0,2.0
Vietnam,VNM,2000,78.03200897500002,RPM,251.0,1.0
Vietnam,VNM,2002,75.00260929957736,RPM,197.0,1.0
Vietnam,VNM,2011,79.1481461056,RPM,469.0,1.0
Yemen,YEM,2008,76.26200199375,RPM,986.0,1.0
Yemen,YEM,2014,70.07626645714285,RPM,1918.0,1.0
Zimbabwe,ZWE,1962,74.0062144,RPM,1842.0,1.0
