sample_id,iso3,country,year,IQ,n_individuals,test_type,Region,population,IQ_national
ISR9770,ISR,Israel,1979,97.5970563268902,845.0,RPM,Middle East & North Africa,8174527.0,92.51484705028778
ISR7998,ISR,Israel,1991,89.31158333333333,1740.0,RPM,Middle East & North Africa,8174527.0,92.51484705028778
ISR3730,ISR,Israel,1992,98.74195220000001,26.0,RPM,Middle East & North Africa,8174527.0,92.51484705028778
ISR2833,ISR,Israel,1998,93.34516019739996,11.0,RPM,Middle East & North Africa,8174527.0,92.51484705028778
ITA7980,ITA,Italy,1985,95.72419231518,459.0,RPM,Europe & Central Asia,62007540.0,93.97126914322641
ITA2558,ITA,Italy,1995,92.7892901248897,459.0,RPM,Europe & Central Asia,62007540.0,93.97126914322641
ITA4253,ITA,Italy,2008,90.46939752826668,3285.0,RPM,Europe & Central Asia,62007540.0,93.97126914322641
ITA4819,ITA,Italy,2010,88.42293517975716,134.0,RPM,Europe & Central Asia,62007540.0,93.97126914322641
JAM6732,JAM,Jamaica,1972,60.0,71.0,WIS,Latin America & Caribbean,2970340.0,75.16611707949694
JAM1121,JAM,Jamaica,1982,80.62548276797291,159.0,RPM,Latin America & Caribbean,2970340.0,75.16611707949694
JAM4649,JAM,Jamaica,1987,74.94604814474962,206.0,RPM,Latin America & Caribbean,2970340.0,75.16611707949694
JAM3334,JAM,Jamaica,1989,60.0,40.0,WIS,Latin America & Caribbean,2970340.0,75.16611707949694
JAM9124,JAM,Jamaica,1990,79.01452560000001,84.0,RPM,Latin America & Caribbean,2970340.0,75.16611707949694
JAM2526,JAM,Jamaica,1991,64.88,19.0,WIS,Latin America & Caribbean,2970340.0,75.16611707949694
JAM4584,JAM,Jamaica,1991,82.62,41.0,WIS,Latin America & Caribbean,2970340.0,75.16611707949694
JAM3111,JAM,Jamaica,1992,76.22690000000003,56.0,RPM,Latin America & Caribbean,2970340.0,75.16611707949694
JAM6237,JAM,Jamaica,1999,79.92,55.73,WIS,Latin America & Caribbean,2970340.0,75.16611707949694
JAM4211,JAM,Jamaica,2000,67.06,80.0,WIS,Latin America & Caribbean,2970340.0,75.16611707949694
JAM7220,JAM,Jamaica,2000,69.7038,80.0,RPM,Latin America & Caribbean,2970340.0,75.16611707949694
JAM4323,JAM,Jamaica,2002,82.74269102812502,186.0,RPM,Latin America & Caribbean,2970340.0,75.16611707949694
JAM3821,JAM,Jamaica,2003,67.5015151125,245.0,RPM,Latin America & Caribbean,2970340.0,75.16611707949694
JAM2219,JAM,Jamaica,2014,82.27243119999997,33.0,RPM,Latin America & Caribbean,2970340.0,75.16611707949694
JAM6734,JAM,Jamaica,2014,83.03752539999999,33.0,RPM,Latin America & Caribbean,2970340.0,75.16611707949694
JPN4391,JPN,Japan,1964,105.3,600.0,WIS,East Asia & Pacific,126702133.0,106.38721239935813
JPN6293,JPN,Japan,1975,102.16,1100.0,WIS,East Asia & Pacific,126702133.0,106.38721239935813
JPN1042,JPN,Japan,1987,106.61333333333333,142.0,KABC,East Asia & Pacific,126702133.0,106.38721239935813
JPN9101,JPN,Japan,1987,111.17999999999999,142.0,WIS,East Asia & Pacific,126702133.0,106.38721239935813
JPN9690,JPN,Japan,1991,109.92132629999999,444.0,RPM,East Asia & Pacific,126702133.0,106.38721239935813
JPN1123,JPN,Japan,2005,106.75069234,644.0,RPM,East Asia & Pacific,126702133.0,106.38721239935813
JPN7482,JPN,Japan,2015,110.33410204999998,1235.0,RPM,East Asia & Pacific,126702133.0,106.38721239935813
JOR1203,JOR,Jordan,2009,83.02399022499998,1325.0,RPM,Middle East & North Africa,8185384.0,80.76668761701356
JOR1358,JOR,Jordan,2009,83.10514492215646,574.0,RPM,Middle East & North Africa,8185384.0,80.76668761701356
JOR2837,JOR,Jordan,2014,67.96455166666664,960.0,RPM,Middle East & North Africa,8185384.0,80.76668761701356
JOR7249,JOR,Jordan,2014,77.31197369999998,1045.0,RPM,Middle East & North Africa,8185384.0,80.76668761701356
KAZ5019,KAZ,Kazakhstan,2013,76.31154036875938,402.0,RPM,Europe & Central Asia,18360353.0,88.76510342421327
KAZ5466,KAZ,Kazakhstan,2013,87.05836665165,51.0,RPM,Europe & Central Asia,18360353.0,88.76510342421327
KAZ9017,KAZ,Kazakhstan,2013,105.10518659768036,164.0,RPM,Europe & Central Asia,18360353.0,88.76510342421327
KEN4693,KEN,Kenya,1980,75.07822686208974,205.0,RPM,Sub-Saharan Africa,46790758.0,75.22246843674809
KEN8024,KEN,Kenya,1984,69.8875891728,118.0,RPM,Sub-Saharan Africa,46790758.0,75.22246843674809
KEN5438,KEN,Kenya,1998,79.62411825859999,537.0,RPM,Sub-Saharan Africa,46790758.0,75.22246843674809
KEN7312,KEN,Kenya,1999,79.56552438380001,554.0,RPM,Sub-Saharan Africa,46790758.0,75.22246843674809
KEN9167,KEN,Kenya,2001,72.46907130632,1222.0,RPM,Sub-Saharan Africa,46790758.0,75.22246843674809
KEN6666,KEN,Kenya,2001,65.62441818591539,85.0,RPM,Sub-Saharan Africa,46790758.0,75.22246843674809
KEN6039,KEN,Kenya,2007,77.9611064,525.0,RPM,Sub-Saharan Africa,46790758.0,75.22246843674809
KEN8037,KEN,Kenya,2013,70.3027256211,282.0,RPM,Sub-Saharan Africa,46790758.0,75.22246843674809
KOR6508,KOR,"Korea, South",1989,107.61465494999997,107.0,RPM,East Asia & Pacific,50924172.0,102.63886903120816
KOR9519,KOR,"Korea, South",1999,96.76,2231.0,WIS,East Asia & Pacific,50924172.0,102.63886903120816
KOR7235,KOR,"Korea, South",2011,98.64285714285714,1229.0,WIS,East Asia & Pacific,50924172.0,102.63886903120816
KWT1478,KWT,Kuwait,1985,86.03112182,2000.0,RPM,Middle East & North Africa,2832776.0,78.61976969736799
KWT5643,KWT,Kuwait,2002,86.72838928571426,5629.0,RPM,Middle East & North Africa,2832776.0,78.61976969736799
KWT9377,KWT,Kuwait,2002,94.66168712539684,1125.0,RPM,Middle East & North Africa,2832776.0,78.61976969736799
KWT9995,KWT,Kuwait,2002,88.68278076351544,6529.0,RPM,Middle East & North Africa,2832776.0,78.61976969736799
KGZ3045,KGZ,Kyrgyzstan,2016,86.93557690006662,327.0,RPM,Europe & Central Asia,5727553.0,79.09271249509324
LAO4583,LAO,Laos,1996,104.35749999999996,24.0,KABC,East Asia & Pacific,7019073.0,80.12453168685927
LAO4997,LAO,Laos,1996,83.93749999999996,22.0,KABC,East Asia & Pacific,7019073.0,80.12453168685927
LAO4554,LAO,Laos,1997,77.48,40.0,WIS,East Asia & Pacific,7019073.0,80.12453168685927
LAO3856,LAO,Laos,1999,76.0,56.0,WIS,East Asia & Pacific,7019073.0,80.12453168685927
LVA8962,LVA,Latvia,2012,91.14460638079998,146.0,RPM,Europe & Central Asia,1944643.0,94.81763756480103
LBN7630,LBN,Lebanon,2005,80.59999999999997,100.0,WIS,Middle East & North Africa,6237738.0,81.71063051027873
LBN5718,LBN,Lebanon,2005,85.59999999999997,100.0,WIS,Middle East & North Africa,6237738.0,81.71063051027873
LBY9541,LBY,Libya,2006,86.53606220818332,600.0,RPM,Middle East & North Africa,6541948.0,79.83051841404959
LBY7870,LBY,Libya,2007,73.09822118376775,1620.0,RPM,Middle East & North Africa,6541948.0,79.83051841404959
LBY9388,LBY,Libya,2007,73.265064565581,800.0,RPM,Middle East & North Africa,6541948.0,79.83051841404959
LBY9633,LBY,Libya,2007,82.07163750000005,2481.0,RPM,Middle East & North Africa,6541948.0,79.83051841404959
LBY5553,LBY,Libya,2008,80.54861103996994,592.0,RPM,Middle East & North Africa,6541948.0,79.83051841404959
LBY3498,LBY,Libya,2010,67.40541093573053,260.0,RPM,Middle East & North Africa,6541948.0,79.83051841404959
LBY4310,LBY,Libya,2010,64.85837178720467,260.0,RPM,Middle East & North Africa,6541948.0,79.83051841404959
LBY5613,LBY,Libya,2014,83.79046946176666,504.0,RPM,Middle East & North Africa,6541948.0,79.83051841404959
LBY3196,LBY,Libya,2017,89.07557437708331,903.0,RPM,Middle East & North Africa,6541948.0,79.83051841404959
LTU6881,LTU,Lithuania,1999,96.03037550000005,259.0,RPM,Europe & Central Asia,2854235.0,96.04653778210559
LTU6933,LTU,Lithuania,2000,89.76,453.0,WIS,Europe & Central Asia,2854235.0,96.04653778210559
LTU5971,LTU,Lithuania,2004,95.6131976811273,1067.0,RPM,Europe & Central Asia,2854235.0,96.04653778210559
MWI4457,MWI,Malawi,2009,69.70399301086897,268.0,RPM,Sub-Saharan Africa,18570321.0,69.70399301086897
MYS7731,MYS,Malaysia,1994,88.3818016212415,5412.0,RPM,East Asia & Pacific,30949962.0,88.79130923615884
MYS8050,MYS,Malaysia,2009,86.05000000000001,237.0,RPM,East Asia & Pacific,30949962.0,88.79130923615884
MLI8345,MLI,Mali,2017,60.0,206.0,RPM,Sub-Saharan Africa,17467108.0,60.00000000000001
MLT5272,MLT,Malta,1994,94.3605186179,136.0,RPM,Europe & Central Asia,415196.0,91.26803677120819
MLT7672,MLT,Malta,2014,90.72089999999997,16.0,RPM,Europe & Central Asia,415196.0,91.26803677120819
MLT9371,MLT,Malta,2014,90.72089999999997,20.0,RPM,Europe & Central Asia,415196.0,91.26803677120819
MHL9839,MHL,Marshall Islands,1963,83.96000000000001,407.0,CFT,East Asia & Pacific,73376.0,83.96000000000001
MUS7083,MUS,Mauritius,1980,86.82,837.0,WIS,Sub-Saharan Africa,1348242.0,86.56058635394457
MEX2251,MEX,Mexico,2000,96.40018767999996,155.0,RPM,Latin America & Caribbean,123166749.0,87.83543498283044
MEX5383,MEX,Mexico,2000,81.38216749999998,194.0,RPM,Latin America & Caribbean,123166749.0,87.83543498283044
MEX6839,MEX,Mexico,2000,92.41591254249994,571.0,RPM,Latin America & Caribbean,123166749.0,87.83543498283044
MEX2202,MEX,Mexico,2012,91.14798572160001,670.0,RPM,Latin America & Caribbean,123166749.0,87.83543498283044
MNG3257,MNG,Mongolia,2003,99.35797870211249,708.0,RPM,East Asia & Pacific,3031330.0,91.02617619665793
MAR9792,MAR,Morocco,1996,82.83109999999999,85.0,RPM,Middle East & North Africa,33655786.0,69.26797459647284
MAR5929,MAR,Morocco,2005,65.33468728959997,188.0,RPM,Middle East & North Africa,33655786.0,69.26797459647284
MAR3967,MAR,Morocco,2010,73.30566223383782,87.0,RPM,Middle East & North Africa,33655786.0,69.26797459647284
MAR7691,MAR,Morocco,2010,78.98586283813165,115.0,RPM,Middle East & North Africa,33655786.0,69.26797459647284
MAR4071,MAR,Morocco,2011,65.31602316290108,1177.0,RPM,Middle East & North Africa,33655786.0,69.26797459647284
MAR2881,MAR,Morocco,2012,74.96439601589708,202.0,RPM,Middle East & North Africa,33655786.0,69.26797459647284
MAR4514,MAR,Morocco,2013,72.87463577779997,164.0,RPM,Middle East & North Africa,33655786.0,69.26797459647284
NAM3261,NAM,Namibia,2003,66.19438314685002,103.0,RPM,Sub-Saharan Africa,2436469.0,66.19438314685002
NPL1673,NPL,Nepal,1977,60.0,443.0,RPM,South Asia,29033914.0,60.0
NPL3454,NPL,Nepal,1977,60.0,284.0,RPM,South Asia,29033914.0,60.0
NPL9132,NPL,Nepal,1977,60.0,343.0,RPM,South Asia,29033914.0,60.0
NPL1067,NPL,Nepal,1995,60.0,124.0,RPM,South Asia,29033914.0,60.0
NPL1558,NPL,Nepal,2008,60.0,178.0,RPM,South Asia,29033914.0,60.0
NPL3015,NPL,Nepal,2008,60.0,218.0,RPM,South Asia,29033914.0,60.0
NPL3750,NPL,Nepal,2008,60.0,177.0,RPM,South Asia,29033914.0,60.0
NPL8859,NPL,Nepal,2008,60.0,103.0,RPM,South Asia,29033914.0,60.0
NLD5823,NLD,Netherlands,1977,111.63000000000001,388.0,WIS,Europe & Central Asia,17016967.0,100.76391598509541
NLD8765,NLD,Netherlands,1977,101.01335549115913,388.0,RPM,Europe & Central Asia,17016967.0,100.76391598509541
NLD4778,NLD,Netherlands,1978,104.95985356431243,420.0,RPM,Europe & Central Asia,17016967.0,100.76391598509541
NLD8753,NLD,Netherlands,1986,96.28195384615387,1920.0,RPM,Europe & Central Asia,17016967.0,100.76391598509541
NLD5358,NLD,Netherlands,1992,101.88313166666666,4032.0,RPM,Europe & Central Asia,17016967.0,100.76391598509541
NLD1133,NLD,Netherlands,1998,99.29999999999997,737.0,WIS,Europe & Central Asia,17016967.0,100.76391598509541
NLD3429,NLD,Netherlands,1999,105.04,416.5,WIS,Europe & Central Asia,17016967.0,100.76391598509541
NLD4020,NLD,Netherlands,2002,95.08,1229.0,WIS,Europe & Central Asia,17016967.0,100.76391598509541
NLD8537,NLD,Netherlands,2003,93.73000000000002,353.0,WIS,Europe & Central Asia,17016967.0,100.76391598509541
NLD3851,NLD,Netherlands,2005,101.59,364.5,WIS,Europe & Central Asia,17016967.0,100.76391598509541
ANT1636,ANT,Netherlands Antilles,2000,80.01445279999999,96.0,RPM,Other,115120.0,80.01445279999999
NZL3422,NZL,New Zealand,1972,99.09,644.0,WIS,East Asia & Pacific,4474549.0,99.32016558025546
NZL2045,NZL,New Zealand,1984,100.7422,3174.0,RPM,East Asia & Pacific,4474549.0,99.32016558025546
NZL6659,NZL,New Zealand,1985,96.39500000000001,881.0,WIS,East Asia & Pacific,4474549.0,99.32016558025546
NIC3786,NIC,Nicaragua,1997,60.0,488.0,RPM,Latin America & Caribbean,5966798.0,60.21673129053289
NIC6309,NIC,Nicaragua,1997,60.0,488.0,RPM,Latin America & Caribbean,5966798.0,60.21673129053289
NIC2077,NIC,Nicaragua,2012,63.47999999999999,110.0,WIS,Latin America & Caribbean,5966798.0,60.21673129053289
NGA4945,NGA,Nigeria,1980,67.50150901250001,60.0,RPM,Sub-Saharan Africa,186053386.0,67.82970081398378
NGA6202,NGA,Nigeria,1980,72.2815,60.0,RPM,Sub-Saharan Africa,186053386.0,67.82970081398378
NGA1525,NGA,Nigeria,1981,73.9782689347,755.0,RPM,Sub-Saharan Africa,186053386.0,67.82970081398378
NGA6402,NGA,Nigeria,1998,76.84,94.0,WIS,Sub-Saharan Africa,186053386.0,67.82970081398378
NGA7281,NGA,Nigeria,2007,66.65784179999997,233.0,RPM,Sub-Saharan Africa,186053386.0,67.82970081398378
NGA7690,NGA,Nigeria,2007,72.59663749999999,168.0,RPM,Sub-Saharan Africa,186053386.0,67.82970081398378
NGA1521,NGA,Nigeria,2012,76.6,47.0,RPM,Sub-Saharan Africa,186053386.0,67.82970081398378
NGA5789,NGA,Nigeria,2013,67.61437265641251,693.0,RPM,Sub-Saharan Africa,186053386.0,67.82970081398378
NGA7278,NGA,Nigeria,2017,85.40101249999998,100.0,RPM,Sub-Saharan Africa,186053386.0,67.82970081398378
NGA8922,NGA,Nigeria,2017,67.13306485225002,11164.0,RPM,Sub-Saharan Africa,186053386.0,67.82970081398378
NOR1859,NOR,Norway,2000,106.19528054999998,126.0,RPM,Europe & Central Asia,5265158.0,98.51977899491884
NOR9144,NOR,Norway,2008,95.55999999999995,143.0,KABC,Europe & Central Asia,5265158.0,98.51977899491884
OMN2482,OMN,Oman,2000,85.38294268693248,1868.7272727272727,RPM,Middle East & North Africa,3424386.0,78.94059175382392
OMN7680,OMN,Oman,2000,77.00171935285712,3270.2727272727275,RPM,Middle East & North Africa,3424386.0,78.94059175382392
OMN1923,OMN,Oman,2007,85.2631473936,372.0,RPM,Middle East & North Africa,3424386.0,78.94059175382392
OMN1109,OMN,Oman,2009,87.84343599999998,2467.0,RPM,Middle East & North Africa,3424386.0,78.94059175382392
OMN6270,OMN,Oman,2009,87.74577016152858,1042.0,RPM,Middle East & North Africa,3424386.0,78.94059175382392
OMN4512,OMN,Oman,2014,87.72909174316669,465.0,RPM,Middle East & North Africa,3424386.0,78.94059175382392
PAK6352,PAK,Pakistan,1991,109.86649185560002,102.0,RPM,South Asia,204924861.0,80.04897108727721
PAK1220,PAK,Pakistan,2002,66.55662822729997,1073.0,RPM,South Asia,204924861.0,80.04897108727721
PAK2223,PAK,Pakistan,2002,72.97683472629998,814.0,RPM,South Asia,204924861.0,80.04897108727721
PAK3502,PAK,Pakistan,2002,87.46999999999997,30.0,RPM,South Asia,204924861.0,80.04897108727721
PAK2866,PAK,Pakistan,2005,77.75406083091497,1218.0,RPM,South Asia,204924861.0,80.04897108727721
PAK9831,PAK,Pakistan,2005,88.18290752693957,2460.0,RPM,South Asia,204924861.0,80.04897108727721
PAK1756,PAK,Pakistan,2011,77.84391523279999,203.0,RPM,South Asia,204924861.0,80.04897108727721
PAK6463,PAK,Pakistan,2016,74.19999999999999,280.0,RPM,South Asia,204924861.0,80.04897108727721
PER1217,PER,Peru,1990,80.96000000000001,143.0,WIS,Latin America & Caribbean,31036656.0,82.09669435040806
PER1576,PER,Peru,1998,81.34700000000001,105.0,RPM,Latin America & Caribbean,31036656.0,82.09669435040806
PER2161,PER,Peru,2003,83.73011910601852,178.0,RPM,Latin America & Caribbean,31036656.0,82.09669435040806
PER4119,PER,Peru,2003,73.69989246272223,143.0,RPM,Latin America & Caribbean,31036656.0,82.09669435040806
PER4492,PER,Peru,2003,72.36230871307502,117.0,RPM,Latin America & Caribbean,31036656.0,82.09669435040806
PER5630,PER,Peru,2003,76.88152271405244,501.0,RPM,Latin America & Caribbean,31036656.0,82.09669435040806
PER7201,PER,Peru,2003,82.4211345057875,176.0,RPM,Latin America & Caribbean,31036656.0,82.09669435040806
PER7683,PER,Peru,2003,89.47710040623983,243.0,RPM,Latin America & Caribbean,31036656.0,82.09669435040806
PER5808,PER,Peru,2009,93.43520249999997,1096.0,RPM,Latin America & Caribbean,31036656.0,82.09669435040806
PHL9095,PHL,Philippines,1972,84.31927290000002,203.0,RPM,East Asia & Pacific,104256076.0,82.92362606326583
PHL5318,PHL,Philippines,2003,92.65499999999999,185.0,WIS,East Asia & Pacific,104256076.0,82.92362606326583
PHL4494,PHL,Philippines,2006,93.35106916938702,2757.0,NNAT,East Asia & Pacific,104256076.0,82.92362606326583
POL8364,POL,Poland,1991,100.89168571428573,1402.0,RPM,Europe & Central Asia,38476269.0,96.37637751456055
POL5086,POL,Poland,2000,98.29614667200968,977.0,RPM,Europe & Central Asia,38476269.0,96.37637751456055
POL4074,POL,Poland,2000,82.43423984390208,1331.0,RPM,Europe & Central Asia,38476269.0,96.37637751456055
POL4894,POL,Poland,2003,89.92254,158.0,RPM,Europe & Central Asia,38476269.0,96.37637751456055
POL8388,POL,Poland,2009,93.76048139157008,3650.0,RPM,Europe & Central Asia,38476269.0,96.37637751456055
POL6614,POL,Poland,2014,95.09752848288622,264.0,RPM,Europe & Central Asia,38476269.0,96.37637751456055
POL5325,POL,Poland,2015,101.89691302418238,68.0,RPM,Europe & Central Asia,38476269.0,96.37637751456055
POL8295,POL,Poland,2016,114.41246266120001,179.0,RPM,Europe & Central Asia,38476269.0,96.37637751456055
PRT4450,PRT,Portugal,1994,91.92380909090912,1073.0,RPM,Europe & Central Asia,10839514.0,92.7902999759507
PRT2398,PRT,Portugal,2006,84.92059257417475,674.0,RPM,Europe & Central Asia,10839514.0,92.7902999759507
PRI8725,PRI,Puerto Rico,1955,82.72,139.0,WIS,Latin America & Caribbean,3351827.0,81.88613175763781
PRI7562,PRI,Puerto Rico,1955,86.66662542182226,889.0,SBIS,Latin America & Caribbean,3351827.0,81.88613175763781
PRI4192,PRI,Puerto Rico,1965,76.04826974267968,1127.0,WIS,Latin America & Caribbean,3351827.0,81.88613175763781
PRI8743,PRI,Puerto Rico,1971,74.42,96.0,WIS,Latin America & Caribbean,3351827.0,81.88613175763781
PRI9343,PRI,Puerto Rico,1971,74.88000000000001,114.0,WIS,Latin America & Caribbean,3351827.0,81.88613175763781
PRI6308,PRI,Puerto Rico,1977,84.38143937499999,2633.0,RPM,Latin America & Caribbean,3351827.0,81.88613175763781
PRI5582,PRI,Puerto Rico,1977,80.64158571428572,2099.0,RPM,Latin America & Caribbean,3351827.0,81.88613175763781
PRI6157,PRI,Puerto Rico,1977,80.17290000000001,1975.0,RPM,Latin America & Caribbean,3351827.0,81.88613175763781
PRI7833,PRI,Puerto Rico,1980,96.21000000000001,100.0,WIS,Latin America & Caribbean,3351827.0,81.88613175763781
PRI2317,PRI,Puerto Rico,1986,91.93636219849742,146.0,KABC,Latin America & Caribbean,3351827.0,81.88613175763781
PRI1936,PRI,Puerto Rico,1986,80.87,22.0,WIS,Latin America & Caribbean,3351827.0,81.88613175763781
PRI1166,PRI,Puerto Rico,1988,88.25999999999999,34.0,RPM,Latin America & Caribbean,3351827.0,81.88613175763781
PRI7898,PRI,Puerto Rico,1989,95.61999999999999,30.0,KABC,Latin America & Caribbean,3351827.0,81.88613175763781
PRI5755,PRI,Puerto Rico,1989,103.275,30.0,WIS,Latin America & Caribbean,3351827.0,81.88613175763781
PRI2118,PRI,Puerto Rico,1989,73.89311169999999,327.0,RPM,Latin America & Caribbean,3351827.0,81.88613175763781
PRI6387,PRI,Puerto Rico,1989,86.53,30.0,WIS,Latin America & Caribbean,3351827.0,81.88613175763781
PRI1875,PRI,Puerto Rico,1990,92.6153,34.0,WIS,Latin America & Caribbean,3351827.0,81.88613175763781
PRI6835,PRI,Puerto Rico,1990,96.7071,34.0,WIS,Latin America & Caribbean,3351827.0,81.88613175763781
PRI4987,PRI,Puerto Rico,1990,98.3,30.0,WIS,Latin America & Caribbean,3351827.0,81.88613175763781
PRI8866,PRI,Puerto Rico,1990,92.9,30.0,WIS,Latin America & Caribbean,3351827.0,81.88613175763781
PRI4785,PRI,Puerto Rico,1990,105.85,30.0,RPM,Latin America & Caribbean,3351827.0,81.88613175763781
PRI8546,PRI,Puerto Rico,1993,81.58,12.0,WIS,Latin America & Caribbean,3351827.0,81.88613175763781
PRI4893,PRI,Puerto Rico,2005,87.24000000000001,72.0,WIS,Latin America & Caribbean,3351827.0,81.88613175763781
PRI5432,PRI,Puerto Rico,2008,88.08073139999996,30.0,RPM,Latin America & Caribbean,3351827.0,81.88613175763781
PRI2865,PRI,Puerto Rico,2009,93.1,40.0,WIS,Latin America & Caribbean,3351827.0,81.88613175763781
PRI3593,PRI,Puerto Rico,2009,83.13000000000001,40.0,WIS,Latin America & Caribbean,3351827.0,81.88613175763781
QAT1366,QAT,Qatar,2008,85.5761528032433,1135.0,RPM,Middle East & North Africa,2314307.0,80.97811633969334
ROU5824,ROU,Romania,2002,99.09451351254043,40.0,RPM,Europe & Central Asia,21529967.0,86.90564906267556
ROU4821,ROU,Romania,2002,88.78497391304349,1258.0,RPM,Europe & Central Asia,21529967.0,86.90564906267556
ROU1823,ROU,Romania,2002,77.42147091438108,1503.0,RPM,Europe & Central Asia,21529967.0,86.90564906267556
RUS2787,RUS,Russia,1997,95.19639999999998,432.0,RPM,Europe & Central Asia,142257519.0,97.93377547154279
RUS1768,RUS,Russia,2017,96.14416666666668,120.0,RPM,Europe & Central Asia,142257519.0,97.93377547154279
RUS5506,RUS,Russia,2017,97.12373983739838,738.0,RPM,Europe & Central Asia,142257519.0,97.93377547154279
VCT6406,VCT,Saint Vincent and the Grenadines,2002,63.4208640130815,174.0,RPM,Latin America & Caribbean,102089.0,63.4208640130815
SAU8563,SAU,Saudi Arabia,1977,77.87758625181209,1998.0,RPM,Middle East & North Africa,28571770.0,77.79257611451965
SAU8865,SAU,Saudi Arabia,1977,75.45215798031921,2661.0,RPM,Middle East & North Africa,28571770.0,77.79257611451965
SAU1455,SAU,Saudi Arabia,2000,81.16601207142855,150.0,RPM,Middle East & North Africa,28571770.0,77.79257611451965
SAU1749,SAU,Saudi Arabia,2010,75.9129134539503,2354.0,RPM,Middle East & North Africa,28571770.0,77.79257611451965
SAU4656,SAU,Saudi Arabia,2010,72.49562497038653,855.0,RPM,Middle East & North Africa,28571770.0,77.79257611451965
SAU6541,SAU,Saudi Arabia,2010,79.48183219222219,1553.0,RPM,Middle East & North Africa,28571770.0,77.79257611451965
SAU1215,SAU,Saudi Arabia,2012,73.21817679999998,604.0,RPM,Middle East & North Africa,28571770.0,77.79257611451965
SAU9747,SAU,Saudi Arabia,2016,93.4672918,1476.0,RPM,Middle East & North Africa,28571770.0,77.79257611451965
SRB3565,SRB,Serbia,1992,76.32,303.0,WIS,Europe & Central Asia,7111024.0,89.7055641075155
SRB3017,SRB,Serbia,2006,83.46261013152713,67.0,RPM,Europe & Central Asia,7111024.0,89.7055641075155
SRB4065,SRB,Serbia,2006,82.6087616306055,404.0,RPM,Europe & Central Asia,7111024.0,89.7055641075155
SRB5243,SRB,Serbia,2006,95.76135714759067,74.0,RPM,Europe & Central Asia,7111024.0,89.7055641075155
SRB8348,SRB,Serbia,2006,77.51095115952384,63.0,RPM,Europe & Central Asia,7111024.0,89.7055641075155
SRB1195,SRB,Serbia,2007,89.50988168543046,90.0,RPM,Europe & Central Asia,7111024.0,89.7055641075155
SRB4962,SRB,Serbia,2007,82.54431005980652,72.0,RPM,Europe & Central Asia,7111024.0,89.7055641075155
SRB6215,SRB,Serbia,2007,100.02265171586251,2334.0,RPM,Europe & Central Asia,7111024.0,89.7055641075155
SRB4992,SRB,Serbia,2008,61.25868520793941,105.0,RPM,Europe & Central Asia,7111024.0,89.7055641075155
SRB1862,SRB,Serbia,2009,99.964873895225,333.0,RPM,Europe & Central Asia,7111024.0,89.7055641075155
SRB5821,SRB,Serbia,2013,107.22772148749999,122.0,RPM,Europe & Central Asia,7111024.0,89.7055641075155
SRB2217,SRB,Serbia,2013,91.18356076125832,910.0,RPM,Europe & Central Asia,7111024.0,89.7055641075155
SYC1160,SYC,Seychelles,1989,78.75999999999999,643.0,WIS,Sub-Saharan Africa,93920.0,78.75999999999999
SLE7153,SLE,Sierra Leone,1966,60.0,89.0,RPM,Sub-Saharan Africa,6163195.0,59.99999999999999
SLE7602,SLE,Sierra Leone,1966,60.0,30.0,RPM,Sub-Saharan Africa,6163195.0,59.99999999999999
SGP5605,SGP,Singapore,1977,104.7778338,147.0,RPM,East Asia & Pacific,5888926.0,106.17427290427199
SGP9284,SGP,Singapore,1977,96.1750625,190.0,RPM,East Asia & Pacific,5888926.0,106.17427290427199
SGP6975,SGP,Singapore,1988,122.5917351771,459.0,RPM,East Asia & Pacific,5888926.0,106.17427290427199
SGP2784,SGP,Singapore,2001,97.43583311999997,521.0,RPM,East Asia & Pacific,5888926.0,106.17427290427199
SGP6778,SGP,Singapore,2001,88.98504908999998,276.0,RPM,East Asia & Pacific,5888926.0,106.17427290427199
SVK2338,SVK,Slovakia,1983,95.31822500000003,833.0,RPM,Europe & Central Asia,5445829.0,96.28279426727521
SVN2402,SVN,Slovenia,1988,95.43942257962485,267.0,RPM,Europe & Central Asia,1972126.0,98.7002489200479
SVN5820,SVN,Slovenia,1988,101.44002727272724,1432.0,RPM,Europe & Central Asia,1972126.0,98.7002489200479
SVN2723,SVN,Slovenia,1998,93.9185711711111,1265.0,RPM,Europe & Central Asia,1972126.0,98.7002489200479
SVN2984,SVN,Slovenia,1998,103.37481594285714,1363.0,RPM,Europe & Central Asia,1972126.0,98.7002489200479
SVN9451,SVN,Slovenia,1998,101.04243056250002,1495.0,RPM,Europe & Central Asia,1972126.0,98.7002489200479
SVN2537,SVN,Slovenia,1999,92.1,1080.0,WIS,Europe & Central Asia,1972126.0,98.7002489200479
SVN3452,SVN,Slovenia,2005,96.98957202926252,1668.0,RPM,Europe & Central Asia,1972126.0,98.7002489200479
SOM7155,SOM,Somalia,2015,67.67491892113637,2440.0,RPM,Sub-Saharan Africa,11031386.0,67.67491892113637
ZAF1935,ZAF,South Africa,1990,70.73234159999998,350.0,RPM,Sub-Saharan Africa,54841552.0,69.79818526640575
ZAF1821,ZAF,South Africa,1992,79.53619043999998,105.0,RPM,Sub-Saharan Africa,54841552.0,69.79818526640575
ZAF8432,ZAF,South Africa,1992,63.42065434209429,815.0,RPM,Sub-Saharan Africa,54841552.0,69.79818526640575
