group	x	y	showSelected1
29	4	1	29
29	5	5	29
29	6	0	29
29	7	7	29
29	8	3	29
29	9	0	29
29	10	1	29
29	11	0	29
29	12	0	29
30	1	0	30
30	2	0	30
30	3	0	30
30	4	1	30
30	5	5	30
30	6	1	30
30	7	7	30
30	8	3	30
30	9	0	30
30	10	1	30
30	11	0	30
30	12	0	30
31	1	0	31
31	2	0	31
31	3	0	31
31	4	1	31
31	5	5	31
31	6	2	31
31	7	7	31
31	8	3	31
31	9	0	31
31	10	1	31
31	11	0	31
31	12	0	31
32	1	0	32
32	2	0	32
32	3	0	32
32	4	1	32
32	5	5	32
32	6	2	32
32	7	7	32
32	8	4	32
32	9	0	32
32	10	1	32
32	11	0	32
32	12	0	32
33	1	0	33
33	2	0	33
33	3	0	33
33	4	1	33
33	5	5	33
33	6	2	33
33	7	7	33
33	8	4	33
33	9	1	33
33	10	1	33
33	11	0	33
33	12	0	33
34	1	0	34
34	2	0	34
34	3	0	34
34	4	1	34
34	5	5	34
34	6	2	34
34	7	7	34
34	8	5	34
34	9	1	34
34	10	1	34
34	11	0	34
34	12	0	34
35	1	0	35
35	2	0	35
35	3	0	35
35	4	1	35
35	5	5	35
35	6	2	35
35	7	7	35
35	8	5	35
35	9	2	35
35	10	1	35
35	11	0	35
35	12	0	35
36	1	0	36
36	2	0	36
36	3	0	36
36	4	1	36
36	5	5	36
36	6	2	36
36	7	7	36
36	8	6	36
36	9	2	36
36	10	1	36
36	11	0	36
36	12	0	36
37	1	0	37
37	2	0	37
37	3	0	37
37	4	1	37
37	5	5	37
37	6	2	37
37	7	8	37
37	8	6	37
37	9	2	37
37	10	1	37
37	11	0	37
37	12	0	37
38	1	0	38
38	2	0	38
38	3	0	38
38	4	1	38
38	5	5	38
38	6	3	38
38	7	8	38
38	8	6	38
38	9	2	38
38	10	1	38
38	11	0	38
38	12	0	38
39	1	0	39
39	2	0	39
39	3	0	39
39	4	1	39
39	5	5	39
39	6	3	39
39	7	9	39
39	8	6	39
39	9	2	39
39	10	1	39
39	11	0	39
39	12	0	39
40	1	0	40
40	2	0	40
40	3	0	40
40	4	1	40
40	5	5	40
40	6	3	40
40	7	9	40
40	8	7	40
40	9	2	40
40	10	1	40
40	11	0	40
40	12	0	40
41	1	0	41
41	2	0	41
41	3	0	41
41	4	1	41
41	5	5	41
41	6	3	41
41	7	10	41
41	8	7	41
41	9	2	41
41	10	1	41
41	11	0	41
41	12	0	41
42	1	0	42
42	2	0	42
42	3	0	42
42	4	2	42
42	5	5	42
42	6	3	42
42	7	10	42
42	8	7	42
42	9	2	42
42	10	1	42
42	11	0	42
42	12	0	42
43	1	0	43
43	2	0	43
43	3	0	43
43	4	2	43
43	5	5	43
43	6	3	43
43	7	10	43
43	8	8	43
43	9	2	43
43	10	1	43
43	11	0	43
43	12	0	43
44	1	0	44
44	2	0	44
44	3	0	44
44	4	2	44
44	5	5	44
44	6	3	44
44	7	11	44
44	8	8	44
44	9	2	44
44	10	1	44
44	11	0	44
44	12	0	44
45	1	0	45
45	2	0	45
45	3	0	45
45	4	2	45
45	5	6	45
45	6	3	45
45	7	11	45
45	8	8	45
45	9	2	45
45	10	1	45
45	11	0	45
45	12	0	45
46	1	0	46
46	2	0	46
46	3	0	46
46	4	2	46
46	5	6	46
46	6	4	46
46	7	11	46
46	8	8	46
46	9	2	46
46	10	1	46
46	11	0	46
46	12	0	46
47	1	0	47
47	2	0	47
47	3	0	47
47	4	2	47
47	5	6	47
47	6	4	47
47	7	11	47
47	8	9	47
47	9	2	47
47	10	1	47
47	11	0	47
47	12	0	47
48	1	0	48
48	2	0	48
48	3	0	48
48	4	2	48
48	5	7	48
48	6	4	48
48	7	11	48
48	8	9	48
48	9	2	48
48	10	1	48
48	11	0	48
48	12	0	48
49	1	0	49
49	2	0	49
49	3	0	49
49	4	2	49
49	5	7	49
49	6	4	49
49	7	11	49
49	8	9	49
49	9	2	49
49	10	2	49
49	11	0	49
49	12	0	49
50	1	0	50
50	2	0	50
50	3	0	50
50	4	2	50
50	5	8	50
50	6	4	50
50	7	11	50
50	8	9	50
50	9	2	50
50	10	2	50
50	11	0	50
50	12	0	50
51	1	0	51
51	2	0	51
51	3	0	51
51	4	2	51
51	5	8	51
51	6	5	51
51	7	11	51
51	8	9	51
51	9	2	51
51	10	2	51
51	11	0	51
51	12	0	51
52	1	0	52
52	2	0	52
52	3	0	52
52	4	2	52
52	5	8	52
52	6	5	52
52	7	12	52
52	8	9	52
52	9	2	52
52	10	2	52
52	11	0	52
52	12	0	52
53	1	0	53
53	2	0	53
53	3	0	53
53	4	2	53
53	5	8	53
53	6	6	53
53	7	12	53
53	8	9	53
53	9	2	53
53	10	2	53
53	11	0	53
53	12	0	53
54	1	0	54
54	2	0	54
54	3	0	54
54	4	2	54
54	5	8	54
54	6	7	54
54	7	12	54
54	8	9	54
54	9	2	54
54	10	2	54
54	11	0	54
54	12	0	54
55	1	0	55
55	2	0	55
55	3	0	55
55	4	2	55
55	5	8	55
55	6	8	55
55	7	12	55
55	8	9	55
55	9	2	55
55	10	2	55
55	11	0	55
55	12	0	55
56	1	0	56
56	2	0	56
56	3	0	56
56	4	2	56
56	5	8	56
56	6	8	56
56	7	13	56
56	8	9	56
56	9	2	56
56	10	2	56
56	11	0	56
56	12	0	56
57	1	0	57
57	2	0	57
57	3	0	57
57	4	2	57
57	5	8	57
57	6	8	57
57	7	13	57
57	8	10	57
57	9	2	57
57	10	2	57
57	11	0	57
57	12	0	57
58	1	0	58
58	2	0	58
58	3	0	58
58	4	2	58
58	5	8	58
58	6	9	58
58	7	13	58
58	8	10	58
58	9	2	58
58	10	2	58
58	11	0	58
58	12	0	58
59	1	0	59
59	2	0	59
59	3	0	59
59	4	2	59
59	5	8	59
59	6	9	59
59	7	13	59
59	8	11	59
59	9	2	59
59	10	2	59
59	11	0	59
59	12	0	59
60	1	0	60
60	2	0	60
60	3	0	60
60	4	2	60
60	5	8	60
60	6	9	60
60	7	13	60
60	8	12	60
60	9	2	60
60	10	2	60
60	11	0	60
60	12	0	60
61	1	0	61
61	2	0	61
61	3	1	61
61	4	2	61
61	5	8	61
61	6	9	61
61	7	13	61
61	8	12	61
61	9	2	61
61	10	2	61
61	11	0	61
61	12	0	61
62	1	0	62
62	2	0	62
62	3	1	62
62	4	2	62
62	5	8	62
62	6	9	62
62	7	14	62
62	8	12	62
62	9	2	62
62	10	2	62
62	11	0	62
62	12	0	62
63	1	0	63
63	2	0	63
63	3	1	63
63	4	3	63
63	5	8	63
63	6	9	63
63	7	14	63
63	8	12	63
63	9	2	63
63	10	2	63
63	11	0	63
63	12	0	63
64	1	0	64
64	2	0	64
64	3	1	64
64	4	3	64
64	5	8	64
64	6	9	64
64	7	14	64
64	8	12	64
64	9	2	64
64	10	3	64
64	11	0	64
64	12	0	64
65	1	0	65
65	2	0	65
65	3	1	65
65	4	4	65
65	5	8	65
65	6	9	65
65	7	14	65
65	8	12	65
65	9	2	65
65	10	3	65
65	11	0	65
65	12	0	65
66	1	0	66
66	2	0	66
66	3	2	66
66	4	4	66
66	5	8	66
66	6	9	66
66	7	14	66
66	8	12	66
66	9	2	66
66	10	3	66
66	11	0	66
66	12	0	66
67	1	0	67
67	2	0	67
67	3	2	67
67	4	4	67
67	5	8	67
67	6	9	67
67	7	15	67
67	8	12	67
67	9	2	67
67	10	3	67
67	11	0	67
67	12	0	67
68	1	0	68
68	2	0	68
68	3	2	68
68	4	4	68
68	5	9	68
68	6	9	68
68	7	15	68
68	8	12	68
68	9	2	68
68	10	3	68
68	11	0	68
68	12	0	68
69	1	0	69
69	2	0	69
69	3	2	69
69	4	4	69
69	5	9	69
69	6	9	69
69	7	15	69
69	8	12	69
69	9	3	69
69	10	3	69
69	11	0	69
69	12	0	69
70	1	0	70
70	2	0	70
70	3	3	70
70	4	4	70
70	5	9	70
70	6	9	70
70	7	15	70
70	8	12	70
70	9	3	70
70	10	3	70
70	11	0	70
70	12	0	70
71	1	0	71
71	2	0	71
71	3	3	71
71	4	4	71
71	5	9	71
71	6	9	71
71	7	15	71
71	8	13	71
71	9	3	71
71	10	3	71
71	11	0	71
71	12	0	71
72	1	0	72
72	2	0	72
72	3	3	72
72	4	4	72
72	5	9	72
72	6	9	72
72	7	16	72
72	8	13	72
72	9	3	72
72	10	3	72
72	11	0	72
72	12	0	72
73	1	0	73
73	2	0	73
73	3	3	73
73	4	4	73
73	5	9	73
73	6	9	73
73	7	16	73
73	8	14	73
73	9	3	73
73	10	3	73
73	11	0	73
73	12	0	73
74	1	0	74
74	2	0	74
74	3	3	74
74	4	4	74
74	5	9	74
74	6	9	74
74	7	17	74
74	8	14	74
74	9	3	74
74	10	3	74
74	11	0	74
74	12	0	74
75	1	0	75
75	2	0	75
75	3	3	75
75	4	4	75
75	5	9	75
75	6	9	75
75	7	17	75
75	8	14	75
75	9	3	75
75	10	4	75
75	11	0	75
75	12	0	75
76	1	0	76
76	2	0	76
76	3	3	76
76	4	4	76
76	5	9	76
76	6	9	76
76	7	18	76
76	8	14	76
76	9	3	76
76	10	4	76
76	11	0	76
76	12	0	76
77	1	0	77
77	2	0	77
77	3	3	77
77	4	4	77
77	5	9	77
77	6	9	77
77	7	18	77
77	8	15	77
77	9	3	77
77	10	4	77
77	11	0	77
77	12	0	77
78	1	0	78
78	2	0	78
78	3	3	78
78	4	4	78
78	5	9	78
78	6	10	78
78	7	18	78
78	8	15	78
78	9	3	78
78	10	4	78
78	11	0	78
78	12	0	78
79	1	0	79
79	2	0	79
79	3	3	79
79	4	4	79
79	5	9	79
79	6	11	79
79	7	18	79
79	8	15	79
79	9	3	79
79	10	4	79
79	11	0	79
79	12	0	79
80	1	0	80
80	2	0	80
80	3	3	80
80	4	4	80
80	5	9	80
80	6	11	80
80	7	19	80
80	8	15	80
80	9	3	80
80	10	4	80
80	11	0	80
80	12	0	80
81	1	0	81
81	2	0	81
81	3	3	81
81	4	4	81
81	5	9	81
81	6	11	81
81	7	20	81
81	8	15	81
81	9	3	81
81	10	4	81
81	11	0	81
81	12	0	81
82	1	0	82
82	2	0	82
82	3	3	82
82	4	4	82
82	5	9	82
82	6	11	82
82	7	21	82
82	8	15	82
82	9	3	82
82	10	4	82
82	11	0	82
82	12	0	82
83	1	0	83
83	2	0	83
83	3	3	83
83	4	4	83
83	5	9	83
83	6	11	83
83	7	21	83
83	8	16	83
83	9	3	83
83	10	4	83
83	11	0	83
83	12	0	83
84	1	0	84
84	2	0	84
84	3	3	84
84	4	4	84
84	5	9	84
84	6	11	84
84	7	22	84
84	8	16	84
84	9	3	84
84	10	4	84
84	11	0	84
84	12	0	84
85	1	0	85
85	2	0	85
85	3	3	85
85	4	4	85
85	5	10	85
85	6	11	85
85	7	22	85
85	8	16	85
85	9	3	85
85	10	4	85
85	11	0	85
85	12	0	85
86	1	0	86
86	2	0	86
86	3	3	86
86	4	4	86
86	5	10	86
86	6	11	86
86	7	22	86
86	8	17	86
86	9	3	86
86	10	4	86
86	11	0	86
86	12	0	86
87	1	0	87
87	2	0	87
87	3	3	87
87	4	4	87
87	5	10	87
87	6	12	87
87	7	22	87
87	8	17	87
87	9	3	87
87	10	4	87
87	11	0	87
87	12	0	87
88	1	0	88
88	2	0	88
88	3	3	88
88	4	4	88
88	5	10	88
88	6	12	88
88	7	23	88
88	8	17	88
88	9	3	88
88	10	4	88
88	11	0	88
88	12	0	88
89	1	0	89
89	2	0	89
89	3	3	89
89	4	4	89
89	5	10	89
89	6	12	89
89	7	23	89
89	8	17	89
89	9	4	89
89	10	4	89
89	11	0	89
89	12	0	89
90	1	0	90
90	2	0	90
90	3	3	90
90	4	4	90
90	5	10	90
90	6	12	90
90	7	23	90
90	8	18	90
90	9	4	90
90	10	4	90
90	11	0	90
90	12	0	90
91	1	0	91
91	2	0	91
91	3	3	91
91	4	5	91
91	5	10	91
91	6	12	91
91	7	23	91
91	8	18	91
91	9	4	91
91	10	4	91
91	11	0	91
91	12	0	91
92	1	0	92
92	2	0	92
92	3	3	92
92	4	5	92
92	5	10	92
92	6	12	92
92	7	23	92
92	8	18	92
92	9	4	92
92	10	5	92
92	11	0	92
92	12	0	92
93	1	0	93
93	2	0	93
93	3	3	93
93	4	5	93
93	5	10	93
93	6	13	93
93	7	23	93
93	8	18	93
93	9	4	93
93	10	5	93
93	11	0	93
93	12	0	93
94	1	0	94
94	2	0	94
94	3	3	94
94	4	5	94
94	5	10	94
94	6	13	94
94	7	23	94
94	8	18	94
94	9	5	94
94	10	5	94
94	11	0	94
94	12	0	94
95	1	0	95
95	2	0	95
95	3	3	95
95	4	5	95
95	5	10	95
95	6	13	95
95	7	24	95
95	8	18	95
95	9	5	95
95	10	5	95
95	11	0	95
95	12	0	95
96	1	0	96
96	2	0	96
96	3	3	96
96	4	5	96
96	5	11	96
96	6	13	96
96	7	24	96
96	8	18	96
96	9	5	96
96	10	5	96
96	11	0	96
96	12	0	96
97	1	0	97
97	2	0	97
97	3	3	97
97	4	5	97
97	5	11	97
97	6	14	97
97	7	24	97
97	8	18	97
97	9	5	97
97	10	5	97
97	11	0	97
97	12	0	97
98	1	0	98
98	2	0	98
98	3	3	98
98	4	5	98
98	5	11	98
98	6	14	98
98	7	25	98
98	8	18	98
98	9	5	98
98	10	5	98
98	11	0	98
98	12	0	98
99	1	0	99
99	2	0	99
99	3	3	99
99	4	6	99
99	5	11	99
99	6	14	99
99	7	25	99
99	8	18	99
99	9	5	99
99	10	5	99
99	11	0	99
99	12	0	99
100	1	0	100
100	2	0	100
100	3	3	100
100	4	6	100
100	5	11	100
100	6	14	100
100	7	26	100
100	8	18	100
100	9	5	100
100	10	5	100
100	11	0	100
100	12	0	100
101	1	0	101
101	2	0	101
101	3	3	101
101	4	6	101
101	5	11	101
101	6	14	101
101	7	27	101
101	8	18	101
101	9	5	101
101	10	5	101
101	11	0	101
101	12	0	101
102	1	0	102
102	2	0	102
102	3	3	102
102	4	6	102
102	5	11	102
102	6	15	102
102	7	27	102
102	8	18	102
102	9	5	102
102	10	5	102
102	11	0	102
102	12	0	102
103	1	0	103
103	2	0	103
103	3	3	103
103	4	6	103
103	5	11	103
103	6	15	103
103	7	28	103
103	8	18	103
103	9	5	103
103	10	5	103
103	11	0	103
103	12	0	103
104	1	0	104
104	2	0	104
104	3	3	104
104	4	6	104
104	5	11	104
104	6	16	104
104	7	28	104
104	8	18	104
104	9	5	104
104	10	5	104
104	11	0	104
104	12	0	104
105	1	0	105
105	2	0	105
105	3	3	105
105	4	6	105
105	5	11	105
105	6	16	105
105	7	28	105
105	8	19	105
105	9	5	105
105	10	5	105
105	11	0	105
105	12	0	105
106	1	0	106
106	2	0	106
106	3	3	106
106	4	6	106
106	5	11	106
106	6	17	106
106	7	28	106
106	8	19	106
106	9	5	106
106	10	5	106
106	11	0	106
106	12	0	106
107	1	0	107
107	2	0	107
107	3	3	107
107	4	6	107
107	5	11	107
107	6	17	107
107	7	29	107
107	8	19	107
107	9	5	107
107	10	5	107
107	11	0	107
107	12	0	107
108	1	0	108
108	2	0	108
108	3	4	108
108	4	6	108
108	5	11	108
108	6	17	108
108	7	29	108
108	8	19	108
108	9	5	108
108	10	5	108
108	11	0	108
108	12	0	108
109	1	0	109
109	2	0	109
109	3	4	109
109	4	6	109
109	5	11	109
109	6	17	109
109	7	29	109
109	8	20	109
109	9	5	109
109	10	5	109
109	11	0	109
109	12	0	109
110	1	0	110
110	2	0	110
110	3	4	110
110	4	6	110
110	5	11	110
110	6	18	110
110	7	29	110
110	8	20	110
110	9	5	110
110	10	5	110
110	11	0	110
110	12	0	110
111	1	0	111
111	2	0	111
111	3	4	111
111	4	6	111
111	5	11	111
111	6	18	111
111	7	29	111
111	8	21	111
111	9	5	111
111	10	5	111
111	11	0	111
111	12	0	111
112	1	0	112
112	2	0	112
112	3	4	112
112	4	6	112
112	5	11	112
112	6	19	112
112	7	29	112
112	8	21	112
112	9	5	112
112	10	5	112
112	11	0	112
112	12	0	112
113	1	0	113
113	2	0	113
113	3	4	113
113	4	6	113
113	5	11	113
113	6	19	113
113	7	29	113
113	8	22	113
113	9	5	113
113	10	5	113
113	11	0	113
113	12	0	113
114	1	0	114
114	2	0	114
114	3	4	114
114	4	6	114
114	5	11	114
114	6	19	114
114	7	29	114
114	8	23	114
114	9	5	114
114	10	5	114
114	11	0	114
114	12	0	114
115	1	0	115
115	2	0	115
115	3	4	115
115	4	6	115
115	5	11	115
115	6	19	115
115	7	30	115
115	8	23	115
115	9	5	115
115	10	5	115
115	11	0	115
115	12	0	115
116	1	0	116
116	2	0	116
116	3	4	116
116	4	6	116
116	5	11	116
116	6	19	116
116	7	31	116
116	8	23	116
116	9	5	116
116	10	5	116
116	11	0	116
116	12	0	116
117	1	0	117
117	2	0	117
117	3	4	117
117	4	6	117
117	5	11	117
117	6	19	117
117	7	31	117
117	8	24	117
117	9	5	117
117	10	5	117
117	11	0	117
117	12	0	117
118	1	0	118
118	2	0	118
118	3	4	118
118	4	7	118
118	5	11	118
118	6	19	118
118	7	31	118
118	8	24	118
118	9	5	118
118	10	5	118
118	11	0	118
118	12	0	118
119	1	0	119
119	2	0	119
119	3	4	119
119	4	7	119
119	5	12	119
119	6	19	119
119	7	31	119
119	8	24	119
119	9	5	119
119	10	5	119
119	11	0	119
119	12	0	119
120	1	0	120
120	2	0	120
120	3	4	120
120	4	7	120
120	5	12	120
120	6	19	120
120	7	31	120
120	8	25	120
120	9	5	120
120	10	5	120
120	11	0	120
120	12	0	120
121	1	0	121
121	2	0	121
121	3	4	121
121	4	7	121
121	5	12	121
121	6	19	121
121	7	32	121
121	8	25	121
121	9	5	121
121	10	5	121
121	11	0	121
121	12	0	121
122	1	0	122
122	2	0	122
122	3	4	122
122	4	7	122
122	5	12	122
122	6	20	122
122	7	32	122
122	8	25	122
122	9	5	122
122	10	5	122
122	11	0	122
122	12	0	122
123	1	0	123
123	2	0	123
123	3	4	123
123	4	7	123
123	5	12	123
123	6	21	123
123	7	32	123
123	8	25	123
123	9	5	123
123	10	5	123
123	11	0	123
123	12	0	123
124	1	0	124
124	2	0	124
124	3	4	124
124	4	7	124
124	5	13	124
124	6	21	124
124	7	32	124
124	8	25	124
124	9	5	124
124	10	5	124
124	11	0	124
124	12	0	124
125	1	0	125
125	2	0	125
125	3	4	125
125	4	7	125
125	5	13	125
125	6	21	125
125	7	32	125
125	8	26	125
125	9	5	125
125	10	5	125
125	11	0	125
125	12	0	125
126	1	0	126
126	2	0	126
126	3	4	126
126	4	7	126
126	5	13	126
126	6	21	126
126	7	32	126
126	8	26	126
126	9	5	126
126	10	6	126
126	11	0	126
126	12	0	126
127	1	0	127
127	2	0	127
127	3	4	127
127	4	7	127
127	5	14	127
127	6	21	127
127	7	32	127
127	8	26	127
127	9	5	127
127	10	6	127
127	11	0	127
127	12	0	127
128	1	0	128
128	2	0	128
128	3	4	128
128	4	7	128
128	5	14	128
128	6	21	128
128	7	32	128
128	8	26	128
128	9	6	128
128	10	6	128
128	11	0	128
128	12	0	128
129	1	0	129
129	2	0	129
129	3	4	129
129	4	7	129
129	5	14	129
129	6	21	129
129	7	33	129
129	8	26	129
129	9	6	129
129	10	6	129
129	11	0	129
129	12	0	129
130	1	0	130
130	2	0	130
130	3	4	130
130	4	7	130
130	5	14	130
130	6	21	130
130	7	33	130
130	8	27	130
130	9	6	130
130	10	6	130
130	11	0	130
130	12	0	130
131	1	0	131
131	2	0	131
131	3	4	131
131	4	7	131
131	5	14	131
131	6	22	131
131	7	33	131
131	8	27	131
131	9	6	131
131	10	6	131
131	11	0	131
131	12	0	131
132	1	0	132
132	2	0	132
132	3	4	132
132	4	8	132
132	5	14	132
132	6	22	132
132	7	33	132
132	8	27	132
132	9	6	132
132	10	6	132
132	11	0	132
132	12	0	132
133	1	0	133
133	2	0	133
133	3	4	133
133	4	8	133
133	5	14	133
133	6	22	133
133	7	34	133
133	8	27	133
133	9	6	133
133	10	6	133
133	11	0	133
133	12	0	133
134	1	0	134
134	2	0	134
134	3	4	134
134	4	8	134
134	5	15	134
134	6	22	134
134	7	34	134
134	8	27	134
134	9	6	134
134	10	6	134
134	11	0	134
134	12	0	134
135	1	0	135
135	2	0	135
135	3	4	135
135	4	8	135
135	5	15	135
135	6	22	135
135	7	35	135
135	8	27	135
135	9	6	135
135	10	6	135
135	11	0	135
135	12	0	135
136	1	0	136
136	2	0	136
136	3	4	136
136	4	8	136
136	5	15	136
136	6	23	136
136	7	35	136
136	8	27	136
136	9	6	136
136	10	6	136
136	11	0	136
136	12	0	136
137	1	0	137
137	2	0	137
137	3	4	137
137	4	8	137
137	5	15	137
137	6	24	137
137	7	35	137
137	8	27	137
137	9	6	137
137	10	6	137
137	11	0	137
137	12	0	137
138	1	0	138
138	2	0	138
138	3	4	138
138	4	8	138
138	5	15	138
138	6	25	138
138	7	35	138
138	8	27	138
138	9	6	138
138	10	6	138
138	11	0	138
138	12	0	138
139	1	0	139
139	2	0	139
139	3	4	139
139	4	9	139
139	5	15	139
139	6	25	139
139	7	35	139
139	8	27	139
139	9	6	139
139	10	6	139
139	11	0	139
139	12	0	139
140	1	0	140
140	2	0	140
140	3	4	140
140	4	9	140
140	5	15	140
140	6	25	140
140	7	35	140
140	8	27	140
140	9	6	140
140	10	7	140
140	11	0	140
140	12	0	140
141	1	0	141
141	2	0	141
141	3	4	141
141	4	9	141
141	5	15	141
141	6	25	141
141	7	35	141
141	8	28	141
141	9	6	141
141	10	7	141
141	11	0	141
141	12	0	141
142	1	0	142
142	2	0	142
142	3	4	142
142	4	9	142
142	5	15	142
142	6	26	142
142	7	35	142
142	8	28	142
142	9	6	142
142	10	7	142
142	11	0	142
142	12	0	142
143	1	0	143
143	2	0	143
143	3	4	143
143	4	9	143
143	5	15	143
143	6	27	143
143	7	35	143
143	8	28	143
143	9	6	143
143	10	7	143
143	11	0	143
143	12	0	143
144	1	0	144
144	2	0	144
144	3	4	144
144	4	9	144
144	5	15	144
144	6	27	144
144	7	36	144
144	8	28	144
144	9	6	144
144	10	7	144
144	11	0	144
144	12	0	144
145	1	0	145
145	2	0	145
145	3	4	145
145	4	9	145
145	5	16	145
145	6	27	145
145	7	36	145
145	8	28	145
145	9	6	145
145	10	7	145
145	11	0	145
145	12	0	145
146	1	0	146
146	2	0	146
146	3	4	146
146	4	9	146
146	5	17	146
146	6	27	146
146	7	36	146
