group	x	y	showSelected1
117	4	4	117
117	5	10	117
117	6	13	117
117	7	15	117
117	8	16	117
117	9	25	117
117	10	6	117
117	11	7	117
117	12	5	117
117	13	1	117
117	14	0	117
117	15	0	117
118	1	0	118
118	2	0	118
118	3	0	118
118	4	4	118
118	5	10	118
118	6	14	118
118	7	15	118
118	8	16	118
118	9	25	118
118	10	6	118
118	11	7	118
118	12	5	118
118	13	1	118
118	14	0	118
118	15	0	118
119	1	0	119
119	2	0	119
119	3	0	119
119	4	4	119
119	5	11	119
119	6	14	119
119	7	15	119
119	8	16	119
119	9	25	119
119	10	6	119
119	11	7	119
119	12	5	119
119	13	1	119
119	14	0	119
119	15	0	119
120	1	0	120
120	2	0	120
120	3	0	120
120	4	4	120
120	5	11	120
120	6	14	120
120	7	15	120
120	8	16	120
120	9	26	120
120	10	6	120
120	11	7	120
120	12	5	120
120	13	1	120
120	14	0	120
120	15	0	120
121	1	0	121
121	2	0	121
121	3	0	121
121	4	4	121
121	5	11	121
121	6	14	121
121	7	15	121
121	8	16	121
121	9	26	121
121	10	7	121
121	11	7	121
121	12	5	121
121	13	1	121
121	14	0	121
121	15	0	121
122	1	0	122
122	2	0	122
122	3	0	122
122	4	4	122
122	5	11	122
122	6	15	122
122	7	15	122
122	8	16	122
122	9	26	122
122	10	7	122
122	11	7	122
122	12	5	122
122	13	1	122
122	14	0	122
122	15	0	122
123	1	0	123
123	2	0	123
123	3	0	123
123	4	4	123
123	5	11	123
123	6	15	123
123	7	15	123
123	8	17	123
123	9	26	123
123	10	7	123
123	11	7	123
123	12	5	123
123	13	1	123
123	14	0	123
123	15	0	123
124	1	0	124
124	2	0	124
124	3	0	124
124	4	4	124
124	5	11	124
124	6	15	124
124	7	15	124
124	8	17	124
124	9	26	124
124	10	7	124
124	11	8	124
124	12	5	124
124	13	1	124
124	14	0	124
124	15	0	124
125	1	0	125
125	2	0	125
125	3	0	125
125	4	4	125
125	5	11	125
125	6	15	125
125	7	15	125
125	8	18	125
125	9	26	125
125	10	7	125
125	11	8	125
125	12	5	125
125	13	1	125
125	14	0	125
125	15	0	125
126	1	0	126
126	2	0	126
126	3	0	126
126	4	4	126
126	5	11	126
126	6	15	126
126	7	15	126
126	8	19	126
126	9	26	126
126	10	7	126
126	11	8	126
126	12	5	126
126	13	1	126
126	14	0	126
126	15	0	126
127	1	0	127
127	2	0	127
127	3	0	127
127	4	4	127
127	5	11	127
127	6	15	127
127	7	15	127
127	8	19	127
127	9	27	127
127	10	7	127
127	11	8	127
127	12	5	127
127	13	1	127
127	14	0	127
127	15	0	127
128	1	0	128
128	2	0	128
128	3	0	128
128	4	4	128
128	5	11	128
128	6	15	128
128	7	16	128
128	8	19	128
128	9	27	128
128	10	7	128
128	11	8	128
128	12	5	128
128	13	1	128
128	14	0	128
128	15	0	128
129	1	0	129
129	2	0	129
129	3	0	129
129	4	4	129
129	5	11	129
129	6	15	129
129	7	16	129
129	8	20	129
129	9	27	129
129	10	7	129
129	11	8	129
129	12	5	129
129	13	1	129
129	14	0	129
129	15	0	129
130	1	0	130
130	2	0	130
130	3	0	130
130	4	4	130
130	5	11	130
130	6	15	130
130	7	17	130
130	8	20	130
130	9	27	130
130	10	7	130
130	11	8	130
130	12	5	130
130	13	1	130
130	14	0	130
130	15	0	130
131	1	0	131
131	2	0	131
131	3	0	131
131	4	4	131
131	5	11	131
131	6	15	131
131	7	17	131
131	8	20	131
131	9	28	131
131	10	7	131
131	11	8	131
131	12	5	131
131	13	1	131
131	14	0	131
131	15	0	131
132	1	0	132
132	2	0	132
132	3	0	132
132	4	4	132
132	5	11	132
132	6	15	132
132	7	17	132
132	8	21	132
132	9	28	132
132	10	7	132
132	11	8	132
132	12	5	132
132	13	1	132
132	14	0	132
132	15	0	132
133	1	0	133
133	2	0	133
133	3	0	133
133	4	4	133
133	5	11	133
133	6	15	133
133	7	17	133
133	8	22	133
133	9	28	133
133	10	7	133
133	11	8	133
133	12	5	133
133	13	1	133
133	14	0	133
133	15	0	133
134	1	0	134
134	2	0	134
134	3	0	134
134	4	4	134
134	5	11	134
134	6	15	134
134	7	17	134
134	8	22	134
134	9	29	134
134	10	7	134
134	11	8	134
134	12	5	134
134	13	1	134
134	14	0	134
134	15	0	134
135	1	0	135
135	2	0	135
135	3	0	135
135	4	4	135
135	5	11	135
135	6	15	135
135	7	17	135
135	8	23	135
135	9	29	135
135	10	7	135
135	11	8	135
135	12	5	135
135	13	1	135
135	14	0	135
135	15	0	135
136	1	0	136
136	2	0	136
136	3	0	136
136	4	4	136
136	5	11	136
136	6	16	136
136	7	17	136
136	8	23	136
136	9	29	136
136	10	7	136
136	11	8	136
136	12	5	136
136	13	1	136
136	14	0	136
136	15	0	136
137	1	0	137
137	2	0	137
137	3	0	137
137	4	4	137
137	5	11	137
137	6	16	137
137	7	17	137
137	8	24	137
137	9	29	137
137	10	7	137
137	11	8	137
137	12	5	137
137	13	1	137
137	14	0	137
137	15	0	137
138	1	0	138
138	2	0	138
138	3	1	138
138	4	4	138
138	5	11	138
138	6	16	138
138	7	17	138
138	8	24	138
138	9	29	138
138	10	7	138
138	11	8	138
138	12	5	138
138	13	1	138
138	14	0	138
138	15	0	138
139	1	0	139
139	2	0	139
139	3	1	139
139	4	4	139
139	5	11	139
139	6	16	139
139	7	17	139
139	8	25	139
139	9	29	139
139	10	7	139
139	11	8	139
139	12	5	139
139	13	1	139
139	14	0	139
139	15	0	139
140	1	0	140
140	2	0	140
140	3	1	140
140	4	4	140
140	5	11	140
140	6	16	140
140	7	17	140
140	8	26	140
140	9	29	140
140	10	7	140
140	11	8	140
140	12	5	140
140	13	1	140
140	14	0	140
140	15	0	140
141	1	0	141
141	2	0	141
141	3	1	141
141	4	4	141
141	5	11	141
141	6	16	141
141	7	17	141
141	8	26	141
141	9	30	141
141	10	7	141
141	11	8	141
141	12	5	141
141	13	1	141
141	14	0	141
141	15	0	141
142	1	0	142
142	2	0	142
142	3	1	142
142	4	4	142
142	5	11	142
142	6	16	142
142	7	18	142
142	8	26	142
142	9	30	142
142	10	7	142
142	11	8	142
142	12	5	142
142	13	1	142
142	14	0	142
142	15	0	142
143	1	0	143
143	2	0	143
143	3	1	143
143	4	4	143
143	5	12	143
143	6	16	143
143	7	18	143
143	8	26	143
143	9	30	143
143	10	7	143
143	11	8	143
143	12	5	143
143	13	1	143
143	14	0	143
143	15	0	143
144	1	0	144
144	2	0	144
144	3	1	144
144	4	4	144
144	5	12	144
144	6	16	144
144	7	18	144
144	8	26	144
144	9	30	144
144	10	8	144
144	11	8	144
144	12	5	144
144	13	1	144
144	14	0	144
144	15	0	144
145	1	0	145
145	2	0	145
145	3	1	145
145	4	4	145
145	5	12	145
145	6	16	145
145	7	18	145
145	8	26	145
145	9	31	145
145	10	8	145
145	11	8	145
145	12	5	145
145	13	1	145
145	14	0	145
145	15	0	145
146	1	0	146
146	2	0	146
146	3	1	146
146	4	4	146
146	5	12	146
146	6	16	146
146	7	19	146
146	8	26	146
146	9	31	146
146	10	8	146
146	11	8	146
146	12	5	146
146	13	1	146
146	14	0	146
146	15	0	146
147	1	0	147
147	2	0	147
147	3	1	147
147	4	4	147
147	5	12	147
147	6	16	147
147	7	19	147
147	8	27	147
147	9	31	147
147	10	8	147
147	11	8	147
147	12	5	147
147	13	1	147
147	14	0	147
147	15	0	147
148	1	0	148
148	2	0	148
148	3	1	148
148	4	4	148
148	5	12	148
148	6	16	148
148	7	20	148
148	8	27	148
148	9	31	148
148	10	8	148
148	11	8	148
148	12	5	148
148	13	1	148
148	14	0	148
148	15	0	148
149	1	0	149
149	2	0	149
149	3	1	149
149	4	4	149
149	5	12	149
149	6	16	149
149	7	20	149
149	8	28	149
149	9	31	149
149	10	8	149
149	11	8	149
149	12	5	149
149	13	1	149
149	14	0	149
149	15	0	149
150	1	0	150
150	2	0	150
150	3	1	150
150	4	4	150
150	5	12	150
150	6	16	150
150	7	20	150
150	8	29	150
150	9	31	150
150	10	8	150
150	11	8	150
150	12	5	150
150	13	1	150
150	14	0	150
150	15	0	150
151	1	0	151
151	2	0	151
151	3	1	151
151	4	4	151
151	5	13	151
151	6	16	151
151	7	20	151
151	8	29	151
151	9	31	151
151	10	8	151
151	11	8	151
151	12	5	151
151	13	1	151
151	14	0	151
151	15	0	151
152	1	0	152
152	2	0	152
152	3	1	152
152	4	4	152
152	5	13	152
152	6	17	152
152	7	20	152
152	8	29	152
152	9	31	152
152	10	8	152
152	11	8	152
152	12	5	152
152	13	1	152
152	14	0	152
152	15	0	152
153	1	0	153
153	2	0	153
153	3	1	153
153	4	4	153
153	5	13	153
153	6	17	153
153	7	20	153
153	8	29	153
153	9	32	153
153	10	8	153
153	11	8	153
153	12	5	153
153	13	1	153
153	14	0	153
153	15	0	153
154	1	0	154
154	2	0	154
154	3	1	154
154	4	4	154
154	5	13	154
154	6	17	154
154	7	20	154
154	8	30	154
154	9	32	154
154	10	8	154
154	11	8	154
154	12	5	154
154	13	1	154
154	14	0	154
154	15	0	154
155	1	0	155
155	2	0	155
155	3	1	155
155	4	4	155
155	5	13	155
155	6	18	155
155	7	20	155
155	8	30	155
155	9	32	155
155	10	8	155
155	11	8	155
155	12	5	155
155	13	1	155
155	14	0	155
155	15	0	155
156	1	0	156
156	2	0	156
156	3	1	156
156	4	4	156
156	5	13	156
156	6	18	156
156	7	20	156
156	8	31	156
156	9	32	156
156	10	8	156
156	11	8	156
156	12	5	156
156	13	1	156
156	14	0	156
156	15	0	156
157	1	0	157
157	2	0	157
157	3	1	157
157	4	4	157
157	5	13	157
157	6	18	157
157	7	20	157
157	8	31	157
157	9	33	157
157	10	8	157
157	11	8	157
157	12	5	157
157	13	1	157
157	14	0	157
157	15	0	157
158	1	0	158
158	2	0	158
158	3	1	158
158	4	4	158
158	5	13	158
158	6	19	158
158	7	20	158
158	8	31	158
158	9	33	158
158	10	8	158
158	11	8	158
158	12	5	158
158	13	1	158
158	14	0	158
158	15	0	158
159	1	0	159
159	2	0	159
159	3	1	159
159	4	4	159
159	5	13	159
159	6	19	159
159	7	20	159
159	8	32	159
159	9	33	159
159	10	8	159
159	11	8	159
159	12	5	159
159	13	1	159
159	14	0	159
159	15	0	159
160	1	0	160
160	2	0	160
160	3	1	160
160	4	4	160
160	5	13	160
160	6	20	160
160	7	20	160
160	8	32	160
160	9	33	160
160	10	8	160
160	11	8	160
160	12	5	160
160	13	1	160
160	14	0	160
160	15	0	160
161	1	0	161
161	2	0	161
161	3	1	161
161	4	4	161
161	5	13	161
161	6	20	161
161	7	20	161
161	8	33	161
161	9	33	161
161	10	8	161
161	11	8	161
161	12	5	161
161	13	1	161
161	14	0	161
161	15	0	161
162	1	0	162
162	2	0	162
162	3	1	162
162	4	4	162
162	5	13	162
162	6	20	162
162	7	20	162
162	8	34	162
162	9	33	162
162	10	8	162
162	11	8	162
162	12	5	162
162	13	1	162
162	14	0	162
162	15	0	162
163	1	0	163
163	2	0	163
163	3	1	163
163	4	4	163
163	5	13	163
163	6	20	163
163	7	20	163
163	8	35	163
163	9	33	163
163	10	8	163
163	11	8	163
163	12	5	163
163	13	1	163
163	14	0	163
163	15	0	163
164	1	0	164
164	2	0	164
164	3	1	164
164	4	4	164
164	5	13	164
164	6	21	164
164	7	20	164
164	8	35	164
164	9	33	164
164	10	8	164
164	11	8	164
164	12	5	164
164	13	1	164
164	14	0	164
164	15	0	164
165	1	0	165
165	2	0	165
165	3	1	165
165	4	4	165
165	5	13	165
165	6	21	165
165	7	20	165
165	8	35	165
165	9	33	165
165	10	9	165
165	11	8	165
165	12	5	165
165	13	1	165
165	14	0	165
165	15	0	165
166	1	0	166
166	2	0	166
166	3	1	166
166	4	4	166
166	5	13	166
166	6	21	166
166	7	21	166
166	8	35	166
166	9	33	166
166	10	9	166
166	11	8	166
166	12	5	166
166	13	1	166
166	14	0	166
166	15	0	166
167	1	0	167
167	2	0	167
167	3	1	167
167	4	4	167
167	5	13	167
167	6	22	167
167	7	21	167
167	8	35	167
167	9	33	167
167	10	9	167
167	11	8	167
167	12	5	167
167	13	1	167
167	14	0	167
167	15	0	167
168	1	0	168
168	2	0	168
168	3	1	168
168	4	4	168
168	5	13	168
168	6	22	168
168	7	21	168
168	8	35	168
168	9	34	168
168	10	9	168
168	11	8	168
168	12	5	168
168	13	1	168
168	14	0	168
168	15	0	168
169	1	0	169
169	2	0	169
169	3	1	169
169	4	4	169
169	5	13	169
169	6	22	169
169	7	21	169
169	8	35	169
169	9	35	169
169	10	9	169
169	11	8	169
169	12	5	169
169	13	1	169
169	14	0	169
169	15	0	169
170	1	0	170
170	2	0	170
170	3	1	170
170	4	4	170
170	5	13	170
170	6	22	170
170	7	22	170
170	8	35	170
170	9	35	170
170	10	9	170
170	11	8	170
170	12	5	170
170	13	1	170
170	14	0	170
170	15	0	170
171	1	0	171
171	2	0	171
171	3	1	171
171	4	4	171
171	5	13	171
171	6	23	171
171	7	22	171
171	8	35	171
171	9	35	171
171	10	9	171
171	11	8	171
171	12	5	171
171	13	1	171
171	14	0	171
171	15	0	171
172	1	0	172
172	2	0	172
172	3	1	172
172	4	4	172
172	5	13	172
172	6	23	172
172	7	22	172
172	8	35	172
172	9	36	172
172	10	9	172
172	11	8	172
172	12	5	172
172	13	1	172
172	14	0	172
172	15	0	172
173	1	0	173
173	2	0	173
173	3	1	173
173	4	5	173
173	5	13	173
173	6	23	173
173	7	22	173
173	8	35	173
173	9	36	173
173	10	9	173
173	11	8	173
173	12	5	173
173	13	1	173
173	14	0	173
173	15	0	173
174	1	0	174
174	2	0	174
174	3	1	174
174	4	5	174
174	5	14	174
174	6	23	174
174	7	22	174
174	8	35	174
174	9	36	174
174	10	9	174
174	11	8	174
174	12	5	174
174	13	1	174
174	14	0	174
174	15	0	174
175	1	0	175
175	2	0	175
175	3	1	175
175	4	5	175
175	5	15	175
175	6	23	175
175	7	22	175
175	8	35	175
175	9	36	175
175	10	9	175
175	11	8	175
175	12	5	175
175	13	1	175
175	14	0	175
175	15	0	175
176	1	0	176
176	2	0	176
176	3	1	176
176	4	5	176
176	5	15	176
176	6	23	176
176	7	22	176
176	8	35	176
176	9	36	176
176	10	10	176
176	11	8	176
176	12	5	176
176	13	1	176
176	14	0	176
176	15	0	176
177	1	0	177
177	2	0	177
177	3	1	177
177	4	5	177
177	5	15	177
177	6	23	177
177	7	23	177
177	8	35	177
177	9	36	177
177	10	10	177
177	11	8	177
177	12	5	177
177	13	1	177
177	14	0	177
177	15	0	177
178	1	0	178
178	2	0	178
178	3	1	178
178	4	5	178
178	5	15	178
178	6	23	178
178	7	23	178
178	8	36	178
178	9	36	178
178	10	10	178
178	11	8	178
178	12	5	178
178	13	1	178
178	14	0	178
178	15	0	178
179	1	0	179
179	2	0	179
179	3	1	179
179	4	5	179
179	5	15	179
179	6	24	179
179	7	23	179
179	8	36	179
179	9	36	179
179	10	10	179
179	11	8	179
179	12	5	179
179	13	1	179
179	14	0	179
179	15	0	179
180	1	0	180
180	2	0	180
180	3	1	180
180	4	5	180
180	5	16	180
180	6	24	180
180	7	23	180
180	8	36	180
180	9	36	180
180	10	10	180
180	11	8	180
180	12	5	180
180	13	1	180
180	14	0	180
180	15	0	180
181	1	0	181
181	2	0	181
181	3	1	181
181	4	5	181
181	5	17	181
181	6	24	181
181	7	23	181
181	8	36	181
181	9	36	181
181	10	10	181
181	11	8	181
181	12	5	181
181	13	1	181
181	14	0	181
181	15	0	181
182	1	0	182
182	2	0	182
182	3	1	182
182	4	5	182
182	5	17	182
182	6	24	182
182	7	24	182
182	8	36	182
182	9	36	182
182	10	10	182
182	11	8	182
182	12	5	182
182	13	1	182
182	14	0	182
182	15	0	182
183	1	0	183
183	2	0	183
183	3	1	183
183	4	5	183
183	5	17	183
183	6	24	183
183	7	25	183
183	8	36	183
183	9	36	183
183	10	10	183
183	11	8	183
183	12	5	183
183	13	1	183
183	14	0	183
183	15	0	183
184	1	0	184
184	2	0	184
184	3	1	184
184	4	5	184
184	5	17	184
184	6	25	184
184	7	25	184
184	8	36	184
184	9	36	184
184	10	10	184
184	11	8	184
184	12	5	184
184	13	1	184
184	14	0	184
184	15	0	184
185	1	0	185
185	2	0	185
185	3	1	185
185	4	5	185
185	5	17	185
185	6	25	185
185	7	26	185
185	8	36	185
185	9	36	185
185	10	10	185
185	11	8	185
185	12	5	185
185	13	1	185
185	14	0	185
185	15	0	185
186	1	0	186
186	2	0	186
186	3	1	186
186	4	5	186
186	5	17	186
186	6	25	186
186	7	26	186
186	8	36	186
186	9	36	186
186	10	11	186
186	11	8	186
186	12	5	186
186	13	1	186
186	14	0	186
186	15	0	186
187	1	0	187
187	2	0	187
187	3	1	187
187	4	5	187
187	5	17	187
187	6	25	187
187	7	26	187
187	8	36	187
187	9	36	187
187	10	11	187
187	11	9	187
187	12	5	187
187	13	1	187
187	14	0	187
187	15	0	187
188	1	0	188
188	2	0	188
188	3	1	188
188	4	5	188
188	5	17	188
188	6	25	188
188	7	26	188
188	8	36	188
188	9	36	188
188	10	11	188
188	11	10	188
188	12	5	188
188	13	1	188
188	14	0	188
188	15	0	188
189	1	0	189
189	2	0	189
189	3	1	189
189	4	5	189
189	5	17	189
189	6	25	189
189	7	26	189
189	8	37	189
189	9	36	189
189	10	11	189
189	11	10	189
189	12	5	189
189	13	1	189
189	14	0	189
189	15	0	189
190	1	0	190
190	2	0	190
190	3	1	190
190	4	5	190
190	5	17	190
190	6	25	190
190	7	26	190
190	8	38	190
190	9	36	190
190	10	11	190
190	11	10	190
190	12	5	190
190	13	1	190
190	14	0	190
190	15	0	190
191	1	0	191
191	2	0	191
191	3	1	191
191	4	5	191
191	5	17	191
191	6	25	191
191	7	26	191
191	8	38	191
191	9	37	191
191	10	11	191
191	11	10	191
191	12	5	191
191	13	1	191
191	14	0	191
191	15	0	191
192	1	0	192
192	2	0	192
192	3	1	192
192	4	5	192
192	5	17	192
192	6	25	192
192	7	26	192
192	8	39	192
192	9	37	192
192	10	11	192
192	11	10	192
192	12	5	192
192	13	1	192
192	14	0	192
192	15	0	192
193	1	0	193
193	2	0	193
193	3	1	193
193	4	5	193
193	5	17	193
193	6	25	193
193	7	26	193
193	8	39	193
193	9	38	193
193	10	11	193
193	11	10	193
193	12	5	193
193	13	1	193
193	14	0	193
193	15	0	193
194	1	0	194
194	2	0	194
194	3	1	194
194	4	5	194
194	5	17	194
194	6	25	194
194	7	26	194
194	8	40	194
194	9	38	194
194	10	11	194
194	11	10	194
194	12	5	194
194	13	1	194
194	14	0	194
194	15	0	194
195	1	0	195
195	2	0	195
195	3	1	195
195	4	5	195
195	5	17	195
195	6	25	195
195	7	27	195
195	8	40	195
195	9	38	195
195	10	11	195
195	11	10	195
195	12	5	195
195	13	1	195
195	14	0	195
195	15	0	195
196	1	0	196
196	2	0	196
196	3	1	196
196	4	5	196
196	5	17	196
196	6	25	196
196	7	27	196
196	8	40	196
196	9	39	196
196	10	11	196
196	11	10	196
196	12	5	196
196	13	1	196
196	14	0	196
196	15	0	196
197	1	0	197
197	2	0	197
197	3	1	197
197	4	5	197
197	5	17	197
197	6	25	197
197	7	27	197
197	8	41	197
197	9	39	197
197	10	11	197
197	11	10	197
197	12	5	197
197	13	1	197
197	14	0	197
197	15	0	197
198	1	0	198
198	2	0	198
198	3	1	198
198	4	5	198
198	5	17	198
198	6	25	198
198	7	27	198
198	8	41	198
198	9	39	198
198	10	12	198
198	11	10	198
198	12	5	198
198	13	1	198
198	14	0	198
198	15	0	198
199	1	0	199
199	2	0	199
199	3	1	199
199	4	5	199
199	5	17	199
199	6	25	199
199	7	27	199
199	8	41	199
199	9	40	199
199	10	12	199
199	11	10	199
199	12	5	199
199	13	1	199
199	14	0	199
199	15	0	199
200	1	0	200
200	2	0	200
200	3	1	200
200	4	5	200
200	5	17	200
200	6	25	200
200	7	27	200
200	8	41	200
200	9	40	200
200	10	13	200
200	11	10	200
200	12	5	200
200	13	1	200
200	14	0	200
200	15	0	200
201	1	0	201
201	2	0	201
201	3	1	201
201	4	5	201
201	5	17	201
201	6	25	201
201	7	27	201
201	8	42	201
201	9	40	201
201	10	13	201
201	11	10	201
201	12	5	201
201	13	1	201
201	14	0	201
201	15	0	201
202	1	0	202
202	2	0	202
202	3	1	202
202	4	5	202
202	5	17	202
202	6	25	202
202	7	27	202
202	8	43	202
202	9	40	202
202	10	13	202
202	11	10	202
202	12	5	202
202	13	1	202
202	14	0	202
202	15	0	202
203	1	0	203
203	2	0	203
203	3	1	203
203	4	5	203
203	5	17	203
203	6	25	203
203	7	27	203
203	8	43	203
203	9	40	203
203	10	14	203
203	11	10	203
203	12	5	203
203	13	1	203
203	14	0	203
203	15	0	203
204	1	0	204
204	2	0	204
204	3	1	204
204	4	5	204
204	5	17	204
204	6	25	204
204	7	27	204
204	8	43	204
204	9	41	204
204	10	14	204
204	11	10	204
204	12	5	204
204	13	1	204
204	14	0	204
204	15	0	204
205	1	0	205
205	2	0	205
205	3	1	205
205	4	5	205
205	5	17	205
205	6	25	205
205	7	27	205
205	8	43	205
205	9	41	205
205	10	14	205
205	11	10	205
205	12	6	205
205	13	1	205
205	14	0	205
205	15	0	205
206	1	0	206
206	2	0	206
206	3	1	206
206	4	5	206
206	5	17	206
206	6	25	206
206	7	27	206
206	8	44	206
206	9	41	206
206	10	14	206
206	11	10	206
206	12	6	206
206	13	1	206
206	14	0	206
206	15	0	206
207	1	0	207
207	2	0	207
207	3	1	207
207	4	5	207
207	5	17	207
207	6	25	207
207	7	27	207
207	8	45	207
207	9	41	207
207	10	14	207
207	11	10	207
207	12	6	207
207	13	1	207
207	14	0	207
207	15	0	207
208	1	0	208
208	2	0	208
208	3	1	208
208	4	5	208
208	5	17	208
208	6	25	208
208	7	28	208
208	8	45	208
208	9	41	208
208	10	14	208
208	11	10	208
208	12	6	208
208	13	1	208
208	14	0	208
208	15	0	208
209	1	0	209
209	2	0	209
209	3	1	209
209	4	5	209
209	5	17	209
209	6	25	209
209	7	28	209
209	8	45	209
209	9	42	209
209	10	14	209
209	11	10	209
209	12	6	209
209	13	1	209
209	14	0	209
209	15	0	209
210	1	0	210
210	2	0	210
210	3	1	210
210	4	5	210
210	5	17	210
210	6	26	210
210	7	28	210
210	8	45	210
210	9	42	210
210	10	14	210
210	11	10	210
210	12	6	210
210	13	1	210
210	14	0	210
210	15	0	210
211	1	0	211
211	2	0	211
211	3	1	211
211	4	5	211
211	5	17	211
211	6	26	211
211	7	28	211
211	8	45	211
211	9	43	211
211	10	14	211
211	11	10	211
211	12	6	211
211	13	1	211
211	14	0	211
211	15	0	211
212	1	0	212
212	2	0	212
212	3	1	212
212	4	6	212
212	5	17	212
212	6	26	212
212	7	28	212
212	8	45	212
212	9	43	212
212	10	14	212
212	11	10	212
212	12	6	212
212	13	1	212
212	14	0	212
212	15	0	212
213	1	0	213
213	2	0	213
213	3	1	213
213	4	6	213
213	5	17	213
213	6	27	213
213	7	28	213
213	8	45	213
213	9	43	213
213	10	14	213
213	11	10	213
213	12	6	213
213	13	1	213
213	14	0	213
213	15	0	213
214	1	0	214
214	2	0	214
214	3	1	214
214	4	6	214
214	5	18	214
214	6	27	214
214	7	28	214
214	8	45	214
214	9	43	214
214	10	14	214
214	11	10	214
214	12	6	214
214	13	1	214
214	14	0	214
214	15	0	214
215	1	0	215
215	2	0	215
215	3	1	215
215	4	6	215
215	5	18	215
215	6	27	215
215	7	28	215
215	8	46	215
215	9	43	215
215	10	14	215
215	11	10	215
215	12	6	215
215	13	1	215
215	14	0	215
215	15	0	215
216	1	0	216
216	2	0	216
216	3	1	216
216	4	6	216
216	5	18	216
216	6	28	216
216	7	28	216
216	8	46	216
216	9	43	216
216	10	14	216
216	11	10	216
216	12	6	216
216	13	1	216
216	14	0	216
216	15	0	216
217	1	0	217
217	2	0	217
217	3	1	217
217	4	6	217
217	5	18	217
217	6	28	217
217	7	29	217
217	8	46	217
217	9	43	217
217	10	14	217
217	11	10	217
217	12	6	217
217	13	1	217
217	14	0	217
217	15	0	217
218	1	0	218
218	2	0	218
218	3	1	218
218	4	6	218
218	5	18	218
218	6	28	218
218	7	29	218
218	8	47	218
218	9	43	218
218	10	14	218
218	11	10	218
218	12	6	218
218	13	1	218
218	14	0	218
218	15	0	218
219	1	0	219
219	2	0	219
219	3	1	219
219	4	6	219
219	5	18	219
219	6	28	219
219	7	30	219
219	8	47	219
219	9	43	219
219	10	14	219
219	11	10	219
219	12	6	219
219	13	1	219
219	14	0	219
219	15	0	219
220	1	0	220
220	2	0	220
220	3	1	220
220	4	6	220
220	5	18	220
220	6	29	220
220	7	30	220
220	8	47	220
220	9	43	220
220	10	14	220
220	11	10	220
220	12	6	220
220	13	1	220
220	14	0	220
220	15	0	220
221	1	0	221
221	2	0	221
221	3	1	221
221	4	6	221
221	5	18	221
221	6	29	221
221	7	30	221
221	8	47	221
221	9	43	221
221	10	14	221
221	11	11	221
221	12	6	221
221	13	1	221
221	14	0	221
221	15	0	221
222	1	0	222
222	2	0	222
222	3	1	222
222	4	6	222
222	5	18	222
222	6	30	222
222	7	30	222
222	8	47	222
222	9	43	222
222	10	14	222
222	11	11	222
222	12	6	222
222	13	1	222
222	14	0	222
222	15	0	222
223	1	0	223
223	2	0	223
223	3	1	223
223	4	6	223
223	5	18	223
223	6	30	223
223	7	30	223
223	8	47	223
223	9	43	223
223	10	15	223
223	11	11	223
223	12	6	223
223	13	1	223
223	14	0	223
223	15	0	223
224	1	0	224
224	2	0	224
224	3	1	224
224	4	7	224
224	5	18	224
224	6	30	224
224	7	30	224
224	8	47	224
224	9	43	224
224	10	15	224
224	11	11	224
224	12	6	224
224	13	1	224
224	14	0	224
224	15	0	224
225	1	0	225
225	2	0	225
225	3	1	225
225	4	7	225
225	5	18	225
225	6	30	225
225	7	31	225
225	8	47	225
225	9	43	225
225	10	15	225
225	11	11	225
225	12	6	225
225	13	1	225
225	14	0	225
225	15	0	225
226	1	0	226
226	2	0	226
226	3	1	226
226	4	7	226
226	5	18	226
226	6	30	226
226	7	31	226
226	8	47	226
226	9	43	226
226	10	15	226
226	11	12	226
226	12	6	226
226	13	1	226
226	14	0	226
226	15	0	226
227	1	0	227
227	2	0	227
227	3	1	227
227	4	7	227
227	5	18	227
227	6	30	227
227	7	32	227
227	8	47	227
227	9	43	227
227	10	15	227
227	11	12	227
227	12	6	227
227	13	1	227
227	14	0	227
227	15	0	227
228	1	0	228
228	2	0	228
228	3	1	228
228	4	7	228
228	5	18	228
228	6	31	228
228	7	32	228
228	8	47	228
228	9	43	228
228	10	15	228
228	11	12	228
228	12	6	228
228	13	1	228
228	14	0	228
228	15	0	228
229	1	0	229
229	2	0	229
229	3	1	229
229	4	7	229
229	5	18	229
229	6	31	229
229	7	32	229
229	8	48	229
229	9	43	229
229	10	15	229
229	11	12	229
229	12	6	229
229	13	1	229
229	14	0	229
229	15	0	229
230	1	0	230
230	2	0	230
230	3	1	230
230	4	7	230
230	5	18	230
230	6	31	230
230	7	32	230
230	8	48	230
230	9	43	230
230	10	16	230
230	11	12	230
230	12	6	230
230	13	1	230
230	14	0	230
230	15	0	230
231	1	0	231
231	2	0	231
231	3	1	231
231	4	7	231
231	5	18	231
231	6	32	231
231	7	32	231
231	8	48	231
231	9	43	231
231	10	16	231
231	11	12	231
231	12	6	231
231	13	1	231
231	14	0	231
231	15	0	231
232	1	0	232
232	2	0	232
232	3	1	232
232	4	7	232
232	5	18	232
232	6	32	232
232	7	32	232
232	8	48	232
232	9	43	232
232	10	17	232
232	11	12	232
232	12	6	232
232	13	1	232
232	14	0	232
232	15	0	232
233	1	0	233
233	2	0	233
233	3	1	233
233	4	7	233
233	5	18	233
233	6	32	233
233	7	32	233
233	8	48	233
233	9	44	233
233	10	17	233
233	11	12	233
