showSelected1	ymin	ymax	xmin	xmax
84	0	0	0.55	1.45
84	0	0	1.55	2.45
84	0	3	2.55	3.45
84	0	4	3.55	4.45
84	0	9	4.55	5.45
84	0	11	5.55	6.45
84	0	22	6.55	7.45
84	0	16	7.55	8.45
84	0	3	8.55	9.45
84	0	4	9.55	10.45
84	0	0	10.55	11.45
84	0	0	11.55	12.45
85	0	0	0.55	1.45
85	0	0	1.55	2.45
85	0	3	2.55	3.45
85	0	4	3.55	4.45
85	0	10	4.55	5.45
85	0	11	5.55	6.45
85	0	22	6.55	7.45
85	0	16	7.55	8.45
85	0	3	8.55	9.45
85	0	4	9.55	10.45
85	0	0	10.55	11.45
85	0	0	11.55	12.45
86	0	0	0.55	1.45
86	0	0	1.55	2.45
86	0	3	2.55	3.45
86	0	4	3.55	4.45
86	0	10	4.55	5.45
86	0	11	5.55	6.45
86	0	22	6.55	7.45
86	0	17	7.55	8.45
86	0	3	8.55	9.45
86	0	4	9.55	10.45
86	0	0	10.55	11.45
86	0	0	11.55	12.45
87	0	0	0.55	1.45
87	0	0	1.55	2.45
87	0	3	2.55	3.45
87	0	4	3.55	4.45
87	0	10	4.55	5.45
87	0	12	5.55	6.45
87	0	22	6.55	7.45
87	0	17	7.55	8.45
87	0	3	8.55	9.45
87	0	4	9.55	10.45
87	0	0	10.55	11.45
87	0	0	11.55	12.45
88	0	0	0.55	1.45
88	0	0	1.55	2.45
88	0	3	2.55	3.45
88	0	4	3.55	4.45
88	0	10	4.55	5.45
88	0	12	5.55	6.45
88	0	23	6.55	7.45
88	0	17	7.55	8.45
88	0	3	8.55	9.45
88	0	4	9.55	10.45
88	0	0	10.55	11.45
88	0	0	11.55	12.45
89	0	0	0.55	1.45
89	0	0	1.55	2.45
89	0	3	2.55	3.45
89	0	4	3.55	4.45
89	0	10	4.55	5.45
89	0	12	5.55	6.45
89	0	23	6.55	7.45
89	0	17	7.55	8.45
89	0	4	8.55	9.45
89	0	4	9.55	10.45
89	0	0	10.55	11.45
89	0	0	11.55	12.45
90	0	0	0.55	1.45
90	0	0	1.55	2.45
90	0	3	2.55	3.45
90	0	4	3.55	4.45
90	0	10	4.55	5.45
90	0	12	5.55	6.45
90	0	23	6.55	7.45
90	0	18	7.55	8.45
90	0	4	8.55	9.45
90	0	4	9.55	10.45
90	0	0	10.55	11.45
90	0	0	11.55	12.45
91	0	0	0.55	1.45
91	0	0	1.55	2.45
91	0	3	2.55	3.45
91	0	5	3.55	4.45
91	0	10	4.55	5.45
91	0	12	5.55	6.45
91	0	23	6.55	7.45
91	0	18	7.55	8.45
91	0	4	8.55	9.45
91	0	4	9.55	10.45
91	0	0	10.55	11.45
91	0	0	11.55	12.45
92	0	0	0.55	1.45
92	0	0	1.55	2.45
92	0	3	2.55	3.45
92	0	5	3.55	4.45
92	0	10	4.55	5.45
92	0	12	5.55	6.45
92	0	23	6.55	7.45
92	0	18	7.55	8.45
92	0	4	8.55	9.45
92	0	5	9.55	10.45
92	0	0	10.55	11.45
92	0	0	11.55	12.45
93	0	0	0.55	1.45
93	0	0	1.55	2.45
93	0	3	2.55	3.45
93	0	5	3.55	4.45
93	0	10	4.55	5.45
93	0	13	5.55	6.45
93	0	23	6.55	7.45
93	0	18	7.55	8.45
93	0	4	8.55	9.45
93	0	5	9.55	10.45
93	0	0	10.55	11.45
93	0	0	11.55	12.45
94	0	0	0.55	1.45
94	0	0	1.55	2.45
94	0	3	2.55	3.45
94	0	5	3.55	4.45
94	0	10	4.55	5.45
94	0	13	5.55	6.45
94	0	23	6.55	7.45
94	0	18	7.55	8.45
94	0	5	8.55	9.45
94	0	5	9.55	10.45
94	0	0	10.55	11.45
94	0	0	11.55	12.45
95	0	0	0.55	1.45
95	0	0	1.55	2.45
95	0	3	2.55	3.45
95	0	5	3.55	4.45
95	0	10	4.55	5.45
95	0	13	5.55	6.45
95	0	24	6.55	7.45
95	0	18	7.55	8.45
95	0	5	8.55	9.45
95	0	5	9.55	10.45
95	0	0	10.55	11.45
95	0	0	11.55	12.45
96	0	0	0.55	1.45
96	0	0	1.55	2.45
96	0	3	2.55	3.45
96	0	5	3.55	4.45
96	0	11	4.55	5.45
96	0	13	5.55	6.45
96	0	24	6.55	7.45
96	0	18	7.55	8.45
96	0	5	8.55	9.45
96	0	5	9.55	10.45
96	0	0	10.55	11.45
96	0	0	11.55	12.45
97	0	0	0.55	1.45
97	0	0	1.55	2.45
97	0	3	2.55	3.45
97	0	5	3.55	4.45
97	0	11	4.55	5.45
97	0	14	5.55	6.45
97	0	24	6.55	7.45
97	0	18	7.55	8.45
97	0	5	8.55	9.45
97	0	5	9.55	10.45
97	0	0	10.55	11.45
97	0	0	11.55	12.45
98	0	0	0.55	1.45
98	0	0	1.55	2.45
98	0	3	2.55	3.45
98	0	5	3.55	4.45
98	0	11	4.55	5.45
98	0	14	5.55	6.45
98	0	25	6.55	7.45
98	0	18	7.55	8.45
98	0	5	8.55	9.45
98	0	5	9.55	10.45
98	0	0	10.55	11.45
98	0	0	11.55	12.45
99	0	0	0.55	1.45
99	0	0	1.55	2.45
99	0	3	2.55	3.45
99	0	6	3.55	4.45
99	0	11	4.55	5.45
99	0	14	5.55	6.45
99	0	25	6.55	7.45
99	0	18	7.55	8.45
99	0	5	8.55	9.45
99	0	5	9.55	10.45
99	0	0	10.55	11.45
99	0	0	11.55	12.45
100	0	0	0.55	1.45
100	0	0	1.55	2.45
100	0	3	2.55	3.45
100	0	6	3.55	4.45
100	0	11	4.55	5.45
100	0	14	5.55	6.45
100	0	26	6.55	7.45
100	0	18	7.55	8.45
100	0	5	8.55	9.45
100	0	5	9.55	10.45
100	0	0	10.55	11.45
100	0	0	11.55	12.45
101	0	0	0.55	1.45
101	0	0	1.55	2.45
101	0	3	2.55	3.45
101	0	6	3.55	4.45
101	0	11	4.55	5.45
101	0	14	5.55	6.45
101	0	27	6.55	7.45
101	0	18	7.55	8.45
101	0	5	8.55	9.45
101	0	5	9.55	10.45
101	0	0	10.55	11.45
101	0	0	11.55	12.45
102	0	0	0.55	1.45
102	0	0	1.55	2.45
102	0	3	2.55	3.45
102	0	6	3.55	4.45
102	0	11	4.55	5.45
102	0	15	5.55	6.45
102	0	27	6.55	7.45
102	0	18	7.55	8.45
102	0	5	8.55	9.45
102	0	5	9.55	10.45
102	0	0	10.55	11.45
102	0	0	11.55	12.45
103	0	0	0.55	1.45
103	0	0	1.55	2.45
103	0	3	2.55	3.45
103	0	6	3.55	4.45
103	0	11	4.55	5.45
103	0	15	5.55	6.45
103	0	28	6.55	7.45
103	0	18	7.55	8.45
103	0	5	8.55	9.45
103	0	5	9.55	10.45
103	0	0	10.55	11.45
103	0	0	11.55	12.45
104	0	0	0.55	1.45
104	0	0	1.55	2.45
104	0	3	2.55	3.45
104	0	6	3.55	4.45
104	0	11	4.55	5.45
104	0	16	5.55	6.45
104	0	28	6.55	7.45
104	0	18	7.55	8.45
104	0	5	8.55	9.45
104	0	5	9.55	10.45
104	0	0	10.55	11.45
104	0	0	11.55	12.45
105	0	0	0.55	1.45
105	0	0	1.55	2.45
105	0	3	2.55	3.45
105	0	6	3.55	4.45
105	0	11	4.55	5.45
105	0	16	5.55	6.45
105	0	28	6.55	7.45
105	0	19	7.55	8.45
105	0	5	8.55	9.45
105	0	5	9.55	10.45
105	0	0	10.55	11.45
105	0	0	11.55	12.45
106	0	0	0.55	1.45
106	0	0	1.55	2.45
106	0	3	2.55	3.45
106	0	6	3.55	4.45
106	0	11	4.55	5.45
106	0	17	5.55	6.45
106	0	28	6.55	7.45
106	0	19	7.55	8.45
106	0	5	8.55	9.45
106	0	5	9.55	10.45
106	0	0	10.55	11.45
106	0	0	11.55	12.45
107	0	0	0.55	1.45
107	0	0	1.55	2.45
107	0	3	2.55	3.45
107	0	6	3.55	4.45
107	0	11	4.55	5.45
107	0	17	5.55	6.45
107	0	29	6.55	7.45
107	0	19	7.55	8.45
107	0	5	8.55	9.45
107	0	5	9.55	10.45
107	0	0	10.55	11.45
107	0	0	11.55	12.45
108	0	0	0.55	1.45
108	0	0	1.55	2.45
108	0	4	2.55	3.45
108	0	6	3.55	4.45
108	0	11	4.55	5.45
108	0	17	5.55	6.45
108	0	29	6.55	7.45
108	0	19	7.55	8.45
108	0	5	8.55	9.45
108	0	5	9.55	10.45
108	0	0	10.55	11.45
108	0	0	11.55	12.45
109	0	0	0.55	1.45
109	0	0	1.55	2.45
109	0	4	2.55	3.45
109	0	6	3.55	4.45
109	0	11	4.55	5.45
109	0	17	5.55	6.45
109	0	29	6.55	7.45
109	0	20	7.55	8.45
109	0	5	8.55	9.45
109	0	5	9.55	10.45
109	0	0	10.55	11.45
109	0	0	11.55	12.45
110	0	0	0.55	1.45
110	0	0	1.55	2.45
110	0	4	2.55	3.45
110	0	6	3.55	4.45
110	0	11	4.55	5.45
110	0	18	5.55	6.45
110	0	29	6.55	7.45
110	0	20	7.55	8.45
110	0	5	8.55	9.45
110	0	5	9.55	10.45
110	0	0	10.55	11.45
110	0	0	11.55	12.45
111	0	0	0.55	1.45
111	0	0	1.55	2.45
111	0	4	2.55	3.45
111	0	6	3.55	4.45
111	0	11	4.55	5.45
111	0	18	5.55	6.45
111	0	29	6.55	7.45
111	0	21	7.55	8.45
111	0	5	8.55	9.45
111	0	5	9.55	10.45
111	0	0	10.55	11.45
111	0	0	11.55	12.45
112	0	0	0.55	1.45
112	0	0	1.55	2.45
112	0	4	2.55	3.45
112	0	6	3.55	4.45
112	0	11	4.55	5.45
112	0	19	5.55	6.45
112	0	29	6.55	7.45
112	0	21	7.55	8.45
112	0	5	8.55	9.45
112	0	5	9.55	10.45
112	0	0	10.55	11.45
112	0	0	11.55	12.45
113	0	0	0.55	1.45
113	0	0	1.55	2.45
113	0	4	2.55	3.45
113	0	6	3.55	4.45
113	0	11	4.55	5.45
113	0	19	5.55	6.45
113	0	29	6.55	7.45
113	0	22	7.55	8.45
113	0	5	8.55	9.45
113	0	5	9.55	10.45
113	0	0	10.55	11.45
113	0	0	11.55	12.45
114	0	0	0.55	1.45
114	0	0	1.55	2.45
114	0	4	2.55	3.45
114	0	6	3.55	4.45
114	0	11	4.55	5.45
114	0	19	5.55	6.45
114	0	29	6.55	7.45
114	0	23	7.55	8.45
114	0	5	8.55	9.45
114	0	5	9.55	10.45
114	0	0	10.55	11.45
114	0	0	11.55	12.45
115	0	0	0.55	1.45
115	0	0	1.55	2.45
115	0	4	2.55	3.45
115	0	6	3.55	4.45
115	0	11	4.55	5.45
115	0	19	5.55	6.45
115	0	30	6.55	7.45
115	0	23	7.55	8.45
115	0	5	8.55	9.45
115	0	5	9.55	10.45
115	0	0	10.55	11.45
115	0	0	11.55	12.45
116	0	0	0.55	1.45
116	0	0	1.55	2.45
116	0	4	2.55	3.45
116	0	6	3.55	4.45
116	0	11	4.55	5.45
116	0	19	5.55	6.45
116	0	31	6.55	7.45
116	0	23	7.55	8.45
116	0	5	8.55	9.45
116	0	5	9.55	10.45
116	0	0	10.55	11.45
116	0	0	11.55	12.45
117	0	0	0.55	1.45
117	0	0	1.55	2.45
117	0	4	2.55	3.45
117	0	6	3.55	4.45
117	0	11	4.55	5.45
117	0	19	5.55	6.45
117	0	31	6.55	7.45
117	0	24	7.55	8.45
117	0	5	8.55	9.45
117	0	5	9.55	10.45
117	0	0	10.55	11.45
117	0	0	11.55	12.45
118	0	0	0.55	1.45
118	0	0	1.55	2.45
118	0	4	2.55	3.45
118	0	7	3.55	4.45
118	0	11	4.55	5.45
118	0	19	5.55	6.45
118	0	31	6.55	7.45
118	0	24	7.55	8.45
118	0	5	8.55	9.45
118	0	5	9.55	10.45
118	0	0	10.55	11.45
118	0	0	11.55	12.45
119	0	0	0.55	1.45
119	0	0	1.55	2.45
119	0	4	2.55	3.45
119	0	7	3.55	4.45
119	0	12	4.55	5.45
119	0	19	5.55	6.45
119	0	31	6.55	7.45
119	0	24	7.55	8.45
119	0	5	8.55	9.45
119	0	5	9.55	10.45
119	0	0	10.55	11.45
119	0	0	11.55	12.45
120	0	0	0.55	1.45
120	0	0	1.55	2.45
120	0	4	2.55	3.45
120	0	7	3.55	4.45
120	0	12	4.55	5.45
120	0	19	5.55	6.45
120	0	31	6.55	7.45
120	0	25	7.55	8.45
120	0	5	8.55	9.45
120	0	5	9.55	10.45
120	0	0	10.55	11.45
120	0	0	11.55	12.45
121	0	0	0.55	1.45
121	0	0	1.55	2.45
121	0	4	2.55	3.45
121	0	7	3.55	4.45
121	0	12	4.55	5.45
121	0	19	5.55	6.45
121	0	32	6.55	7.45
121	0	25	7.55	8.45
121	0	5	8.55	9.45
121	0	5	9.55	10.45
121	0	0	10.55	11.45
121	0	0	11.55	12.45
122	0	0	0.55	1.45
122	0	0	1.55	2.45
122	0	4	2.55	3.45
122	0	7	3.55	4.45
122	0	12	4.55	5.45
122	0	20	5.55	6.45
122	0	32	6.55	7.45
122	0	25	7.55	8.45
122	0	5	8.55	9.45
122	0	5	9.55	10.45
122	0	0	10.55	11.45
122	0	0	11.55	12.45
123	0	0	0.55	1.45
123	0	0	1.55	2.45
123	0	4	2.55	3.45
123	0	7	3.55	4.45
123	0	12	4.55	5.45
123	0	21	5.55	6.45
123	0	32	6.55	7.45
123	0	25	7.55	8.45
123	0	5	8.55	9.45
123	0	5	9.55	10.45
123	0	0	10.55	11.45
123	0	0	11.55	12.45
124	0	0	0.55	1.45
124	0	0	1.55	2.45
124	0	4	2.55	3.45
124	0	7	3.55	4.45
124	0	13	4.55	5.45
124	0	21	5.55	6.45
124	0	32	6.55	7.45
124	0	25	7.55	8.45
124	0	5	8.55	9.45
124	0	5	9.55	10.45
124	0	0	10.55	11.45
124	0	0	11.55	12.45
125	0	0	0.55	1.45
125	0	0	1.55	2.45
125	0	4	2.55	3.45
125	0	7	3.55	4.45
125	0	13	4.55	5.45
125	0	21	5.55	6.45
125	0	32	6.55	7.45
125	0	26	7.55	8.45
125	0	5	8.55	9.45
125	0	5	9.55	10.45
125	0	0	10.55	11.45
125	0	0	11.55	12.45
126	0	0	0.55	1.45
126	0	0	1.55	2.45
126	0	4	2.55	3.45
126	0	7	3.55	4.45
126	0	13	4.55	5.45
126	0	21	5.55	6.45
126	0	32	6.55	7.45
126	0	26	7.55	8.45
126	0	5	8.55	9.45
126	0	6	9.55	10.45
126	0	0	10.55	11.45
126	0	0	11.55	12.45
127	0	0	0.55	1.45
127	0	0	1.55	2.45
127	0	4	2.55	3.45
127	0	7	3.55	4.45
127	0	14	4.55	5.45
127	0	21	5.55	6.45
127	0	32	6.55	7.45
127	0	26	7.55	8.45
127	0	5	8.55	9.45
127	0	6	9.55	10.45
127	0	0	10.55	11.45
127	0	0	11.55	12.45
128	0	0	0.55	1.45
128	0	0	1.55	2.45
128	0	4	2.55	3.45
128	0	7	3.55	4.45
128	0	14	4.55	5.45
128	0	21	5.55	6.45
128	0	32	6.55	7.45
128	0	26	7.55	8.45
128	0	6	8.55	9.45
128	0	6	9.55	10.45
128	0	0	10.55	11.45
128	0	0	11.55	12.45
129	0	0	0.55	1.45
129	0	0	1.55	2.45
129	0	4	2.55	3.45
129	0	7	3.55	4.45
129	0	14	4.55	5.45
129	0	21	5.55	6.45
129	0	33	6.55	7.45
129	0	26	7.55	8.45
129	0	6	8.55	9.45
129	0	6	9.55	10.45
129	0	0	10.55	11.45
129	0	0	11.55	12.45
130	0	0	0.55	1.45
130	0	0	1.55	2.45
130	0	4	2.55	3.45
130	0	7	3.55	4.45
130	0	14	4.55	5.45
130	0	21	5.55	6.45
130	0	33	6.55	7.45
130	0	27	7.55	8.45
130	0	6	8.55	9.45
130	0	6	9.55	10.45
130	0	0	10.55	11.45
130	0	0	11.55	12.45
131	0	0	0.55	1.45
131	0	0	1.55	2.45
131	0	4	2.55	3.45
131	0	7	3.55	4.45
131	0	14	4.55	5.45
131	0	22	5.55	6.45
131	0	33	6.55	7.45
131	0	27	7.55	8.45
131	0	6	8.55	9.45
131	0	6	9.55	10.45
131	0	0	10.55	11.45
131	0	0	11.55	12.45
132	0	0	0.55	1.45
132	0	0	1.55	2.45
132	0	4	2.55	3.45
132	0	8	3.55	4.45
132	0	14	4.55	5.45
132	0	22	5.55	6.45
132	0	33	6.55	7.45
132	0	27	7.55	8.45
132	0	6	8.55	9.45
132	0	6	9.55	10.45
132	0	0	10.55	11.45
132	0	0	11.55	12.45
133	0	0	0.55	1.45
133	0	0	1.55	2.45
133	0	4	2.55	3.45
133	0	8	3.55	4.45
133	0	14	4.55	5.45
133	0	22	5.55	6.45
133	0	34	6.55	7.45
133	0	27	7.55	8.45
133	0	6	8.55	9.45
133	0	6	9.55	10.45
133	0	0	10.55	11.45
133	0	0	11.55	12.45
134	0	0	0.55	1.45
134	0	0	1.55	2.45
134	0	4	2.55	3.45
134	0	8	3.55	4.45
134	0	15	4.55	5.45
134	0	22	5.55	6.45
134	0	34	6.55	7.45
134	0	27	7.55	8.45
134	0	6	8.55	9.45
134	0	6	9.55	10.45
134	0	0	10.55	11.45
134	0	0	11.55	12.45
135	0	0	0.55	1.45
135	0	0	1.55	2.45
135	0	4	2.55	3.45
135	0	8	3.55	4.45
135	0	15	4.55	5.45
135	0	22	5.55	6.45
135	0	35	6.55	7.45
135	0	27	7.55	8.45
135	0	6	8.55	9.45
135	0	6	9.55	10.45
135	0	0	10.55	11.45
135	0	0	11.55	12.45
136	0	0	0.55	1.45
136	0	0	1.55	2.45
136	0	4	2.55	3.45
136	0	8	3.55	4.45
136	0	15	4.55	5.45
136	0	23	5.55	6.45
136	0	35	6.55	7.45
136	0	27	7.55	8.45
136	0	6	8.55	9.45
136	0	6	9.55	10.45
136	0	0	10.55	11.45
136	0	0	11.55	12.45
137	0	0	0.55	1.45
137	0	0	1.55	2.45
137	0	4	2.55	3.45
137	0	8	3.55	4.45
137	0	15	4.55	5.45
137	0	24	5.55	6.45
137	0	35	6.55	7.45
137	0	27	7.55	8.45
137	0	6	8.55	9.45
137	0	6	9.55	10.45
137	0	0	10.55	11.45
137	0	0	11.55	12.45
138	0	0	0.55	1.45
138	0	0	1.55	2.45
138	0	4	2.55	3.45
138	0	8	3.55	4.45
138	0	15	4.55	5.45
138	0	25	5.55	6.45
138	0	35	6.55	7.45
138	0	27	7.55	8.45
138	0	6	8.55	9.45
138	0	6	9.55	10.45
138	0	0	10.55	11.45
138	0	0	11.55	12.45
139	0	0	0.55	1.45
139	0	0	1.55	2.45
139	0	4	2.55	3.45
139	0	9	3.55	4.45
139	0	15	4.55	5.45
139	0	25	5.55	6.45
139	0	35	6.55	7.45
139	0	27	7.55	8.45
139	0	6	8.55	9.45
139	0	6	9.55	10.45
139	0	0	10.55	11.45
139	0	0	11.55	12.45
140	0	0	0.55	1.45
140	0	0	1.55	2.45
140	0	4	2.55	3.45
140	0	9	3.55	4.45
140	0	15	4.55	5.45
140	0	25	5.55	6.45
140	0	35	6.55	7.45
140	0	27	7.55	8.45
140	0	6	8.55	9.45
140	0	7	9.55	10.45
140	0	0	10.55	11.45
140	0	0	11.55	12.45
141	0	0	0.55	1.45
141	0	0	1.55	2.45
141	0	4	2.55	3.45
141	0	9	3.55	4.45
141	0	15	4.55	5.45
141	0	25	5.55	6.45
141	0	35	6.55	7.45
141	0	28	7.55	8.45
141	0	6	8.55	9.45
141	0	7	9.55	10.45
141	0	0	10.55	11.45
141	0	0	11.55	12.45
142	0	0	0.55	1.45
142	0	0	1.55	2.45
142	0	4	2.55	3.45
142	0	9	3.55	4.45
142	0	15	4.55	5.45
142	0	26	5.55	6.45
142	0	35	6.55	7.45
142	0	28	7.55	8.45
142	0	6	8.55	9.45
142	0	7	9.55	10.45
142	0	0	10.55	11.45
142	0	0	11.55	12.45
143	0	0	0.55	1.45
143	0	0	1.55	2.45
143	0	4	2.55	3.45
143	0	9	3.55	4.45
143	0	15	4.55	5.45
143	0	27	5.55	6.45
143	0	35	6.55	7.45
143	0	28	7.55	8.45
143	0	6	8.55	9.45
143	0	7	9.55	10.45
143	0	0	10.55	11.45
143	0	0	11.55	12.45
144	0	0	0.55	1.45
144	0	0	1.55	2.45
144	0	4	2.55	3.45
144	0	9	3.55	4.45
144	0	15	4.55	5.45
144	0	27	5.55	6.45
144	0	36	6.55	7.45
144	0	28	7.55	8.45
144	0	6	8.55	9.45
144	0	7	9.55	10.45
144	0	0	10.55	11.45
144	0	0	11.55	12.45
145	0	0	0.55	1.45
145	0	0	1.55	2.45
145	0	4	2.55	3.45
145	0	9	3.55	4.45
145	0	16	4.55	5.45
145	0	27	5.55	6.45
145	0	36	6.55	7.45
145	0	28	7.55	8.45
145	0	6	8.55	9.45
145	0	7	9.55	10.45
145	0	0	10.55	11.45
145	0	0	11.55	12.45
146	0	0	0.55	1.45
146	0	0	1.55	2.45
146	0	4	2.55	3.45
146	0	9	3.55	4.45
146	0	17	4.55	5.45
146	0	27	5.55	6.45
146	0	36	6.55	7.45
146	0	28	7.55	8.45
146	0	6	8.55	9.45
146	0	7	9.55	10.45
146	0	0	10.55	11.45
146	0	0	11.55	12.45
147	0	0	0.55	1.45
147	0	0	1.55	2.45
147	0	4	2.55	3.45
147	0	9	3.55	4.45
147	0	17	4.55	5.45
147	0	27	5.55	6.45
147	0	37	6.55	7.45
147	0	28	7.55	8.45
147	0	6	8.55	9.45
147	0	7	9.55	10.45
147	0	0	10.55	11.45
147	0	0	11.55	12.45
148	0	0	0.55	1.45
148	0	0	1.55	2.45
148	0	4	2.55	3.45
148	0	9	3.55	4.45
148	0	18	4.55	5.45
148	0	27	5.55	6.45
148	0	37	6.55	7.45
148	0	28	7.55	8.45
148	0	6	8.55	9.45
148	0	7	9.55	10.45
148	0	0	10.55	11.45
148	0	0	11.55	12.45
149	0	0	0.55	1.45
149	0	0	1.55	2.45
149	0	4	2.55	3.45
149	0	10	3.55	4.45
149	0	18	4.55	5.45
149	0	27	5.55	6.45
149	0	37	6.55	7.45
149	0	28	7.55	8.45
149	0	6	8.55	9.45
149	0	7	9.55	10.45
149	0	0	10.55	11.45
149	0	0	11.55	12.45
150	0	0	0.55	1.45
150	0	0	1.55	2.45
150	0	4	2.55	3.45
150	0	10	3.55	4.45
150	0	19	4.55	5.45
150	0	27	5.55	6.45
150	0	37	6.55	7.45
150	0	28	7.55	8.45
150	0	6	8.55	9.45
150	0	7	9.55	10.45
150	0	0	10.55	11.45
150	0	0	11.55	12.45
151	0	0	0.55	1.45
151	0	0	1.55	2.45
151	0	4	2.55	3.45
151	0	10	3.55	4.45
151	0	19	4.55	5.45
151	0	27	5.55	6.45
151	0	38	6.55	7.45
151	0	28	7.55	8.45
151	0	6	8.55	9.45
151	0	7	9.55	10.45
151	0	0	10.55	11.45
151	0	0	11.55	12.45
152	0	0	0.55	1.45
152	0	0	1.55	2.45
152	0	4	2.55	3.45
152	0	10	3.55	4.45
152	0	19	4.55	5.45
152	0	27	5.55	6.45
152	0	38	6.55	7.45
152	0	28	7.55	8.45
152	0	7	8.55	9.45
152	0	7	9.55	10.45
152	0	0	10.55	11.45
152	0	0	11.55	12.45
153	0	0	0.55	1.45
153	0	0	1.55	2.45
153	0	4	2.55	3.45
153	0	10	3.55	4.45
153	0	19	4.55	5.45
153	0	27	5.55	6.45
153	0	38	6.55	7.45
153	0	28	7.55	8.45
153	0	8	8.55	9.45
153	0	7	9.55	10.45
153	0	0	10.55	11.45
153	0	0	11.55	12.45
154	0	0	0.55	1.45
154	0	0	1.55	2.45
154	0	4	2.55	3.45
154	0	10	3.55	4.45
154	0	19	4.55	5.45
154	0	27	5.55	6.45
154	0	38	6.55	7.45
154	0	29	7.55	8.45
154	0	8	8.55	9.45
154	0	7	9.55	10.45
154	0	0	10.55	11.45
154	0	0	11.55	12.45
155	0	0	0.55	1.45
155	0	0	1.55	2.45
155	0	4	2.55	3.45
155	0	10	3.55	4.45
155	0	19	4.55	5.45
155	0	27	5.55	6.45
155	0	39	6.55	7.45
155	0	29	7.55	8.45
155	0	8	8.55	9.45
155	0	7	9.55	10.45
155	0	0	10.55	11.45
155	0	0	11.55	12.45
156	0	0	0.55	1.45
156	0	0	1.55	2.45
156	0	4	2.55	3.45
156	0	10	3.55	4.45
156	0	19	4.55	5.45
156	0	28	5.55	6.45
156	0	39	6.55	7.45
156	0	29	7.55	8.45
156	0	8	8.55	9.45
156	0	7	9.55	10.45
156	0	0	10.55	11.45
156	0	0	11.55	12.45
157	0	0	0.55	1.45
157	0	0	1.55	2.45
157	0	4	2.55	3.45
157	0	10	3.55	4.45
157	0	19	4.55	5.45
157	0	28	5.55	6.45
157	0	39	6.55	7.45
157	0	30	7.55	8.45
157	0	8	8.55	9.45
157	0	7	9.55	10.45
157	0	0	10.55	11.45
157	0	0	11.55	12.45
158	0	0	0.55	1.45
158	0	0	1.55	2.45
158	0	4	2.55	3.45
158	0	11	3.55	4.45
158	0	19	4.55	5.45
158	0	28	5.55	6.45
158	0	39	6.55	7.45
158	0	30	7.55	8.45
158	0	8	8.55	9.45
158	0	7	9.55	10.45
158	0	0	10.55	11.45
158	0	0	11.55	12.45
159	0	0	0.55	1.45
159	0	0	1.55	2.45
159	0	4	2.55	3.45
159	0	11	3.55	4.45
159	0	19	4.55	5.45
159	0	29	5.55	6.45
159	0	39	6.55	7.45
159	0	30	7.55	8.45
159	0	8	8.55	9.45
159	0	7	9.55	10.45
159	0	0	10.55	11.45
159	0	0	11.55	12.45
160	0	0	0.55	1.45
160	0	0	1.55	2.45
160	0	4	2.55	3.45
160	0	11	3.55	4.45
160	0	19	4.55	5.45
160	0	29	5.55	6.45
160	0	40	6.55	7.45
160	0	30	7.55	8.45
160	0	8	8.55	9.45
160	0	7	9.55	10.45
160	0	0	10.55	11.45
160	0	0	11.55	12.45
161	0	0	0.55	1.45
161	0	0	1.55	2.45
161	0	4	2.55	3.45
161	0	11	3.55	4.45
161	0	19	4.55	5.45
161	0	29	5.55	6.45
161	0	41	6.55	7.45
161	0	30	7.55	8.45
161	0	8	8.55	9.45
161	0	7	9.55	10.45
161	0	0	10.55	11.45
161	0	0	11.55	12.45
162	0	0	0.55	1.45
162	0	0	1.55	2.45
162	0	4	2.55	3.45
162	0	11	3.55	4.45
162	0	19	4.55	5.45
162	0	29	5.55	6.45
162	0	42	6.55	7.45
162	0	30	7.55	8.45
162	0	8	8.55	9.45
162	0	7	9.55	10.45
162	0	0	10.55	11.45
162	0	0	11.55	12.45
163	0	0	0.55	1.45
163	0	0	1.55	2.45
163	0	4	2.55	3.45
163	0	11	3.55	4.45
163	0	19	4.55	5.45
163	0	30	5.55	6.45
163	0	42	6.55	7.45
163	0	30	7.55	8.45
163	0	8	8.55	9.45
163	0	7	9.55	10.45
163	0	0	10.55	11.45
163	0	0	11.55	12.45
164	0	0	0.55	1.45
164	0	0	1.55	2.45
164	0	4	2.55	3.45
164	0	11	3.55	4.45
164	0	19	4.55	5.45
164	0	30	5.55	6.45
164	0	43	6.55	7.45
164	0	30	7.55	8.45
164	0	8	8.55	9.45
164	0	7	9.55	10.45
164	0	0	10.55	11.45
164	0	0	11.55	12.45
165	0	0	0.55	1.45
165	0	0	1.55	2.45
165	0	4	2.55	3.45
165	0	12	3.55	4.45
165	0	19	4.55	5.45
165	0	30	5.55	6.45
165	0	43	6.55	7.45
165	0	30	7.55	8.45
165	0	8	8.55	9.45
165	0	7	9.55	10.45
165	0	0	10.55	11.45
165	0	0	11.55	12.45
166	0	0	0.55	1.45
166	0	0	1.55	2.45
166	0	4	2.55	3.45
166	0	12	3.55	4.45
166	0	19	4.55	5.45
166	0	31	5.55	6.45
166	0	43	6.55	7.45
166	0	30	7.55	8.45
166	0	8	8.55	9.45
166	0	7	9.55	10.45
166	0	0	10.55	11.45
166	0	0	11.55	12.45
167	0	0	0.55	1.45
167	0	0	1.55	2.45
