ID,No.,iso3,country,Former ID,Origin (type),Origin (specif.),SES,Sample comp.,Sample char.,Lowest age,Highest age,Mean age,Age deviation,N (ind.),Sample rating,Test (type),Test (meas.),Test (calc.),Test (part),Domain,Procedure,Year (meas.),Year (std.),Time deviation,Country of std.,Testing rating,Recalc.?,Special calc.?,Test-conv.?,Raw-score (uncor.),Raw-score (cor.),IQ (uncor.),Test time adjust.,Country cor.,Add. cor.,Below threshold?,Method rating,IQ (cor.),IQ (L&V),IQ(L&V)-IQ(cor.),|IQ(L&V)-IQ(cor.)|,Full rating,QN-Factor,Short,Full,Found?,DB,L&V
JAM6732,6732.0,JAM,Jamaica,,6.0,,1.0,control,5.0,6.0,10.0,8.0,18.0,71.0,0.1,WIS,WISC,WISC,full,2.0,1.0,1972.0,1947.0,25.0,2.0,0.3333333333333333,0.0,0.0,0.0,,,65.99,-8.499999999999998,-2.5,0.0,1.0,0.3333333333333333,60.0,,,,0.25555555555555554,18.144444444444442,Richardson (1976),"Richardson, St. A. (1976). The relation of severe malnutrition in infancy to the intelligence of school children with differing life histories. Pediatric Research, 10, 57-61.",Y,"No notes about used WISC-Version. WISC-R standardized in 1974 but measurement seems in 1972 (Hertzig et al., 1972), therefore original WISC assumed; sample also reported in Hertzig et al. (1972)",
JAM3821,3821.0,JAM,Jamaica,,1.0,,2.0,normal,3.0,4.8,7.7,6.2,19.8,245.0,0.3,RPM,CPM,CPM,full,1.0,1.0,2003.0,2007.0,4.0,1.0,1.0,1.0,0.0,0.0,14.649999999999999,14.649999999999999,66.6615151125,0.8400000000000034,0.0,0.0,0.0,1.0,67.5015151125,81.0,13.498484887499998,13.498484887499998,0.7666666666666666,187.83333333333331,Samms-Vaughan (2005),"Samms-Vaughan, M. (2005). Profiles: the Jamaican pre-school child: the status of early childhood development in Jamaica. Kingston, Jamaica: Planning Institute of Jamaica.",Y,,
JAM4211,4211.0,JAM,Jamaica,63.1.6,3.0,Kingston,2.0,healthy,3.0,11.0,12.0,11.5,14.5,80.0,0.1,WIS,WISC-R,WISC-R,full,2.0,1.0,2000.0,1974.0,26.0,2.0,0.3333333333333333,0.0,0.0,0.0,,,78.4,-8.839999999999996,-2.5,0.0,0.0,0.3333333333333333,67.06,,,,0.25555555555555554,20.444444444444443,Walker et al. (2000),"Walker, S. P., Grantham-McGregor, S. M., Powell, Ch. A., & Chang, S. M. (2000). Effects of growth restriction in early childhood on growth, IQ, and cognition at age 11 to 12 years and the benefits of nutritional supplementation and psychosocial stimulation. Journal of Pediatrics, 137, 36-41.",Y,,Walker et al. (2000) report a WISC-R IQ of 70 for children some of whom were growth restricted in infancy. The sample also obtained a PPVC IQ of 68.
JAM7220,7220.0,JAM,Jamaica,63.1.6,3.0,Kingston,2.0,control,3.0,11.0,12.0,11.5,14.5,80.0,0.1,RPM,SPM,SPM,full,1.0,1.0,2000.0,1979.0,21.0,1.0,0.6666666666666666,1.0,0.0,0.0,22.0,22.0,74.11380000000001,-4.410000000000018,0.0,0.0,0.0,1.0,69.7038,70.0,0.2961999999999989,0.2961999999999989,0.5888888888888889,47.111111111111114,Walker et al. (2000),"Walker, S. P., Grantham-McGregor, S. M., Powell, Ch. A., & Chang, S. M. (2000). Effects of growth restriction in early childhood on growth, IQ, and cognition at age 11 to 12 years and the benefits of nutritional supplementation and psychosocial stimulation. Journal of Pediatrics, 137, 36-41.",Y,,Walker et al. (2000) report a WISC-R IQ of 70 for children some of whom were growth restricted in infancy. The sample also obtained a PPVC IQ of 68.
JAM4323,4323.0,JAM,Jamaica,63.1.5,3.0,Kingston,2.0,normal,5.0,6.0,8.0,7.0,19.0,186.0,0.3,RPM,CPM,CPM,full,1.0,1.0,2002.0,2007.0,5.0,1.0,1.0,1.0,0.0,0.0,17.075000000000003,17.075000000000003,81.69269102812501,1.0500000000000043,0.0,0.0,0.0,1.0,82.74269102812502,77.0,-5.742691028125023,5.742691028125023,0.7666666666666666,142.6,Walker et al. (2007),"Walker, S. P., Thame, M. M., Chang, S. M., Bennett, F., & Forrester, T. E. (2007). Association of growth in utero with cognitive function at age 6–8 years. Early Human Development, 83, 355-360.",Y,,"Walker et al. (2007). This study reports a CPM score of 17 for 7.5 year olds children (n = 186). The study was carried out in 2002. Jason malloy gives an IQ of 84 reasoning as follows. The score is at the 25th percentile of the 1982 British norms equivalent to a British IQ of 90. He deducts 6 for a 20 year Flynn effect to give an IQ of 84. However, on the 2007 British standardization, the score is at the 5th percentile equivalent to a British IQ of 75. Add 1.7 for a 5 year Flynn effect gives an IQ of 76.7 rounded to 77. "
JAM6237,6237.0,JAM,Jamaica,,3.0,Kingston,2.0,normal,5.0,6.0,7.0,6.83,19.17,55.73,0.3,WIS,WPPSI-III,WPPSI-III,full,2.0,1.0,1999.0,2002.0,3.0,2.0,0.6666666666666666,0.0,0.0,0.0,,,81.4,1.0199999999999996,-2.5,0.0,0.0,0.3333333333333333,79.92,,,,0.4333333333333333,24.14966666666666,Walker et al. (2010),"Walker, S.P., Chang, S.M., Younger, N., & Grantham-McGregor, S.M. (2010). The effect of psychosocial stimulation on cognition and behaviour at 6 years in a cohort of term, low-birthweight Jamaican children. Developmental Medicine & Child Neurology, 52, e148-e154.",Y,,
JPN1042,1042.0,JPN,Japan,64.1.7,6.0,,2.0,normal,3.0,6.0,12.5,9.75,37.55,142.0,0.2,KABC,KABC,KABC,full,1.0,1.0,1987.0,1981.0,6.0,2.0,0.6666666666666666,0.0,0.0,0.0,,,112.23333333333333,-3.120000000000008,-2.5,0.0,0.0,0.3333333333333333,106.61333333333333,101.0,-5.61333333333333,5.61333333333333,0.39999999999999997,56.8,Kaufman et al. (1989),"Kaufman, A. S., McLean, J. E., Ishikuma, T., & Moon, S. B. (1989). Integration of literature on the intelligence of Japanese children and analysis of the data from a sequential-simultaneous perspective. School Psychology International, 10, 173-183.",Y,Iqs of Japanese predicted by giving USA-sample JAP-norms,
JPN9101,9101.0,JPN,Japan,64.1.7,6.0,,2.0,normal,3.0,6.0,12.5,9.75,37.55,142.0,0.2,WIS,WISC-R,WISC-R,full,2.0,1.0,1987.0,1974.0,13.0,2.0,0.5,0.0,0.0,0.0,,,118.1,-4.419999999999998,-2.5,0.0,0.0,0.3333333333333333,111.17999999999999,101.0,-10.179999999999993,10.179999999999993,0.3444444444444444,48.911111111111104,Kaufman et al. (1989),"Kaufman, A. S., McLean, J. E., Ishikuma, T., & Moon, S. B. (1989). Integration of literature on the intelligence of Japanese children and analysis of the data from a sequential-simultaneous perspective. School Psychology International, 10, 173-183.",Y,Iqs of Japanese predicted by giving USA-sample JAP-norms,
JPN6293,6293.0,JPN,Japan,,1.0,,2.0,normal,2.0,6.0,16.0,11.0,36.3,1100.0,0.2,WIS,WISC-R,WISC-R,full,2.0,1.0,1975.0,1974.0,1.0,2.0,0.6666666666666666,0.0,0.0,0.0,,,105.0,-0.33999999999999986,-2.5,0.0,0.0,0.3333333333333333,102.16,,,,0.39999999999999997,439.99999999999994,Lynn & Hampson (1986a),"Lynn, R., & Hampson, S. (1986a). The Structure of Japanese Abilities: An Analysis in Terms of the Hierarchical Model of Intelligence. Current Psychological Research & Reviewe, Winter 1985-86, 309-322.",Y,,
JPN4391,4391.0,JPN,Japan,64.1.8,1.0,,2.0,normal,1.0,4.0,6.0,5.0,42.3,600.0,0.2,WIS,WPPSI,WPPSI,full,2.0,1.0,1964.0,1964.0,0.0,2.0,0.6666666666666666,0.0,0.0,0.0,,,107.8,0.0,-2.5,0.0,0.0,0.3333333333333333,105.3,103.0,-2.299999999999997,2.299999999999997,0.39999999999999997,239.99999999999997,Lynn & Hampson (1987),"Lynn, R., & Hampson, S. (1987). Further evidence on the cognitive abilities of the Japanese: data from the WPPSI. International Journal of Behavioral Development, 10, 23-36.",Y,,
JPN9690,9690.0,JPN,Japan,64.1.1,3.0,Tokyo,2.0,normal,1.0,9.0,9.0,9.452100225225225,37.847899774774774,444.0,0.2,RPM,SPM,SPM,full,1.0,1.0,1991.0,1979.0,12.0,1.0,0.8333333333333334,1.0,0.0,0.0,41.7,41.7,112.4413263,-2.5200000000000102,0.0,0.0,0.0,1.0,109.92132629999999,110.0,0.07867370000001017,0.07867370000001017,0.6777777777777777,300.9333333333333,Shigehisa & Lynn (1991) ,"Shigehisa, T., & Lynn, R. (1991). Reaction times and intelligence in Japanese children. International Journal of Psychology, 26, 195-202.",Y,,
JPN1123,1123.0,JPN,Japan,,3.0,,2.0,normal,3.0,8.0,12.0,10.0,37.3,644.0,0.2,RPM,CPM,CPM,full,1.0,1.0,2005.0,2007.0,2.0,1.0,1.0,1.0,1.0,0.0,31.619999999999997,31.619999999999997,106.33069234,0.4200000000000017,0.0,0.0,0.0,1.0,106.75069234,,,,0.7333333333333334,472.2666666666667,Uno et al. (2005),"Uno, A., Shinya, N., Haruhara, N., & Kaneko, M. (2005). Raven's Coloured Progressive Matrices in Japanese Children - As a Screening Intelligence Test for Children with Learning Disorder and Acquired Childhood Aphasia. The Japan Journal of Logopedics and Phoniatrics, 46, 185-189.",N,,
JPN7482,7482.0,JPN,Japan,,3.0,Sendai,2.0,healthy university students,5.0,18.0,27.0,20.8,26.499999999999996,1235.0,0.0,RPM,APM,APM,full,1.0,1.0,2015.0,1992.0,23.0,1.0,0.6666666666666666,1.0,0.0,0.0,28.45,28.45,113.69410205,-3.3600000000000136,0.0,0.0,0.0,1.0,110.33410204999998,,,,0.5555555555555555,686.111111111111,Takeuchi et al. (2015),"Takeuchi, H., Taki, Y., Nouchi, R., Sekiguchi, A., Hashizume, H., Sassa, Y., … & Kawashima, R. (2015). Degree centrality and fractional amplitude of low-frequency oscillations associated with Stroop interference. NeuroImage, 119, 197-209. doi:10.1016/j.neuroimage.2015.06.058",Y,"A digit span test was also performed but no specific information if it was from a Wechsler Test were given. Maybe, but not sure. Scores were also reported in: Takeuchi et al. (2018)",
JOR2837,2837.0,JOR,Jordan,65.1.1,3.0,Amman,2.0,normal,1.0,8.0,14.0,11.25,11.25,960.0,0.3,RPM,SPM,SPM,full,1.0,1.0,2014.0,1979.0,35.0,1.0,0.6666666666666666,1.0,1.0,0.0,22.5,22.5,74.05455166666665,-6.090000000000025,0.0,0.0,0.0,1.0,67.96455166666664,76.0,8.035448333333363,8.035448333333363,0.6555555555555556,629.3333333333334,Bakhiet & Lynn (2014a),"Bakhiet, S. F. A., & Lynn, R. (2014a). Intelligence in Jordan: Norms for the Standard Progressive Matrices. Open Differential Psychology, 15 April. ",Y,,
JOR7249,7249.0,JOR,Jordan,65.1.2,1.0,,2.0,normal,1.0,12.0,17.0,14.0,8.5,1045.0,0.4,RPM,SPM,SPM,full,1.0,1.0,2014.0,1979.0,35.0,1.0,0.6666666666666666,1.0,1.0,0.0,35.75,35.75,83.4019737,-6.090000000000025,0.0,0.0,0.0,1.0,77.31197369999998,83.0,5.688026300000018,5.688026300000018,0.6888888888888888,719.8888888888888,Bakhiet & Lynn (2014b),"Bakhiet, S. F. A., & Lynn, R. (2014b). A study of intelligence in Jordan. Psychological Reports: Mental & Physical Health, 115, 515-516.",Y,,
JOR1203,1203.0,JOR,Jordan,65.1.3,1.0,,2.0,normal,1.0,14.0,30.0,19.916666666666668,2.583333333333332,1325.0,0.4,RPM,APM,APM,full,1.0,1.0,2009.0,1992.0,17.0,1.0,0.8333333333333334,1.0,1.0,0.0,12.149999999999999,12.149999999999999,86.38399022499999,-3.3600000000000136,0.0,0.0,0.0,1.0,83.02399022499998,86.0,2.9760097750000227,2.9760097750000227,0.7444444444444445,986.3888888888889,Lynn & Abdel-Khalek (2009),"Lynn, R. & Abdel-Khalek, A. (2009). Intelligence in Jordan: Norms for the Advanced Progressive Matrices. Mankind Quarterly, 50, 114-119.",Y,,
JOR1358,1358.0,JOR,Jordan,65.1.3,1.0,,2.0,normal,1.0,11.0,13.0,12.0,10.5,574.0,0.3,RPM,APM,SPM,full,1.0,1.0,2009.0,1979.0,30.0,1.0,0.6666666666666666,1.0,1.0,1.0,6.866666666666667,36.34385086666666,89.19514492215649,-6.090000000000025,0.0,0.0,0.0,0.6666666666666666,83.10514492215646,86.0,2.8948550778435447,2.8948550778435447,0.5444444444444444,312.51111111111106,Lynn & Abdel-Khalek (2009),"Lynn, R. & Abdel-Khalek, A. (2009). Intelligence in Jordan: Norms for the Advanced Progressive Matrices. Mankind Quarterly, 50, 114-119.",Y,,
KAZ5019,5019.0,KAZ,Kazakhstan,66.1.1,2.0,South Kazakhstan,2.0,Kazakh,1.0,8.0,16.0,11.625,18.975,402.0,0.1,RPM,SPM+,SPM+,full,1.0,1.0,2013.0,2007.0,6.0,1.0,1.0,1.0,1.0,0.0,23.880625000000002,23.880625000000002,76.52154036875937,-0.21000000000000085,0.0,0.0,0.0,1.0,76.31154036875938,87.0,10.688459631240619,10.688459631240619,0.7000000000000001,281.40000000000003,Grigoriev & Lynn (2014),"Grigoriev, A., & Lynn, R. (2014).  A study of the IQ in Kazakhstan. Intelligence, 46, 40-46.",Y,,Grigoriev & Lynn (2014) have reported results for a sample of 617 8/16 year olds tested with the SPM +. The sample obtained a British  IQ of 87.3.  Ethnic Kazakhs obtained an IQ of 82.2 and ethnic Russians an IQ of 103.2.
KAZ5466,5466.0,KAZ,Kazakhstan,66.1.1,2.0,South Kazakhstan,2.0,Uzbek,1.0,8.0,15.0,12.5,18.1,51.0,0.1,RPM,SPM+,SPM+,full,1.0,1.0,2013.0,2007.0,6.0,1.0,1.0,1.0,1.0,0.0,29.265,29.265,87.26836665165,-0.21000000000000085,0.0,0.0,0.0,1.0,87.05836665165,87.0,-0.05836665165000454,0.05836665165000454,0.7000000000000001,35.7,Grigoriev & Lynn (2014),"Grigoriev, A., & Lynn, R. (2014).  A study of the IQ in Kazakhstan. Intelligence, 46, 40-46.",Y,,Grigoriev & Lynn (2014) have reported results for a sample of 617 8/16 year olds tested with the SPM +. The sample obtained a British  IQ of 87.3.  Ethnic Kazakhs obtained an IQ of 82.2 and ethnic Russians an IQ of 103.2.
KAZ9017,9017.0,KAZ,Kazakhstan,66.1.1,2.0,South Kazakhstan,2.0,Russian,1.0,8.0,15.0,12.0,18.6,164.0,0.1,RPM,SPM+,SPM+,full,1.0,1.0,2013.0,2007.0,6.0,1.0,1.0,1.0,1.0,0.0,34.13,34.13,105.31518659768037,-0.21000000000000085,0.0,0.0,0.0,1.0,105.10518659768036,87.0,-18.10518659768036,18.10518659768036,0.7000000000000001,114.80000000000001,Grigoriev & Lynn (2014),"Grigoriev, A., & Lynn, R. (2014).  A study of the IQ in Kazakhstan. Intelligence, 46, 40-46.",Y,,Grigoriev & Lynn (2014) have reported results for a sample of 617 8/16 year olds tested with the SPM +. The sample obtained a British  IQ of 87.3.  Ethnic Kazakhs obtained an IQ of 82.2 and ethnic Russians an IQ of 103.2.
KEN7312,7312.0,KEN,Kenya,67.1.1,4.0,Embu District; Eastern Province,2.0,normal,3.0,7.0,9.0,7.6,12.1,554.0,0.3,RPM,CPM,CPM,full,1.0,1.0,1999.0,2007.0,8.0,1.0,1.0,1.0,0.0,0.0,17.37,17.37,77.8855243838,1.6800000000000068,0.0,0.0,0.0,1.0,79.56552438380001,75.0,-4.56552438380001,4.56552438380001,0.7666666666666666,424.7333333333333,Gewa et al. (2009),"Gewa, C. A., Weiss, R. E., Bwibo, N. O., Whaley, Sh., Sigman, M., Murphy, S. P., Harrison, G., & Neumann, Ch. G. (2009). Dietary micronutrients are associated with higher cognitive function gains among primary school children in rural Kenya. Journal of Nutrition, 101, 1378-1387.",Y,,Gewa et al. (2009) report a study of a sample of 554 7 to 9 year old children tested in 1999 who obtained a CPM score of 18 equivalent to an IQ of 70 on the British 2007 standardization. Add 5 for the Flynn effect gives this sample an IQ of 75.
KEN8037,8037.0,KEN,Kenya,67.1.2,4.0,Kilifi District,2.0,normal,3.0,7.5,10.5,8.92,10.78,282.0,0.3,RPM,CPM,CPM,full,1.0,1.0,2013.0,2007.0,6.0,1.0,1.0,1.0,0.0,0.0,18.87,18.87,70.5127256211,-0.21000000000000085,0.0,0.0,0.0,1.0,70.3027256211,65.0,-5.302725621099995,5.302725621099995,0.7666666666666666,216.2,Kitsao-Wekulo et al. (2013),"Kitsao-Wekulo, P. K., Holding, P. A., Taylor, H. G., Abubakar, Am., & Connolly, K. (2013). Neuropsychological testing in a rural African school-age population: Evaluating contributions to variability in test performance. Assessment, 20, 776-784.",Y,,Kitsao-Wekulo et al. (2013) report CPM data for children aged 8-11 who obtained a score of 18.87 equivalent an IQ of 65 on British 2007 norms.
KEN4693,4693.0,KEN,Kenya,67.1.3,3.0,Nairobi,2.0,normal,3.0,14.0,14.0,14.0,5.699999999999999,205.0,0.4,RPM,CPM,SPM,full,1.0,1.0,1980.0,1979.0,1.0,1.0,1.0,1.0,0.0,1.0,27.8,31.5746328,75.28822686208974,-0.21000000000000085,0.0,0.0,0.0,0.6666666666666666,75.07822686208974,70.0,-5.0782268620897355,5.0782268620897355,0.6888888888888888,141.2222222222222,"Boissiere, Knight & Sabot (1985)","Boissiere, M., Knight, J. B., & Sabot, R.H. (1985). Earnings, schooling, ability and cognitive skills. American Economic Review, 75, 1016-1030.",Y,,
KEN9167,9167.0,KEN,Kenya,67.1.4,2.0,Nakuru,2.0,normal,1.0,6.0,10.0,8.0,11.7,1222.0,0.3,RPM,CPM,CPM,full,1.0,1.0,2001.0,2007.0,6.0,1.0,1.0,1.0,1.0,0.0,15.74,15.74,71.20907130632,1.2600000000000051,0.0,0.0,0.0,1.0,72.46907130632,66.0,-6.469071306320004,6.469071306320004,0.7666666666666666,936.8666666666666,Costenbader & Ngari (2001),"Costenbader, V., & Ngari, S. M. (2001). A Kenya standardisation of the Coloured Progressive Matrices. School Psychology International, 22, 258-268.",Y,,"Costenbader & Ngari (2001) using the median rather than the mean, assuming that the test was administered in 1999 and using the British 1982 and 2007 norms, we estimate the IQ at 66."
KEN5438,5438.0,KEN,Kenya,67.1.5,4.0,Embu District,2.0,Embu tribe,1.0,6.0,9.0,7.32,12.379999999999999,537.0,0.1,RPM,CPM,CPM,full,1.0,1.0,1998.0,2007.0,9.0,1.0,1.0,1.0,0.0,0.0,17.31,17.31,77.73411825859999,1.8900000000000077,0.0,0.0,0.0,1.0,79.62411825859999,87.0,7.375881741400008,7.375881741400008,0.7000000000000001,375.90000000000003,Daley et al. (2003),"Daley, T. C., Whaley, S. E., Sigman, M. D., Espinosa, M. P., & Neuman, C. (2003). IQ on the rise: the Flynn effect in rural Kenyan children. Pychological Science, 14, 215-219.",Y,,
KEN8024,8024.0,KEN,Kenya,67.1.5,4.0,Embu District,2.0,Embu tribe,1.0,6.0,9.0,7.43,12.27,118.0,0.1,RPM,CPM,CPM,full,1.0,1.0,1984.0,2007.0,23.0,1.0,0.6666666666666666,1.0,0.0,0.0,12.82,12.82,65.0575891728,4.83000000000002,0.0,0.0,0.0,1.0,69.8875891728,87.0,17.112410827199994,17.112410827199994,0.5888888888888889,69.4888888888889,Daley et al. (2003),"Daley, T. C., Whaley, S. E., Sigman, M. D., Espinosa, M. P., & Neuman, C. (2003). IQ on the rise: the Flynn effect in rural Kenyan children. Pychological Science, 14, 215-219.",Y,,
KEN6039,6039.0,KEN,Kenya,67.1.6,4.0,Embu District,2.0,Embu tribe,3.0,6.0,14.0,7.4,12.299999999999999,525.0,0.1,RPM,CPM,CPM,full,1.0,1.0,2007.0,2007.0,0.0,1.0,1.0,1.0,0.0,0.0,17.4,17.4,77.9611064,0.0,0.0,0.0,0.0,1.0,77.9611064,74.0,-3.9611064000000056,3.9611064000000056,0.7000000000000001,367.50000000000006,Neumann et al. (2007),"Neumann, C. G., Murphy, S. P., Gewa, C., Grillenberger, M., & Bwibo, N. O. (2007). Meat supplementation improves growth, cognitive, and behavioral outcomes in Kenyan Children. Journal of Nutrition, 137, 1119-1123.",Y,,
KEN6666,6666.0,KEN,Kenya,67.1.7,4.0,"Ugingo Village, Bondo District",2.0,normal,3.0,12.0,15.0,13.5,6.199999999999999,85.0,0.4,RPM,CPM,SPM,full,1.0,1.0,2001.0,1979.0,22.0,1.0,0.6666666666666666,1.0,0.0,1.0,23.505000000000003,24.172051542675007,70.2444181859154,-4.620000000000019,0.0,0.0,0.0,0.6666666666666666,65.62441818591539,67.0,1.3755818140846117,1.3755818140846117,0.5777777777777778,49.111111111111114,Sternberg et al. (2001),"Sternberg, R. J., Nokes, C., Geissler, P. W., Prince, R., Okatcha, F., Bundy, D. A., & Grigorenko, E. L. (2001). The relationship between academic and practical intelligence: a case study in Kenya. Intelligence, 29, 401-418.",Y,,
KOR9519,9519.0,KOR,"Korea, South",68.1.2,1.0,,2.0,normal,1.0,6.0,16.0,11.0,30.799999999999997,2231.0,0.2,WIS,WISC-III,WISC-III,full,2.0,1.0,1999.5,1989.0,10.5,2.0,0.5,0.0,1.0,0.0,,,103.0,-3.7399999999999984,-2.5,0.0,0.0,0.3333333333333333,96.76,,,,0.3444444444444444,768.4555555555554,Georgas et al. (2003),"Georgas, J., Weiss, L. G., van der Vijver, F., & Saklofske, D. H. (Eds) (2003). Culture and Children’s Intelligence. Amsterdam: Academic Press.",Y,,
KOR6508,6508.0,KOR,"Korea, South",68.1.1,3.0,Pusan,2.0,normal,1.0,9.0,10.0,9.75,32.05,107.0,0.2,RPM,SPM,SPM,full,1.0,1.0,1989.0,1979.0,10.0,1.0,0.8333333333333334,1.0,0.0,0.0,41.3,41.3,109.71465494999998,-2.1000000000000085,0.0,0.0,0.0,1.0,107.61465494999997,109.0,1.3853450500000264,1.3853450500000264,0.6777777777777777,72.52222222222221,Lynn & Ja Song (1994),"Lynn, R., & Ja Song, M. (1994). General intelligence, visuospatial and verbal abilities of Korean children. Personality and Individual Differences, 16, 363-364.",Y,,
KOR7235,7235.0,KOR,"Korea, South",68.1.3,6.0,,2.0,,2.0,2.0,69.0,44.5,2.700000000000003,1229.0,0.2,WIS,WAIS-IV,WAIS-IV,full,2.0,1.0,2011.0,2008.0,3.0,1.0,1.0,0.0,0.0,0.0,,,98.64285714285714,0.0,0.0,0.0,0.0,0.3333333333333333,98.64285714285714,97.5,-1.1428571428571388,1.1428571428571388,0.5111111111111111,628.1555555555555,Lynn et al. (2016a),"Lynn, R., Hur, Y.-M., Hwang, S.-T., Park, K. B., & Kim, J-H. (2016). A strong Flynn effect in South Korea during the second half of the twentieth century. Mankind Quarterly, 56, 562-571.   ",Y,Uncor. IQ is mean of British Full Scale IQ of Table 2 (line 2),"Lynn, Hur et al. (2016) report an IQ of 97.5 for age groups 20 through 65. years showing a British IQ of 100.5 among 20 yrar olds dcling steadily yo 82.5 among 65. years olds and therefore a strong Flynn effect in during the second half of the twentieth century."
KWT5643,5643.0,KWT,Kuwait,69.1.1,1.0,,2.0,normal,1.0,7.0,15.5,11.178571428571429,18.121428571428574,5629.0,0.3,RPM,SPM,SPM,full,1.0,1.0,2002.0,1979.0,23.0,1.0,0.6666666666666666,1.0,1.0,0.0,32.214285714285715,32.214285714285715,91.55838928571427,-4.83000000000002,0.0,0.0,0.0,1.0,86.72838928571426,87.0,0.27161071428574246,0.27161071428574246,0.6555555555555556,3690.1222222222223,Raven & Raven (2008),"Abdel-Khalek, A., & Raven, J. (2008). Kuwaiti norms for the classic SPM in an international context. In Raven, J., & Raven, J. C. (Eds) (2008). Uses and abuses of intelligence. Studies advancing Spearman’s and Raven’s quest for non-arbitrary metrics. Unionville, NY: Royal Fireworks Press.",Y,,
KWT9377,9377.0,KWT,Kuwait,69.1.1,1.0,,2.0,normal,1.0,16.0,17.0,16.5,12.8,1125.0,0.3,RPM,SPM,APM,full,1.0,1.0,2002.0,1992.0,10.0,1.0,0.8333333333333334,1.0,1.0,1.0,45.0,14.162104775336624,96.76168712539685,-2.1000000000000085,0.0,0.0,0.0,0.6666666666666666,94.66168712539684,87.0,-7.661687125396838,7.661687125396838,0.6,675.0,Raven & Raven (2008),"Abdel-Khalek, A., & Raven, J. (2008). Kuwaiti norms for the classic SPM in an international context. In Raven, J., & Raven, J. C. (Eds) (2008). Uses and abuses of intelligence. Studies advancing Spearman’s and Raven’s quest for non-arbitrary metrics. Unionville, NY: Royal Fireworks Press.",Y,,
KWT1478,1478.0,KWT,Kuwait,69.1.3,6.0,,2.0,normal,3.0,6.5,10.5,8.5,20.8,2000.0,0.2,RPM,CPM,CPM,full,1.0,1.0,1985.0,2007.0,22.0,1.0,0.6666666666666666,1.0,1.0,0.0,20.82,20.82,81.41112181999998,4.620000000000019,0.0,0.0,0.0,1.0,86.03112182,92.0,5.968878180000004,5.968878180000004,0.6222222222222222,1244.4444444444446,Bakhiet et al. (2015a),"Bakhiet, S. F. A., Abdelrasheed, N. S. G., Lynn, R., & Essa, Y. A. S. (2015). A Study of the Colored Progressive Matrices in Kuwait. Mankind Quarterly, 56, 168-172.",Y,,"Bakheit & Lynn (2016) report data for a standardization of the CPM in Kuwait in 1985 on a sample of 2,000 children aged 5.6 to 10.5 years.  The sample obtained a British IQ of 91.7 rounded to 92."
KWT9995,9995.0,KWT,Kuwait,69.1.2,1.0,,2.0,normal,1.0,8.0,15.0,11.35,17.950000000000003,6529.0,0.3,RPM,SPM,SPM,full,1.0,1.0,2002.0,1979.0,23.0,1.0,0.6666666666666666,1.0,1.0,0.0,35.238125,35.238125,93.51278076351547,-4.83000000000002,0.0,0.0,0.0,1.0,88.68278076351544,86.0,-2.6827807635154386,2.6827807635154386,0.6555555555555556,4280.122222222222,Abdel-Khalek & Lynn (2006),"Abdel-Khalek, A.M., & Lynn, R. (2006). Sex differences on the Standard Progressive Matrices and in educational attainment in Kuwait. Personality and Individual Differences, 40, 175-182.",Y,,
KGZ3045,3045.0,KGZ,Kyrgyzstan,70.1.2,6.0,1/3 Russia; 2/3 Kyrgyzstan,2.0,normal,3.0,11.0,17.0,13.166666666666666,13.333333333333334,327.0,0.3,RPM,SPM,SPM,full,1.0,1.0,2016.0,1979.0,37.0,1.0,0.6666666666666666,1.0,1.0,0.0,39.72333333333333,39.72333333333333,93.02557690006665,-6.090000000000025,0.0,0.0,0.0,1.0,86.93557690006662,,,,0.6555555555555556,214.36666666666667,Zakharov et al. (2016),"Zakharov, I. M., Voronin, I. A., Ismatullina, V. I., & Malykha, S. B. (2016). The relationship between visual recognition memory andintelligence. Procedia - Social and Behavioral Sciences, 233, 313-317.",Y,Authors reported only weak differences between russian and kygiz sub-samples. Further data publication is in preparation and should replace this sample if ready.,
LAO4583,4583.0,LAO,Laos,71.1.1,3.0,Vientiane,2.0,right-handed,3.0,7.0,10.0,8.33,14.67,24.0,0.1,KABC,KABC,KABC,Mental processing,1.0,1.0,1996.0,1981.0,15.0,2.0,0.16666666666666666,0.0,0.0,0.0,,,114.6575,-7.800000000000036,-2.5,0.0,0.0,0.3333333333333333,104.35749999999996,88.0,-16.35749999999996,16.35749999999996,0.19999999999999998,4.8,Boivin et al. (1996),"Boivin, M. J., Giordani, B., Crist, C. L., & Chounramany, C. (1996). Validating cognitive ability testing protocol with Lao children for community development applications. Neuropsychology, 10, 588-599.",Y,Means from global scales in table 4,"Boivin et al. (1996) report a K-ABC IQ of 93.5 for children corrected for the FE at 0.3/decade reduced to 89.6 and corrected for American norms reduced to 88. The same study report a MAT IQ of 94.3 for the mothers of the children corrected for the FE at 0.3/decade reduced to 91.0 and corrected for American norms reduced to 89
K-ABC IQ = 87.9. The paper reports data for an elite urban group.
"
