ID,No.,iso3,country,Former ID,Origin (type),Origin (specif.),SES,Sample comp.,Sample char.,Lowest age,Highest age,Mean age,Age deviation,N (ind.),Sample rating,Test (type),Test (meas.),Test (calc.),Test (part),Domain,Procedure,Year (meas.),Year (std.),Time deviation,Country of std.,Testing rating,Recalc.?,Special calc.?,Test-conv.?,Raw-score (uncor.),Raw-score (cor.),IQ (uncor.),Test time adjust.,Country cor.,Add. cor.,Below threshold?,Method rating,IQ (cor.),IQ (L&V),IQ(L&V)-IQ(cor.),|IQ(L&V)-IQ(cor.)|,Full rating,QN-Factor,Short,Full,Found?,DB,L&V
COD7002,7002.0,COD,"Congo, Democratic Republic of the",27.1.8,2.0,Bandundu,2.0,healthy,5.0,7.0,10.0,8.65020618556701,9.949793814432992,97.0,0.2,KABC,KABC,KABC,full,1.0,1.0,1993.0,1981.0,12.0,2.0,0.5,0.0,0.0,0.0,,,72.05,-6.240000000000027,-2.5,0.0,0.0,0.3333333333333333,63.309999999999974,68.0,4.690000000000026,4.690000000000026,0.3444444444444444,33.411111111111104,Boivin et al. (1993),"Boivin, M. J., Giordani, B., Ndanga, K., Maky, M. M., Manzeki, K. M., Ngunu, N., & Muamba, K. (1993). Effects of treatment for intestinal parasites and malaria on the cognitive abilities of schoolchildren in Zaire, Africa. Health Psychology, 12, 220-226.",Y,,Boivin et al. (1993) report a K-ABC IQ of 70 for 97 children with and without intestinal parasites and malaria. There were no significant differences between the IQs of the groups. The K-ABC was standardised in the US in 1981. Deduct 3 for a 10 year  Flynn effect and 2 to equate to a British IQ gives the sample an IQ of 65. 
COD1719,1719.0,COD,"Congo, Democratic Republic of the",27.1.9,2.0,Bandundu,2.0,control,5.0,7.0,10.0,8.5,10.100000000000001,32.0,0.1,KABC,KABC,KABC,Mental Processing total,1.0,1.0,1993.0,1981.0,12.0,2.0,0.16666666666666666,0.0,0.0,0.0,,,76.375,-6.240000000000027,-2.5,0.0,0.0,0.3333333333333333,67.63499999999998,68.0,0.3650000000000233,0.3650000000000233,0.19999999999999998,6.3999999999999995,Boivin et al. (1995),"Boivin, M. J., Giordani, B., & Bornfeld, B. (1995). Use of the tactual performance test for cognitive ability testing with African children. Neuropsychology, 9, 409-417.",Y,improvement-sample excluded,
COD3826,3826.0,COD,"Congo, Democratic Republic of the",27.1.9,2.0,Bandundu,2.0,control,5.0,11.0,12.0,11.5,7.100000000000001,23.0,0.2,KABC,KABC,KABC,Mental Processing total,1.0,1.0,1993.0,1981.0,12.0,2.0,0.16666666666666666,0.0,0.0,0.0,,,68.30000000000001,-6.240000000000027,-2.5,0.0,1.0,0.3333333333333333,60.0,68.0,8.0,8.0,0.2333333333333333,5.366666666666666,Boivin et al. (1995),"Boivin, M. J., Giordani, B., & Bornfeld, B. (1995). Use of the tactual performance test for cognitive ability testing with African children. Neuropsychology, 9, 409-417.",Y,improvement-sample excluded,
COD8886,8886.0,COD,"Congo, Democratic Republic of the",27.1.10,1.0,,2.0,Nonkonzo,5.0,6.0,11.0,9.1,9.500000000000002,87.0,0.2,KABC,KABC,KABC,full,1.0,1.0,1995.0,1981.0,14.0,2.0,0.5,0.0,0.0,0.0,,,66.16666666666667,-7.280000000000033,-2.5,0.0,1.0,0.3333333333333333,60.0,67.0,7.0,7.0,0.3444444444444444,29.96666666666666,Boivin et al. (2013),"Boivin, M. J., Okitundu, D., MD, Bumoko, G. M.-M., Sombo, M. Th., Mumba, D., Tylleskar, Th., MD, Page, C. F., Muyembe, J.-J. T., MD, & Tshala-Katumbay, D., (2013). Neuropsychological effects of Konzo: a neuromotor disease associated poorly processed cassava. Pediatrics, 131, 1231-1239.",Y,Konzo-sample excluded,"Boivin et al. (2013) report results for 87 healthy 9 year olds who obtained an IQ on the KABC II of 74 for sequential processing and 64 for simultaneous processing averaged to 69, deduct 2 to equte to a British IQ of 67. A sample of 123 with Konzo (a neuromotor disease) obtained a British IQ of 63."
COD5179,5179.0,COD,"Congo, Democratic Republic of the",27.1.4,1.0,,2.0,control,3.0,7.0,9.0,8.0,10.600000000000001,155.0,0.1,RPM,CPM,CPM,full,1.0,1.0,2002.5,2007.0,4.5,1.0,1.0,1.0,0.0,0.0,15.0,15.0,67.3169,0.8400000000000034,0.0,0.0,0.0,1.0,68.15690000000001,61.0,-7.156900000000007,7.156900000000007,0.7000000000000001,108.50000000000001,Kashala et al. (2005),"Kashala, E., Elgen, I., Sommerfeldt, K., Tylleskar, T., & Lundervold, A. (2005). Cognition in African children with attention-deficit hyperactivity disorder. Pediatric Neurology, 33, 357-364.",Y,,Kashala et al. (2005) report CPM results for 183 school children age 7-9 in Kinshasa. The sample obtained a score of 15 giving a British IQ of 60 on the 2007 standardisation. Add 1 for the Flynn effect gives the sample an IQ of 61.
COD7480,7480.0,COD,"Congo, Democratic Republic of the",27.1.4,1.0,,2.0,experimental,3.0,7.0,9.0,8.0,10.600000000000001,28.0,0.1,RPM,CPM,CPM,full,1.0,1.0,2002.5,2007.0,4.5,1.0,1.0,1.0,0.0,0.0,15.0,15.0,67.3169,0.8400000000000034,0.0,0.0,0.0,1.0,68.15690000000001,61.0,-7.156900000000007,7.156900000000007,0.7000000000000001,19.6,Kashala et al. (2005),"Kashala, E., Elgen, I., Sommerfeldt, K., Tylleskar, T., & Lundervold, A. (2005). Cognition in African children with attention-deficit hyperactivity disorder. Pediatric Neurology, 33, 357-364.",Y,,Kashala et al. (2005) report CPM results for 183 school children age 7-9 in Kinshasa. The sample obtained a score of 15 giving a British IQ of 60 on the 2007 standardisation. Add 1 for the Flynn effect gives the sample an IQ of 61.
COG6635,6635.0,COG,"Congo, Republic of the",26.1.2,3.0,Brazzavill,2.0,normal,5.0,11.0,15.0,13.25,6.449999999999999,88.0,0.4,RPM,SPM,SPM,full,1.0,1.0,1994.0,1979.0,15.0,1.0,0.8333333333333334,1.0,1.0,0.0,29.6,29.6,66.1162764,-3.150000000000013,0.0,0.0,0.0,1.0,62.96627639999999,73.0,10.033723600000009,10.033723600000009,0.7444444444444445,65.51111111111112,"Nkaya, Huteau & Bonnet (1994)","Nkaya, H. N., Huteau, M., & Bonnet, J.-P. (1994). Retest effect on cognitive performance on the Raven Matrices in France and in the Congo. Perceptual and Motor Skills, 78, 503-510.",Y,,
CRI7021,7021.0,CRI,Costa Rica,29.1.1,2.0,western region,2.0,normal,1.0,9.0,12.0,10.5,20.8,73.0,0.2,RPM,SPM,SPM,full,1.0,1.0,2008.0,1979.0,29.0,1.0,0.6666666666666666,1.0,1.0,0.0,25.515,25.515,80.6023333612375,-6.090000000000025,0.0,0.0,0.0,1.0,74.51233336123747,86.0,11.487666638762533,11.487666638762533,0.6222222222222222,45.422222222222224,"Rindermann, Stiegmaier & Meisenberg (2014)","Rindermann, H., Stiegmaier, E.-M., & Meisenberg, G. (2014a). Cognitive ability of preschool, primary and secondary school children in Costa Rica. Journal of Biosocial Science, 46, 1-30.",Y,,"Rindermann et al. (2014) reported a study of the intelligence of three samples in Costa Rica compared with matched samples in Austria. The samples were aged 5-6 years tested with the CPM, and 9-11 and 15-16 years tested with a variety of tests. Costa Rican IQs were 95, 89 and 78 for the three groups and averaged 87 relative to an Austrian IQ of 99, and therefore gave a Costa Rica IQ of 86 relative to a British  IQ of 100. "
CRI3498,3498.0,CRI,Costa Rica,,2.0,western region,2.0,normal,1.0,5.0,7.0,6.0,25.3,80.0,0.2,RPM,CPM,CPM,full,1.0,1.0,2008.0,2007.0,1.0,1.0,1.0,1.0,1.0,0.0,19.796666666666667,19.796666666666667,100.59957837313334,-0.21000000000000085,0.0,0.0,0.0,1.0,100.38957837313333,86.0,-14.389578373133332,14.389578373133332,0.7333333333333334,58.66666666666667,"Rindermann, Stiegmaier & Meisenberg (2014)","Rindermann, H., Stiegmaier, E.-M., & Meisenberg, G. (2014a). Cognitive ability of preschool, primary and secondary school children in Costa Rica. Journal of Biosocial Science, 46, 1-30.",Y,,"Rindermann et al. (2014) reported a study of the intelligence of three samples in Costa Rica compared with matched samples in Austria. The samples were aged 5-6 years tested with the CPM, and 9-11 and 15-16 years tested with a variety of tests. Costa Rican IQs were 95, 89 and 78 for the three groups and averaged 87 relative to an Austrian IQ of 99, and therefore gave a Costa Rica IQ of 86 relative to a British  IQ of 100. "
HRV2479,2479.0,HRV,Croatia,30.1.3,3.0,Zagreb,2.0,right-handed,5.0,7.84,15.41,11.57,31.43,396.0,0.0,RPM,SPM,SPM,full,1.0,1.0,2008.6,1979.0,29.59999999999991,1.0,0.6666666666666666,1.0,1.0,0.0,38.68055555555556,38.68055555555556,98.58581297417533,-6.090000000000025,0.0,0.0,0.0,1.0,92.4958129741753,98.0,5.504187025824706,5.504187025824706,0.5555555555555555,219.99999999999997,"Žebec, Demetriou & Kotrla-Topić (2015)","Žebec, M., Demetriou A., & Kotrla-Topić, M. (2015). Changing expressions of general intelligence in development: A 2-wave longitudinal study from 7 to 18 years of age. Intelligence, 49, 94-109.",Y,,"Žebec, Demetriou & Kotrla-Topić (2015) have published SPM data for 7-17 year olds in schools in Zagreb. The school leaving age in Croatia is 15 so only the age groups 7 – 14 have been used here. The British IQs are calculated from the 2008 British standardization of the Standard Progressive Matrices-Plus using the SPM-SPM+ conversion table given in Raven (1998, Table SPM3). The British IQ for the 7-14 year olds is 98.4."
HRV4727,4727.0,HRV,Croatia,30.1.3,3.0,Zagreb,2.0,right-handed,5.0,16.63,17.31,16.97,26.03,82.0,0.0,RPM,SPM,APM,full,1.0,1.0,2014.0,1992.0,22.0,1.0,0.6666666666666666,1.0,1.0,1.0,46.96875,13.632660367431647,93.57391266758614,-3.3600000000000136,0.0,0.0,0.0,0.6666666666666666,90.21391266758613,98.0,7.786087332413871,7.786087332413871,0.4444444444444444,36.44444444444444,"Žebec, Demetriou & Kotrla-Topić (2015)","Žebec, M., Demetriou A., & Kotrla-Topić, M. (2015). Changing expressions of general intelligence in development: A 2-wave longitudinal study from 7 to 18 years of age. Intelligence, 49, 94-109.",Y,,"Žebec, Demetriou & Kotrla-Topić (2015) have published SPM data for 7-17 year olds in schools in Zagreb. The school leaving age in Croatia is 15 so only the age groups 7 – 14 have been used here. The British IQs are calculated from the 2008 British standardization of the Standard Progressive Matrices-Plus using the SPM-SPM+ conversion table given in Raven (1998, Table SPM3). The British IQ for the 7-14 year olds is 98.4."
CUB6365,6365.0,CUB,Cuba,,2.0,Camaguey,2.0,normal,1.0,12.0,16.0,14.0,27.5,1065.0,0.2,RPM,SPM,SPM,full,1.0,1.0,1973.0,1979.0,6.0,1.0,1.0,1.0,1.0,0.0,37.31999999999999,37.31999999999999,85.64267591,1.2600000000000051,0.0,0.0,0.0,1.0,86.90267591,88.0,1.0973240900000008,1.0973240900000008,0.7333333333333334,781.0000000000001,Alonso Garcia (1973),"Alonso Garcia, O. S. (1973). Raven. Factor “g”, edad y escolaridad. Revista del Hospital Psiquiátrico de La Habana, 14, 60-77. ",Y,,
CUB8945,8945.0,CUB,Cuba,,2.0,Camaguey,2.0,normal,1.0,17.0,20.0,18.5,23.0,386.0,0.2,RPM,SPM,APM,full,1.0,1.0,1973.0,1992.0,19.0,1.0,0.8333333333333334,1.0,1.0,1.0,41.887499999999996,9.404969155937508,80.50239262680932,3.990000000000016,0.0,0.0,0.0,0.6666666666666666,84.49239262680933,88.0,3.507607373190666,3.507607373190666,0.5666666666666668,218.73333333333338,Alonso Garcia (1973),"Alonso Garcia, O. S. (1973). Raven. Factor “g”, edad y escolaridad. Revista del Hospital Psiquiátrico de La Habana, 14, 60-77. ",Y,,
CUB3907,3907.0,CUB,Cuba,31.1.2,6.0,,2.0,normal,3.0,11.0,68.0,25.88,15.620000000000001,589.0,0.3,RPM,SPM,APM,full,1.0,1.0,2000.0,1992.0,8.0,1.0,1.0,1.0,0.0,1.0,44.0,10.976079999999996,78.7455200887254,-1.6800000000000068,0.0,0.0,0.0,0.6666666666666666,77.06552008872539,84.0,6.934479911274607,6.934479911274607,0.6555555555555556,386.1222222222222,Valcarcel et al. (2000),"Valcarcel, E. C., Matrinez, E. C., Bouza, C., & Solozabal, T. P. (2000). Algunuas characteristicas y possibilidades del test de matrices progressivas de Raven. Revista Cubana de Psicologia, 17, 95-105.",Y,,"A more recent study in Cuba by Valcarcel et al. (2000) reported that a sample with an average age of 26 years obtained an average score of 46 on the Standard Progressive Matrices. This is at the 15th pc of the British 1992 UK standardisation norms given in Raven, Raven & Court (1998) and is equivalent to an IQ of 85. Deduct 1 IQ point for the Flynn effect reduces the result to a British  IQ to 84."
CYP1414,1414.0,CYP,Cyprus,158.1.1,1.0,,2.0,normal,1.0,16.5,17.5,17.0,19.799999999999997,290.87951807228916,0.3,RPM,SPM,APM,full,1.0,1.0,2006.0,1992.0,14.0,1.0,0.8333333333333334,1.0,1.0,1.0,48.8825,15.678241309276881,98.17149317073387,-2.940000000000012,0.0,0.0,0.0,0.6666666666666666,95.23149317073386,,,,0.6,174.52771084337348,"Spanoudis, Natsopoulos & Lynn (2016)","Spanoudis, G., Natsopoulos, D., & Lynn, R. (2016). Sex Differences for 10 to 17 Year Olds on the Standard Progressive Matrices in Cyprus. Mankind Quarterly, 57, 283-290.",Y,,
CYP6250,6250.0,CYP,Cyprus,158.1.1,1.0,,2.0,normal,1.0,10.0,15.5,13.0,23.799999999999997,3222.0,0.2,RPM,SPM,SPM,full,1.0,1.0,2006.0,1979.0,27.0,1.0,0.6666666666666666,1.0,1.0,0.0,44.300000000000004,44.300000000000004,101.46756866166459,-5.670000000000023,0.0,0.0,0.0,1.0,95.79756866166457,,,,0.6222222222222222,2004.8,"Spanoudis, Natsopoulos & Lynn (2016)","Spanoudis, G., Natsopoulos, D., & Lynn, R. (2016). Sex Differences for 10 to 17 Year Olds on the Standard Progressive Matrices in Cyprus. Mankind Quarterly, 57, 283-290.",Y,,
DNK4889,4889.0,DNK,Denmark,33.1.1,6.0,,2.0,,3.0,5.0,11.0,11.89,30.310000000000002,628.0,0.0,RPM,SPM,SPM,full,1.0,1.0,1967.0,1979.0,12.0,1.0,0.8333333333333334,1.0,0.0,0.0,39.02,39.02,94.9665822376,2.520000000000005,0.0,0.0,0.0,1.0,97.4865822376,97.0,-0.48658223760000396,0.48658223760000396,0.6111111111111112,383.7777777777778,Vejleskov (1968),"Vejleskov, H. (1968). An analysis of Raven Matrix responses in fifth grade children. Scandinavian Journal of Psychology, 9, 177-186.",Y,,
DJI3851,3851.0,DJI,Djibouti,,1.0,,2.0,normal,3.0,9.0,18.0,13.5,10.399999999999999,2770.0,0.3,RPM,SPM+,SPM+,full,1.0,1.0,2017.5,2007.0,10.5,1.0,0.8333333333333334,1.0,1.0,0.0,11.781,11.781,52.347841174188,-0.21000000000000085,0.0,0.0,1.0,1.0,60.0,,,,0.7111111111111111,1969.7777777777778,Becker et al. (2022),"Becker, D., Meisenberg, G., Dutton, E., Bakhiet, S. F., Humad, O. A. M., Abdoulaye, H. A., & Ahmed, S. A. E. S. (2022). Factor structure in Raven’s Progressive Matrices Plus in sub-Saharan Africa – Benin and Djibouti. Journal of Psychology in Africa, 32(2), 103-114, https://doi.org/10.1080/14330237.2022.2028080",Y,,
DMA1300,1300.0,DMA,Dominica,34.1.1,1.0,,2.0,normal,3.0,18.0,25.0,21.0,12.5,373.0,0.3,RPM,SPM,APM,full,1.0,1.0,2005.0,1992.0,13.0,1.0,0.8333333333333334,1.0,0.0,1.0,36.15,6.1325057737499975,68.5170067914799,-2.730000000000011,0.0,0.0,0.0,0.6666666666666666,65.78700679147988,73.0,7.212993208520118,7.212993208520118,0.6,223.79999999999998,Meisenberg et al. (2005),"Meisenberg, G., Lawless, E., Lambert, E., & Newton, A. (2005). The Flynn effect in the Caribbean: generational change in test performance in Dominica. Mankind Quarterly, 46, 29-70.  ",Y,,Meisenberg et al. (2005) report British  IQs of 73 for a younger sample and 61 for an older sample. The higher IQ of the younger sample is attributed to a stronger Flynn effect showing a greater increase of intelligence in Dominica compared with that in Britain. 
DMA2143,2143.0,DMA,Dominica,34.1.1,1.0,,2.0,normal,3.0,51.0,62.0,56.1,22.6,352.0,0.2,RPM,SPM,APM,full,1.0,1.0,2005.0,1992.0,13.0,1.0,0.8333333333333334,1.0,0.0,1.0,23.45,1.4678945162500092,69.01880355747502,-2.730000000000011,0.0,0.0,0.0,0.6666666666666666,66.288803557475,61.0,-5.288803557475006,5.288803557475006,0.5666666666666668,199.4666666666667,Meisenberg et al. (2005),"Meisenberg, G., Lawless, E., Lambert, E., & Newton, A. (2005). The Flynn effect in the Caribbean: generational change in test performance in Dominica. Mankind Quarterly, 46, 29-70.  ",Y,,Meisenberg et al. (2005) report British  IQs of 73 for a younger sample and 61 for an older sample. The higher IQ of the younger sample is attributed to a stronger Flynn effect showing a greater increase of intelligence in Dominica compared with that in Britain. 
DOM2027,2027.0,DOM,Dominican Republic,35.1.1,4.0,,2.0,,5.0,18.0,76.0,25.410588235294117,2.689411764705884,34.0,0.2,WIS,WAIS,WAIS,full,2.0,1.0,1982.0,1965.0,17.0,11.0,0.5,0.0,0.0,0.0,,,111.95,0.0,-22.8,0.0,0.0,0.3333333333333333,89.15,88.0,-1.1500000000000057,1.1500000000000057,0.3444444444444444,11.711111111111109,Imperato-McGinley et al. (1991),"Imperato-McGinley, J., Pichardo, M., Gautler, T., Voyer, D,. & Brydent, M. P. (1991). Cognitive abilities in androgen-insensitive subjects: comparison with control males and females. Clinical Endocrinology, 34, 341-347.",Y,,"Imperato-McGinley et al. (1991) report a study of the IQ of 10  adults with complete androgen insensitivity syndrome and 34 of their healthy relatives. They were tested with the Spanish version of the Wechsler Adult Intelligence Scale normed in Puerto Rico in 1965. The two groups obtained IQs of 104.1 and 110.4, repectively. These are Flynn effect and Spanish norms adjusted to IQs of  83.4 and 91.7. The difference between the two groups is not statisticaklly significant, so they have been averaged to give an IQ of 89.8. This needs to be reduced by 2 IQ points to converted  to a British  IQ to give an IQ of 88. "
ECU1173,1173.0,ECU,Ecuador,36.1.1,4.0,,2.0,Pb-exposed,5.0,5.0,8.0,6.5,21.2,25.0,0.0,RPM,CPM,CPM,full,1.0,1.0,1998.0,2007.0,9.0,1.0,1.0,1.0,1.0,0.0,15.44,15.44,82.99163599999999,1.8900000000000077,0.0,0.0,0.0,1.0,84.88163599999999,82.0,-2.881635999999986,2.881635999999986,0.6666666666666666,16.666666666666664,Counter et al. (1998),"Counter, S. A., Buchanan, L. H., Rosas, H. D., & Ortega, F. (1998). Neurocognitive effects of chronic lead intoxication in Andean children. Journal of Neurological Science, 160, 47-53.",Y,Reestimation incl. high PbB-levels (underestimation possible),"Counter et al. (1998) report CPM data for Andean children (presumably Native American) who scored of 19.5 at age 8.2 years, giving a British IQ of 82. "
ECU7803,7803.0,ECU,Ecuador,36.1.1,4.0,,2.0,Pb-exposed,5.0,9.0,11.0,10.0,17.7,16.0,0.1,RPM,CPM,CPM,full,1.0,1.0,1998.0,2007.0,9.0,1.0,1.0,1.0,1.0,0.0,19.375,19.375,62.762715625000006,1.8900000000000077,0.0,0.0,0.0,1.0,64.65271562500001,82.0,17.347284374999987,17.347284374999987,0.7000000000000001,11.200000000000001,Counter et al. (1998),"Counter, S. A., Buchanan, L. H., Rosas, H. D., & Ortega, F. (1998). Neurocognitive effects of chronic lead intoxication in Andean children. Journal of Neurological Science, 160, 47-53.",Y,Reestimation incl. high PbB-levels (underestimation possible),"Counter et al. (1998) report CPM data for Andean children (presumably Native American) who scored of 19.5 at age 8.2 years, giving a British IQ of 82. "
ECU7314,7314.0,ECU,Ecuador,36.1.2,2.0,Tabacundo,2.0,normal,3.0,,,6.9,20.799999999999997,26.0,0.2,RPM,CPM,CPM,full,1.0,1.0,2010.0,2007.0,3.0,1.0,1.0,1.0,0.0,0.0,15.7,15.7,78.4577012,-0.21000000000000085,0.0,0.0,0.0,1.0,78.2477012,80.0,1.7522988000000055,1.7522988000000055,0.7333333333333334,19.06666666666667,Harari et al. (2010),"Harari, R., Julvez, J., Murata, K., Barr, D., Bellinger, D. C., Debes, F., & Grandjean, Ph. (2010). Neurobehavioral deficits and increased blood pressure in school-age children prenatally exposed to pesticides. Environmental Health Perspectives, 118, 890-896.",Y,Reestimation incl. exposeds to pesticides (underestimation possible),"Harari et al. (2010) report data for 84 7.0 year olds who scored 16 on the CPM, equivalent to an IQ of 80 on the British 2008 standardisation norms. "
ECU8948,8948.0,ECU,Ecuador,36.1.2,2.0,Tabacundo,2.0,normal,3.0,,,7.2,20.5,59.0,0.2,RPM,CPM,CPM,full,1.0,1.0,2010.0,2007.0,3.0,1.0,1.0,1.0,0.0,0.0,16.1,16.1,79.39593239999999,-0.21000000000000085,0.0,0.0,0.0,1.0,79.18593239999998,80.0,0.8140676000000155,0.8140676000000155,0.7333333333333334,43.26666666666667,Harari et al. (2010),"Harari, R., Julvez, J., Murata, K., Barr, D., Bellinger, D. C., Debes, F., & Grandjean, Ph. (2010). Neurobehavioral deficits and increased blood pressure in school-age children prenatally exposed to pesticides. Environmental Health Perspectives, 118, 890-896.",Y,Reestimation incl. exposeds to pesticides (underestimation possible),"Harari et al. (2010) report data for 84 7.0 year olds who scored 16 on the CPM, equivalent to an IQ of 80 on the British 2008 standardisation norms. "
EGY8648,8648.0,EGY,Egypt,37.1.1,3.0,Cairo,2.0,university students,3.0,,,20.5,3.3999999999999986,2147.0,0.2,RPM,SPM,APM,full,1.0,1.0,2000.0,1992.0,8.0,1.0,1.0,1.0,0.0,1.0,44.555,11.431326672208748,79.62913392537288,-1.6800000000000068,0.0,0.0,0.0,0.6666666666666666,77.94913392537288,82.0,4.050866074627123,4.050866074627123,0.6222222222222222,1335.911111111111,"Abdel-Khalek, Nour-Eddin & Lynn (2014)","Abdel-Khalek, A. M., Nour-Eddin, A. S., & Lynn, R. (2015). A Study of the Intelligence of University Students in Egypt. Mankind Quarterly, 55, 129-135.",Y,,"From the same sample, Abdel-Khalek, Nour-Eddin & Lynn (2015) reported IQ measured with the APM. This sample was not used to avoid duplication."
EGY7858,7858.0,EGY,Egypt,37.1.3,1.0,,2.0,normal,1.0,16.0,20.0,18.5,5.399999999999999,2385.0,0.4,RPM,SPM,APM,full,1.0,1.0,1986.0,1992.0,6.0,1.0,1.0,1.0,1.0,1.0,48.5,17.606826796521872,96.62647032418766,1.2600000000000051,0.0,0.0,0.0,0.6666666666666666,97.88647032418767,88.0,-9.88647032418767,9.88647032418767,0.6888888888888888,1642.9999999999998,Bakhiet & Lynn (2015b),"Bakhiet, S. F. A., & Lynn, R. (2015b). A standardization of the Standard Progressive Matrices in Egypt. Mankind Quarterly, 56, 70-78.",Y,,
EGY9492,9492.0,EGY,Egypt,37.1.3,1.0,,2.0,normal,1.0,6.0,16.0,11.0,12.899999999999999,5215.0,0.3,RPM,SPM,SPM,full,1.0,1.0,1986.0,1979.0,7.0,1.0,1.0,1.0,1.0,0.0,30.545454545454547,30.545454545454547,88.899598,-1.470000000000006,0.0,0.0,0.0,1.0,87.429598,88.0,0.5704020000000014,0.5704020000000014,0.7666666666666666,3998.1666666666665,Bakhiet & Lynn (2015b),"Bakhiet, S. F. A., & Lynn, R. (2015b). A standardization of the Standard Progressive Matrices in Egypt. Mankind Quarterly, 56, 70-78.",Y,,
EGY9075,9075.0,EGY,Egypt,37.1.4,1.0,,2.0,normal,1.0,5.6,10.5,8.0,15.899999999999999,11284.0,0.3,RPM,CPM,CPM,full,1.0,1.0,2012.0,2007.0,5.0,1.0,1.0,1.0,1.0,0.0,21.2,21.2,85.61752000000001,-0.21000000000000085,0.0,0.0,0.0,1.0,85.40752,84.0,-1.4075200000000052,1.4075200000000052,0.7666666666666666,8651.066666666666,Bakhiet & Lynn (2015d),"Bakhiet, S. F. A., & Lynn, R. (2015d). A note on a new study of intelligence in Egypt. Psychological Reports, 115, 810-812.",Y,,"Bakhiet & Lynn (2014g) report results of a standardization of the CPM in 2011-13 on a sample of 11,284 children aged 5.6 to 10.5 years.  The sample obtained a British  IQ of 84.2. "
EGY2680,2680.0,EGY,Egypt,37.1.7,4.0,Kalama,1.0,normal,1.0,7.0,10.0,8.5,15.399999999999999,110.0,0.3,RPM,CPM,CPM,full,1.0,1.0,1995.0,2007.0,12.0,1.0,0.8333333333333334,1.0,0.0,0.0,14.225,14.225,61.4789118546875,2.5200000000000102,0.0,0.0,0.0,1.0,63.99891185468751,69.0,5.001088145312487,5.001088145312487,0.7111111111111111,78.22222222222223,Wachs et. al. (1995),"Wachs, T. D., Bishry, Z., Moussa, W., Yunis, F., McCabe, G., Harrison, G., Sweifi, E., Kirksey, A., Galal, O., Jerome, N., & Shaheen, F. (1995). Nutritional intake and onext as predictors of cognition and adaptive behavior of Egyptian school children. International Journal of Behavioral Development, 18, 425-450.",Y,,"Wachs al. (1995) report a CPM score of 14.2 (male-female average) for a sample of children from a village near Cairo with a population of 8000, average age about 8.5 years. The British IQ is 76 according to 1949 norms and 60 according to 2007 norms. Time of testing is about 1993, so the time-weighted average is about 64. The children were also administered 3 verbal and 3 performance subtest of the WISC-R on which they obtained a VIQ of 86.7 and PIQ of 76.9, which can be averaged to 81.8. The WISC-R was normed in 1974, so we have applied a Flynn effect correction of 6 points to give a WISC-R IQ of 76 and deduct 2 to converted  to a British IQ to 74. The CPM and WISC-R IQs have been averged to 69."
EGY4241,4241.0,EGY,Egypt,37.1.7,4.0,Kalama,1.0,normal,1.0,7.0,10.0,8.5,15.399999999999999,110.0,0.3,WIS,WISC-R,WISC-R,full,2.0,1.0,1995.0,1983.0,12.0,3.0,0.5,1.0,0.0,0.0,34.71,34.71,79.0,-7.200000000000017,-1.2,0.0,0.0,1.0,70.59999999999998,69.0,-1.59999999999998,1.59999999999998,0.6,66.0,Wachs et. al. (1995),"Wachs, T. D., Bishry, Z., Moussa, W., Yunis, F., McCabe, G., Harrison, G., Sweifi, E., Kirksey, A., Galal, O., Jerome, N., & Shaheen, F. (1995). Nutritional intake and onext as predictors of cognition and adaptive behavior of Egyptian school children. International Journal of Behavioral Development, 18, 425-450.",Y,,"Wachs al. (1995) report a CPM score of 14.2 (male-female average) for a sample of children from a village near Cairo with a population of 8000, average age about 8.5 years. The British IQ is 76 according to 1949 norms and 60 according to 2007 norms. Time of testing is about 1993, so the time-weighted average is about 64. The children were also administered 3 verbal and 3 performance subtest of the WISC-R on which they obtained a VIQ of 86.7 and PIQ of 76.9, which can be averaged to 81.8. The WISC-R was normed in 1974, so we have applied a Flynn effect correction of 6 points to give a WISC-R IQ of 76 and deduct 2 to converted  to a British IQ to 74. The CPM and WISC-R IQs have been averged to 69."
EGY5080,5080.0,EGY,Egypt,37.1.6,2.0,Giza,2.0,normal,5.0,9.0,11.0,10.1,13.799999999999999,170.0,0.3,RPM,CPM,CPM,full,1.0,1.0,1995.0,2007.0,12.0,1.0,0.8333333333333334,1.0,0.0,0.0,21.7,21.7,74.99918750000006,2.5200000000000102,0.0,0.0,0.0,1.0,77.51918750000007,85.0,7.480812499999928,7.480812499999928,0.7111111111111111,120.8888888888889,Yunis et al. (1995),"Yunis, F. A., Khalifa, A. G., Moner, Z. M., Ayad, A. A., Gaber, S. A., & Mohamed, N. H. (1995). Physical growth, nutritional status and intellectual performance among school students in a rural village. Medical Journal of Cairo University, 63, 971-980.",Y,Reestimation with low SES children (underestimation possible),"Yunis et al. (1995) report CPM data for 170 children (105 boys and 65 girls) aged 10.1 years attending school in a rural village in Giza province. The sample obtained a score of 21.7 (Sd 4.7). This is at the 13th percentile of the 1982 British standardisation, equivalent to an IQ of 83. Deduct 2 for a Flynn effect reduces this to 81. The authors describe the children as coming from low socio-econpmic families and their IQ would there be lower than that of a representative sample. To adjust for this, 4 IQ points have been added to the sample’s IQ bringing it up to 85."
